,who,is,credited,with,the,modern,name,for,this,system
the,0.3733934462070465,0.5823672413825989,0.19653713703155518,0.4223487675189972,1.0,0.3283970355987549,0.3171212375164032,0.4739971458911896,0.6274310946464539,0.3233085572719574
new,0.2378052920103073,0.2208656519651413,0.1601884365081787,0.24325589835643768,0.3845241069793701,0.24743801355361938,0.19623230397701263,0.2700757384300232,0.3234144449234009,0.20223183929920197
concept,0.2084418535232544,0.2750450372695923,0.35113024711608887,0.16215780377388,0.2355310022830963,0.32509973645210266,0.15315236151218414,0.24192313849925995,0.3189828097820282,0.26356232166290283
found,0.17055200040340424,0.3526395261287689,0.09372657537460327,0.2364431470632553,0.3452354073524475,0.16013142466545105,0.175145223736763,0.19707661867141724,0.23419983685016632,0.15165145695209503
little,0.20570093393325806,0.23436859250068665,0.14384227991104126,0.22821269929409027,0.2412613034248352,0.12863720953464508,0.1322396993637085,0.226386159658432,0.29778602719306946,0.11688167601823807
resonance,0.11806570738554001,0.24976161122322083,0.21346065402030945,0.17646704614162445,0.2410922795534134,0.20440994203090668,0.08804056793451309,0.24479204416275024,0.29746535420417786,0.30363500118255615
among,0.32480236887931824,0.21956473588943481,0.14068007469177246,0.2968312203884125,0.3507058024406433,0.1965177357196808,0.11765395849943161,0.2832789719104767,0.28910595178604126,0.20968209207057953
network,0.16999904811382294,0.2196272611618042,0.12904009222984314,0.2153671681880951,0.27187061309814453,0.11982085555791855,0.12428203225135803,0.253274142742157,0.2292335033416748,0.3214803636074066
implementers,0.14307858049869537,0.30143386125564575,0.14256343245506287,0.247930645942688,0.25854939222335815,0.2514875531196594,0.13072550296783447,0.30170610547065735,0.3407367765903473,0.3764261305332184
until,0.2530071437358856,0.23065046966075897,0.23716793954372406,0.25182005763053894,0.37191009521484375,0.1432882845401764,0.2578715980052948,0.2802979350090027,0.27892377972602844,0.1669432520866394
the,0.3733934462070465,0.5823672413825989,0.19653713703155518,0.4223487675189972,1.0,0.3283970355987549,0.3171212375164032,0.4739971458911896,0.6274310946464539,0.3233085572719574
independent,0.19686606526374817,0.19700974225997925,0.15316881239414215,0.15262502431869507,0.2927691638469696,0.22220604121685028,0.155190110206604,0.22318588197231293,0.26078376173973083,0.1420293152332306
work,0.3146236836910248,0.22475390136241913,0.3036779761314392,0.2649822533130646,0.2704800069332123,0.21471244096755981,0.15755409002304077,0.4087657630443573,0.4280385971069336,0.24377161264419556
of,0.2827862501144409,0.4854315221309662,0.21547365188598633,0.41827285289764404,0.733189046382904,0.3482828736305237,0.24075818061828613,0.4185989499092102,0.45148900151252747,0.25597915053367615
donald,0.21757657825946808,0.14618076384067535,0.1768600046634674,0.09247099608182907,0.23587575554847717,0.20975792407989502,0.09297601878643036,0.22623322904109955,0.194121316075325,0.0994211882352829
