,in,what,year,did,roger,rocka,'s,dinner,theater,&,good,company,players,open,?
roger,0.16691862046718597,0.1456337571144104,0.1190456673502922,0.16114541888237,1.0,0.2574976682662964,-0.05052544176578522,0.14305534958839417,0.1312430500984192,0.11059443652629852,0.15413659811019897,0.18715739250183105,0.15004922449588776,0.15494924783706665,0.0969553217291832
rocka,0.2687293291091919,0.1784662902355194,0.18146200478076935,0.15327449142932892,0.2574976682662964,1.0000001192092896,0.02393072098493576,0.21677027642726898,0.26952627301216125,0.1924234926700592,0.11989247053861618,0.1401086151599884,0.20894095301628113,0.10902843624353409,0.1668357104063034
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.05052544176578522,0.02393072098493576,0.9999999403953552,0.022960253059864044,0.10415638238191605,-0.02038128487765789,0.09279277920722961,0.003266559913754463,-0.003934598993510008,0.010282238945364952,-0.023395681753754616
dinner,0.21827612817287445,0.2525511384010315,0.18199680745601654,0.18271605670452118,0.14305534958839417,0.21677027642726898,0.022960253059864044,1.0000001192092896,0.34457239508628845,0.0952678769826889,0.2536737024784088,0.1398397833108902,0.14810113608837128,0.16767212748527527,0.2127307951450348
theater,0.3081531822681427,0.1395484209060669,0.13627614080905914,0.21082048118114471,0.1312430500984192,0.26952627301216125,0.10415638238191605,0.34457239508628845,0.9999998807907104,0.07477403432130814,0.11532630771398544,0.26164305210113525,0.12362050265073776,0.15839967131614685,0.12811817228794098
&,0.1358654648065567,0.11141876131296158,0.04340685158967972,0.160298690199852,0.11059443652629852,0.1924234926700592,-0.02038128487765789,0.0952678769826889,0.07477403432130814,0.9999998807907104,0.12023501843214035,0.22427646815776825,0.17193745076656342,0.0327712744474411,0.12596383690834045
good,0.2152448445558548,0.3916934132575989,0.18961794674396515,0.35611584782600403,0.15413659811019897,0.11989247053861618,0.09279277920722961,0.2536737024784088,0.11532630771398544,0.12023501843214035,0.9999999403953552,0.13793030381202698,0.1649397760629654,0.22985023260116577,0.3187684714794159
company,0.22141718864440918,0.2333769053220749,0.1253320872783661,0.16800642013549805,0.18715739250183105,0.1401086151599884,0.003266559913754463,0.1398397833108902,0.26164305210113525,0.22427646815776825,0.13793030381202698,1.0,0.16647769510746002,0.20073044300079346,0.12195809185504913
players,0.1695755422115326,0.21080905199050903,0.15431004762649536,0.23541630804538727,0.15004922449588776,0.20894095301628113,-0.003934598993510008,0.14810113608837128,0.12362050265073776,0.17193745076656342,0.1649397760629654,0.16647769510746002,1.0,0.14237575232982635,0.15925642848014832
also,0.5073733329772949,0.42747777700424194,0.24424028396606445,0.39334940910339355,0.17477720975875854,0.22307124733924866,-0.0014726108638569713,0.19746245443820953,0.23463931679725647,0.1553146094083786,0.3693075478076935,0.21313920617103577,0.2531372010707855,0.216867595911026,0.21848613023757935
opened,0.2972770035266876,0.14500318467617035,0.17148488759994507,0.2014526128768921,0.04545142129063606,0.2201111763715744,-0.006441329140216112,0.24352316558361053,0.3573462963104248,0.1428482085466385,0.13935118913650513,0.2392442673444748,0.1431482583284378,0.39371490478515625,0.1934700310230255
nearby,0.3131678104400635,0.13611137866973877,0.14648735523223877,0.2088260054588318,0.14643853902816772,0.2887129783630371,-0.0832822248339653,0.2185370773077011,0.11478327959775925,0.1130855605006218,0.15099096298217773,0.11744274199008942,0.18200330436229706,0.15375947952270508,0.07977716624736786
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.16691862046718597,0.2687293291091919,-0.037580832839012146,0.21827612817287445,0.3081531822681427,0.1358654648065567,0.2152448445558548,0.22141718864440918,0.1695755422115326,0.27347445487976074,0.20430970191955566
1978,0.20181521773338318,-0.04368842765688896,0.0923275575041771,0.043191809207201004,-0.015486359596252441,0.055593933910131454,-0.03796549513936043,-0.02126338705420494,0.03303099423646927,0.004222550895065069,-0.01611107587814331,0.07860105484724045,-0.00018564089259598404,0.12107156962156296,0.06364871561527252
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.22744543850421906,0.3608798086643219,-0.0016132977325469255,0.2346692681312561,0.27069878578186035,0.2516871392726898,0.3217065632343292,0.2697763442993164,0.21334654092788696,0.28863707184791565,0.31091248989105225
[,0.12324675917625427,0.010752761736512184,0.14371466636657715,0.030549485236406326,0.04886256158351898,0.24309615790843964,0.01083834283053875,0.16839846968650818,0.2873364984989166,0.04638465493917465,0.04559483751654625,0.15303191542625427,0.1449246108531952,0.10633227974176407,0.011015460826456547
citation,0.22942641377449036,0.26448965072631836,0.1934625655412674,0.18243058025836945,0.14844074845314026,0.14168806374073029,-0.10153055191040039,0.16636119782924652,0.08921102434396744,0.10760807991027832,0.2122923582792282,0.1314208209514618,0.11480411887168884,0.21027953922748566,0.3382055461406708
needed,0.21117523312568665,0.3631289601325989,0.14477038383483887,0.40049824118614197,0.11180325597524643,0.13650794327259064,0.00025875959545373917,0.10083562880754471,0.15131786465644836,0.07382941246032715,0.4224700629711151,0.16523878276348114,0.19381387531757355,0.20638276636600494,0.2863257825374603
],-0.1088862195611,-0.03775298595428467,-0.09102598577737808,0.024806415662169456,0.0009354874491691589,-0.055923618376255035,-0.10493394732475281,-0.043776556849479675,-0.04362322762608528,0.06779602915048599,-0.011547376401722431,-0.03423589468002319,0.01879061572253704,-0.06329438090324402,-0.0022520492784678936
at,0.4374977946281433,0.2838611304759979,0.3146436810493469,0.28390252590179443,0.2144312709569931,0.23130840063095093,-0.08481216430664062,0.16810168325901031,0.23992954194545746,0.12151119112968445,0.2845047116279602,0.17487694323062897,0.15292079746723175,0.26252326369285583,0.21978627145290375
olive,0.1799338310956955,0.18187183141708374,0.10827530175447464,0.12491250038146973,0.13925020396709442,0.11395631730556488,0.10067546367645264,0.34617799520492554,0.12189702689647675,0.06868785619735718,0.2638540267944336,0.07864797115325928,0.06423873454332352,0.09996754676103592,0.14976593852043152
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.20353803038597107,0.25435230135917664,0.06895173341035843,0.2288680225610733,0.28268396854400635,0.34093084931373596,0.3426591157913208,0.23788511753082275,0.24393494427204132,0.27364909648895264,0.20544172823429108
wishon,0.19733838737010956,0.27950990200042725,0.21994249522686005,0.2860896587371826,0.24414625763893127,0.23293015360832214,-0.0050345007330179214,0.2575451731681824,0.2983768880367279,0.17980225384235382,0.24194251000881195,0.23754145205020905,0.2429739534854889,0.2321382313966751,0.30935534834861755
avenues,0.24158300459384918,0.13670217990875244,0.14966069161891937,0.09430944174528122,0.13900575041770935,0.2906637191772461,0.0980028510093689,0.2639819085597992,0.29300716519355774,0.18311254680156708,0.16024503111839294,0.216156005859375,0.16331438720226288,0.1287529021501541,0.08417343348264694
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2322678565979004,0.2587059736251831,-0.003708066651597619,0.21702586114406586,0.2616734504699707,0.16452857851982117,0.29664117097854614,0.266353577375412,0.21414920687675476,0.28460413217544556,0.4130953550338745
