,between,1978,an,d2008,four,year,full,time,undergraduate,students,were,required,to,complete,how,many,classes,outside,of,their,concentration,?
between,0.9999999403953552,0.04757729917764664,0.18003802001476288,0.06904413551092148,0.32580968737602234,0.18525539338588715,0.16736672818660736,0.2893446385860443,0.18957597017288208,0.1724667102098465,0.27047741413116455,0.2164313942193985,0.3639189600944519,0.1449681520462036,0.2747800648212433,0.29423660039901733,0.24480338394641876,0.31440311670303345,0.3737983703613281,0.26017478108406067,0.20527014136314392,0.12887074053287506
1978,0.04757729917764664,1.0,0.02320731244981289,-0.09726081788539886,0.008990556932985783,0.0923275575041771,-8.456359500996768e-05,0.0058182524517178535,-0.010819596238434315,0.07342202961444855,0.11718461662530899,-0.04229019954800606,0.08089005202054977,-0.02685096487402916,-0.038505055010318756,0.06585045158863068,0.040456291288137436,0.06555132567882538,0.13908278942108154,-0.034301191568374634,0.09954134374856949,0.06364871561527252
and,0.40645647048950195,0.12093459814786911,0.2838519215583801,0.03064511902630329,0.34700489044189453,0.2506658732891083,0.2361413836479187,0.3025408685207367,0.2686167359352112,0.28111961483955383,0.42175528407096863,0.25104308128356934,0.48971283435821533,0.20886704325675964,0.33647966384887695,0.5296266674995422,0.2892279624938965,0.31803378462791443,0.5116966962814331,0.45114588737487793,0.29947298765182495,0.20544172823429108
2008,0.003742500673979521,-0.09540337324142456,-0.04887928068637848,0.9072952270507812,0.04796015843749046,0.05900556594133377,0.0050849588587880135,-0.06476990878582001,0.0306836050003767,-0.04699748754501343,-0.03810051828622818,-0.086723692715168,-0.22700966894626617,-0.13579869270324707,-0.17135247588157654,-0.12774626910686493,-0.04988993704319,-0.1354321986436844,-0.10678710788488388,-0.06528937816619873,-0.06759820133447647,-0.09852470457553864
",",0.27714940905570984,0.12287666648626328,0.3581022024154663,0.04729149490594864,0.31238991022109985,0.28560417890548706,0.18524548411369324,0.3029961884021759,0.22508656978607178,0.26501646637916565,0.36755475401878357,0.22653338313102722,0.44245919585227966,0.23945219814777374,0.22659391164779663,0.40610817074775696,0.26848307251930237,0.2726076543331146,0.4946078956127167,0.3045167922973633,0.2576465308666229,0.31091248989105225
entering,0.2453206479549408,0.1811394840478897,0.18766263127326965,-0.07122865319252014,0.21777233481407166,0.15592634677886963,0.17211666703224182,0.210276260972023,0.19748994708061218,0.24223199486732483,0.19830739498138428,0.2698739767074585,0.28421810269355774,0.17415794730186462,0.16029761731624603,0.20287710428237915,0.1244669184088707,0.3215264678001404,0.33436477184295654,0.223982036113739,0.2121424376964569,0.12499018758535385
students,0.1724667102098465,0.07342202961444855,0.15776841342449188,0.01702430471777916,0.22322136163711548,0.22642718255519867,0.21220792829990387,0.2281041294336319,0.6618780493736267,1.0,0.24280844628810883,0.24882182478904724,0.2905822694301605,0.24333585798740387,0.25370386242866516,0.2713872492313385,0.4321373403072357,0.21694990992546082,0.25513339042663574,0.26472482085227966,0.23539341986179352,0.18017297983169556
were,0.27047741413116455,0.11718461662530899,0.08893381804227829,0.010268780402839184,0.3769223988056183,0.23735305666923523,0.11792276054620743,0.3104150593280792,0.15712662041187286,0.24280844628810883,1.0000001192092896,0.2188836932182312,0.31913647055625916,0.17025738954544067,0.2082374095916748,0.4804460406303406,0.248728409409523,0.22631162405014038,0.34038281440734863,0.43277356028556824,0.2534080445766449,0.17890112102031708
required,0.2164313942193985,-0.04229019954800606,0.22291910648345947,-0.04787571355700493,0.20793384313583374,0.2235627919435501,0.37370914220809937,0.3149583637714386,0.2716044783592224,0.24882182478904724,0.2188836932182312,1.0000001192092896,0.3613971471786499,0.3173397183418274,0.2999895513057709,0.24403242766857147,0.2761121690273285,0.20315435528755188,0.26183071732521057,0.28914856910705566,0.20755654573440552,0.24962718784809113
to,0.3639189600944519,0.08089005202054977,0.3138085603713989,-0.0937904417514801,0.2803118824958801,0.23523004353046417,0.2671089768409729,0.3679993152618408,0.20790506899356842,0.2905822694301605,0.31913647055625916,0.3613971471786499,1.0,0.26479288935661316,0.44169697165489197,0.40243685245513916,0.2503586411476135,0.3292369544506073,0.41548454761505127,0.44619059562683105,0.26137882471084595,0.29463258385658264
complete,0.1449681520462036,-0.02685096487402916,0.2157072126865387,-0.1219656839966774,0.23555517196655273,0.12896934151649475,0.4026924669742584,0.2867654263973236,0.25765684247016907,0.24333585798740387,0.17025738954544067,0.3173397183418274,0.26479288935661316,1.0,0.2646922171115875,0.18256250023841858,0.20123204588890076,0.13754414021968842,0.3009350895881653,0.23119224607944489,0.1483057290315628,0.11962060630321503
a,0.29385313391685486,0.07501233369112015,0.44552403688430786,-0.006647421978414059,0.28236961364746094,0.29350247979164124,0.2751905620098114,0.3292340338230133,0.19719922542572021,0.2676560878753662,0.17203083634376526,0.2891559302806854,0.45503583550453186,0.29913821816444397,0.29312583804130554,0.2872205972671509,0.25567445158958435,0.3113526403903961,0.5052502155303955,0.29698723554611206,0.2177848368883133,0.23916715383529663
core,0.15921902656555176,0.0827619731426239,0.1787204146385193,-0.16499102115631104,0.18678537011146545,0.1415761560201645,0.16820929944515228,0.17342551052570343,0.16845647990703583,0.16470421850681305,0.15100327134132385,0.2007099837064743,0.22665469348430634,0.1699029505252838,0.1969037503004074,0.2211325615644455,0.17670907080173492,0.25348803400993347,0.2545962929725647,0.18946652114391327,0.2268005758523941,0.20309162139892578
curriculum,0.16335523128509521,0.04820908606052399,0.12383841723203659,-0.02602902427315712,0.22005069255828857,0.26769471168518066,0.1811540573835373,0.1914759874343872,0.5547714233398438,0.5521286725997925,0.12538155913352966,0.3101429343223572,0.2018750011920929,0.24352164566516876,0.2121979296207428,0.21088817715644836,0.41086724400520325,0.15623223781585693,0.2513495087623596,0.1695074737071991,0.26541903614997864,0.24092517793178558
of,0.3737983703613281,0.13908278942108154,0.32280945777893066,-0.041991330683231354,0.36293646693229675,0.2578314542770386,0.3238043189048767,0.35127586126327515,0.26330024003982544,0.25513339042663574,0.34038281440734863,0.26183071732521057,0.41548454761505127,0.3009350895881653,0.2480744868516922,0.37253960967063904,0.19099700450897217,0.2973117530345917,1.0,0.4329940676689148,0.2754148840904236,0.1826142966747284
seven,0.2633934020996094,0.00802186131477356,0.11987750977277756,0.15847353637218475,0.5819191932678223,0.23835140466690063,0.11093687266111374,0.23534709215164185,0.24010352790355682,0.17952392995357513,0.24140380322933197,0.18696007132530212,0.2853301167488098,0.1488482803106308,0.20032188296318054,0.28098854422569275,0.14653310179710388,0.12687505781650543,0.273354172706604,0.19945508241653442,0.11029842495918274,0.1732930988073349
classes,0.24480338394641876,0.040456291288137436,0.18133856356143951,0.0039816866628825665,0.22348947823047638,0.18417790532112122,0.17989031970500946,0.19742587208747864,0.42077064514160156,0.4321373403072357,0.248728409409523,0.2761121690273285,0.2503586411476135,0.20123204588890076,0.27750828862190247,0.2907905578613281,1.0000001192092896,0.15564240515232086,0.19099700450897217,0.28733736276626587,0.1899680495262146,0.14397528767585754
outside,0.31440311670303345,0.06555132567882538,0.19768257439136505,-0.05929414927959442,0.21039900183677673,0.18680010735988617,0.1337365359067917,0.22580838203430176,0.17420582473278046,0.21694990992546082,0.22631162405014038,0.20315435528755188,0.3292369544506073,0.13754414021968842,0.2897700369358063,0.3308001160621643,0.15564240515232086,0.9999999403953552,0.2973117530345917,0.3209032714366913,0.20771734416484833,0.14839068055152893
of,0.3737983703613281,0.13908278942108154,0.32280945777893066,-0.041991330683231354,0.36293646693229675,0.2578314542770386,0.3238043189048767,0.35127586126327515,0.26330024003982544,0.25513339042663574,0.34038281440734863,0.26183071732521057,0.41548454761505127,0.3009350895881653,0.2480744868516922,0.37253960967063904,0.19099700450897217,0.2973117530345917,1.0,0.4329940676689148,0.2754148840904236,0.1826142966747284
their,0.26017478108406067,-0.034301191568374634,0.19624626636505127,0.007272565271705389,0.3255431652069092,0.20591455698013306,0.2970364987850189,0.32461634278297424,0.22142378985881805,0.26472482085227966,0.43277356028556824,0.28914856910705566,0.44619059562683105,0.23119224607944489,0.3316696584224701,0.4574248492717743,0.28733736276626587,0.3209032714366913,0.4329940676689148,1.0,0.2662433385848999,0.1898253709077835
concentration,0.20527014136314392,0.09954134374856949,0.1653706133365631,-0.0013684279983863235,0.15344898402690887,0.13345825672149658,0.14764569699764252,0.22178828716278076,0.21424166858196259,0.23539341986179352,0.2534080445766449,0.20755654573440552,0.26137882471084595,0.1483057290315628,0.26526597142219543,0.3050389885902405,0.1899680495262146,0.20771734416484833,0.2754148840904236,0.2662433385848999,0.9999999403953552,0.1292840540409088
