,has,the,tourism,sector,had,growth,or,reduction,?
the,0.4177538752555847,1.0,0.26230889558792114,0.27798449993133545,0.3875846862792969,0.2912366986274719,0.4174870550632477,0.27052462100982666,0.22068053483963013
tourism,0.25347065925598145,0.26230889558792114,1.0,0.3934839963912964,0.12962061166763306,0.38476818799972534,0.12611891329288483,0.2784229516983032,0.08465105295181274
sector,0.22513137757778168,0.27798449993133545,0.3934839963912964,1.0000001192092896,0.19768503308296204,0.3452655076980591,0.28199073672294617,0.32379716634750366,0.06294605135917664
has,1.0,0.4177538752555847,0.25347065925598145,0.22513137757778168,0.5787927508354187,0.2680913209915161,0.316264808177948,0.21956485509872437,0.15994466841220856
exhibited,0.1943981945514679,0.19632861018180847,0.18487466871738434,0.19033800065517426,0.26503786444664,0.09635808318853378,0.1396651715040207,0.10574512183666229,0.1261514127254486
steady,0.17181363701820374,0.2435702234506607,0.15965217351913452,0.1703205555677414,0.20861531794071198,0.3393336832523346,0.2575984299182892,0.30191147327423096,0.12034343183040619
growth,0.2680913209915161,0.2912366986274719,0.38476818799972534,0.3452655076980591,0.1700197458267212,1.0000001192092896,0.2153436541557312,0.3897135555744171,0.07547862827777863
in,0.4173259735107422,0.6662389636039734,0.2723471224308014,0.2731133699417114,0.385026752948761,0.2819603681564331,0.3586423695087433,0.24459965527057648,0.20430970191955566
most,0.3426419198513031,0.47635307908058167,0.23045668005943298,0.20027098059654236,0.2896747589111328,0.23817776143550873,0.30746427178382874,0.19047880172729492,0.2107497900724411
years,0.25622743368148804,0.2912273406982422,0.1326877772808075,0.19825518131256104,0.36797329783439636,0.17453862726688385,0.1433926820755005,0.1135614886879921,0.1914375126361847
since,0.5216675996780396,0.4054957628250122,0.2405519336462021,0.2329222559928894,0.4845401346683502,0.2569870948791504,0.22113239765167236,0.17163200676441193,0.2876587212085724
independence,0.14524617791175842,0.2836182415485382,0.19374804198741913,0.2462756633758545,0.19219879806041718,0.20619535446166992,0.1318225860595703,0.12233784049749374,0.12301119416952133
and,0.43716782331466675,0.5171257257461548,0.20271359384059906,0.3108142912387848,0.3872550129890442,0.2731747627258301,0.4713204801082611,0.23248422145843506,0.20544172823429108
by,0.3254803419113159,0.4408751428127289,0.10054231435060501,0.13565200567245483,0.37294110655784607,0.1624399870634079,0.30274316668510437,0.2320285439491272,0.17966607213020325
the,0.4177538752555847,1.0,0.26230889558792114,0.27798449993133545,0.3875846862792969,0.2912366986274719,0.4174870550632477,0.27052462100982666,0.22068053483963013
late,0.21857158839702606,0.31481194496154785,0.11529653519392014,0.13908381760120392,0.3722578287124634,0.19193778932094574,0.11832859367132187,0.11155176907777786,0.11339222639799118
1980s,0.11784891039133072,0.07890266180038452,0.22199811041355133,0.27710214257240295,0.004873279482126236,0.12229140847921371,0.1549820452928543,0.15429310500621796,-0.0718669518828392
had,0.5787927508354187,0.3875846862792969,0.12962061166763306,0.19768503308296204,0.9999999403953552,0.1700197458267212,0.2672365605831146,0.20373599231243134,0.20728366076946259
become,0.30010637640953064,0.31731709837913513,0.16897566616535187,0.12292662262916565,0.3433799743652344,0.2535281777381897,0.24585704505443573,0.1169656440615654,0.19511328637599945
the,0.4177538752555847,1.0,0.26230889558792114,0.27798449993133545,0.3875846862792969,0.2912366986274719,0.4174870550632477,0.27052462100982666,0.22068053483963013
country,0.23112818598747253,0.30432501435279846,0.3013401925563812,0.24135278165340424,0.2020130157470703,0.21119706332683563,0.2667475640773773,0.11661427468061447,0.12647280097007751
's,-0.040683966130018234,-0.01540423184633255,0.0231227558106184,0.06473074108362198,-0.004401352722197771,-0.008487226441502571,0.06871571391820908,0.04233256354928017,-0.023395681753754616
principal,0.20764824748039246,0.23882900178432465,0.15858151018619537,0.2008485347032547,0.20538122951984406,0.15598276257514954,0.13516874611377716,0.1489124894142151,0.10016445070505142
source,0.17518587410449982,0.30258262157440186,0.21178704500198364,0.2133975774049759,0.10380333662033081,0.19885048270225525,0.2579227685928345,0.2041747272014618,0.2462312877178192
of,0.3909035325050354,0.733189046382904,0.2838558554649353,0.23412683606147766,0.37755560874938965,0.2679378092288971,0.3792596757411957,0.2803387939929962,0.1826142966747284
foreign,0.1623401939868927,0.2946566939353943,0.2931916415691376,0.2507024109363556,0.17873281240463257,0.22584587335586548,0.2091818004846573,0.24363848567008972,0.13770383596420288
exchange,0.09459249675273895,0.2543705105781555,0.17027875781059265,0.19320708513259888,0.08876091241836548,0.1506420075893402,0.1295548975467682,0.21204844117164612,0.048212938010692596
.,0.4105546176433563,0.5934505462646484,0.21251501142978668,0.2173098623752594,0.37348684668540955,0.2825547754764557,0.36683785915374756,0.23716990649700165,0.4130953550338745
