,what,kind,of,cpdna,does,maize,have,?
it,0.45803478360176086,0.2979188859462738,0.38761502504348755,0.2863799035549164,0.34188351035118103,0.15181581676006317,0.40974161028862,0.25732165575027466
has,0.20338068902492523,0.25336754322052,0.3909035325050354,0.2700584828853607,0.42885294556617737,0.12848588824272156,0.6353569626808167,0.15994466841220856
been,0.2567804455757141,0.23833909630775452,0.31685134768486023,0.31989550590515137,0.22925697267055511,0.19944137334823608,0.6493861675262451,0.24354910850524902
established,0.14869536459445953,0.12027153372764587,0.2735237777233124,0.17325831949710846,0.18717999756336212,0.13749073445796967,0.17518210411071777,0.15917523205280304
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.3646957278251648,0.4764937460422516,0.19499225914478302,0.6182622313499451,0.32716336846351624
some,0.4491020441055298,0.42079171538352966,0.4300730526447296,0.3298007547855377,0.39611563086509705,0.24218019843101501,0.6421269774436951,0.2562315762042999
plants,0.25144460797309875,0.2697177827358246,0.29386165738105774,0.29834288358688354,0.2636278569698334,0.46705466508865356,0.31308507919311523,0.1473488062620163
have,0.39808809757232666,0.31829583644866943,0.3802283704280853,0.33162617683410645,0.3709583580493927,0.22525019943714142,0.9999999403953552,0.32991164922714233
linear,0.2132105678319931,0.2170865535736084,0.23112532496452332,0.35521620512008667,0.15640968084335327,0.21732589602470398,0.23306532204151154,0.16595983505249023
cpdna,0.3001426160335541,0.23342859745025635,0.3094331622123718,0.9999999403953552,0.27968472242355347,0.3135717511177063,0.33162617683410645,0.20631195604801178
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.31784769892692566,0.28617382049560547,0.3114309012889862,0.3541618287563324,0.31091248989105225
such,0.23989605903625488,0.35786283016204834,0.3209529519081116,0.2644003629684448,0.2787191867828369,0.25143304467201233,0.42997312545776367,0.17851735651493073
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.32610344886779785,0.31202155351638794,0.22958362102508545,0.37788212299346924,0.27043893933296204
maize,0.13266099989414215,0.2353292554616928,0.23515845835208893,0.3135717511177063,0.1353171169757843,1.0,0.22525019943714142,0.21763238310813904
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.31784769892692566,0.28617382049560547,0.3114309012889862,0.3541618287563324,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2882109582424164,0.3461615741252899,0.24955374002456665,0.4711785912513733,0.20544172823429108
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.3646957278251648,0.4764937460422516,0.19499225914478302,0.6182622313499451,0.32716336846351624
more,0.3484537899494171,0.30637308955192566,0.30478984117507935,0.28783631324768066,0.2897747755050659,0.2071801871061325,0.49033403396606445,0.27894994616508484
species,0.14617158472537994,0.2861955761909485,0.23307405412197113,0.35313165187835693,0.1635095626115799,0.3975113332271576,0.3239450752735138,0.1957087516784668
still,0.4548931419849396,0.2690003216266632,0.3288819193840027,0.27939093112945557,0.3817117214202881,0.13232654333114624,0.42502015829086304,0.3039587736129761
contain,0.1832355558872223,0.2706027626991272,0.30574339628219604,0.25234267115592957,0.28833872079849243,0.28549811244010925,0.49726441502571106,0.18853069841861725
complex,0.2605343163013458,0.2259102761745453,0.24271073937416077,0.26987478137016296,0.20419517159461975,0.15137240290641785,0.3228512108325958,0.17752902209758759
structures,0.19226044416427612,0.14054925739765167,0.2804560363292694,0.2285638004541397,0.15490315854549408,0.23140990734100342,0.27036362886428833,0.13590580224990845
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.3646957278251648,0.4764937460422516,0.19499225914478302,0.6182622313499451,0.32716336846351624
scientists,0.30003565549850464,0.1399531215429306,0.20474955439567566,0.2924083173274994,0.19040411710739136,0.18878912925720215,0.34771522879600525,0.16597221791744232
do,0.4609605669975281,0.30620747804641724,0.26150479912757874,0.29472678899765015,0.5148232579231262,0.27429258823394775,0.49831271171569824,0.4093979299068451
not,0.5449194312095642,0.3335936963558197,0.3307090103626251,0.330837219953537,0.6355478763580322,0.20928572118282318,0.5619372129440308,0.41942933201789856
yet,0.44080492854118347,0.27389800548553467,0.22536693513393402,0.27996522188186646,0.3440813422203064,0.16251562535762787,0.5414443612098694,0.4011770784854889
understand,0.537946343421936,0.34351691603660583,0.22435243427753448,0.28713104128837585,0.3931736350059509,0.16651304066181183,0.4455573856830597,0.390200674533844
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.3225124180316925,0.3022993505001068,0.274793416261673,0.41614407300949097,0.4130953550338745
