,why,does,oxfam,and,credit,suisse,believe,their,findings,are,being,doubted,?
.,0.32909876108169556,0.3022993505001068,0.24857765436172485,0.588965117931366,0.2024930715560913,0.22028407454490662,0.26988279819488525,0.34427863359451294,0.28905197978019714,0.3452940285205841,0.35574623942375183,0.265867680311203,0.4130953550338745
,why,does,oxfam,and,credit,suisse,believe,their,findings,are,being,doubted,?
oxfam,0.23587460815906525,0.2050418257713318,1.0,0.26136499643325806,0.29608261585235596,0.3415413498878479,0.23019784688949585,0.20226436853408813,0.202368825674057,0.11889723688364029,0.21632537245750427,0.23600028455257416,0.19253410398960114
's,-0.016663772985339165,-0.02895052544772625,0.039435893297195435,0.06895173341035843,0.09795784205198288,0.09667448699474335,0.00462753139436245,-0.005530759692192078,-0.013285183347761631,-0.008927806280553341,-0.055871423333883286,0.005652609746903181,-0.023395681753754616
claims,0.2540956735610962,0.33871278166770935,0.28080302476882935,0.23295684158802032,0.2622912526130676,0.12591761350631714,0.36996638774871826,0.17844964563846588,0.3503062427043915,0.16840213537216187,0.24142727255821228,0.3257293403148651,0.18741291761398315
have,0.4418443739414215,0.3709583580493927,0.21498869359493256,0.4711785912513733,0.18405990302562714,0.14252883195877075,0.4710240960121155,0.523270845413208,0.35239848494529724,0.6577680706977844,0.47529760003089905,0.3656768798828125,0.32991164922714233
however,0.425906240940094,0.4463717043399811,0.2700793445110321,0.498121976852417,0.3337949812412262,0.16739819943904877,0.4673430323600769,0.45155519247055054,0.4012700617313385,0.44812726974487305,0.49440997838974,0.45235422253608704,0.2152075469493866
been,0.3097085654735565,0.22925697267055511,0.2699095606803894,0.3424558639526367,0.12558430433273315,0.12469133734703064,0.30509093403816223,0.25529929995536804,0.3211691677570343,0.4703826308250427,0.5641041994094849,0.4044589102268219,0.24354910850524902
questioned,0.3908306360244751,0.2487136721611023,0.20358186960220337,0.2444506287574768,0.15156064927577972,0.11353618651628494,0.38007211685180664,0.27039480209350586,0.36741137504577637,0.2067973017692566,0.35475340485572815,0.4371264576911926,0.38011181354522705
on,0.2698206305503845,0.2568802833557129,0.25711044669151306,0.4077630043029785,0.16827398538589478,0.17656776309013367,0.2112082839012146,0.3598666191101074,0.2595383822917938,0.268924742937088,0.3119087219238281,0.18251155316829681,0.2714994251728058
the,0.30742117762565613,0.35928019881248474,0.2714040279388428,0.5171257257461548,0.20452284812927246,0.2753676772117615,0.2972484529018402,0.516537070274353,0.2911088168621063,0.40399202704429626,0.419739305973053,0.29648834466934204,0.22068053483963013
basis,0.21885164082050323,0.2395273596048355,0.2240164577960968,0.2805973291397095,0.19668401777744293,0.14692974090576172,0.22953423857688904,0.29404744505882263,0.38801345229148865,0.31422433257102966,0.26519420742988586,0.331004798412323,0.14255106449127197
of,0.28464117646217346,0.3119818866252899,0.21295151114463806,0.5116966962814331,0.1627483367919922,0.21185846626758575,0.2925758957862854,0.4329940676689148,0.25754475593566895,0.39081433415412903,0.34885138273239136,0.3273545205593109,0.1826142966747284
the,0.30742117762565613,0.35928019881248474,0.2714040279388428,0.5171257257461548,0.20452284812927246,0.2753676772117615,0.2972484529018402,0.516537070274353,0.2911088168621063,0.40399202704429626,0.419739305973053,0.29648834466934204,0.22068053483963013
methodology,0.2876381278038025,0.22982558608055115,0.30731698870658875,0.19073200225830078,0.20945315062999725,0.23647905886173248,0.28712156414985657,0.22646157443523407,0.4472542405128479,0.2060481309890747,0.2051345854997635,0.35377320647239685,0.25115275382995605
used,0.29222622513771057,0.3498048484325409,0.1755838543176651,0.3150506615638733,0.16145452857017517,0.11877750605344772,0.18751554191112518,0.3259406089782715,0.22008520364761353,0.3322218656539917,0.26295366883277893,0.28470519185066223,0.22430120408535004
:,-0.11512262374162674,-0.11934193223714828,0.014052254147827625,-0.04625999182462692,-0.024095334112644196,0.21330080926418304,-0.1498505026102066,-0.0711502954363823,-0.06275780498981476,-0.1189703419804573,-0.08410979807376862,-0.14888408780097961,-0.07156077772378922
by,0.19170543551445007,0.143477201461792,0.2317522168159485,0.4289871156215668,0.21303050220012665,0.1506677269935608,0.23699913918972015,0.3242124021053314,0.22770309448242188,0.37842893600463867,0.4690866470336914,0.3346325755119324,0.17966607213020325
using,0.31002920866012573,0.2979021370410919,0.17139409482479095,0.33157408237457275,0.14004254341125488,0.12514448165893555,0.21450071036815643,0.28169015049934387,0.30313530564308167,0.3385874032974243,0.37074416875839233,0.2625846564769745,0.2804589569568634
net,0.15876580774784088,0.10275284200906754,0.20674534142017365,0.14261965453624725,0.1876433789730072,0.18976730108261108,0.11218836903572083,0.19253385066986084,0.1238284483551979,0.14415161311626434,0.1733192503452301,0.11611022055149078,0.20179778337478638
wealth,0.18084831535816193,0.17655763030052185,0.27700603008270264,0.29316192865371704,0.2786613702774048,0.18966083228588104,0.25300532579421997,0.22131560742855072,0.24806427955627441,0.13664987683296204,0.2311428040266037,0.28937914967536926,0.1624586433172226
(,0.23387731611728668,0.2728188931941986,0.09801025688648224,0.4862271547317505,0.1502162367105484,0.1850183606147766,0.1559852510690689,0.15721023082733154,0.1707228273153305,0.23263892531394958,0.1815166026353836,0.10127425193786621,0.40561532974243164
adding,0.2895411252975464,0.27808907628059387,0.15653377771377563,0.3165118992328644,0.23758189380168915,0.1534106731414795,0.23465891182422638,0.23294566571712494,0.267722487449646,0.319121778011322,0.3465186059474945,0.16846643388271332,0.2800346910953522
up,0.25619128346443176,0.25498253107070923,0.18383292853832245,0.4032393991947174,0.2078375369310379,0.13818316161632538,0.23767352104187012,0.3013010323047638,0.22043907642364502,0.32151925563812256,0.2828742265701294,0.22865018248558044,0.1819818764925003
