,where,did,charles,de,gaulle,and,the,free,french,run,operations,during,world,war,2,?
in,0.5344807505607605,0.2593238651752472,0.21346928179264069,0.24818959832191467,0.22017589211463928,0.4954058527946472,0.6662389636039734,0.25575435161590576,0.22093388438224792,0.26368704438209534,0.2654678225517273,0.4627237319946289,0.3038199245929718,0.29904094338417053,0.01447046548128128,0.20430970191955566
world,0.29259413480758667,0.1944720596075058,0.14879371225833893,0.13202443718910217,0.15673500299453735,0.3246132433414459,0.33604270219802856,0.1722853183746338,0.18726977705955505,0.2039691060781479,0.22880221903324127,0.37288811802864075,1.0000001192092896,0.4748530089855194,-0.040654007345438004,0.17579582333564758
war,0.2167234867811203,0.27422013878822327,0.2567916810512543,0.17422519624233246,0.2514582574367523,0.29695844650268555,0.366199791431427,0.19742080569267273,0.2536753714084625,0.16101764142513275,0.31183287501335144,0.4802435040473938,0.4748530089855194,1.0000001192092896,0.051153697073459625,0.15510529279708862
ii,0.16962364315986633,0.17836059629917145,0.22827155888080597,0.21686908602714539,0.24179020524024963,0.27599602937698364,0.2631464898586273,0.09882261604070663,0.15712468326091766,0.10266251116991043,0.17795851826667786,0.32448866963386536,0.3857489824295044,0.5286030769348145,0.06748716533184052,0.11928234249353409
",",0.3149496018886566,0.3015086054801941,0.24990057945251465,0.2882855534553528,0.2832653820514679,0.6633074283599854,0.4933079481124878,0.2434854805469513,0.28806620836257935,0.2309936285018921,0.28440970182418823,0.3225448727607727,0.26091980934143066,0.2671184241771698,-0.08638399094343185,0.31091248989105225
charles,0.14790989458560944,0.11287324130535126,1.0000001192092896,0.19493189454078674,0.40502575039863586,0.23640480637550354,0.20777860283851624,0.16787821054458618,0.3224353492259979,0.1152581200003624,0.09618762135505676,0.21771755814552307,0.14879371225833893,0.2567916810512543,0.009753274731338024,0.17366734147071838
de,0.2051386833190918,0.09745011478662491,0.19493189454078674,1.0,0.4485507607460022,0.22193852066993713,0.23491892218589783,0.09972534328699112,0.3256419897079468,0.11668890714645386,0.11671219766139984,0.1661490648984909,0.13202443718910217,0.17422519624233246,-0.006859997287392616,0.11064168810844421
gaulle,0.17679159343242645,0.12662535905838013,0.40502575039863586,0.4485507607460022,1.0,0.19097571074962616,0.2735597789287567,0.19988316297531128,0.43541595339775085,0.1465407758951187,0.270491361618042,0.22525855898857117,0.15673500299453735,0.2514582574367523,0.03123120591044426,0.15530259907245636
and,0.43859338760375977,0.34479495882987976,0.23640480637550354,0.22193852066993713,0.19097571074962616,1.0,0.5171257257461548,0.29029855132102966,0.32751965522766113,0.2711782455444336,0.283679723739624,0.36462149024009705,0.3246132433414459,0.29695844650268555,-0.0926629975438118,0.20544172823429108
the,0.5003893971443176,0.34736719727516174,0.20777860283851624,0.23491892218589783,0.2735597789287567,0.5171257257461548,1.0,0.22231732308864594,0.2555147111415863,0.27883726358413696,0.2928410470485687,0.4838213622570038,0.33604270219802856,0.366199791431427,-0.019434669986367226,0.22068053483963013
