,who,defeated,montcalm,at,quebec,?
british,0.2666113078594208,0.21348682045936584,0.3591136038303375,0.21751968562602997,0.3132122755050659,0.09711728990077972
victories,0.23743478953838348,0.47865113615989685,0.22773237526416779,0.18008430302143097,0.21488825976848602,0.0986572653055191
continued,0.15470513701438904,0.2346002757549286,0.1949160397052765,0.19285109639167786,0.16640721261501312,0.10404038429260254
in,0.2792111933231354,0.24813973903656006,0.30460497736930847,0.4374977946281433,0.19739758968353271,0.20430970191955566
all,0.3698336184024811,0.15583832561969757,0.19238926470279694,0.3001944422721863,0.1706552803516388,0.29575422406196594
theaters,0.18653345108032227,0.13887400925159454,0.18079377710819244,0.24652554094791412,0.16221676766872406,0.17258712649345398
in,0.2792111933231354,0.24813973903656006,0.30460497736930847,0.4374977946281433,0.19739758968353271,0.20430970191955566
the,0.3733934462070465,0.2833898365497589,0.30913522839546204,0.457212895154953,0.23410074412822723,0.22068053483963013
annus,0.16534733772277832,0.16229799389839172,0.2462516576051712,0.20281949639320374,0.1237250491976738,0.16438786685466766
mirabilis,0.1752137988805771,0.003993268124759197,0.21313072741031647,0.11637390404939651,0.09011680632829666,0.09633734077215195
of,0.2827862501144409,0.21236225962638855,0.30493322014808655,0.42558613419532776,0.13664869964122772,0.1826142966747284
1759,0.06281279772520065,0.1284368932247162,0.31914275884628296,0.1768052726984024,0.23495317995548248,0.13987982273101807
",",0.3365725874900818,0.2877303659915924,0.3917418122291565,0.38314947485923767,0.22051149606704712,0.31091248989105225
when,0.48282691836357117,0.2280166894197464,0.19965657591819763,0.38876327872276306,0.13360057771205902,0.22841128706932068
they,0.47879111766815186,0.23787404596805573,0.16698458790779114,0.29493749141693115,0.16731473803520203,0.2753053903579712
finally,0.2843495011329651,0.32958129048347473,0.23843050003051758,0.2990627884864807,0.1529434323310852,0.16868984699249268
captured,0.26148858666419983,0.4294394850730896,0.2692803740501404,0.22662876546382904,0.11821335554122925,0.11851847916841507
ticonderoga,0.2410220503807068,0.3054077625274658,0.43659356236457825,0.29395803809165955,0.3149702847003937,0.1987834870815277
",",0.3365725874900818,0.2877303659915924,0.3917418122291565,0.38314947485923767,0.22051149606704712,0.31091248989105225
james,0.2562035918235779,0.18462836742401123,0.3082693815231323,0.1717686504125595,0.17752708494663239,0.12139993160963058
wolfe,0.2734321355819702,0.20217151939868927,0.41711151599884033,0.16595745086669922,0.2648336589336395,0.15971215069293976
defeated,0.24426424503326416,1.0,0.2195366472005844,0.21071182191371918,0.15188439190387726,0.1413237303495407
montcalm,0.21936243772506714,0.2195366472005844,1.0,0.31557270884513855,0.46570849418640137,0.23564797639846802
at,0.22096660733222961,0.21071182191371918,0.31557270884513855,1.0,0.14861932396888733,0.21978627145290375
quebec,0.18800966441631317,0.15188439190387726,0.46570849418640137,0.14861932396888733,1.0,0.11506577581167221
(,0.2443375140428543,0.18437205255031586,0.3335733115673065,0.23315078020095825,0.19185325503349304,0.40561532974243164
in,0.2792111933231354,0.24813973903656006,0.30460497736930847,0.4374977946281433,0.19739758968353271,0.20430970191955566
a,0.36608949303627014,0.12193045020103455,0.2294824868440628,0.3095070421695709,0.19085083901882172,0.23916715383529663
battle,0.16377700865268707,0.46693575382232666,0.27689605951309204,0.23658646643161774,0.10620998591184616,0.1680624783039093
that,0.45444270968437195,0.1896272599697113,0.1852116733789444,0.3183255195617676,0.18012532591819763,0.32716336846351624
claimed,0.32327672839164734,0.26567450165748596,0.22324663400650024,0.20993585884571075,0.18177062273025513,0.2083493024110794
the,0.3733934462070465,0.2833898365497589,0.30913522839546204,0.457212895154953,0.23410074412822723,0.22068053483963013
lives,0.29557937383651733,0.16904889047145844,0.1804114282131195,0.1705792248249054,0.09889597445726395,0.15810374915599823
of,0.2827862501144409,0.21236225962638855,0.30493322014808655,0.42558613419532776,0.13664869964122772,0.1826142966747284
both,0.31663915514945984,0.19314701855182648,0.21450388431549072,0.3071100115776062,0.22925592958927155,0.19455738365650177
commanders,0.29216650128364563,0.3070392608642578,0.3339371085166931,0.20665457844734192,0.1893945336341858,0.17396561801433563
),0.2457384318113327,0.1665046513080597,0.3447625935077667,0.23338089883327484,0.18622641265392303,0.42300865054130554
",",0.3365725874900818,0.2877303659915924,0.3917418122291565,0.38314947485923767,0.22051149606704712,0.31091248989105225
and,0.41279885172843933,0.23550936579704285,0.32277265191078186,0.3571503460407257,0.18161559104919434,0.20544172823429108
victory,0.18512490391731262,0.5001495480537415,0.21570424735546112,0.16412246227264404,0.15200865268707275,0.15412560105323792
at,0.22096660733222961,0.21071182191371918,0.31557270884513855,1.0,0.14861932396888733,0.21978627145290375
fort,0.13790950179100037,0.26050490140914917,0.3510432839393616,0.3015354871749878,0.28168344497680664,0.15686731040477753
niagara,0.16163556277751923,0.15384605526924133,0.3287590444087982,0.19669237732887268,0.43168216943740845,0.1411852240562439
successfully,0.29564204812049866,0.3492981195449829,0.17549565434455872,0.2740359604358673,0.12290015816688538,0.0971045047044754
cut,0.13690167665481567,0.2133190929889679,0.18402908742427826,0.1915629804134369,0.144529789686203,0.1403924524784088
off,0.16363953053951263,0.1613519936800003,0.16072121262550354,0.25239914655685425,0.09697920083999634,0.12937544286251068
the,0.3733934462070465,0.2833898365497589,0.30913522839546204,0.457212895154953,0.23410074412822723,0.22068053483963013
french,0.2756427824497223,0.1559123396873474,0.4985984265804291,0.17825756967067719,0.40937498211860657,0.1386883556842804
frontier,0.15240657329559326,0.2175108790397644,0.2868170738220215,0.14477041363716125,0.20511014759540558,0.13416144251823425
forts,0.1755163073539734,0.2519044280052185,0.3116731643676758,0.21890518069267273,0.20210225880146027,0.10221049934625626
further,0.1815619170665741,0.11119507253170013,0.1716100424528122,0.21268320083618164,0.09842202812433243,0.20960763096809387
to,0.42656609416007996,0.22105613350868225,0.22202105820178986,0.36524343490600586,0.17656674981117249,0.29463258385658264
the,0.3733934462070465,0.2833898365497589,0.30913522839546204,0.457212895154953,0.23410074412822723,0.22068053483963013
west,0.1436629444360733,0.1983315348625183,0.27089667320251465,0.24495752155780792,0.2277875542640686,0.12088293582201004
and,0.41279885172843933,0.23550936579704285,0.32277265191078186,0.3571503460407257,0.18161559104919434,0.20544172823429108
south,0.19068880379199982,0.21282996237277985,0.2784328758716583,0.21806499361991882,0.1817074865102768,0.12336621433496475
.,0.3541337847709656,0.2081184983253479,0.34963828325271606,0.4549728035926819,0.2196997106075287,0.4130953550338745
