,what,is,a,ligand,on,the,cell,surface,that,is,upregulated,after,helper,t,cell,activation,?
in,0.30808621644973755,0.5394441485404968,0.539380669593811,0.2544061839580536,0.46853652596473694,0.6662389636039734,0.16478286683559418,0.20246390998363495,0.435920387506485,0.5394441485404968,0.22857658565044403,0.44050168991088867,0.21462301909923553,0.1924382597208023,0.16478286683559418,0.2594459056854248,0.20430970191955566
addition,0.20643717050552368,0.2727152407169342,0.2617819607257843,0.2868034541606903,0.2673063576221466,0.32955414056777954,0.20558781921863556,0.2350378781557083,0.3626989722251892,0.2727152407169342,0.28174853324890137,0.14735285937786102,0.18211878836154938,0.19840073585510254,0.20558781921863556,0.43460813164711,0.19187232851982117
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.21077987551689148,0.49057599902153015,0.4933079481124878,0.17534321546554565,0.23000483214855194,0.4137537479400635,0.4691906273365021,0.22601644694805145,0.38860568404197693,0.22285740077495575,0.31002363562583923,0.17534321546554565,0.2263905256986618,0.31091248989105225
helper,0.24017302691936493,0.18424589931964874,0.29617732763290405,0.26888471841812134,0.17732854187488556,0.22471751272678375,0.33088141679763794,0.1491902470588684,0.2382730394601822,0.18424589931964874,0.15116208791732788,0.19115278124809265,1.0,0.21132126450538635,0.33088141679763794,0.3045027256011963,0.2250194549560547
t,0.37454068660736084,0.23234573006629944,0.2456076741218567,0.18740057945251465,0.24407607316970825,0.2083338052034378,0.24071010947227478,0.1719207614660263,0.3801133632659912,0.23234573006629944,0.14397971332073212,0.17217539250850677,0.21132126450538635,0.9999999403953552,0.24071010947227478,0.25688496232032776,0.4954066574573517
cell,0.19222842156887054,0.15086454153060913,0.21525812149047852,0.39836210012435913,0.1793726086616516,0.15822452306747437,1.0000001192092896,0.2776933014392853,0.24500271677970886,0.15086454153060913,0.2640465497970581,0.1846112459897995,0.33088141679763794,0.24071010947227478,1.0000001192092896,0.4333576261997223,0.2058541625738144
activation,0.2419547140598297,0.24432499706745148,0.24706503748893738,0.4462593197822571,0.22002853453159332,0.30273205041885376,0.4333576261997223,0.3568703234195709,0.307949960231781,0.24432499706745148,0.37351539731025696,0.1726139932870865,0.3045027256011963,0.25688496232032776,0.4333576261997223,0.9999998807907104,0.19980524480342865
causes,0.1426164209842682,0.3009743392467499,0.27698835730552673,0.22630134224891663,0.24110297858715057,0.2518732249736786,0.19993510842323303,0.22211429476737976,0.2422942817211151,0.3009743392467499,0.2001553326845169,0.24071423709392548,0.1608150452375412,0.17692436277866364,0.19993510842323303,0.30318501591682434,0.19991323351860046
an,0.2821882665157318,0.4654068350791931,0.44552403688430786,0.23373933136463165,0.3192969560623169,0.4207492768764496,0.1520475447177887,0.18808452785015106,0.365763783454895,0.4654068350791931,0.24779975414276123,0.20180045068264008,0.17156051099300385,0.18232253193855286,0.1520475447177887,0.29761895537376404,0.19793890416622162
upregulation,0.26966583728790283,0.2325877696275711,0.2732153534889221,0.38682690262794495,0.2448272556066513,0.3632003962993622,0.3167201280593872,0.31448012590408325,0.35296550393104553,0.2325877696275711,0.8299055099487305,0.19872841238975525,0.18878279626369476,0.17282813787460327,0.3167201280593872,0.47258028388023376,0.1987054944038391
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.2533068060874939,0.3966929316520691,0.733189046382904,0.18332023918628693,0.24204103648662567,0.41498205065727234,0.4854315221309662,0.2833881378173828,0.3867455720901489,0.1962171345949173,0.14617829024791718,0.18332023918628693,0.2020977884531021,0.1826142966747284
molecules,0.2143162339925766,0.20481984317302704,0.23147501051425934,0.5999937653541565,0.16564491391181946,0.2374771386384964,0.45167991518974304,0.3977697491645813,0.29100579023361206,0.20481984317302704,0.33876287937164307,0.16228275001049042,0.21690380573272705,0.22650130093097687,0.45167991518974304,0.4598263204097748,0.17409995198249817
expressed,0.20227427780628204,0.18876376748085022,0.220966175198555,0.1907036453485489,0.1370905190706253,0.25207287073135376,0.14273057878017426,0.17413881421089172,0.3005213737487793,0.18876376748085022,0.27013763785362244,0.13252541422843933,0.168962761759758,0.2125924676656723,0.14273057878017426,0.25248032808303833,0.17175263166427612
on,0.34226128458976746,0.3635730445384979,0.3848365545272827,0.17005594074726105,0.9999999403953552,0.5107308030128479,0.1793726086616516,0.2674844264984131,0.42569106817245483,0.3635730445384979,0.20777630805969238,0.39330315589904785,0.17732854187488556,0.24407607316970825,0.1793726086616516,0.22002853453159332,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.27617383003234863,0.5107308030128479,1.0,0.15822452306747437,0.2555135488510132,0.5473989248275757,0.5823672413825989,0.3328835964202881,0.4565047025680542,0.22471751272678375,0.2083338052034378,0.15822452306747437,0.30273205041885376,0.22068053483963013
t,0.37454068660736084,0.23234573006629944,0.2456076741218567,0.18740057945251465,0.24407607316970825,0.2083338052034378,0.24071010947227478,0.1719207614660263,0.3801133632659912,0.23234573006629944,0.14397971332073212,0.17217539250850677,0.21132126450538635,0.9999999403953552,0.24071010947227478,0.25688496232032776,0.4954066574573517
cell,0.19222842156887054,0.15086454153060913,0.21525812149047852,0.39836210012435913,0.1793726086616516,0.15822452306747437,1.0000001192092896,0.2776933014392853,0.24500271677970886,0.15086454153060913,0.2640465497970581,0.1846112459897995,0.33088141679763794,0.24071010947227478,1.0000001192092896,0.4333576261997223,0.2058541625738144
's,0.02692362666130066,0.02396530658006668,0.04866964742541313,0.04853777959942818,0.0026888418942689896,-0.01540423184633255,-0.07942157983779907,0.11841000616550446,0.04397977516055107,0.02396530658006668,-0.05907130241394043,-0.055672239512205124,0.009883877821266651,0.06055903434753418,-0.07942157983779907,-0.09421758353710175,-0.023395681753754616
surface,0.23580394685268402,0.29345643520355225,0.24436084926128387,0.34781816601753235,0.2674844264984131,0.2555135488510132,0.2776933014392853,0.9999998807907104,0.30130770802497864,0.29345643520355225,0.29082104563713074,0.1297127604484558,0.1491902470588684,0.1719207614660263,0.2776933014392853,0.3568703234195709,0.14613434672355652
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.21077987551689148,0.49057599902153015,0.4933079481124878,0.17534321546554565,0.23000483214855194,0.4137537479400635,0.4691906273365021,0.22601644694805145,0.38860568404197693,0.22285740077495575,0.31002363562583923,0.17534321546554565,0.2263905256986618,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.2706976532936096,0.2772759795188904,0.3181164264678955,0.3575236201286316,0.18073546886444092,0.2401381880044937,0.4479874074459076,0.23545363545417786,0.34295135736465454,0.16916970908641815,0.209482342004776,0.2120000422000885,0.18073546886444092,0.22291992604732513,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.25386881828308105,0.36047765612602234,0.48381632566452026,0.25192439556121826,0.15905998647212982,0.4735107421875,0.43216490745544434,0.2583906054496765,0.3014480769634247,0.23375512659549713,0.2405824363231659,0.25192439556121826,0.239231139421463,0.27043893933296204
cd40,0.252567857503891,0.1868467479944229,0.2058684527873993,0.19349834322929382,0.18201646208763123,0.18996159732341766,0.1985355168581009,0.17118039727210999,0.24447624385356903,0.1868467479944229,0.28510770201683044,0.11121200025081635,0.08005119860172272,0.29363006353378296,0.1985355168581009,0.25329577922821045,0.3439462184906006
