,in,1949,",",abc,had,less,coverage,than,what,competing,networks,?
in,1.0,0.17519041895866394,0.5201468467712402,0.1697147786617279,0.385026752948761,0.2661931812763214,0.2348095327615738,0.3270052373409271,0.30808621644973755,0.24096709489822388,0.17525765299797058,0.20430970191955566
the,0.6662389636039734,0.2687380611896515,0.4933079481124878,0.2068762183189392,0.3875846862792969,0.29185041785240173,0.2704935073852539,0.3227543234825134,0.42745697498321533,0.25845134258270264,0.24705806374549866,0.22068053483963013
fall,0.22958555817604065,0.03899022936820984,0.31587862968444824,0.14103294909000397,0.20530134439468384,0.21098469197750092,0.15918374061584473,0.165107861161232,0.26931828260421753,0.1966642141342163,0.12985695898532867,0.1656162142753601
of,0.5696388483047485,0.2565067410469055,0.4946078956127167,0.14607268571853638,0.37755560874938965,0.30836719274520874,0.2336641550064087,0.33036211133003235,0.33290785551071167,0.19861507415771484,0.17763681709766388,0.1826142966747284
1949,0.17519041895866394,0.9999999403953552,0.1767846941947937,0.1190110445022583,0.1977408081293106,0.12834542989730835,0.19786706566810608,0.1263161301612854,0.18551473319530487,0.146827831864357,0.15211020410060883,0.16888584196567535
",",0.5201468467712402,0.1767846941947937,1.0000001192092896,0.2097204476594925,0.35487717390060425,0.28111666440963745,0.2504524886608124,0.3371901512145996,0.3087472915649414,0.24155019223690033,0.20105446875095367,0.31091248989105225
abc,0.1697147786617279,0.1190110445022583,0.2097204476594925,1.0000001192092896,0.18355661630630493,0.08522889763116837,0.2668192386627197,0.05868885666131973,0.1317344456911087,0.12181573361158371,0.350273072719574,0.19065172970294952
found,0.39141854643821716,0.027668887749314308,0.27385151386260986,0.09876810014247894,0.2610182762145996,0.20055191218852997,0.1562814712524414,0.21039707958698273,0.1796332150697708,0.13993026316165924,0.1203063428401947,0.16790300607681274
itself,0.28042417764663696,0.19644775986671448,0.2783147692680359,0.1984531283378601,0.19142501056194305,0.32351744174957275,0.278827965259552,0.2803569436073303,0.3625122308731079,0.15996794402599335,0.27558034658432007,0.17933900654315948
in,1.0,0.17519041895866394,0.5201468467712402,0.1697147786617279,0.385026752948761,0.2661931812763214,0.2348095327615738,0.3270052373409271,0.30808621644973755,0.24096709489822388,0.17525765299797058,0.20430970191955566
the,0.6662389636039734,0.2687380611896515,0.4933079481124878,0.2068762183189392,0.3875846862792969,0.29185041785240173,0.2704935073852539,0.3227543234825134,0.42745697498321533,0.25845134258270264,0.24705806374549866,0.22068053483963013
position,0.20453733205795288,0.15764634311199188,0.1771278828382492,0.1637340784072876,0.203541561961174,0.1989818662405014,0.16658087074756622,0.19960397481918335,0.22031237185001373,0.15527664124965668,0.14575079083442688,0.15529610216617584
of,0.5696388483047485,0.2565067410469055,0.4946078956127167,0.14607268571853638,0.37755560874938965,0.30836719274520874,0.2336641550064087,0.33036211133003235,0.33290785551071167,0.19861507415771484,0.17763681709766388,0.1826142966747284
an,0.2605783939361572,0.12778796255588531,0.3581022024154663,0.16561369597911835,0.22327841818332672,0.24461770057678223,0.2726243734359741,0.2493579238653183,0.2821882665157318,0.14190982282161713,0.2116188257932663,0.19793890416622162
outsider,0.321720689535141,0.1963513344526291,0.31424790620803833,0.17686188220977783,0.21477703750133514,0.21494443714618683,0.29196855425834656,0.2485397905111313,0.37674278020858765,0.2154589295387268,0.21846647560596466,0.26101720333099365
",",0.5201468467712402,0.1767846941947937,1.0000001192092896,0.2097204476594925,0.35487717390060425,0.28111666440963745,0.2504524886608124,0.3371901512145996,0.3087472915649414,0.24155019223690033,0.20105446875095367,0.31091248989105225
with,0.4080928862094879,0.17095758020877838,0.4120737314224243,0.17432008683681488,0.4739086329936981,0.30557194352149963,0.1812182366847992,0.3028803765773773,0.2464839518070221,0.2466994822025299,0.20336084067821503,0.2433311939239502
less,0.2661931812763214,0.12834542989730835,0.28111666440963745,0.08522889763116837,0.26911720633506775,1.0,0.21484573185443878,0.7410463690757751,0.31119704246520996,0.21141742169857025,0.15466320514678955,0.22418740391731262
coverage,0.2348095327615738,0.19786706566810608,0.2504524886608124,0.2668192386627197,0.20058700442314148,0.21484573185443878,0.9999999403953552,0.26945051550865173,0.2971228361129761,0.2881245017051697,0.3970686197280884,0.2543165385723114
than,0.3270052373409271,0.1263161301612854,0.3371901512145996,0.05868885666131973,0.3192967474460602,0.7410463690757751,0.26945051550865173,1.0,0.29388150572776794,0.23078371584415436,0.19784067571163177,0.24917294085025787
two,0.36463531851768494,0.11806558817625046,0.35859420895576477,0.15247683227062225,0.41487234830856323,0.29940834641456604,0.17007344961166382,0.37341010570526123,0.23363454639911652,0.3117218315601349,0.1758463829755783,0.19645625352859497
of,0.5696388483047485,0.2565067410469055,0.4946078956127167,0.14607268571853638,0.37755560874938965,0.30836719274520874,0.2336641550064087,0.33036211133003235,0.33290785551071167,0.19861507415771484,0.17763681709766388,0.1826142966747284
its,0.3793783485889435,0.2562781870365143,0.33157986402511597,0.19045390188694,0.32081788778305054,0.301788866519928,0.23587334156036377,0.3136501908302307,0.30393704771995544,0.1778384894132614,0.23475177586078644,0.15103481709957123
competing,0.24096709489822388,0.146827831864357,0.24155019223690033,0.12181573361158371,0.18753422796726227,0.21141742169857025,0.2881245017051697,0.23078371584415436,0.24616995453834534,1.0000001192092896,0.29473361372947693,0.1428171843290329
networks,0.17525765299797058,0.15211020410060883,0.20105446875095367,0.350273072719574,0.11411742866039276,0.15466320514678955,0.3970686197280884,0.19784067571163177,0.18279550969600677,0.29473361372947693,1.0,0.17815114557743073
",",0.5201468467712402,0.1767846941947937,1.0000001192092896,0.2097204476594925,0.35487717390060425,0.28111666440963745,0.2504524886608124,0.3371901512145996,0.3087472915649414,0.24155019223690033,0.20105446875095367,0.31091248989105225
cbs,0.17584392428398132,0.09574365615844727,0.18569420278072357,0.636570394039154,0.20563417673110962,0.11038873344659805,0.35563597083091736,0.1214313954114914,0.1950361132621765,0.22022570669651031,0.4230174720287323,0.14594407379627228
and,0.4954058527946472,0.1846490055322647,0.6633074283599854,0.16453155875205994,0.3872550129890442,0.35327455401420593,0.19886082410812378,0.39361441135406494,0.31309178471565247,0.2726985812187195,0.27532249689102173,0.20544172823429108
nbc,0.19303210079669952,0.1291348785161972,0.17508727312088013,0.63486248254776,0.1882561594247818,0.09275537729263306,0.35529348254203796,0.11661534011363983,0.1638578325510025,0.21836969256401062,0.4329241216182709,0.1680917739868164
",",0.5201468467712402,0.1767846941947937,1.0000001192092896,0.2097204476594925,0.35487717390060425,0.28111666440963745,0.2504524886608124,0.3371901512145996,0.3087472915649414,0.24155019223690033,0.20105446875095367,0.31091248989105225
even,0.29146435856819153,0.16530010104179382,0.34610581398010254,0.1143842488527298,0.37991225719451904,0.501248836517334,0.30768322944641113,0.4934680163860321,0.40872135758399963,0.2102394551038742,0.2001570165157318,0.30082517862319946
though,0.3193182945251465,0.18609337508678436,0.42253127694129944,0.12467465549707413,0.4300362169742584,0.4466387629508972,0.27774494886398315,0.42593732476234436,0.4089210331439972,0.17994676530361176,0.21422088146209717,0.3188856542110443
it,0.5130809545516968,0.15673361718654633,0.48329564929008484,0.17324577271938324,0.2910259962081909,0.3841782212257385,0.2399541586637497,0.3603973984718323,0.45803478360176086,0.21704135835170746,0.26461464166641235,0.25732165575027466
was,0.45514053106307983,0.22808216512203217,0.45456063747406006,0.21565799415111542,0.5927209258079529,0.19779354333877563,0.21300753951072693,0.1872616857290268,0.22111038863658905,0.23055243492126465,0.169170543551445,0.18412111699581146
on,0.46853652596473694,0.17852674424648285,0.49057599902153015,0.2862928807735443,0.36692994832992554,0.24623660743236542,0.2933290898799896,0.2864885926246643,0.34226128458976746,0.1857610046863556,0.26789405941963196,0.2714994251728058
par,0.1283838003873825,0.12927305698394775,0.2124778926372528,0.1320815235376358,0.10286405682563782,0.1694772094488144,0.13535167276859283,0.11546513438224792,0.11508969962596893,0.08710307627916336,0.12690170109272003,0.18598014116287231
with,0.4080928862094879,0.17095758020877838,0.4120737314224243,0.17432008683681488,0.4739086329936981,0.30557194352149963,0.1812182366847992,0.3028803765773773,0.2464839518070221,0.2466994822025299,0.20336084067821503,0.2433311939239502
them,0.29119014739990234,0.16343864798545837,0.3985835015773773,0.1271408647298813,0.3781377673149109,0.40375879406929016,0.22557634115219116,0.37931621074676514,0.4994642734527588,0.290370911359787,0.26287275552749634,0.35435691475868225
in,1.0,0.17519041895866394,0.5201468467712402,0.1697147786617279,0.385026752948761,0.2661931812763214,0.2348095327615738,0.3270052373409271,0.30808621644973755,0.24096709489822388,0.17525765299797058,0.20430970191955566
some,0.4010399878025055,0.2219163179397583,0.42400437593460083,0.12714526057243347,0.3648970425128937,0.473762571811676,0.2825601398944855,0.46446433663368225,0.4491020441055298,0.275155633687973,0.24508482217788696,0.2562315762042999
major,0.3249945342540741,0.13715022802352905,0.29355156421661377,0.1743539571762085,0.21882961690425873,0.10022524744272232,0.2526918947696686,0.15025296807289124,0.21026742458343506,0.16889707744121552,0.24476246535778046,0.19788557291030884
cities,0.32293570041656494,0.0632130578160286,0.31927579641342163,0.124558225274086,0.17618517577648163,0.17659759521484375,0.20756083726882935,0.1976093351840973,0.161918506026268,0.17040008306503296,0.2810898423194885,0.13339310884475708
and,0.4954058527946472,0.1846490055322647,0.6633074283599854,0.16453155875205994,0.3872550129890442,0.35327455401420593,0.19886082410812378,0.39361441135406494,0.31309178471565247,0.2726985812187195,0.27532249689102173,0.20544172823429108
had,0.385026752948761,0.1977408081293106,0.35487717390060425,0.18355661630630493,0.9999999403953552,0.26911720633506775,0.20058700442314148,0.3192967474460602,0.23849567770957947,0.18753422796726227,0.11411742866039276,0.20728366076946259
a,0.539380669593811,0.24793741106987,0.427140474319458,0.21331243216991425,0.34897568821907043,0.3475147485733032,0.24467706680297852,0.3126874566078186,0.3320399522781372,0.18894045054912567,0.16109517216682434,0.23916715383529663
headstart,0.2411840409040451,0.18746313452720642,0.29892125725746155,0.27250441908836365,0.22796988487243652,0.19221462309360504,0.21349380910396576,0.16207510232925415,0.2953229546546936,0.19810158014297485,0.22121508419513702,0.2901309132575989
over,0.3605569899082184,0.14241954684257507,0.3301127254962921,0.13036851584911346,0.3937615752220154,0.38606342673301697,0.24075374007225037,0.4074564576148987,0.28007611632347107,0.2364107221364975,0.2238050103187561,0.25742942094802856
its,0.3793783485889435,0.2562781870365143,0.33157986402511597,0.19045390188694,0.32081788778305054,0.301788866519928,0.23587334156036377,0.3136501908302307,0.30393704771995544,0.1778384894132614,0.23475177586078644,0.15103481709957123
