,what,would,a,probationer,need,to,do,to,earn,more,money,",",after,6,years,?
for,0.3017193675041199,0.39877474308013916,0.44038116931915283,0.29702654480934143,0.3668079972267151,0.4451248347759247,0.29510271549224854,0.4451248347759247,0.29041293263435364,0.3891189992427826,0.3105318546295166,0.4464869201183319,0.3650246858596802,0.03396032005548477,0.2878222167491913,0.264628142118454
the,0.42745697498321533,0.4133751392364502,0.5829201340675354,0.21078093349933624,0.2594960331916809,0.535392165184021,0.30239659547805786,0.535392165184021,0.21796688437461853,0.39758381247520447,0.2699695825576782,0.4933079481124878,0.4565047025680542,0.041227471083402634,0.2912273406982422,0.22068053483963013
salary,0.2065381407737732,0.3123311698436737,0.2625115215778351,0.36463484168052673,0.27586495876312256,0.2658538222312927,0.1740797460079193,0.2658538222312927,0.4782879948616028,0.2599467635154724,0.49266326427459717,0.19489715993404388,0.16438065469264984,-0.03141544386744499,0.25114205479621887,0.20685498416423798
year,0.15184831619262695,0.259968101978302,0.29350247979164124,0.19186973571777344,0.14187441766262054,0.23523004353046417,0.17168156802654266,0.23523004353046417,0.27883005142211914,0.2547462582588196,0.2704290449619293,0.28560417890548706,0.336445689201355,-0.08963438123464584,0.5195499062538147,0.18315006792545319
beginning,0.3351518511772156,0.32598793506622314,0.31769853830337524,0.18584755063056946,0.25673943758010864,0.32582011818885803,0.1801144778728485,0.32582011818885803,0.19512563943862915,0.27201372385025024,0.1767735332250595,0.31347912549972534,0.4301009774208069,-0.02042260579764843,0.3506218194961548,0.19413669407367706
april,0.21502700448036194,0.216451033949852,0.23283809423446655,0.31289228796958923,0.10645633935928345,0.20614087581634521,0.1649840921163559,0.20614087581634521,0.12768283486366272,0.152395099401474,0.1333990842103958,0.4403347671031952,0.3336232304573059,-0.03916981816291809,0.2439502328634262,0.25704094767570496
2008,-0.19703538715839386,-0.1851716786623001,-0.08630643039941788,0.09157676994800568,-0.17715585231781006,-0.22700966894626617,-0.13204380869865417,-0.22700966894626617,0.005214603152126074,-0.122902050614357,0.0010489416308701038,-0.008566685020923615,0.03308897837996483,-0.0012127843219786882,0.048783332109451294,-0.09852470457553864
",",0.3087472915649414,0.32586824893951416,0.427140474319458,0.29740047454833984,0.25983062386512756,0.44245919585227966,0.3283645510673523,0.44245919585227966,0.2286224514245987,0.3696524500846863,0.24156853556632996,1.0000001192092896,0.38860568404197693,0.05098571628332138,0.2589467465877533,0.31091248989105225
unpromoted,0.2904668152332306,0.3600970506668091,0.24059443175792694,0.31740084290504456,0.3521205186843872,0.26653584837913513,0.2922212779521942,0.26653584837913513,0.2586110532283783,0.2892797887325287,0.16847237944602966,0.2809302508831024,0.30250778794288635,0.06533541530370712,0.16347230970859528,0.2894577980041504
teachers,0.2526462972164154,0.2516131103038788,0.2509842813014984,0.2318965345621109,0.20983938872814178,0.2668606638908386,0.28984060883522034,0.2668606638908386,0.3111092448234558,0.22816872596740723,0.28165748715400696,0.28049156069755554,0.19044943153858185,0.03074287436902523,0.18620695173740387,0.19522249698638916
in,0.30808621644973755,0.30461156368255615,0.539380669593811,0.22579973936080933,0.2129468470811844,0.45010748505592346,0.23402775824069977,0.45010748505592346,0.22422656416893005,0.32563260197639465,0.2393328845500946,0.5201468467712402,0.44050168991088867,-0.0005521549028344452,0.33554986119270325,0.20430970191955566
scotland,0.16722074151039124,0.14790765941143036,0.2106660157442093,0.194141685962677,0.1712479144334793,0.19875919818878174,0.11975225061178207,0.19875919818878174,0.1683703511953354,0.18799278140068054,0.17766626179218292,0.21124857664108276,0.1821819245815277,0.04130507633090019,0.1745058000087738,0.09160218387842178
earned,0.1198340505361557,0.2347111701965332,0.24639838933944702,0.20448127388954163,0.17336471378803253,0.16781647503376007,0.1766054928302765,0.16781647503376007,0.6558719277381897,0.23166422545909882,0.40783169865608215,0.290668249130249,0.22343502938747406,-0.028612222522497177,0.285218745470047,0.18173527717590332
from,0.2737620174884796,0.26231399178504944,0.322764128446579,0.16574536263942719,0.23362553119659424,0.4069952368736267,0.20424067974090576,0.4069952368736267,0.1577579826116562,0.2529715299606323,0.24181504547595978,0.39760664105415344,0.4051513373851776,0.06266670674085617,0.31063511967658997,0.19969791173934937
"£20,427",0.14812880754470825,0.21500623226165771,0.19747738540172577,0.18584893643856049,0.12010762840509415,0.22132407128810883,0.0821165218949318,0.22132407128810883,0.0816228911280632,0.12809158861637115,0.11949978023767471,0.21269123256206512,0.15153151750564575,0.034980155527591705,0.12437907606363297,0.10928968340158463
for,0.3017193675041199,0.39877474308013916,0.44038116931915283,0.29702654480934143,0.3668079972267151,0.4451248347759247,0.29510271549224854,0.4451248347759247,0.29041293263435364,0.3891189992427826,0.3105318546295166,0.4464869201183319,0.3650246858596802,0.03396032005548477,0.2878222167491913,0.264628142118454
a,0.3320399522781372,0.398599237203598,1.0,0.24536538124084473,0.30329999327659607,0.45503583550453186,0.26237669587135315,0.45503583550453186,0.26034015417099,0.3452818691730499,0.2777978479862213,0.427140474319458,0.3831600844860077,0.023897485807538033,0.23773819208145142,0.23916715383529663
probationer,0.3022003471851349,0.29766714572906494,0.24536538124084473,1.0000001192092896,0.3290455639362335,0.23633195459842682,0.20683787763118744,0.23633195459842682,0.24972692131996155,0.17914997041225433,0.28568464517593384,0.29740047454833984,0.31915509700775146,0.029955308884382248,0.20910170674324036,0.27236172556877136
",",0.3087472915649414,0.32586824893951416,0.427140474319458,0.29740047454833984,0.25983062386512756,0.44245919585227966,0.3283645510673523,0.44245919585227966,0.2286224514245987,0.3696524500846863,0.24156853556632996,1.0000001192092896,0.38860568404197693,0.05098571628332138,0.2589467465877533,0.31091248989105225
up,0.28591108322143555,0.35289904475212097,0.32523053884506226,0.22857235372066498,0.33754202723503113,0.40375280380249023,0.26271459460258484,0.40375280380249023,0.1584203541278839,0.2851726710796356,0.24055178463459015,0.34193792939186096,0.3247016668319702,0.15601859986782074,0.24200905859470367,0.1819818764925003
to,0.455847829580307,0.5965728163719177,0.45503583550453186,0.23633195459842682,0.42094892263412476,1.0,0.38876664638519287,1.0,0.2928581237792969,0.47084665298461914,0.3124290704727173,0.44245919585227966,0.37890323996543884,0.14752747118473053,0.23891852796077728,0.29463258385658264
"£32,583",0.13300585746765137,0.08112642914056778,-0.027916159480810165,0.03549019992351532,0.18435056507587433,0.029323047026991844,0.1457097828388214,0.029323047026991844,-0.05893553048372269,0.07560960203409195,0.0007735941326245666,0.009820841252803802,-0.05470805615186691,0.08272198587656021,0.003561300691217184,0.21510179340839386
after,0.21973377466201782,0.31067174673080444,0.3831600844860077,0.31915509700775146,0.17340564727783203,0.37890323996543884,0.20534609258174896,0.37890323996543884,0.24524343013763428,0.2585527002811432,0.25278496742248535,0.38860568404197693,1.0,0.1066315695643425,0.38036108016967773,0.16608688235282898
6,0.05088282376527786,0.02411937527358532,0.023897485807538033,0.029955308884382248,0.047452058643102646,0.14752747118473053,0.10582158714532852,0.14752747118473053,0.03250286355614662,0.11302834004163742,0.05417270585894585,0.05098571628332138,0.1066315695643425,1.0,0.03395090252161026,0.045001473277807236
years,0.1981470286846161,0.24754531681537628,0.23773819208145142,0.20910170674324036,0.1476026177406311,0.23891852796077728,0.180253803730011,0.23891852796077728,0.21067745983600616,0.29188093543052673,0.20765183866024017,0.2589467465877533,0.38036108016967773,0.03395090252161026,1.0,0.1914375126361847
teaching,0.27416905760765076,0.22758165001869202,0.21643459796905518,0.24333921074867249,0.2474919706583023,0.2762126624584198,0.28052759170532227,0.2762126624584198,0.3170178532600403,0.22176127135753632,0.27510690689086914,0.2547089457511902,0.18768933415412903,-0.025317329913377762,0.23421047627925873,0.20424684882164001
",",0.3087472915649414,0.32586824893951416,0.427140474319458,0.29740047454833984,0.25983062386512756,0.44245919585227966,0.3283645510673523,0.44245919585227966,0.2286224514245987,0.3696524500846863,0.24156853556632996,1.0000001192092896,0.38860568404197693,0.05098571628332138,0.2589467465877533,0.31091248989105225
