,when,was,the,sierra,sky,park,airport,formed,?
formed,0.3096277713775635,0.3009849190711975,0.28813210129737854,0.2168668806552887,0.0959392711520195,0.1423424631357193,0.14188911020755768,1.0000001192092896,0.09686966985464096
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.2110828310251236,0.20324937999248505,0.22758090496063232,0.2244764268398285,0.27325257658958435,0.20430970191955566
1946,0.010080029256641865,0.2015553116798401,0.10058440268039703,0.0926826000213623,-0.0023919243831187487,0.05220915749669075,0.009764905087649822,0.10856079310178757,-0.07362531870603561
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.17927014827728271,0.22621183097362518,0.22495080530643463,0.2669869363307953,0.2636634409427643,0.31091248989105225
sierra,0.16148418188095093,0.17171026766300201,0.24346426129341125,0.9999999403953552,0.18558359146118164,0.2702120840549469,0.1874714344739914,0.2168668806552887,0.07792355120182037
sky,0.22495415806770325,0.181777685880661,0.26521286368370056,0.18558359146118164,1.0,0.10262452065944672,0.07490519434213638,0.0959392711520195,0.11270341277122498
park,0.14917762577533722,0.22738584876060486,0.24748283624649048,0.2702120840549469,0.10262452065944672,1.0,0.2573842704296112,0.1423424631357193,0.13508929312229156
airport,0.13439330458641052,0.19674816727638245,0.2293178290128708,0.1874714344739914,0.07490519434213638,0.2573842704296112,0.9999998807907104,0.14188911020755768,0.13105051219463348
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.17019520699977875,0.21240133047103882,0.2076987773180008,0.22916455566883087,0.22319979965686798,0.22961433231830597
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.14490579068660736,0.20541532337665558,0.2207280695438385,0.17186322808265686,0.21948496997356415,0.23916715383529663
residential,0.15638606250286102,0.19117902219295502,0.25597885251045227,0.18351337313652039,0.1074984222650528,0.29486942291259766,0.26433447003364563,0.14498600363731384,0.08603290468454361
airport,0.13439330458641052,0.19674816727638245,0.2293178290128708,0.1874714344739914,0.07490519434213638,0.2573842704296112,0.9999998807907104,0.14188911020755768,0.13105051219463348
community,0.12761707603931427,0.2025771290063858,0.2601400911808014,0.19213290512561798,0.0677354633808136,0.2173295021057129,0.17301979660987854,0.17634491622447968,0.2380419820547104
born,0.1850178986787796,0.388632208108902,0.19202874600887299,0.13210347294807434,0.07211904972791672,0.20519673824310303,0.15911215543746948,0.23763296008110046,0.19166848063468933
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.23438672721385956,0.16284865140914917,0.24561640620231628,0.22884899377822876,0.2871689796447754,0.1826142966747284
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.14490579068660736,0.20541532337665558,0.2207280695438385,0.17186322808265686,0.21948496997356415,0.23916715383529663
unique,0.1615847796201706,0.1490018218755722,0.26165643334388733,0.12588010728359222,0.12239433825016022,0.16743765771389008,0.06532712280750275,0.16882143914699554,0.17680858075618744
agreement,0.23616954684257507,0.23975293338298798,0.2490699142217636,0.1383306384086609,0.1449611634016037,0.15956635773181915,0.20896317064762115,0.22132152318954468,0.15830197930335999
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.2110828310251236,0.20324937999248505,0.22758090496063232,0.2244764268398285,0.27325257658958435,0.20430970191955566
transportation,0.24088746309280396,0.22583641111850739,0.26715996861457825,0.17376922070980072,0.14519764482975006,0.23999597132205963,0.3630730211734772,0.13723807036876678,0.1712278425693512
law,0.2062477022409439,0.21553055942058563,0.24548950791358948,0.16681455075740814,0.145722895860672,0.1363791674375534,0.1606038510799408,0.08441296964883804,0.1528988480567932
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.1575334221124649,0.17630793154239655,0.14257338643074036,0.2481278032064438,0.15433534979820251,0.29463258385658264
allow,0.3273077607154846,0.17550189793109894,0.27822166681289673,0.11145059019327164,0.14012566208839417,0.11715855449438095,0.12611153721809387,0.08403124660253525,0.2042745053768158
personal,0.18873369693756104,0.1733088493347168,0.19990217685699463,0.037236519157886505,0.08450605720281601,0.13833127915859222,0.16900022327899933,0.04035764932632446,0.206199511885643
aircraft,0.2512297034263611,0.21092349290847778,0.24209992587566376,0.15273582935333252,0.23202496767044067,0.088463194668293,0.460269957780838,0.1366010159254074,0.14893899857997894
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2265646904706955,0.2200697511434555,0.21340665221214294,0.1870041936635971,0.27619341015815735,0.20544172823429108
automobiles,0.18109659850597382,0.15669506788253784,0.21666547656059265,0.2068939357995987,0.16732560098171234,0.16847123205661774,0.21470282971858978,0.08771319687366486,0.1570184975862503
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.1575334221124649,0.17630793154239655,0.14257338643074036,0.2481278032064438,0.15433534979820251,0.29463258385658264
share,0.144618958234787,0.11521016061306,0.249948650598526,0.18559245765209198,0.1257970631122589,0.12203286588191986,0.11903038620948792,0.17045775055885315,0.1754547506570816
certain,0.36699241399765015,0.16044850647449493,0.392071396112442,0.1405348926782608,0.17729364335536957,0.06625042110681534,0.10072328895330429,0.12692277133464813,0.2516106069087982
roads,0.18135392665863037,0.2089695781469345,0.25260934233665466,0.18922336399555206,0.13799796998500824,0.2368461638689041,0.33659061789512634,0.1689988374710083,0.17565645277500153
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2076444774866104,0.19117935001850128,0.22825266420841217,0.2181699424982071,0.2737641930580139,0.4130953550338745
