,what,company,filed,a,complaint,with,the,fcc,in,1934,concerning,problems,establishing,new,stations,?
in,0.30808621644973755,0.22141718864440918,0.17504344880580902,0.539380669593811,0.17329156398773193,0.4080928862094879,0.6662389636039734,0.134840726852417,1.0,0.08321734517812729,0.3220304250717163,0.21061907708644867,0.284413605928421,0.3758552670478821,0.25864288210868835,0.20430970191955566
1934,-0.16851544380187988,-0.01473294012248516,-0.12141743302345276,0.0014930246397852898,-0.20138037204742432,0.07196700572967529,0.14980897307395935,-0.04606006294488907,0.08321734517812729,0.9999998807907104,-0.06742468476295471,-0.05494668707251549,-0.0545513853430748,0.0654699057340622,0.09328855574131012,-0.21139533817768097
",",0.3087472915649414,0.2697763442993164,0.28497740626335144,0.427140474319458,0.20319557189941406,0.4120737314224243,0.4933079481124878,0.12939687073230743,0.5201468467712402,0.011276645585894585,0.293580561876297,0.2596952021121979,0.24868080019950867,0.36073189973831177,0.26337406039237976,0.31091248989105225
mutual,0.22737501561641693,0.21699897944927216,0.1946745067834854,0.16228437423706055,0.22861185669898987,0.32166555523872375,0.21255530416965485,0.2798961102962494,0.16519443690776825,-0.02683224529027939,0.2845052480697632,0.18872001767158508,0.2611521780490875,0.14132261276245117,0.26474252343177795,0.14322642982006073
filed,0.18462404608726501,0.17426320910453796,1.0,0.18640758097171783,0.4079676866531372,0.1567237824201584,0.16002413630485535,0.23200680315494537,0.17504344880580902,-0.12141743302345276,0.20002485811710358,0.14638666808605194,0.16492792963981628,0.12616154551506042,0.16073574125766754,0.24084022641181946
a,0.3320399522781372,0.22037413716316223,0.18640758097171783,1.0,0.28602075576782227,0.3783375024795532,0.5829201340675354,0.1445450782775879,0.539380669593811,0.0014930246397852898,0.20525427162647247,0.21523453295230865,0.2560238838195801,0.3214259147644043,0.199105903506279,0.23916715383529663
complaint,0.37458425760269165,0.17289771139621735,0.4079676866531372,0.28602075576782227,1.0000001192092896,0.25319939851760864,0.2516179382801056,0.3444342017173767,0.17329156398773193,-0.20138037204742432,0.3706737756729126,0.3922320604324341,0.22199229896068573,0.18728192150592804,0.20722191035747528,0.29882416129112244
with,0.2464839518070221,0.24132338166236877,0.1567237824201584,0.3783375024795532,0.25319939851760864,0.9999999403953552,0.4223487675189972,0.12428569048643112,0.4080928862094879,0.07196700572967529,0.3018741309642792,0.3139011859893799,0.2623748779296875,0.24325589835643768,0.1949257254600525,0.2433311939239502
the,0.42745697498321533,0.26591673493385315,0.16002413630485535,0.5829201340675354,0.2516179382801056,0.4223487675189972,1.0,0.24932202696800232,0.6662389636039734,0.14980897307395935,0.3162810802459717,0.2659202516078949,0.3532279133796692,0.3845241069793701,0.24762700498104095,0.22068053483963013
federal,0.2415231615304947,0.1508525013923645,0.22213593125343323,0.21018525958061218,0.3733346462249756,0.12869931757450104,0.27537089586257935,0.35719597339630127,0.22709031403064728,-0.026666533201932907,0.2608894109725952,0.14632770419120789,0.25119760632514954,0.16420915722846985,0.18384124338626862,0.1812247931957245
communications,0.18950708210468292,0.30990004539489746,0.1753094345331192,0.20234425365924835,0.36488717794418335,0.2486184537410736,0.2746332883834839,0.41716888546943665,0.1869867891073227,-0.008223198354244232,0.3134521245956421,0.322242796421051,0.3065873682498932,0.23439429700374603,0.42436885833740234,0.09561901539564133
commission,0.22273972630500793,0.28997603058815,0.20345675945281982,0.18981990218162537,0.40248769521713257,0.10247842222452164,0.24418850243091583,0.40145957469940186,0.21326816082000732,-0.007223589811474085,0.3132624626159668,0.20342686772346497,0.2426132708787918,0.19563880562782288,0.22150777280330658,0.16231559216976166
(,0.2411840260028839,0.13179703056812286,0.19716495275497437,0.3206180930137634,0.11567890644073486,0.29503780603408813,0.33289089798927307,0.17462122440338135,0.3087427020072937,0.04926104098558426,0.23761579394340515,0.1654568463563919,0.20411653816699982,0.24608564376831055,0.1346510946750641,0.40561532974243164
fcc,0.2598995566368103,0.3467300236225128,0.23200680315494537,0.1445450782775879,0.3444342017173767,0.12428569048643112,0.24932202696800232,1.0000001192092896,0.134840726852417,-0.04606006294488907,0.2534104883670807,0.20134948194026947,0.27951139211654663,0.16179049015045166,0.3792693614959717,0.1708466112613678
),0.26259949803352356,0.14284300804138184,0.20718997716903687,0.3640355169773102,0.11842566728591919,0.3069596290588379,0.3456730246543884,0.16290630400180817,0.3326910734176636,0.04156877472996712,0.2196492999792099,0.17140987515449524,0.20925946533679962,0.253329336643219,0.1451086699962616,0.42300865054130554
regarding,0.36432263255119324,0.11345107853412628,0.2173723578453064,0.22400012612342834,0.40360817313194275,0.2674638032913208,0.29280903935432434,0.29672276973724365,0.2634240984916687,-0.13293197751045227,0.6171136498451233,0.3356267511844635,0.30048316717147827,0.14034052193164825,0.16180849075317383,0.36967232823371887
its,0.30393704771995544,0.258992999792099,0.13847792148590088,0.4424409866333008,0.15723665058612823,0.3087116777896881,0.559237003326416,0.2045624554157257,0.3793783485889435,0.1182795912027359,0.21791091561317444,0.21335220336914062,0.27222028374671936,0.2215755134820938,0.2549050748348236,0.15103481709957123
difficulties,0.3034270107746124,0.17789968848228455,0.22993862628936768,0.2672090232372284,0.3760626018047333,0.30395495891571045,0.3089388310909271,0.23674213886260986,0.23958618938922882,-0.00039051438216120005,0.353164404630661,0.608721137046814,0.18796545267105103,0.1784110963344574,0.22114457190036774,0.16303583979606628
in,0.30808621644973755,0.22141718864440918,0.17504344880580902,0.539380669593811,0.17329156398773193,0.4080928862094879,0.6662389636039734,0.134840726852417,1.0,0.08321734517812729,0.3220304250717163,0.21061907708644867,0.284413605928421,0.3758552670478821,0.25864288210868835,0.20430970191955566
establishing,0.1974942833185196,0.2448606640100479,0.16492792963981628,0.2560238838195801,0.22199229896068573,0.2623748779296875,0.3532279133796692,0.27951139211654663,0.284413605928421,-0.0545513853430748,0.3481293320655823,0.13311347365379333,1.0,0.28981560468673706,0.2079569548368454,0.1457604318857193
new,0.2130378633737564,0.16146139800548553,0.12616154551506042,0.3214259147644043,0.18728192150592804,0.24325589835643768,0.3845241069793701,0.16179049015045166,0.3758552670478821,0.0654699057340622,0.1483379453420639,0.19705583155155182,0.28981560468673706,0.9999999403953552,0.1508234143257141,0.14782847464084625
stations,0.1621520221233368,0.24801203608512878,0.16073574125766754,0.199105903506279,0.20722191035747528,0.1949257254600525,0.24762700498104095,0.3792693614959717,0.25864288210868835,0.09328855574131012,0.17407016456127167,0.18601031601428986,0.2079569548368454,0.1508234143257141,1.0,0.13192185759544373
",",0.3087472915649414,0.2697763442993164,0.28497740626335144,0.427140474319458,0.20319557189941406,0.4120737314224243,0.4933079481124878,0.12939687073230743,0.5201468467712402,0.011276645585894585,0.293580561876297,0.2596952021121979,0.24868080019950867,0.36073189973831177,0.26337406039237976,0.31091248989105225
in,0.30808621644973755,0.22141718864440918,0.17504344880580902,0.539380669593811,0.17329156398773193,0.4080928862094879,0.6662389636039734,0.134840726852417,1.0,0.08321734517812729,0.3220304250717163,0.21061907708644867,0.284413605928421,0.3758552670478821,0.25864288210868835,0.20430970191955566
a,0.3320399522781372,0.22037413716316223,0.18640758097171783,1.0,0.28602075576782227,0.3783375024795532,0.5829201340675354,0.1445450782775879,0.539380669593811,0.0014930246397852898,0.20525427162647247,0.21523453295230865,0.2560238838195801,0.3214259147644043,0.199105903506279,0.23916715383529663
radio,0.16863368451595306,0.13528293371200562,0.12380991131067276,0.19488471746444702,0.172892764210701,0.15850627422332764,0.23511973023414612,0.29589203000068665,0.22625693678855896,0.05604640766978264,0.16680675745010376,0.11401760578155518,0.11898251622915268,0.1785462647676468,0.47360363602638245,0.08763375133275986
market,0.12116116285324097,0.3897888660430908,0.1301453709602356,0.2680419683456421,0.14947037398815155,0.14471584558486938,0.2041238248348236,0.24728089570999146,0.27003997564315796,0.09553249925374985,0.15658661723136902,0.10732358694076538,0.15718042850494385,0.1574314683675766,0.3157709836959839,0.12805593013763428
that,0.6297725439071655,0.22723333537578583,0.2812258005142212,0.47537946701049805,0.3770917057991028,0.4154358208179474,0.5473989248275757,0.2836698889732361,0.435920387506485,-0.05768834426999092,0.33591219782829285,0.3758413791656494,0.26144298911094666,0.29177987575531006,0.2291857898235321,0.32716336846351624
was,0.22111038863658905,0.2293137013912201,0.27742746472358704,0.4508470594882965,0.2453518956899643,0.27411898970603943,0.48711544275283813,0.15802820026874542,0.45514053106307983,0.034285906702280045,0.172305166721344,0.1851695030927658,0.2054227888584137,0.2748313844203949,0.15012863278388977,0.18412111699581146
already,0.4530037045478821,0.16007038950920105,0.20979489386081696,0.33469632267951965,0.30234289169311523,0.34823688864707947,0.34582915902137756,0.21430107951164246,0.288102924823761,-0.13660839200019836,0.3066326677799225,0.3660941421985626,0.2526887357234955,0.22782176733016968,0.23402248322963715,0.3477933406829834
being,0.3760843276977539,0.18826620280742645,0.1642310619354248,0.3727131485939026,0.33030474185943604,0.36860430240631104,0.419739305973053,0.24826258420944214,0.33162933588027954,-0.06337277591228485,0.30122244358062744,0.27170485258102417,0.23064039647579193,0.2248239666223526,0.20777082443237305,0.26743772625923157
saturated,0.1989104300737381,0.12241679430007935,0.2500903606414795,0.2635258734226227,0.13031689822673798,0.2266545593738556,0.20719623565673828,0.1303538978099823,0.22390256822109222,0.015036243014037609,0.24389337003231049,0.21418650448322296,0.13199537992477417,0.0877859964966774,0.24090589582920074,0.1959184855222702
by,0.2455483376979828,0.22328482568264008,0.15250620245933533,0.32094135880470276,0.2709096670150757,0.39731505513191223,0.4408751428127289,0.1562936007976532,0.370934396982193,0.02367245964705944,0.25834354758262634,0.20223401486873627,0.1744624525308609,0.25394493341445923,0.20435920357704163,0.17966607213020325
nbc,0.1638578325510025,0.20344661176204681,0.22925466299057007,0.1700000911951065,0.20725084841251373,0.19754363596439362,0.20618264377117157,0.3197975158691406,0.19303210079669952,0.006458732299506664,0.11608412861824036,0.11710358411073685,0.14969338476657867,0.18140773475170135,0.24341674149036407,0.1680917739868164
and,0.31309178471565247,0.23788511753082275,0.13030290603637695,0.3739250600337982,0.16165614128112793,0.5477725267410278,0.5171257257461548,0.22326773405075073,0.4954058527946472,0.05728703364729881,0.3067639470100403,0.285793662071228,0.26247209310531616,0.31402453780174255,0.2687023878097534,0.20544172823429108
cbs,0.1950361132621765,0.1798810362815857,0.24331636726856232,0.16314536333084106,0.18263991177082062,0.20131054520606995,0.2283918708562851,0.3518258333206177,0.17584392428398132,0.03276151046156883,0.14077644050121307,0.12366671860218048,0.14835546910762787,0.17091993987560272,0.2841474115848541,0.14594407379627228
.,0.3567904531955719,0.266353577375412,0.1988273411989212,0.50484299659729,0.21438023447990417,0.4446153938770294,0.5934505462646484,0.1972244679927826,0.5591574311256409,0.03700817748904228,0.2717721462249756,0.2602308988571167,0.22280070185661316,0.35031336545944214,0.22839494049549103,0.4130953550338745
