,what,parts,of,the,original,catholic,mass,did,luther,leave,out,of,his,new,mass,?
luther,0.2134782373905182,0.14182478189468384,0.1719115972518921,0.1759674996137619,0.18603503704071045,0.30848968029022217,0.14408515393733978,0.23667675256729126,1.0,0.0717516764998436,0.1738509088754654,0.1719115972518921,0.27093374729156494,0.14555130898952484,0.14408515393733978,0.1732746809720993
based,0.274813175201416,0.19982457160949707,0.3033197224140167,0.29860720038414,0.285777747631073,0.15368904173374176,0.13194973766803741,0.15722841024398804,0.11297188699245453,0.08317303657531738,0.1515098512172699,0.3033197224140167,0.17763181030750275,0.20658165216445923,0.13194973766803741,0.134929820895195
his,0.26976513862609863,0.19808466732501984,0.38364991545677185,0.4394008219242096,0.25526919960975647,0.2545863091945648,0.171666219830513,0.3546801507472992,0.27093374729156494,0.2935732305049896,0.3022425174713135,0.38364991545677185,0.9999998807907104,0.24132801592350006,0.171666219830513,0.18075084686279297
order,0.16634008288383484,0.1095963716506958,0.31287699937820435,0.3284194767475128,0.10652361065149307,0.2004411369562149,0.17471052706241608,0.22891858220100403,0.15481990575790405,0.1086944118142128,0.1285879760980606,0.31287699937820435,0.18186849355697632,0.1788160651922226,0.17471052706241608,0.13725648820400238
on,0.34226128458976746,0.26594671607017517,0.3966929316520691,0.5107308030128479,0.21149557828903198,0.14063064754009247,0.18456357717514038,0.2670976221561432,0.19090485572814941,0.23102210462093353,0.39060163497924805,0.3966929316520691,0.32064297795295715,0.31106263399124146,0.18456357717514038,0.2714994251728058
the,0.42745697498321533,0.4042440354824066,0.733189046382904,1.0,0.4037000238895416,0.26391419768333435,0.2284930944442749,0.34736719727516174,0.1759674996137619,0.32171857357025146,0.39404502511024475,0.733189046382904,0.4394008219242096,0.3845241069793701,0.2284930944442749,0.22068053483963013
catholic,0.1882777214050293,0.12054459005594254,0.3452084958553314,0.26391419768333435,0.1583169400691986,1.0000001192092896,0.22295920550823212,0.16203826665878296,0.30848968029022217,0.13154692947864532,0.20937305688858032,0.3452084958553314,0.2545863091945648,0.20539364218711853,0.22295920550823212,0.16609853506088257
service,0.16857224702835083,0.13609015941619873,0.18425606191158295,0.22661015391349792,0.11967647075653076,0.23894014954566956,0.1616123616695404,0.14130860567092896,0.2012641727924347,0.10148022323846817,0.11581319570541382,0.18425606191158295,0.20076239109039307,0.21442657709121704,0.1616123616695404,0.1676298975944519
but,0.5029441118240356,0.34569910168647766,0.39942997694015503,0.4859698414802551,0.2737142741680145,0.18986386060714722,0.2302476018667221,0.49033689498901367,0.20694120228290558,0.3632035553455353,0.4199376404285431,0.39942997694015503,0.38552024960517883,0.2431885451078415,0.2302476018667221,0.27921953797340393
omitted,0.19127024710178375,0.16114115715026855,0.20624084770679474,0.28597038984298706,0.24138304591178894,0.1733815222978592,0.11755232512950897,0.1348419040441513,0.11301778256893158,0.22971518337726593,0.14907976984977722,0.20624084770679474,0.12728209793567657,0.20293399691581726,0.11755232512950897,0.2292177826166153
``,0.008517155423760414,0.06945818662643433,0.06780257821083069,0.029072100296616554,-0.09917053580284119,0.11989553272724152,0.05638721585273743,-0.029888948425650597,-0.013964727520942688,0.04101554676890373,0.024644849821925163,0.06780257821083069,0.008275155909359455,-0.03575563058257103,0.05638721585273743,0.0685480609536171
everything,0.5900073051452637,0.2971665859222412,0.2166808843612671,0.33579888939857483,0.21158091723918915,0.15643298625946045,0.2359122335910797,0.38332322239875793,0.17945396900177002,0.33680906891822815,0.3526335060596466,0.2166808843612671,0.31166839599609375,0.22750239074230194,0.2359122335910797,0.37031570076942444
that,0.6297725439071655,0.3359212577342987,0.41498205065727234,0.5473989248275757,0.326194703578949,0.2050773948431015,0.2827543616294861,0.47518548369407654,0.21746599674224854,0.33376428484916687,0.43996092677116394,0.41498205065727234,0.3173833191394806,0.29177987575531006,0.2827543616294861,0.32716336846351624
smacks,0.2958681881427765,0.19953879714012146,0.08097343891859055,0.17629946768283844,0.11951754242181778,0.14691293239593506,0.11770428717136383,0.2151588648557663,0.1835310012102127,0.136063814163208,0.28391820192337036,0.08097343891859055,0.20894041657447815,0.15455465018749237,0.11770428717136383,0.28665998578071594
of,0.33290785551071167,0.3379773199558258,1.0,0.733189046382904,0.30228546261787415,0.3452084958553314,0.26915112137794495,0.2513895630836487,0.1719115972518921,0.22741928696632385,0.34176841378211975,1.0,0.38364991545677185,0.343457967042923,0.26915112137794495,0.1826142966747284
sacrifice,0.13651041686534882,0.14252744615077972,0.16815687716007233,0.1856338083744049,0.10830999165773392,0.24979373812675476,0.14703847467899323,0.16800463199615479,0.13578858971595764,0.18860045075416565,0.1596541404724121,0.16815687716007233,0.28723934292793274,0.10963103920221329,0.14703847467899323,0.16962945461273193
'',0.08143015950918198,-0.0030045886524021626,0.13035868108272552,0.041273195296525955,0.15586623549461365,0.025899190455675125,-0.0022249165922403336,0.01978493109345436,-0.04572787508368492,-0.08843609690666199,0.019159367308020592,0.13035868108272552,0.016508836299180984,-0.021915066987276077,-0.0022249165922403336,0.018684765323996544
;,0.10986888408660889,0.13548462092876434,0.054534342139959335,0.09152708947658539,0.06863370537757874,0.01897076889872551,-0.026996124535799026,0.10727239400148392,0.022799020633101463,0.06748317182064056,-0.060155294835567474,0.054534342139959335,0.07100893557071686,0.021862374618649483,-0.026996124535799026,0.10349778085947037
and,0.31309178471565247,0.3901200294494629,0.5116966962814331,0.5171257257461548,0.29575109481811523,0.2147825062274933,0.21843883395195007,0.34479495882987976,0.20796556770801544,0.2462838888168335,0.3881998062133789,0.5116966962814331,0.4234102666378021,0.31402453780174255,0.21843883395195007,0.20544172823429108
the,0.42745697498321533,0.4042440354824066,0.733189046382904,1.0,0.4037000238895416,0.26391419768333435,0.2284930944442749,0.34736719727516174,0.1759674996137619,0.32171857357025146,0.39404502511024475,0.733189046382904,0.4394008219242096,0.3845241069793701,0.2284930944442749,0.22068053483963013
mass,0.23905135691165924,0.19344036281108856,0.26915112137794495,0.2284930944442749,0.13723570108413696,0.22295920550823212,1.0000001192092896,0.1598033756017685,0.14408515393733978,0.09077402204275131,0.19746729731559753,0.26915112137794495,0.171666219830513,0.1902189999818802,1.0000001192092896,0.2076406031847
became,0.1434093862771988,0.20401598513126373,0.3638904094696045,0.36325156688690186,0.1447402834892273,0.19363752007484436,0.07801727950572968,0.3632316589355469,0.18142570555210114,0.16830915212631226,0.1417316347360611,0.3638904094696045,0.3503277599811554,0.22970440983772278,0.07801727950572968,0.11374033987522125
a,0.3320399522781372,0.2777566909790039,0.5052502155303955,0.5829201340675354,0.25438275933265686,0.2060672640800476,0.21558082103729248,0.2552328109741211,0.17967689037322998,0.25682857632637024,0.34264278411865234,0.5052502155303955,0.3497250974178314,0.3214259147644043,0.21558082103729248,0.23916715383529663
celebration,0.20844492316246033,0.18109935522079468,0.27687039971351624,0.30612465739250183,0.12277433276176453,0.27660688757896423,0.2552238404750824,0.17503295838832855,0.2096797227859497,0.14414909482002258,0.22114942967891693,0.27687039971351624,0.2595246434211731,0.223866268992424,0.2552238404750824,0.1872778683900833
where,0.4457937180995941,0.3024260997772217,0.38066378235816956,0.5003893971443176,0.15837015211582184,0.19908323884010315,0.18837785720825195,0.24159270524978638,0.15538732707500458,0.3375209867954254,0.4094439148902893,0.38066378235816956,0.29880598187446594,0.26026442646980286,0.18837785720825195,0.24793872237205505
everyone,0.47400328516960144,0.19993752241134644,0.12618285417556763,0.26820138096809387,0.16050060093402863,0.18966852128505707,0.24809056520462036,0.28544723987579346,0.25025659799575806,0.312335342168808,0.34991535544395447,0.12618285417556763,0.31333011388778687,0.17321160435676575,0.24809056520462036,0.3412931561470032
received,0.1010502278804779,0.11327236890792847,0.2628524899482727,0.24890556931495667,0.16590522229671478,0.16541260480880737,0.11821642518043518,0.3125181496143341,0.1771141141653061,0.1826634258031845,0.1494208574295044,0.2628524899482727,0.3627238869667053,0.16968829929828644,0.11821642518043518,0.11905962228775024
the,0.42745697498321533,0.4042440354824066,0.733189046382904,1.0,0.4037000238895416,0.26391419768333435,0.2284930944442749,0.34736719727516174,0.1759674996137619,0.32171857357025146,0.39404502511024475,0.733189046382904,0.4394008219242096,0.3845241069793701,0.2284930944442749,0.22068053483963013
wine,0.17754630744457245,0.16861127316951752,0.2704099118709564,0.2768833041191101,0.17191508412361145,0.2645425498485565,0.1528950333595276,0.1488095074892044,0.18267135322093964,0.14705486595630646,0.1803193837404251,0.2704099118709564,0.16052863001823425,0.07456594705581665,0.1528950333595276,0.12747588753700256
as,0.31749409437179565,0.20346619188785553,0.3886612355709076,0.48381632566452026,0.2790030837059021,0.2185802161693573,0.20994383096694946,0.3596470057964325,0.20242992043495178,0.3004496395587921,0.3124499022960663,0.3886612355709076,0.3146366477012634,0.24585270881652832,0.20994383096694946,0.27043893933296204
well,0.4154493808746338,0.35730406641960144,0.3343164324760437,0.42630070447921753,0.2680816650390625,0.20161058008670807,0.18064218759536743,0.4341743588447571,0.1876922994852066,0.20893947780132294,0.30654069781303406,0.3343164324760437,0.3732656240463257,0.22021858394145966,0.18064218759536743,0.24815571308135986
as,0.31749409437179565,0.20346619188785553,0.3886612355709076,0.48381632566452026,0.2790030837059021,0.2185802161693573,0.20994383096694946,0.3596470057964325,0.20242992043495178,0.3004496395587921,0.3124499022960663,0.3886612355709076,0.3146366477012634,0.24585270881652832,0.20994383096694946,0.27043893933296204
the,0.42745697498321533,0.4042440354824066,0.733189046382904,1.0,0.4037000238895416,0.26391419768333435,0.2284930944442749,0.34736719727516174,0.1759674996137619,0.32171857357025146,0.39404502511024475,0.733189046382904,0.4394008219242096,0.3845241069793701,0.2284930944442749,0.22068053483963013
bread,0.218822181224823,0.17580102384090424,0.19913233816623688,0.19539521634578705,0.09982963651418686,0.2687079906463623,0.22863055765628815,0.18966102600097656,0.16235698759555817,0.2082822322845459,0.235650897026062,0.19913233816623688,0.11196848005056381,0.18418221175670624,0.22863055765628815,0.16616880893707275
.,0.3567904531955719,0.30755549669265747,0.5352458953857422,0.5934505462646484,0.275844931602478,0.270730584859848,0.25224974751472473,0.35288307070732117,0.24907569587230682,0.30909571051597595,0.34234723448753357,0.5352458953857422,0.3119256794452667,0.35031336545944214,0.25224974751472473,0.4130953550338745
