,what,is,the,type,of,oxygen,production,for,emergency,oxygen,in,airlines,?
sudden,0.25381866097450256,0.1550535261631012,0.2832862138748169,0.16952112317085266,0.2574480175971985,0.26926901936531067,0.18929114937782288,0.19181016087532043,0.2891451418399811,0.26926901936531067,0.21471910178661346,0.11067702621221542,0.1871117502450943
cabin,0.17852115631103516,0.16485074162483215,0.23489025235176086,0.13907498121261597,0.2067061811685562,0.14350184798240662,0.08323127031326294,0.11913209408521652,0.25251272320747375,0.14350184798240662,0.19721314311027527,0.33394360542297363,0.15796571969985962
pressure,0.2625555694103241,0.19239991903305054,0.28285476565361023,0.2286885380744934,0.22627468407154083,0.35798126459121704,0.12711502611637115,0.16119280457496643,0.34844735264778137,0.35798126459121704,0.16116683185100555,0.18647752702236176,0.142023503780365
loss,0.21803489327430725,0.1968395859003067,0.27898719906806946,0.2158658355474472,0.26357072591781616,0.18090003728866577,0.13783906400203705,0.24238932132720947,0.230399027466774,0.18090003728866577,0.21028298139572144,0.21788567304611206,0.1312553584575653
activates,0.2576220631599426,0.18707503378391266,0.30455851554870605,0.2233062982559204,0.17591619491577148,0.322106271982193,0.2345304787158966,0.25635862350463867,0.29218459129333496,0.322106271982193,0.2165556252002716,0.09147532284259796,0.2427757829427719
chemical,0.26249468326568604,0.2387559562921524,0.18641819059848785,0.2055497020483017,0.22874756157398224,0.46001601219177246,0.22112908959388733,0.23266151547431946,0.19316412508487701,0.46001601219177246,0.23203688859939575,0.12966863811016083,0.2040288895368576
oxygen,0.16781960427761078,0.21825239062309265,0.20428593456745148,0.16191279888153076,0.16848602890968323,0.9999999403953552,0.2345309853553772,0.22718772292137146,0.261570543050766,0.9999999403953552,0.1672476977109909,0.1592506766319275,0.16786395013332367
generators,0.24249255657196045,0.1940506398677826,0.2787470817565918,0.2612365186214447,0.2220006138086319,0.2636668384075165,0.2702358067035675,0.22097858786582947,0.2380468100309372,0.2636668384075165,0.21081826090812683,0.16718031466007233,0.20217099785804749
above,0.32341626286506653,0.3090769648551941,0.33988961577415466,0.14587289094924927,0.24890293180942535,0.23458409309387207,0.14100700616836548,0.23925727605819702,0.17263615131378174,0.23458409309387207,0.22744394838809967,0.18238678574562073,0.2521739900112152
each,0.3353266417980194,0.2954041659832001,0.470844566822052,0.2533338665962219,0.38460010290145874,0.19840867817401886,0.1605517417192459,0.3044290542602539,0.19351664185523987,0.19840867817401886,0.30816060304641724,0.10235472023487091,0.21173812448978424
seat,0.1103479340672493,0.22830115258693695,0.24530775845050812,0.1420699656009674,0.2283020317554474,0.1350829154253006,0.1123385950922966,0.1597914844751358,0.14923430979251862,0.1350829154253006,0.2778983414173126,0.15036419034004211,0.06630133837461472
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1804078221321106,0.4946078956127167,0.21812842786312103,0.24176549911499023,0.4464869201183319,0.21387320756912231,0.21812842786312103,0.5201468467712402,0.22672896087169647,0.31091248989105225
causing,0.24770919978618622,0.17441625893115997,0.2816545367240906,0.13075129687786102,0.2885251045227051,0.23783966898918152,0.1684565246105194,0.17406979203224182,0.2746324837207794,0.23783966898918152,0.25844457745552063,0.19113923609256744,0.1852436512708664
oxygen,0.16781960427761078,0.21825239062309265,0.20428593456745148,0.16191279888153076,0.16848602890968323,0.9999999403953552,0.2345309853553772,0.22718772292137146,0.261570543050766,0.9999999403953552,0.1672476977109909,0.1592506766319275,0.16786395013332367
masks,0.2560511827468872,0.18336427211761475,0.21816150844097137,0.1213359460234642,0.21485672891139984,0.28744083642959595,0.19841280579566956,0.2221754938364029,0.1951519399881363,0.28744083642959595,0.15994778275489807,0.12346795946359634,0.17134486138820648
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.19930607080459595,0.41548454761505127,0.24193501472473145,0.2144220918416977,0.4451248347759247,0.2783624827861786,0.24193501472473145,0.45010748505592346,0.20727229118347168,0.29463258385658264
drop,0.2541179656982422,0.2115614414215088,0.2759656608104706,0.2440716177225113,0.1734435260295868,0.1843041330575943,0.22474993765354156,0.2267320305109024,0.18950778245925903,0.1843041330575943,0.18230557441711426,0.08756066113710403,0.19426988065242767
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23195341229438782,0.5352458953857422,0.2554275095462799,0.22297915816307068,0.4726039469242096,0.2231423705816269,0.2554275095462799,0.5591574311256409,0.22211439907550812,0.4130953550338745
