,where,do,all,trains,going,to,scotland,stop,at,?
train,0.2426021546125412,0.14827318489551544,0.17848944664001465,0.8071229457855225,0.26764553785324097,0.23553375899791718,0.11019019037485123,0.3016040325164795,0.2475673258304596,0.14194068312644958
operator,0.28092989325523376,0.18068429827690125,0.18034304678440094,0.3528516888618469,0.2621627748012543,0.24327775835990906,0.15072831511497498,0.18733972311019897,0.2279973179101944,0.12810945510864258
virgin,0.11943008750677109,0.13308317959308624,0.19858187437057495,0.198319211602211,0.13137121498584747,0.17379043996334076,0.2618112862110138,0.12099558115005493,0.1635802686214447,0.11987020075321198
trains,0.18253616988658905,0.1811627298593521,0.1880621761083603,0.9999999403953552,0.2822205126285553,0.27289023995399475,0.20505046844482422,0.28305840492248535,0.2219238579273224,0.12280461937189102
east,0.28155818581581116,0.11825688928365707,0.20765827596187592,0.2585931122303009,0.23112823069095612,0.24717837572097778,0.20728936791419983,0.1624535769224167,0.25603312253952026,0.10070597380399704
coast,0.253967821598053,0.16845616698265076,0.24352259933948517,0.28556713461875916,0.18791188299655914,0.23308983445167542,0.2237507551908493,0.11245575547218323,0.1830616146326065,0.15869849920272827
provides,0.2382308542728424,0.2753363847732544,0.221037358045578,0.27121055126190186,0.16062641143798828,0.2667657732963562,0.1384037286043167,0.16620033979415894,0.19475142657756805,0.1500944346189499
a,0.40997210144996643,0.26237669587135315,0.2696802616119385,0.2166883498430252,0.3356470763683319,0.45503583550453186,0.2106660157442093,0.21033835411071777,0.3095070421695709,0.23916715383529663
half-hourly,0.3340981900691986,0.25321200489997864,0.39243924617767334,0.351272314786911,0.3251754939556122,0.3721339702606201,0.29950129985809326,0.24346646666526794,0.36168351769447327,0.30623742938041687
frequency,0.21177531778812408,0.1681848019361496,0.2134019285440445,0.2954970598220825,0.20719821751117706,0.2516654431819916,0.17859956622123718,0.18786367774009705,0.1774650365114212,0.17067383229732513
of,0.38066378235816956,0.26150479912757874,0.42798417806625366,0.16788527369499207,0.2849585711956024,0.41548454761505127,0.2208399921655655,0.2052845060825348,0.42558613419532776,0.1826142966747284
trains,0.18253616988658905,0.1811627298593521,0.1880621761083603,0.9999999403953552,0.2822205126285553,0.27289023995399475,0.20505046844482422,0.28305840492248535,0.2219238579273224,0.12280461937189102
to,0.47735077142715454,0.38876664638519287,0.42520734667778015,0.27289023995399475,0.5117058157920837,1.0,0.19875919818878174,0.31219643354415894,0.36524343490600586,0.29463258385658264
london,0.23023706674575806,0.10302329808473587,0.21470573544502258,0.3409048914909363,0.25682783126831055,0.2021344155073166,0.315937340259552,0.17968344688415527,0.2963942885398865,0.11278104782104492
king,0.16932229697704315,0.12008506059646606,0.20123191177845,0.16612599790096283,0.23092880845069885,0.24476152658462524,0.25619223713874817,0.155153289437294,0.17968851327896118,0.19130074977874756
's,0.0007701900321990252,-0.01994597539305687,0.03181743621826172,-0.014810417778789997,0.03676856681704521,0.03782717138528824,0.03316264972090721,-0.0715416669845581,-0.08481216430664062,-0.023395681753754616
cross,0.21440331637859344,0.11996514350175858,0.20699405670166016,0.22534696757793427,0.20651331543922424,0.21814192831516266,0.18728896975517273,0.23671571910381317,0.18790024518966675,0.12288589030504227
",",0.3149496018886566,0.3283645510673523,0.425624817609787,0.20530615746974945,0.2957560122013092,0.44245919585227966,0.21124857664108276,0.24759207665920258,0.38314947485923767,0.31091248989105225
with,0.4142743945121765,0.23744353652000427,0.3876307010650635,0.13365305960178375,0.2376817911863327,0.4239959120750427,0.21539276838302612,0.2378961592912674,0.29126521944999695,0.2433311939239502
a,0.40997210144996643,0.26237669587135315,0.2696802616119385,0.2166883498430252,0.3356470763683319,0.45503583550453186,0.2106660157442093,0.21033835411071777,0.3095070421695709,0.23916715383529663
journey,0.21481096744537354,0.16525427997112274,0.19713695347309113,0.2847139239311218,0.33168667554855347,0.31875574588775635,0.13014668226242065,0.19620466232299805,0.1513928472995758,0.06391996890306473
time,0.3538551926612854,0.27283716201782227,0.4175976812839508,0.28196752071380615,0.3645598888397217,0.3679993152618408,0.1653193235397339,0.3080767095088959,0.3956010341644287,0.27391523122787476
of,0.38066378235816956,0.26150479912757874,0.42798417806625366,0.16788527369499207,0.2849585711956024,0.41548454761505127,0.2208399921655655,0.2052845060825348,0.42558613419532776,0.1826142966747284
about,0.3108544647693634,0.3183841109275818,0.2926684319972992,0.16962730884552002,0.36327940225601196,0.391953706741333,0.14437362551689148,0.23422400653362274,0.3110121488571167,0.302409827709198
three,0.25543931126594543,0.21283186972141266,0.3989922106266022,0.17412236332893372,0.2323664426803589,0.3043823838233948,0.165018692612648,0.15095064043998718,0.2833487093448639,0.20928427577018738
hours,0.20471934974193573,0.2093188762664795,0.233869269490242,0.3076331913471222,0.26703837513923645,0.23638038337230682,0.13761959969997406,0.2981998026371002,0.2760489583015442,0.21755769848823547
",",0.3149496018886566,0.3283645510673523,0.425624817609787,0.20530615746974945,0.2957560122013092,0.44245919585227966,0.21124857664108276,0.24759207665920258,0.38314947485923767,0.31091248989105225
these,0.380450963973999,0.4402875602245331,0.5938270092010498,0.2868010401725769,0.3203338384628296,0.46852558851242065,0.18604646623134613,0.2716788053512573,0.2638600766658783,0.2571668326854706
services,0.1789192259311676,0.18574553728103638,0.2722949981689453,0.45800718665122986,0.23081406950950623,0.27867045998573303,0.24140694737434387,0.17219685018062592,0.2512115240097046,0.1328447163105011
call,0.18280568718910217,0.328556090593338,0.27686041593551636,0.14349547028541565,0.24507012963294983,0.27641981840133667,0.12502454221248627,0.2240983098745346,0.10539821535348892,0.23091886937618256
at,0.4402937591075897,0.1511090099811554,0.3001944422721863,0.2219238579273224,0.34710684418678284,0.36524343490600586,0.20754259824752808,0.19438834488391876,1.0,0.21978627145290375
durham,0.19279153645038605,0.17291519045829773,0.18816885352134705,0.2571448087692261,0.1833253800868988,0.20981496572494507,0.38910791277885437,0.18526698648929596,0.18524056673049927,0.12051723152399063
",",0.3149496018886566,0.3283645510673523,0.425624817609787,0.20530615746974945,0.2957560122013092,0.44245919585227966,0.21124857664108276,0.24759207665920258,0.38314947485923767,0.31091248989105225
darlington,0.2362712323665619,0.1095103845000267,0.22670772671699524,0.27313941717147827,0.2001963108778,0.23624977469444275,0.24968114495277405,0.08440233021974564,0.23498141765594482,0.1837279349565506
",",0.3149496018886566,0.3283645510673523,0.425624817609787,0.20530615746974945,0.2957560122013092,0.44245919585227966,0.21124857664108276,0.24759207665920258,0.38314947485923767,0.31091248989105225
york,0.21910661458969116,0.1314755231142044,0.23903998732566833,0.16159477829933167,0.21556024253368378,0.22230617702007294,0.23139715194702148,0.15884487330913544,0.2137436866760254,0.15262620151042938
",",0.3149496018886566,0.3283645510673523,0.425624817609787,0.20530615746974945,0.2957560122013092,0.44245919585227966,0.21124857664108276,0.24759207665920258,0.38314947485923767,0.31091248989105225
