,besides,viniculture,",",what,is,the,other,dominate,economic,sector,in,the,middle,rhine,?
the,0.367077499628067,0.35468438267707825,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.44152235984802246,0.3102695643901825,0.282455176115036,0.27798449993133545,0.6662389636039734,1.0,0.3405749201774597,0.30735138058662415,0.22068053483963013
dominant,0.22372163832187653,0.32243508100509644,0.23045329749584198,0.21783894300460815,0.2622844874858856,0.3743239641189575,0.3140023946762085,0.7004492282867432,0.23097962141036987,0.28220707178115845,0.26107057929039,0.3743239641189575,0.24053801596164703,0.08235464990139008,0.07625212520360947
economic,0.16649998724460602,0.4170462191104889,0.2340485155582428,0.18082544207572937,0.21102669835090637,0.282455176115036,0.18829746544361115,0.25728070735931396,0.9999999403953552,0.3977937400341034,0.22027181088924408,0.282455176115036,0.22097447514533997,0.15747639536857605,0.1206481084227562
sectors,0.22787874937057495,0.2982393801212311,0.22403916716575623,0.2103491723537445,0.19157682359218597,0.33230820298194885,0.38749849796295166,0.32274067401885986,0.38403671979904175,0.698563277721405,0.22858920693397522,0.33230820298194885,0.20354847609996796,0.2742234468460083,0.08638603240251541
in,0.3447916507720947,0.3375008702278137,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.39989137649536133,0.19479310512542725,0.22027181088924408,0.2731133699417114,1.0,0.6662389636039734,0.26767921447753906,0.24648422002792358,0.20430970191955566
the,0.367077499628067,0.35468438267707825,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.44152235984802246,0.3102695643901825,0.282455176115036,0.27798449993133545,0.6662389636039734,1.0,0.3405749201774597,0.30735138058662415,0.22068053483963013
middle,0.20630532503128052,0.22313514351844788,0.24847112596035004,0.18312302231788635,0.21621397137641907,0.3405749201774597,0.1793288290500641,0.18201115727424622,0.22097447514533997,0.15456987917423248,0.26767921447753906,0.3405749201774597,0.9999998807907104,0.23721498250961304,0.13139553368091583
rhine,0.19046513736248016,0.22355683147907257,0.167837992310524,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.19601790606975555,0.1804991364479065,0.15747639536857605,0.30141523480415344,0.24648422002792358,0.30735138058662415,0.23721498250961304,1.0,0.13754533231258392
area,0.23497521877288818,0.33959949016571045,0.2664283812046051,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.21664315462112427,0.2125409096479416,0.24347907304763794,0.35533013939857483,0.33632898330688477,0.37834644317626953,0.21394044160842896,0.30314889550209045,0.12640461325645447
are,0.4436670243740082,0.2502489387989044,0.4062570035457611,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.5932393670082092,0.22071008384227753,0.17979218065738678,0.18541370332241058,0.3841303884983063,0.40399202704429626,0.16648951172828674,0.13834848999977112,0.24591213464736938
viniculture,0.2232426255941391,0.9999999403953552,0.33515167236328125,0.2430523782968521,0.30232739448547363,0.35468438267707825,0.23960937559604645,0.3171446621417999,0.4170462191104889,0.35962048172950745,0.3375008702278137,0.35468438267707825,0.22313514351844788,0.22355683147907257,0.17115247249603271
and,0.3610946238040924,0.28712883591651917,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.5504306554794312,0.29325994849205017,0.2707010805606842,0.3108142912387848,0.4954058527946472,0.5171257257461548,0.2514324486255646,0.22029656171798706,0.20544172823429108
tourism,0.23849532008171082,0.44839349389076233,0.18920621275901794,0.09624189138412476,0.22605954110622406,0.26230889558792114,0.20587478578090668,0.15466724336147308,0.43369153141975403,0.3934839963912964,0.2723471224308014,0.26230889558792114,0.10505713522434235,0.20747879147529602,0.08465105295181274
.,0.28636154532432556,0.32587090134620667,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.41511186957359314,0.1592528522014618,0.22435031831264496,0.2173098623752594,0.5591574311256409,0.5934505462646484,0.2989427447319031,0.2089352011680603,0.4130953550338745
