,how,many,farms,are,there,in,victoria,?
as,0.33782753348350525,0.4070141911506653,0.1835879683494568,0.3826591968536377,0.33535557985305786,0.3887844979763031,0.19515912234783173,0.27043893933296204
of,0.2480744868516922,0.37253960967063904,0.24435943365097046,0.39081433415412903,0.44397735595703125,0.5696388483047485,0.2505437433719635,0.1826142966747284
2004,-0.2460784614086151,-0.1611904799938202,-0.2542215883731842,-0.2420068383216858,-0.33868408203125,-0.20274123549461365,-0.11233994364738464,-0.15923042595386505
",",0.22659391164779663,0.40610817074775696,0.30625617504119873,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.2279360294342041,0.31091248989105225
an,0.2520636022090912,0.2465583086013794,0.1437668353319168,0.1556541919708252,0.22476400434970856,0.2605783939361572,0.12262015789747238,0.19793890416622162
estimated,0.21406520903110504,0.25811848044395447,0.27518394589424133,0.21499647200107574,0.288830041885376,0.2508986294269562,0.10902495682239532,0.18149758875370026
"32,463",-0.015053444541990757,-0.0005635753623209894,0.06618427485227585,0.03361653536558151,0.03472752124071121,0.15412643551826477,0.24569089710712433,0.1195249855518341
farms,0.17464080452919006,0.2997216582298279,1.0000001192092896,0.31813865900039673,0.3304632604122162,0.2572706937789917,0.24758359789848328,0.15135478973388672
occupied,0.07381170988082886,0.15824605524539948,0.19753623008728027,0.15952327847480774,0.24241593480110168,0.30793076753616333,0.198147714138031,0.11679025739431381
around,0.3297552764415741,0.4112928509712219,0.3081986606121063,0.3560173511505127,0.3998771011829376,0.41294145584106445,0.1346043348312378,0.14729668200016022
"136,000",-0.09060920029878616,-0.08223972469568253,-0.02992972731590271,-0.08951584249734879,-0.09804230183362961,0.10574959218502045,0.11634153127670288,0.0358923114836216
square,0.0836852416396141,0.2124457061290741,0.20973005890846252,0.18786215782165527,0.2606329619884491,0.2193731665611267,0.18856817483901978,0.1201515942811966
kilometres,0.09419187903404236,0.1809600293636322,0.28043487668037415,0.21053731441497803,0.29863154888153076,0.2448771744966507,0.24979925155639648,0.09185487031936646
(,0.1676948219537735,0.1455259770154953,0.1031276062130928,0.23263892531394958,0.22351126372814178,0.3087427020072937,0.14948904514312744,0.40561532974243164
"52,500",-0.0424431748688221,-0.062034666538238525,-0.019077233970165253,0.04245389625430107,0.04701768606901169,-0.02198290452361107,0.13555313646793365,0.10707497596740723
sq,0.10252654552459717,0.09845415502786636,0.19751618802547455,0.18329764902591705,0.21290312707424164,0.12230025231838226,0.16450224816799164,0.18786261975765228
mi,0.0639447420835495,0.09143856912851334,0.14537565410137177,0.15310993790626526,0.08631017804145813,0.09127891063690186,0.19378556311130524,0.10264865309000015
),0.17939934134483337,0.16602720320224762,0.10738220810890198,0.2373749315738678,0.24042794108390808,0.3326910734176636,0.17964273691177368,0.42300865054130554
of,0.2480744868516922,0.37253960967063904,0.24435943365097046,0.39081433415412903,0.44397735595703125,0.5696388483047485,0.2505437433719635,0.1826142966747284
victorian,0.18811437487602234,0.3089503049850464,0.2405366748571396,0.20787982642650604,0.18846306204795837,0.21606117486953735,0.7158359885215759,0.07572567462921143
land,0.1918935328722,0.19642266631126404,0.4436738193035126,0.1816364973783493,0.19978086650371552,0.22871792316436768,0.15418829023838043,0.1432059109210968
.,0.3287222981452942,0.3974229395389557,0.2633402347564697,0.3452940285205841,0.43897318840026855,0.5591574311256409,0.23069117963314056,0.4130953550338745
