,what,position,did,fred,silverman,leave,abc,to,take,in,1978,?
many,0.36131182312965393,0.14918828010559082,0.375588983297348,0.13113459944725037,0.2229994386434555,0.17355330288410187,0.18267793953418732,0.40243685245513916,0.24711354076862335,0.41474202275276184,0.06585045158863068,0.2124512493610382
of,0.33290785551071167,0.23636478185653687,0.2513895630836487,0.1626928746700287,0.18321707844734192,0.22741928696632385,0.14607268571853638,0.41548454761505127,0.29282352328300476,0.5696388483047485,0.13908278942108154,0.1826142966747284
these,0.4164220690727234,0.1707640141248703,0.38755595684051514,0.11771132797002792,0.1635749787092209,0.22525258362293243,0.11797529458999634,0.46852558851242065,0.3182767629623413,0.3791837692260742,0.06357209384441376,0.2571668326854706
series,0.17328087985515594,0.1375630646944046,0.15581852197647095,0.19243083894252777,0.3430653214454651,0.13483746349811554,0.38518208265304565,0.19879554212093353,0.21973812580108643,0.2914260923862457,-0.02438811957836151,0.1709602326154709
were,0.22298263013362885,0.14195087552070618,0.4162326455116272,0.1440677046775818,0.18117403984069824,0.23466263711452484,0.09045279771089554,0.31913647055625916,0.2094898670911789,0.3815755248069763,0.11718461662530899,0.17890112102031708
greenlit,0.208199143409729,0.14476992189884186,0.17813609540462494,0.18918828666210175,0.3501461148262024,0.19237539172172546,0.1644991934299469,0.25305044651031494,0.20478981733322144,0.26008081436157227,0.010357431136071682,0.16534417867660522
by,0.2455483376979828,0.1652236133813858,0.18574509024620056,0.19745977222919464,0.2887910306453705,0.19962550699710846,0.17600902915000916,0.33534231781959534,0.1697900891304016,0.370934396982193,0.1396203488111496,0.17966607213020325
silverman,0.16418980062007904,0.11302830278873444,0.17367300391197205,0.32228708267211914,1.0000001192092896,0.17873740196228027,0.3792729079723358,0.22983436286449432,0.198618546128273,0.22236987948417664,-0.01767788454890251,0.1868271827697754
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.19464044272899628,0.36200061440467834,0.2779998779296875,0.2097204476594925,0.44245919585227966,0.2881867289543152,0.5201468467712402,0.12287666648626328,0.31091248989105225
who,0.40942975878715515,0.2597297430038452,0.34038686752319336,0.26111191511154175,0.26496466994285583,0.27963167428970337,0.14673753082752228,0.42656609416007996,0.2940447926521301,0.2792111933231354,-0.09070061147212982,0.26220351457595825
left,0.2442072629928589,0.23085157573223114,0.27335280179977417,0.12493455410003662,0.23711133003234863,0.4278854727745056,0.20078213512897491,0.2724500000476837,0.24325819313526154,0.21139952540397644,0.12056171149015427,0.13251960277557373
abc,0.1317344456911087,0.1637340784072876,0.13353709876537323,0.1448458433151245,0.3792729079723358,0.11236311495304108,1.0000001192092896,0.1762417107820511,0.17909680306911469,0.1697147786617279,-0.09704400599002838,0.19065172970294952
in,0.30808621644973755,0.20453733205795288,0.2593238651752472,0.2077977955341339,0.22236987948417664,0.24126532673835754,0.1697147786617279,0.45010748505592346,0.21975718438625336,1.0,0.20181521773338318,0.20430970191955566
1978,-0.04368842765688896,0.03217410668730736,0.043191809207201004,0.04273287206888199,-0.01767788454890251,0.09597975015640259,-0.09704400599002838,0.08089005202054977,-0.004499436821788549,0.20181521773338318,1.0,0.06364871561527252
to,0.455847829580307,0.2374807894229889,0.4452643394470215,0.14767210185527802,0.22983436286449432,0.408642441034317,0.1762417107820511,1.0,0.4075521230697632,0.45010748505592346,0.08089005202054977,0.29463258385658264
become,0.27134042978286743,0.18802441656589508,0.2625269889831543,0.0785263404250145,0.1263403445482254,0.326453298330307,0.06849972158670425,0.36996012926101685,0.2886345684528351,0.23238378763198853,0.023221265524625778,0.19511328637599945
president,0.1870913952589035,0.19582977890968323,0.1801012009382248,0.10605549812316895,0.2051730901002884,0.16105908155441284,0.20593604445457458,0.21247753500938416,0.16801904141902924,0.18811661005020142,-0.011914579197764397,0.14148259162902832
of,0.33290785551071167,0.23636478185653687,0.2513895630836487,0.1626928746700287,0.18321707844734192,0.22741928696632385,0.14607268571853638,0.41548454761505127,0.29282352328300476,0.5696388483047485,0.13908278942108154,0.1826142966747284
nbc,0.1638578325510025,0.13667652010917664,0.1728760302066803,0.21892736852169037,0.41776764392852783,0.13328072428703308,0.63486248254776,0.14568616449832916,0.1940659135580063,0.19303210079669952,-0.04492470622062683,0.1680917739868164
's,0.02692362666130066,-0.02956485003232956,0.05069678649306297,0.03295000642538071,0.03248836472630501,0.01979379914700985,0.06670809537172318,0.03782717138528824,0.02030942589044571,-0.037580832839012146,-0.03796549513936043,-0.023395681753754616
entertainment,0.21648827195167542,0.10204119235277176,0.1571095585823059,0.08900877088308334,0.1983615607023239,0.109714075922966,0.28069135546684265,0.19109371304512024,0.18413248658180237,0.20493005216121674,-0.0059664128348231316,0.11855241656303406
division,0.19144181907176971,0.22326254844665527,0.14262770116329193,0.16308793425559998,0.15843620896339417,0.12290749698877335,0.24142871797084808,0.20332986116409302,0.07812254130840302,0.2658538520336151,0.12144545465707779,0.08900629729032516
.,0.3567904531955719,0.24342353641986847,0.35288307070732117,0.22277717292308807,0.30843931436538696,0.30909571051597595,0.2567209303379059,0.4645031690597534,0.3045158088207245,0.5591574311256409,0.1281416267156601,0.4130953550338745
