,who,analyzed,tesla,'s,belongings,?
tesla,0.1520961970090866,0.27542608976364136,0.9999999403953552,0.06449045985937119,0.18220023810863495,0.10250775516033173
's,0.05599616840481758,-0.02909724973142147,0.06449045985937119,0.9999999403953552,0.060657892376184464,-0.023395681753754616
entire,0.25287237763404846,0.2288322150707245,0.07866550981998444,0.032588254660367966,0.28510063886642456,0.17068447172641754
estate,0.15064646303653717,0.12457520514726639,0.17303715646266937,0.024537378922104836,0.2978191673755646,0.10328271985054016
from,0.27839982509613037,0.15945680439472198,0.10324860364198685,-0.01936490088701248,0.21133074164390564,0.19969791173934937
the,0.3733934462070465,0.2337135225534439,0.1324402391910553,-0.01540423184633255,0.30493056774139404,0.22068053483963013
hotel,0.16307766735553741,0.06269719451665878,0.11258964985609055,-0.011970339342951775,0.22136424481868744,0.05846213921904564
new,0.2378052920103073,0.14873743057250977,0.15999311208724976,-0.008355522528290749,0.18955311179161072,0.14782847464084625
yorker,0.22994492948055267,0.2178042232990265,0.1643785536289215,-0.008092020638287067,0.1641283482313156,0.24605333805084229
and,0.41279885172843933,0.20057129859924316,0.19560420513153076,0.06895173341035843,0.32536038756370544,0.20544172823429108
other,0.3612329661846161,0.21431395411491394,0.11896419525146484,0.04445967823266983,0.3578299582004547,0.24682199954986572
new,0.2378052920103073,0.14873743057250977,0.15999311208724976,-0.008355522528290749,0.18955311179161072,0.14782847464084625
york,0.23077517747879028,0.1782148778438568,0.15629629790782928,-0.02817569300532341,0.11360093206167221,0.15262620151042938
city,0.21073515713214874,0.04759017378091812,0.13220614194869995,0.004406440537422895,0.1439943015575409,0.13423943519592285
hotels,0.22238360345363617,0.08620438724756241,0.13191211223602295,0.04086161032319069,0.3295934498310089,0.10922709107398987
was,0.3318818509578705,0.21017055213451385,0.16455206274986267,0.008974763564765453,0.26827627420425415,0.18412111699581146
transported,0.15519452095031738,0.22596143186092377,0.11926697939634323,-0.03272383287549019,0.2780444920063019,0.1354173868894577
to,0.42656609416007996,0.22577707469463348,0.17548894882202148,0.03782717138528824,0.3368861973285675,0.29463258385658264
the,0.3733934462070465,0.2337135225534439,0.1324402391910553,-0.01540423184633255,0.30493056774139404,0.22068053483963013
manhattan,0.1947406828403473,0.14267423748970032,0.19268673658370972,0.0337546281516552,0.1884809285402298,0.08787932246923447
storage,0.09620953351259232,0.28969141840934753,0.30113014578819275,-0.013112976215779781,0.29198601841926575,0.15578968822956085
and,0.41279885172843933,0.20057129859924316,0.19560420513153076,0.06895173341035843,0.32536038756370544,0.20544172823429108
warehouse,0.18751472234725952,0.20887580513954163,0.19234803318977356,0.006943223532289267,0.27718448638916016,0.1164403185248375
company,0.2383776307106018,0.1615918129682541,0.23045730590820312,0.003266559913754463,0.18289658427238464,0.12195809185504913
under,0.2962189018726349,0.12323065102100372,0.122123122215271,-0.03376881033182144,0.21720698475837708,0.18233340978622437
the,0.3733934462070465,0.2337135225534439,0.1324402391910553,-0.01540423184633255,0.30493056774139404,0.22068053483963013
office,0.2092086672782898,0.14779160916805267,0.13711592555046082,-0.06233545020222664,0.21284568309783936,0.16497313976287842
of,0.2827862501144409,0.21299321949481964,0.18837453424930573,-0.03817026689648628,0.2921144366264343,0.1826142966747284
alien,0.2849388122558594,0.21857063472270966,0.11499232798814774,0.029447903856635094,0.20238687098026276,0.15268287062644958
property,0.17305545508861542,0.15070436894893646,0.21715743839740753,-0.06713251024484634,0.35286185145378113,0.16865147650241852
(,0.2443375140428543,0.12579961121082306,0.2156914919614792,0.0012731997994706035,0.17063657939434052,0.40561532974243164
oap,0.13776840269565582,0.1408955603837967,0.1815882921218872,-0.00010456220479682088,0.08920961618423462,0.26309630274772644
),0.2457384318113327,0.12172052264213562,0.22692398726940155,0.021107977256178856,0.16968902945518494,0.42300865054130554
seal,0.11638443171977997,0.05976608023047447,0.06653916090726852,-0.05545300617814064,0.1861645132303238,0.1086806133389473
.,0.3541337847709656,0.21921654045581818,0.17949827015399933,-0.003708066651597619,0.26179617643356323,0.4130953550338745
