,what,program,helped,develop,space,travel,techniques,that,project,apollo,used,?
apollo,0.13561789691448212,0.3344622850418091,0.13735418021678925,0.14154259860515594,0.3076713979244232,0.1811283528804779,0.13449889421463013,0.2014923095703125,0.27027878165245056,0.9999999403953552,0.1717020720243454,0.191528782248497
ran,0.12850850820541382,0.22709958255290985,0.2738898992538452,0.07898975163698196,0.09919466823339462,0.17809830605983734,0.11166667938232422,0.27365562319755554,0.1286715567111969,0.161783367395401,0.2534220814704895,0.11304427683353424
from,0.2737620174884796,0.20039871335029602,0.19967898726463318,0.2118956446647644,0.14363344013690948,0.2594153583049774,0.19581592082977295,0.3477667272090912,0.17965814471244812,0.14872027933597565,0.25821518898010254,0.19969791173934937
1961,-0.03442762792110443,0.0018750493181869388,0.12479150295257568,0.019987590610980988,0.027759423479437828,0.0015628149267286062,0.013902395963668823,-0.005436192266643047,0.07071986794471741,0.10053390264511108,0.09221142530441284,0.009729373268783092
to,0.455847829580307,0.23681028187274933,0.42226478457450867,0.3375980854034424,0.22712917625904083,0.324314147233963,0.2575913667678833,0.5436353087425232,0.28750085830688477,0.23190522193908691,0.40058770775794983,0.29463258385658264
1972,-0.19211961328983307,-0.03659351170063019,-0.02771296538412571,-0.19219395518302917,-0.08446501195430756,-0.09566957503557205,-0.16125375032424927,-0.25558358430862427,-0.05219770222902298,-0.08200765401124954,-0.21764154732227325,-0.13323214650154114
",",0.3087472915649414,0.17760658264160156,0.2661169171333313,0.17652153968811035,0.2285580337047577,0.2159072756767273,0.1846524029970169,0.4137537479400635,0.24875426292419434,0.19808128476142883,0.3120402991771698,0.31091248989105225
and,0.31309178471565247,0.24895258247852325,0.318156898021698,0.25684353709220886,0.22901733219623566,0.24324584007263184,0.2132204920053482,0.4731321930885315,0.23249590396881104,0.15251155197620392,0.3150506615638733,0.20544172823429108
was,0.22111038863658905,0.1849333792924881,0.384408563375473,0.1536230444908142,0.14677780866622925,0.1548587530851364,0.130924791097641,0.33670201897621155,0.17915812134742737,0.2306441366672516,0.23679393529891968,0.18412111699581146
supported,0.16402992606163025,0.19805395603179932,0.32893648743629456,0.19016724824905396,0.0992002859711647,0.12604041397571564,0.129044771194458,0.33392322063446045,0.1927732527256012,0.09045872092247009,0.3142521381378174,0.11593948304653168
by,0.2455483376979828,0.19954828917980194,0.24260085821151733,0.16370567679405212,0.16067887842655182,0.20530667901039124,0.2220638394355774,0.37496164441108704,0.2110227346420288,0.1803566962480545,0.27705541253089905,0.17966607213020325
the,0.42745697498321533,0.22986935079097748,0.3108886480331421,0.26276466250419617,0.24495907127857208,0.2857808768749237,0.18448615074157715,0.5473989248275757,0.2027820199728012,0.2169172167778015,0.3718377649784088,0.22068053483963013
two-man,0.24386504292488098,0.3249545693397522,0.22403262555599213,0.1467459350824356,0.18644030392169952,0.1712629497051239,0.20971879363059998,0.2792677581310272,0.255190908908844,0.3008404076099396,0.13481025397777557,0.2768731713294983
gemini,0.16078095138072968,0.26909977197647095,0.13779503107070923,0.19883425533771515,0.3817398250102997,0.24202004075050354,0.08993540704250336,0.20568500459194183,0.33019912242889404,0.5220452547073364,0.1488058716058731,0.14296509325504303
program,0.25047802925109863,1.0,0.18485507369041443,0.3034162223339081,0.27222728729248047,0.1702253371477127,0.2374681532382965,0.33504533767700195,0.361106812953949,0.3344622850418091,0.1847716122865677,0.1440187245607376
which,0.5261979103088379,0.3116832673549652,0.205768883228302,0.33999425172805786,0.2025344967842102,0.24070590734481812,0.27518805861473083,0.6894589066505432,0.21453826129436493,0.19047300517559052,0.414506196975708,0.25814583897590637
ran,0.12850850820541382,0.22709958255290985,0.2738898992538452,0.07898975163698196,0.09919466823339462,0.17809830605983734,0.11166667938232422,0.27365562319755554,0.1286715567111969,0.161783367395401,0.2534220814704895,0.11304427683353424
concurrently,0.30198773741722107,0.23458774387836456,0.06142356991767883,0.15204070508480072,0.25519859790802,0.12212103605270386,0.14926496148109436,0.3600913882255554,0.24197259545326233,0.0675617977976799,0.1657872498035431,0.20470915734767914
with,0.2464839518070221,0.14732027053833008,0.24667875468730927,0.2685096859931946,0.1992894560098648,0.14772900938987732,0.18571433424949646,0.4154358208179474,0.19682161509990692,0.1249200850725174,0.3047430217266083,0.2433311939239502
it,0.45803478360176086,0.25667765736579895,0.16691146790981293,0.261136919260025,0.1662190854549408,0.21181634068489075,0.18254806101322174,0.5921133160591125,0.20858211815357208,0.18655648827552795,0.3575260639190674,0.25732165575027466
from,0.2737620174884796,0.20039871335029602,0.19967898726463318,0.2118956446647644,0.14363344013690948,0.2594153583049774,0.19581592082977295,0.3477667272090912,0.17965814471244812,0.14872027933597565,0.25821518898010254,0.19969791173934937
1962,-0.001027831924147904,-0.05467388033866882,-0.06230776011943817,-0.05737580358982086,0.017131494358181953,-0.014191078022122383,-0.0971427634358406,-0.010425219312310219,-0.03337012603878975,-0.018328063189983368,-0.06174837797880173,-0.008269774727523327
to,0.455847829580307,0.23681028187274933,0.42226478457450867,0.3375980854034424,0.22712917625904083,0.324314147233963,0.2575913667678833,0.5436353087425232,0.28750085830688477,0.23190522193908691,0.40058770775794983,0.29463258385658264
1966,0.04680648446083069,0.02640461176633835,-0.07694929838180542,0.005706777796149254,0.13448165357112885,0.006718110293149948,0.022946571931242943,0.09160137921571732,0.04346967488527298,0.07825193554162979,0.09381070733070374,0.08956238627433777
.,0.3567904531955719,0.18964338302612305,0.25779226422309875,0.2532461881637573,0.2385488897562027,0.22954578697681427,0.15641993284225464,0.4460422694683075,0.23938670754432678,0.22384987771511078,0.33111312985420227,0.4130953550338745
