,along,what,geographic,feature,are,nine,residential,houses,located,?
sophomore,0.20292499661445618,0.17017728090286255,0.1457953304052353,0.17920519411563873,0.1782643347978592,0.33909809589385986,0.27361756563186646,0.2062942385673523,0.17811867594718933,0.15567097067832947
",",0.29824912548065186,0.3087472915649414,0.2799878716468811,0.22241170704364777,0.4062570035457611,0.273027628660202,0.21989741921424866,0.25159695744514465,0.2678719460964203,0.31091248989105225
junior,0.1952892541885376,0.14390809834003448,0.10887710750102997,0.08435595780611038,0.12477294355630875,0.2126978188753128,0.12857340276241302,0.15141800045967102,0.1374661773443222,0.1303381472826004
",",0.29824912548065186,0.3087472915649414,0.2799878716468811,0.22241170704364777,0.4062570035457611,0.273027628660202,0.21989741921424866,0.25159695744514465,0.2678719460964203,0.31091248989105225
and,0.4213258922100067,0.31309178471565247,0.2643154263496399,0.29179611802101135,0.48576638102531433,0.3451005816459656,0.3452662229537964,0.33128079771995544,0.24183952808380127,0.20544172823429108
senior,0.1571405977010727,0.17239674925804138,0.1560199111700058,0.03513241931796074,0.10453914850950241,0.2469402700662613,0.21139633655548096,0.20992466807365417,0.15451428294181824,0.104712575674057
undergraduates,0.13150183856487274,0.1987558901309967,0.2335582822561264,0.18881258368492126,0.25887638330459595,0.21278564631938934,0.37437140941619873,0.2137349247932434,0.242229625582695,0.14489197731018066
live,0.14141708612442017,0.20532001554965973,0.15592320263385773,0.2543604075908661,0.30489251017570496,0.22206270694732666,0.23818430304527283,0.2601095139980316,0.22258979082107544,0.19481121003627777
in,0.3603311777114868,0.30808621644973755,0.2394450455904007,0.24296961724758148,0.3841303884983063,0.303353875875473,0.29686787724494934,0.2622964382171631,0.35149815678596497,0.20430970191955566
twelve,0.1895899474620819,0.15996748208999634,0.12573489546775818,0.159434512257576,0.3003675043582916,0.575176477432251,0.07986857742071152,0.18080581724643707,0.16548699140548706,0.06192852556705475
residential,0.24346591532230377,0.09814727306365967,0.27717405557632446,0.2501516044139862,0.2325010895729065,0.1915622502565384,0.9999998807907104,0.3919602334499359,0.33143290877342224,0.08603290468454361
houses,0.20344297587871552,0.1434021294116974,0.19709105789661407,0.19127774238586426,0.2642761170864105,0.1789010912179947,0.3919602334499359,1.0,0.28435438871383667,0.10120081901550293
",",0.29824912548065186,0.3087472915649414,0.2799878716468811,0.22241170704364777,0.4062570035457611,0.273027628660202,0.21989741921424866,0.25159695744514465,0.2678719460964203,0.31091248989105225
nine,0.17320860922336578,0.11931172013282776,0.18057337403297424,0.09166669845581055,0.271965891122818,1.0000001192092896,0.1915622502565384,0.1789010912179947,0.1935824155807495,0.13964155316352844
of,0.34889817237854004,0.33290785551071167,0.28780654072761536,0.2117752879858017,0.39081433415412903,0.29486238956451416,0.2898116707801819,0.2718559205532074,0.32520920038223267,0.1826142966747284
which,0.33404073119163513,0.5261979103088379,0.2805807590484619,0.35925614833831787,0.42922598123550415,0.31342917680740356,0.2647222578525543,0.252919465303421,0.29797419905662537,0.25814583897590637
are,0.28655800223350525,0.29724663496017456,0.17518463730812073,0.24928386509418488,1.0,0.271965891122818,0.2325010895729065,0.2642761170864105,0.24096766114234924,0.24591213464736938
south,0.29224321246147156,0.15388517081737518,0.2817635238170624,0.13219574093818665,0.21281804144382477,0.2714492082595825,0.2829141318798065,0.240408256649971,0.3639508783817291,0.12336621433496475
of,0.34889817237854004,0.33290785551071167,0.28780654072761536,0.2117752879858017,0.39081433415412903,0.29486238956451416,0.2898116707801819,0.2718559205532074,0.32520920038223267,0.1826142966747284
harvard,0.07995697110891342,0.2177114188671112,0.22356495261192322,0.07558944076299667,0.1259138286113739,0.16225245594978333,0.22624336183071136,0.13062937557697296,0.1552211195230484,0.11685016006231308
yard,0.17665423452854156,0.15177296102046967,0.12286540120840073,0.14933577179908752,0.12394832819700241,0.2511536777019501,0.2692517936229706,0.23864175379276276,0.20656007528305054,0.06376948207616806
along,1.0,0.22421957552433014,0.14433927834033966,0.21021945774555206,0.28655800223350525,0.17320860922336578,0.24346591532230377,0.20344297587871552,0.25649192929267883,0.17134909331798553
or,0.2587498426437378,0.33867141604423523,0.18200375139713287,0.2598951458930969,0.5374364256858826,0.23859035968780518,0.24983489513397217,0.2697884142398834,0.17206697165966034,0.32389625906944275
near,0.3177585005760193,0.19414293766021729,0.22802023589611053,0.07534617930650711,0.20196682214736938,0.18018250167369843,0.28641974925994873,0.28974243998527527,0.4311690628528595,0.10734958201646805
the,0.39495137333869934,0.42745697498321533,0.27425166964530945,0.3053930699825287,0.40399202704429626,0.33253175020217896,0.25597885251045227,0.2692612111568451,0.407527357339859,0.22068053483963013
charles,0.10468585044145584,0.18606366217136383,0.18187576532363892,0.141980841755867,0.1303582340478897,0.16643448173999786,0.17176811397075653,0.18252012133598328,0.09894304722547531,0.17366734147071838
river,0.2725449502468109,0.13815869390964508,0.2728691101074219,0.11708677560091019,0.10382523387670517,0.1353536695241928,0.17137901484966278,0.22464607656002045,0.29117700457572937,0.15390869975090027
.,0.27491724491119385,0.3567904531955719,0.27559101581573486,0.25145211815834045,0.3452940285205841,0.295397013425827,0.2399243861436844,0.2632806897163391,0.28226932883262634,0.4130953550338745
