,besides,declaring,luther,to,be,an,outlaw,and,banning,his,works,",",what,else,was,decided,?
the,0.367077499628067,0.28212109208106995,0.1759674996137619,0.535392165184021,0.4248143136501312,0.4207492768764496,0.19308044016361237,0.5171257257461548,0.29577088356018066,0.4394008219242096,0.26337864995002747,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.48711544275283813,0.37534645199775696,0.22068053483963013
emperor,0.03964623808860779,0.29606109857559204,0.16576659679412842,0.2257286012172699,0.19815446436405182,0.1260482370853424,0.2155398726463318,0.18361839652061462,0.1525173932313919,0.30294448137283325,0.12354626506567001,0.20295536518096924,0.1879471391439438,0.1323847770690918,0.2147601991891861,0.1705384999513626,0.19661661982536316
presented,0.1707821935415268,0.27035507559776306,0.15171067416667938,0.24592746794223785,0.23645514249801636,0.21940281987190247,0.08586574345827103,0.26139622926712036,0.18833909928798676,0.27206429839134216,0.26285791397094727,0.28443270921707153,0.23381416499614716,0.12817659974098206,0.2883085608482361,0.251705527305603,0.17025142908096313
the,0.367077499628067,0.28212109208106995,0.1759674996137619,0.535392165184021,0.4248143136501312,0.4207492768764496,0.19308044016361237,0.5171257257461548,0.29577088356018066,0.4394008219242096,0.26337864995002747,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.48711544275283813,0.37534645199775696,0.22068053483963013
final,0.1623246967792511,0.1825408935546875,0.1673239916563034,0.26099109649658203,0.16302402317523956,0.18066252768039703,0.08473286032676697,0.2635152339935303,0.1853134036064148,0.23884177207946777,0.09639082849025726,0.24864837527275085,0.20972409844398499,0.1494373381137848,0.23547481000423431,0.2895602285861969,0.17315025627613068
draft,0.10996706783771515,0.21615371108055115,0.23408667743206024,0.20236501097679138,0.17967285215854645,0.1483747959136963,0.1386203020811081,0.2078089863061905,0.16149014234542847,0.2194010317325592,0.136239156126976,0.2209516018629074,0.20352119207382202,0.128529891371727,0.22196774184703827,0.19937235116958618,0.1941390335559845
of,0.3665722906589508,0.3457174301147461,0.1719115972518921,0.41548454761505127,0.33904364705085754,0.32280945777893066,0.2101694494485855,0.5116966962814331,0.27250245213508606,0.38364991545677185,0.1964656114578247,0.4946078956127167,0.33290785551071167,0.1318979412317276,0.4069072902202606,0.2880963683128357,0.1826142966747284
the,0.367077499628067,0.28212109208106995,0.1759674996137619,0.535392165184021,0.4248143136501312,0.4207492768764496,0.19308044016361237,0.5171257257461548,0.29577088356018066,0.4394008219242096,0.26337864995002747,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.48711544275283813,0.37534645199775696,0.22068053483963013
edict,0.1141677275300026,0.3575727045536041,0.21338587999343872,0.22104638814926147,0.20309337973594666,0.09344249963760376,0.19119228422641754,0.1510496437549591,0.30254560708999634,0.19334572553634644,0.061120979487895966,0.14357776939868927,0.16707053780555725,0.10714202374219894,0.20409467816352844,0.19710151851177216,0.16218337416648865
of,0.3665722906589508,0.3457174301147461,0.1719115972518921,0.41548454761505127,0.33904364705085754,0.32280945777893066,0.2101694494485855,0.5116966962814331,0.27250245213508606,0.38364991545677185,0.1964656114578247,0.4946078956127167,0.33290785551071167,0.1318979412317276,0.4069072902202606,0.2880963683128357,0.1826142966747284
worms,0.1941211074590683,0.1248071938753128,0.2998431622982025,0.18428558111190796,0.21445894241333008,0.10635863989591599,0.07887572050094604,0.21296177804470062,0.16894811391830444,0.13887657225131989,0.1435738354921341,0.25400060415267944,0.18072600662708282,0.1578374058008194,0.12460984289646149,0.12113181501626968,0.18053190410137177
on,0.28633859753608704,0.2331947684288025,0.19090485572814941,0.41031414270401,0.37900757789611816,0.3192969560623169,0.14556437730789185,0.4077630043029785,0.3088575601577759,0.32064297795295715,0.18736502528190613,0.49057599902153015,0.34226128458976746,0.19637921452522278,0.3909217119216919,0.30952155590057373,0.2714994251728058
25,0.037449415773153305,0.11936510354280472,0.15167774260044098,0.12336429208517075,0.12654177844524384,0.1024932935833931,0.08784662187099457,0.10243383049964905,0.13194090127944946,0.1562328189611435,0.05848556011915207,0.08225981146097183,0.12916474044322968,0.10905451327562332,0.15615400671958923,0.21988265216350555,0.09614268690347672
may,0.21706771850585938,0.21926553547382355,0.16082176566123962,0.391582727432251,0.45514434576034546,0.30457955598831177,0.14013372361660004,0.34598252177238464,0.2652731239795685,0.17931339144706726,0.21478022634983063,0.5007920861244202,0.25739946961402893,0.2521023452281952,0.3388521671295166,0.25790348649024963,0.2768254578113556
1521,0.043932512402534485,0.1395886093378067,0.08881302922964096,0.1331201046705246,0.05156166851520538,0.14793871343135834,0.13163672387599945,0.17283309996128082,0.07971818745136261,0.25104495882987976,0.15103958547115326,0.1493176370859146,0.14344896376132965,0.022790662944316864,0.25117936730384827,0.1346249133348465,0.0046399421989917755
",",0.340058833360672,0.2539995014667511,0.23255878686904907,0.44245919585227966,0.39254459738731384,0.3581022024154663,0.24684704840183258,0.6633074283599854,0.32842034101486206,0.3378419280052185,0.29211118817329407,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.45456063747406006,0.2726382911205292,0.31091248989105225
declaring,0.17213688790798187,1.0000001192092896,0.2712526321411133,0.27688875794410706,0.23053671419620514,0.16055914759635925,0.24986648559570312,0.24327784776687622,0.3925950229167938,0.2620462477207184,0.10048848390579224,0.2539995014667511,0.31397342681884766,0.18843260407447815,0.18806999921798706,0.2970031499862671,0.22835050523281097
luther,0.08079911023378372,0.2712526321411133,1.0,0.18029534816741943,0.15299063920974731,0.10983039438724518,0.3101152181625366,0.20796556770801544,0.23522810637950897,0.27093374729156494,0.08583797514438629,0.23255878686904907,0.2134782373905182,0.20168696343898773,0.19185513257980347,0.15696977078914642,0.1732746809720993
an,0.21693594753742218,0.16055914759635925,0.10983039438724518,0.3138085603713989,0.33041056990623474,1.0,0.17331776022911072,0.2838519215583801,0.28125739097595215,0.24025635421276093,0.22120307385921478,0.3581022024154663,0.2821882665157318,0.2285265028476715,0.3694365322589874,0.22567568719387054,0.19793890416622162
outlaw,0.12923893332481384,0.24986648559570312,0.3101152181625366,0.18672017753124237,0.20572985708713531,0.17331776022911072,1.0,0.2899198830127716,0.24010680615901947,0.21201485395431519,0.10584913194179535,0.24684704840183258,0.17207227647304535,0.22981777787208557,0.24841554462909698,0.14902129769325256,0.14853423833847046
",",0.340058833360672,0.2539995014667511,0.23255878686904907,0.44245919585227966,0.39254459738731384,0.3581022024154663,0.24684704840183258,0.6633074283599854,0.32842034101486206,0.3378419280052185,0.29211118817329407,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.45456063747406006,0.2726382911205292,0.31091248989105225
banning,0.2216053307056427,0.3925950229167938,0.23522810637950897,0.27799931168556213,0.2563156485557556,0.28125739097595215,0.24010680615901947,0.2700955867767334,1.0000001192092896,0.21618831157684326,0.1508355736732483,0.32842034101486206,0.356286883354187,0.2869192659854889,0.22847393155097961,0.3310855031013489,0.31657904386520386
his,0.21479752659797668,0.2620462477207184,0.27093374729156494,0.3715193271636963,0.21738691627979279,0.24025635421276093,0.21201485395431519,0.4234102666378021,0.21618831157684326,0.9999998807907104,0.32648009061813354,0.3378419280052185,0.26976513862609863,0.2113986760377884,0.4405253231525421,0.3918905556201935,0.18075084686279297
literature,0.20238906145095825,0.155621737241745,0.08747438341379166,0.19063922762870789,0.15019579231739044,0.11125731468200684,0.1358582079410553,0.24233996868133545,0.08873819559812546,0.25491294264793396,0.33387601375579834,0.2802010178565979,0.22505109012126923,0.19240479171276093,0.22508908808231354,0.09925892949104309,0.2043706774711609
",",0.340058833360672,0.2539995014667511,0.23255878686904907,0.44245919585227966,0.39254459738731384,0.3581022024154663,0.24684704840183258,0.6633074283599854,0.32842034101486206,0.3378419280052185,0.29211118817329407,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.45456063747406006,0.2726382911205292,0.31091248989105225
and,0.3610946238040924,0.24327784776687622,0.20796556770801544,0.48971283435821533,0.41766801476478577,0.2838519215583801,0.2899198830127716,1.0,0.2700955867767334,0.4234102666378021,0.33871909976005554,0.6633074283599854,0.31309178471565247,0.2664144039154053,0.3740963041782379,0.2995150089263916,0.20544172823429108
requiring,0.13666948676109314,0.35986578464508057,0.1385854333639145,0.3393286466598511,0.3276301324367523,0.16899141669273376,0.21862460672855377,0.2832215130329132,0.3163057267665863,0.15542230010032654,0.21764077246189117,0.18315042555332184,0.23015210032463074,0.2159714549779892,0.06839247047901154,0.24116238951683044,0.19080378115177155
his,0.21479752659797668,0.2620462477207184,0.27093374729156494,0.3715193271636963,0.21738691627979279,0.24025635421276093,0.21201485395431519,0.4234102666378021,0.21618831157684326,0.9999998807907104,0.32648009061813354,0.3378419280052185,0.26976513862609863,0.2113986760377884,0.4405253231525421,0.3918905556201935,0.18075084686279297
arrest,0.11680399626493454,0.28244879841804504,0.24617214500904083,0.26717907190322876,0.18147991597652435,0.1833435595035553,0.3178980052471161,0.2108060121536255,0.31788110733032227,0.3341381847858429,0.11949972808361053,0.2922397255897522,0.19790410995483398,0.19350430369377136,0.2724606692790985,0.22146788239479065,0.1830197125673294
:,-0.10676822066307068,-0.050633400678634644,-0.0567622147500515,-0.09243495017290115,-0.09417453408241272,-0.08487251400947571,-0.050635311752557755,-0.04625999182462692,-0.11091915518045425,-0.010826457291841507,-0.08595893532037735,-0.004729332868009806,-0.12022944539785385,-0.07035950571298599,0.002802103292196989,-0.02010248973965645,-0.07156077772378922
``,0.06691358983516693,0.08305639028549194,-0.013964727520942688,0.06720756739377975,0.07670000940561295,0.03770720958709717,-0.05373504385352135,0.036644238978624344,0.04911833256483078,0.008275155909359455,-0.0510614737868309,0.09681109338998795,0.008517155423760414,0.120179682970047,-0.012679691426455975,-0.0016977762570604682,0.0685480609536171
we,0.3475300073623657,0.2694810926914215,0.16611410677433014,0.4005183279514313,0.4495842754840851,0.21204566955566406,0.15539424121379852,0.2896674871444702,0.33997389674186707,0.2065243273973465,0.17241501808166504,0.2699093222618103,0.5622460842132568,0.41025418043136597,0.16542018949985504,0.35599809885025024,0.535264790058136
want,0.2970750629901886,0.3024951219558716,0.16622456908226013,0.4966742694377899,0.40190353989601135,0.22034470736980438,0.1498153954744339,0.34348347783088684,0.3623397648334503,0.20445500314235687,0.20237794518470764,0.30747702717781067,0.516654908657074,0.4401320815086365,0.21886487305164337,0.4903605878353119,0.44783785939216614
him,0.23645608127117157,0.32860782742500305,0.25429821014404297,0.4702378511428833,0.2850542664527893,0.2095802277326584,0.23617993295192719,0.35759612917900085,0.3077050745487213,0.6629161238670349,0.21585039794445038,0.31121695041656494,0.34912991523742676,0.2749461531639099,0.3675798773765564,0.4050580561161041,0.23943768441677094
to,0.3272998631000519,0.27688875794410706,0.18029534816741943,1.0,0.4972836375236511,0.3138085603713989,0.18672017753124237,0.48971283435821533,0.27799931168556213,0.3715193271636963,0.22564561665058136,0.44245919585227966,0.455847829580307,0.36551961302757263,0.3636345863342285,0.43155255913734436,0.29463258385658264
be,0.3185574412345886,0.23053671419620514,0.15299063920974731,0.4972836375236511,1.0,0.33041056990623474,0.20572985708713531,0.41766801476478577,0.2563156485557556,0.21738691627979279,0.20867900550365448,0.39254459738731384,0.3929833769798279,0.40874364972114563,0.42228707671165466,0.19467434287071228,0.3324260413646698
apprehended,0.08661474287509918,0.38708725571632385,0.23323865234851837,0.20809392631053925,0.2133941948413849,0.14907744526863098,0.3120322823524475,0.17023533582687378,0.3345101773738861,0.3199399411678314,0.13564659655094147,0.2415202111005783,0.22864539921283722,0.2041759341955185,0.3157327473163605,0.27993038296699524,0.20402367413043976
and,0.3610946238040924,0.24327784776687622,0.20796556770801544,0.48971283435821533,0.41766801476478577,0.2838519215583801,0.2899198830127716,1.0,0.2700955867767334,0.4234102666378021,0.33871909976005554,0.6633074283599854,0.31309178471565247,0.2664144039154053,0.3740963041782379,0.2995150089263916,0.20544172823429108
punished,0.18038104474544525,0.3428085148334503,0.1770990788936615,0.24920512735843658,0.2941822409629822,0.12289227545261383,0.3274545669555664,0.25697576999664307,0.3325459361076355,0.2920858860015869,0.13075144588947296,0.22116303443908691,0.34724438190460205,0.2918071150779724,0.2231297343969345,0.2779124975204468,0.23893512785434723
as,0.4068778455257416,0.28523701429367065,0.20242992043495178,0.42092081904411316,0.5230465531349182,0.37218472361564636,0.2877521812915802,0.49487000703811646,0.3006860911846161,0.3146366477012634,0.2642597258090973,0.48816442489624023,0.31749409437179565,0.24226929247379303,0.3677520453929901,0.24476851522922516,0.27043893933296204
a,0.26277080178260803,0.19205701351165771,0.17967689037322998,0.45503583550453186,0.39883795380592346,0.44552403688430786,0.1608089804649353,0.3739250600337982,0.2649165689945221,0.3497250974178314,0.2170431762933731,0.427140474319458,0.3320399522781372,0.22029639780521393,0.4508470594882965,0.320636510848999,0.23916715383529663
notorious,0.2181852012872696,0.24364066123962402,0.16214950382709503,0.1943778693675995,0.13830773532390594,0.1739804893732071,0.40469610691070557,0.2561720609664917,0.21772724390029907,0.26317402720451355,0.14420774579048157,0.2742146849632263,0.20789514482021332,0.16983847320079803,0.2070370465517044,0.17779943346977234,0.21345876157283783
heretic,0.12250851094722748,0.35949787497520447,0.3025546967983246,0.23604300618171692,0.21175910532474518,0.1550045907497406,0.23132283985614777,0.1690063327550888,0.3331468403339386,0.2302611619234085,0.11919853091239929,0.180123433470726,0.21118874847888947,0.16499723494052887,0.243241086602211,0.24219878017902374,0.1706521213054657
.,0.28636154532432556,0.20579899847507477,0.24907569587230682,0.4645031690597534,0.4383580684661865,0.3581749200820923,0.27127209305763245,0.588965117931366,0.30802565813064575,0.3119256794452667,0.28871041536331177,0.6812511086463928,0.3567904531955719,0.30548352003097534,0.40146201848983765,0.2819988429546356,0.4130953550338745
'',0.04215095192193985,-0.06627754867076874,-0.04572787508368492,-0.009905828163027763,0.08835477381944656,0.09471100568771362,0.01253163255751133,0.021612688899040222,0.007118517067283392,0.016508836299180984,0.03166067600250244,-0.037358131259679794,0.08143015950918198,-0.0641096830368042,0.04456103965640068,0.057247135788202286,0.018684765323996544
