,how,well,did,kenya,do,in,the,beijing,olympics,?
kenya,0.17591707408428192,0.16707506775856018,0.16214214265346527,1.0,0.15771609544754028,0.23621977865695953,0.21657514572143555,0.21748699247837067,0.22687603533267975,0.17197901010513306
won,0.13434793055057526,0.24328580498695374,0.3493216037750244,0.1312132328748703,0.2252337634563446,0.3280489146709442,0.29432493448257446,0.20606443285942078,0.35816338658332825,0.17925700545310974
several,0.28568220138549805,0.43179821968078613,0.24080568552017212,0.15849876403808594,0.20210497081279755,0.39405709505081177,0.40559855103492737,0.14915212988853455,0.1423943042755127,0.15595775842666626
medals,0.13052818179130554,0.13638348877429962,0.22910508513450623,0.21007244288921356,0.17837029695510864,0.22939172387123108,0.2405172437429428,0.25677940249443054,0.5502364635467529,0.14154797792434692
during,0.26830652356147766,0.3035556674003601,0.30679523944854736,0.1756013184785843,0.1831897497177124,0.4627237319946289,0.4838213622570038,0.21742571890354156,0.18055322766304016,0.1325719803571701
the,0.33890387415885925,0.42630070447921753,0.34736719727516174,0.21657514572143555,0.30239659547805786,0.6662389636039734,1.0,0.2713945806026459,0.22065100073814392,0.22068053483963013
beijing,0.1700698882341385,0.13751961290836334,0.17402760684490204,0.21748699247837067,0.13203731179237366,0.2894909381866455,0.2713945806026459,1.0000001192092896,0.36658379435539246,0.16358482837677002
olympics,0.07414174824953079,0.15114359557628632,0.18032129108905792,0.22687603533267975,0.14524468779563904,0.25125735998153687,0.22065100073814392,0.36658379435539246,1.0000001192092896,0.14495649933815002
",",0.22659391164779663,0.4331948161125183,0.3015086054801941,0.23432263731956482,0.3283645510673523,0.5201468467712402,0.4933079481124878,0.26375576853752136,0.2428048849105835,0.31091248989105225
six,0.20644865930080414,0.24170219898223877,0.20388470590114594,0.18071578443050385,0.16893811523914337,0.3013422191143036,0.3614266812801361,0.08092804998159409,0.16596344113349915,0.15298804640769958
gold,0.12317182868719101,0.15066733956336975,0.1811094880104065,0.1536613404750824,0.1381087601184845,0.21206732094287872,0.27136439085006714,0.26999157667160034,0.34112221002578735,0.11542754620313644
",",0.22659391164779663,0.4331948161125183,0.3015086054801941,0.23432263731956482,0.3283645510673523,0.5201468467712402,0.4933079481124878,0.26375576853752136,0.2428048849105835,0.31091248989105225
four,0.1955733299255371,0.3075256049633026,0.20222175121307373,0.1736450493335724,0.1615660935640335,0.3085027039051056,0.40344667434692383,0.17465649545192719,0.19301559031009674,0.14532537758350372
silver,0.10463301092386246,0.15719880163669586,0.14326804876327515,0.14886479079723358,0.12702812254428864,0.2021934986114502,0.2600913643836975,0.2699193060398102,0.3321102559566498,0.11920861899852753
and,0.33647966384887695,0.5258845686912537,0.34479495882987976,0.20742860436439514,0.276123583316803,0.4954058527946472,0.5171257257461548,0.22397050261497498,0.1930341124534607,0.20544172823429108
four,0.1955733299255371,0.3075256049633026,0.20222175121307373,0.1736450493335724,0.1615660935640335,0.3085027039051056,0.40344667434692383,0.17465649545192719,0.19301559031009674,0.14532537758350372
bronze,0.08771264553070068,0.06033085286617279,0.11514069885015488,0.1946823000907898,0.12194997072219849,0.1848762184381485,0.2526973485946655,0.2749110162258148,0.4165036678314209,0.12390820682048798
",",0.22659391164779663,0.4331948161125183,0.3015086054801941,0.23432263731956482,0.3283645510673523,0.5201468467712402,0.4933079481124878,0.26375576853752136,0.2428048849105835,0.31091248989105225
making,0.32306843996047974,0.2981552183628082,0.32095879316329956,0.14752639830112457,0.27664241194725037,0.280230849981308,0.35185980796813965,0.17228703200817108,0.16678665578365326,0.2539324164390564
it,0.36714982986450195,0.41215842962265015,0.2993364930152893,0.11538690328598022,0.337066113948822,0.5130809545516968,0.6251175999641418,0.1840423196554184,0.17171037197113037,0.25732165575027466
africa,0.1568063348531723,0.20736518502235413,0.1931072473526001,0.4904056489467621,0.21155282855033875,0.27806714177131653,0.2903064787387848,0.2149474173784256,0.19390979409217834,0.12926554679870605
's,-0.026164190843701363,-0.0049502006731927395,0.05069678649306297,-0.02908705547451973,-0.01994597539305687,-0.037580832839012146,-0.01540423184633255,0.05236640200018883,0.023162391036748886,-0.023395681753754616
most,0.311336874961853,0.4756048619747162,0.2822507321834564,0.13890406489372253,0.31522849202156067,0.41416558623313904,0.47635307908058167,0.14751696586608887,0.17445632815361023,0.2107497900724411
successful,0.17852677404880524,0.36966872215270996,0.32393038272857666,0.18857701122760773,0.2821887731552124,0.2864660918712616,0.31354787945747375,0.10737206041812897,0.2036944329738617,0.1132197454571724
nation,0.1966596245765686,0.2637607157230377,0.23396416008472443,0.30210545659065247,0.1641666442155838,0.24983231723308563,0.39486879110336304,0.29424232244491577,0.3626624643802643,0.17865248024463654
in,0.2601168751716614,0.36612698435783386,0.2593238651752472,0.23621977865695953,0.23402775824069977,1.0,0.6662389636039734,0.2894909381866455,0.25125735998153687,0.20430970191955566
the,0.33890387415885925,0.42630070447921753,0.34736719727516174,0.21657514572143555,0.30239659547805786,0.6662389636039734,1.0,0.2713945806026459,0.22065100073814392,0.22068053483963013
2008,-0.17135247588157654,-0.1276167929172516,-0.07680223137140274,-0.04943760111927986,-0.13204380869865417,-0.0422978475689888,-0.06530369818210602,-0.04300317168235779,0.05650993809103966,-0.09852470457553864
olympics,0.07414174824953079,0.15114359557628632,0.18032129108905792,0.22687603533267975,0.14524468779563904,0.25125735998153687,0.22065100073814392,0.36658379435539246,1.0000001192092896,0.14495649933815002
.,0.3287222981452942,0.42422395944595337,0.35288307070732117,0.24234211444854736,0.3613996207714081,0.5591574311256409,0.5934505462646484,0.25429755449295044,0.20740215480327606,0.4130953550338745
