,do,adults,or,juveniles,secretions,luminesce,brighter,?
when,0.28572237491607666,0.25538960099220276,0.417120099067688,0.29508668184280396,0.24752415716648102,0.21527165174484253,0.26405686140060425,0.22841128706932068
some,0.4725562036037445,0.3382852077484131,0.5009974837303162,0.32719627022743225,0.3361760973930359,0.2397690713405609,0.3310128450393677,0.2562315762042999
species,0.20613440871238708,0.31899937987327576,0.2828963100910187,0.3499082624912262,0.33770084381103516,0.3018813729286194,0.31054309010505676,0.1957087516784668
",",0.3283645510673523,0.20862317085266113,0.3769497275352478,0.24524544179439545,0.14944066107273102,0.17119471728801727,0.23489950597286224,0.31091248989105225
including,0.18796655535697937,0.16485156118869781,0.3336619436740875,0.2463146299123764,0.21822933852672577,0.13871940970420837,0.18906238675117493,0.1633303165435791
bathyctena,0.21294203400611877,0.30676716566085815,0.27360105514526367,0.30410435795783997,0.2873868942260742,0.2539803683757782,0.21087998151779175,0.18231433629989624
chuni,0.27883949875831604,0.14721260964870453,0.254505455493927,0.1831744909286499,0.11974284052848816,0.19355711340904236,0.1684662252664566,0.2704649865627289
",",0.3283645510673523,0.20862317085266113,0.3769497275352478,0.24524544179439545,0.14944066107273102,0.17119471728801727,0.23489950597286224,0.31091248989105225
euplokamis,0.17650941014289856,0.22965501248836517,0.2721604108810425,0.2774003744125366,0.2437094897031784,0.272052526473999,0.32523539662361145,0.29607975482940674
stationis,0.1522151529788971,0.18729189038276672,0.19990338385105133,0.1542225331068039,0.04103918746113777,0.18563248217105865,0.2654258906841278,0.17356406152248383
and,0.276123583316803,0.2903856337070465,0.4713204801082611,0.27985578775405884,0.17575903236865997,0.17811818420886993,0.2782312035560608,0.20544172823429108
eurhamphaea,0.24099501967430115,0.23463697731494904,0.32800906896591187,0.2969122529029846,0.33311063051223755,0.3904930055141449,0.30547383427619934,0.2590596079826355
vexilligera,0.18884380161762238,0.2933753430843353,0.24515074491500854,0.3129754662513733,0.2664550542831421,0.22860553860664368,0.27533236145973206,0.21124109625816345
",",0.3283645510673523,0.20862317085266113,0.3769497275352478,0.24524544179439545,0.14944066107273102,0.17119471728801727,0.23489950597286224,0.31091248989105225
are,0.41111594438552856,0.34450337290763855,0.5374364256858826,0.3026576638221741,0.3067033290863037,0.2791112959384918,0.28013336658477783,0.24591213464736938
disturbed,0.2119729369878769,0.24479418992996216,0.2669978141784668,0.2704196870326996,0.3454175889492035,0.25315800309181213,0.2954116463661194,0.11048313975334167
",",0.3283645510673523,0.20862317085266113,0.3769497275352478,0.24524544179439545,0.14944066107273102,0.17119471728801727,0.23489950597286224,0.31091248989105225
they,0.4667694866657257,0.434078186750412,0.4633304476737976,0.38098952174186707,0.3037281632423401,0.24798175692558289,0.28977805376052856,0.2753053903579712
produce,0.2995959520339966,0.24657900631427765,0.30334553122520447,0.18951566517353058,0.33828574419021606,0.40667209029197693,0.30597320199012756,0.19229066371917725
secretions,0.2871028184890747,0.2882407605648041,0.27145320177078247,0.30240947008132935,0.9999998807907104,0.31244465708732605,0.27508115768432617,0.15847201645374298
(,0.24216170608997345,0.1441684067249298,0.3582012951374054,0.09160379320383072,0.12711217999458313,0.18559974431991577,0.16554933786392212,0.40561532974243164
ink,0.18163031339645386,0.21825291216373444,0.26635944843292236,0.22109156847000122,0.27645882964134216,0.3596884608268738,0.2840341329574585,0.17379552125930786
),0.24460165202617645,0.14863401651382446,0.3706604242324829,0.09216640144586563,0.12091877311468124,0.1747763603925705,0.15718939900398254,0.42300865054130554
that,0.44533252716064453,0.2682126760482788,0.4729836881160736,0.32480403780937195,0.28904181718826294,0.28173917531967163,0.3172246515750885,0.32716336846351624
luminesce,0.24696926772594452,0.23641464114189148,0.27809256315231323,0.19763021171092987,0.31244465708732605,0.9999998807907104,0.4586523473262787,0.21266260743141174
at,0.1511090099811554,0.2285018116235733,0.21026140451431274,0.15724414587020874,0.1794876903295517,0.12111523747444153,0.23574596643447876,0.21978627145290375
much,0.312346875667572,0.2743607461452484,0.313159704208374,0.19184227287769318,0.3041125535964966,0.23512542247772217,0.39859655499458313,0.23442231118679047
the,0.30239659547805786,0.24781310558319092,0.4174870550632477,0.25865915417671204,0.19401611387729645,0.22029231488704681,0.2720682621002197,0.22068053483963013
same,0.3155553936958313,0.2227899432182312,0.36380261182785034,0.23195931315422058,0.15978312492370605,0.2597341537475586,0.25353100895881653,0.22649677097797394
wavelengths,0.22178609669208527,0.26850661635398865,0.3072737753391266,0.2444397509098053,0.3160223960876465,0.589944064617157,0.5109378099441528,0.17405365407466888
as,0.38329678773880005,0.16857901215553284,0.4400654137134552,0.189454585313797,0.13883696496486664,0.24894466996192932,0.2935996353626251,0.27043893933296204
their,0.35424983501434326,0.37667351961135864,0.42146000266075134,0.31546324491500854,0.2948654890060425,0.1945042759180069,0.2339320331811905,0.1898253709077835
bodies,0.23864081501960754,0.2687625586986542,0.32445016503334045,0.34160974621772766,0.3847300410270691,0.24705439805984497,0.2728819251060486,0.18285469710826874
.,0.3613996207714081,0.2783450484275818,0.36683785915374756,0.2709910571575165,0.17898301780223846,0.2046663761138916,0.29088953137397766,0.4130953550338745
