,who,may,have,been,called,upon,to,fund,the,festival,associated,with,the,super,bowl,in,santa,clara,?
a,0.36608949303627014,0.29255667328834534,0.338716596364975,0.3315402865409851,0.4868806302547455,0.17546571791172028,0.45503583550453186,0.20281252264976501,0.5829201340675354,0.16281212866306305,0.22056666016578674,0.3783375024795532,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.539380669593811,0.1996532380580902,0.1763215810060501,0.23916715383529663
professional,0.2792035639286041,0.215003103017807,0.16710688173770905,0.12002270668745041,0.16036289930343628,0.1474459022283554,0.20276802778244019,0.16970524191856384,0.1869824379682541,0.15788641571998596,0.0870940312743187,0.19501441717147827,0.1869824379682541,0.2055639624595642,0.10252594947814941,0.20803587138652802,0.10030427575111389,0.14324823021888733,0.13074518740177155
fundraiser,0.3207855224609375,0.21529163420200348,0.18385733664035797,0.20840437710285187,0.2030840367078781,0.16592732071876526,0.29414573311805725,0.6156682372093201,0.23239782452583313,0.26389530301094055,0.169307678937912,0.16954278945922852,0.23239782452583313,0.13603858649730682,0.14742133021354675,0.23180770874023438,0.2335980087518692,0.2781064808368683,0.18370157480239868
will,0.24651563167572021,0.4277452528476715,0.4443284869194031,0.2919718027114868,0.22254163026809692,0.2747095227241516,0.5091033577919006,0.2244611382484436,0.3635469079017639,0.15640363097190857,0.2084619551897049,0.33888739347457886,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.2580665349960327,0.12759612500667572,0.05717363953590393,0.35046905279159546
aid,0.31013068556785583,0.16031932830810547,0.18381038308143616,0.18388061225414276,0.12497252970933914,0.1593180000782013,0.2690417766571045,0.30693984031677246,0.21952909231185913,0.0706697478890419,0.10866396874189377,0.2036019116640091,0.21952909231185913,0.10608575493097305,0.10107844322919846,0.1754455417394638,0.09028083086013794,0.1418396383523941,0.08358026295900345
in,0.2792111933231354,0.3424151837825775,0.36843645572662354,0.3515113592147827,0.40847352147102356,0.20347267389297485,0.45010748505592346,0.2148904800415039,0.6662389636039734,0.27311140298843384,0.23328746855258942,0.4080928862094879,0.6662389636039734,0.18576006591320038,0.17236235737800598,1.0,0.20108501613140106,0.1910705864429474,0.20430970191955566
finding,0.272481769323349,0.22327865660190582,0.32079583406448364,0.2749803364276886,0.16238412261009216,0.17868153750896454,0.29713475704193115,0.15184639394283295,0.2933822274208069,0.03812269866466522,0.16049888730049133,0.3017270267009735,0.2933822274208069,0.11244530230760574,0.09264431893825531,0.24054329097270966,0.16571813821792603,0.1445924937725067,0.18021653592586517
business,0.25227707624435425,0.21243508160114288,0.18765702843666077,0.1553470492362976,0.22945508360862732,0.14095012843608856,0.28079214692115784,0.3586879074573517,0.2389037162065506,0.10826417803764343,0.1561363786458969,0.2318158596754074,0.2389037162065506,0.09769033640623093,0.08380642533302307,0.2298729121685028,0.12676207721233368,0.22145532071590424,0.1545659303665161
sponsors,0.24083063006401062,0.14555582404136658,0.24335919320583344,0.2615889012813568,0.21764472126960754,0.0957796648144722,0.21741999685764313,0.380187064409256,0.24524325132369995,0.25020796060562134,0.22178493440151215,0.17264075577259064,0.24524325132369995,0.13641707599163055,0.14229486882686615,0.17926502227783203,0.13082647323608398,0.146145761013031,0.11456003785133362
and,0.41279885172843933,0.34598252177238464,0.4711785912513733,0.3424558639526367,0.3251761794090271,0.2482176125049591,0.48971283435821533,0.27788683772087097,0.5171257257461548,0.19459347426891327,0.30157923698425293,0.5477725267410278,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.4954058527946472,0.1827874481678009,0.19340574741363525,0.20544172823429108
individual,0.30539795756340027,0.24998874962329865,0.42864271998405457,0.31120365858078003,0.22228318452835083,0.191627636551857,0.3278317153453827,0.21775346994400024,0.3706541955471039,0.11646467447280884,0.2621789872646332,0.30067092180252075,0.3706541955471039,0.1529809981584549,0.12248928844928741,0.27755051851272583,0.14956152439117432,0.06487114727497101,0.2058374285697937
donors,0.2512964904308319,0.1719180941581726,0.27570024132728577,0.2235742062330246,0.27144691348075867,0.12265555560588837,0.2756665349006653,0.41295698285102844,0.2651021480560303,0.16449803113937378,0.2790733277797699,0.2003592699766159,0.2651021480560303,0.052772894501686096,0.16245703399181366,0.19404324889183044,0.16933253407478333,0.11687865108251572,0.1380949169397354
",",0.3365725874900818,0.5007920861244202,0.3541618287563324,0.34873589873313904,0.26549121737480164,0.27234330773353577,0.44245919585227966,0.23835203051567078,0.4933079481124878,0.25094273686408997,0.27184680104255676,0.4120737314224243,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.5201468467712402,0.25609585642814636,0.25817182660102844,0.31091248989105225
but,0.4487357437610626,0.3862738311290741,0.5920813083648682,0.4365503787994385,0.34633150696754456,0.2735862135887146,0.5542377829551697,0.1620190590620041,0.4859698414802551,0.10097970068454742,0.16926196217536926,0.4495173394680023,0.4859698414802551,0.21924501657485962,0.15839487314224243,0.48674455285072327,0.18246972560882568,0.1590205579996109,0.27921953797340393
still,0.3870375156402588,0.273403137922287,0.42502015829086304,0.42749571800231934,0.2677547037601471,0.1757207214832306,0.41205283999443054,0.19114552438259125,0.40142056345939636,0.10668439418077469,0.21695102751255035,0.29578447341918945,0.40142056345939636,0.18637657165527344,0.1228920966386795,0.3424699008464813,0.1808089166879654,0.2126806378364563,0.3039587736129761
may,0.23082798719406128,0.9999998807907104,0.35194188356399536,0.2982436716556549,0.21229271590709686,0.18870636820793152,0.391582727432251,0.14701531827449799,0.2694292366504669,0.13351868093013763,0.2746970057487488,0.23512546718120575,0.2694292366504669,0.06435030698776245,0.13486415147781372,0.3424151837825775,0.16695886850357056,0.1198018416762352,0.2768254578113556
need,0.24696506559848785,0.28590816259384155,0.5611997842788696,0.3085983991622925,0.23943907022476196,0.17212055623531342,0.42094892263412476,0.14266535639762878,0.2594960331916809,0.11627168208360672,0.16239117085933685,0.3471839725971222,0.2594960331916809,0.15470245480537415,0.1174093559384346,0.2129468470811844,0.12918005883693695,0.10569029301404953,0.40413710474967957
the,0.3733934462070465,0.2694292366504669,0.40389683842658997,0.3563927710056305,0.489897221326828,0.28184252977371216,0.535392165184021,0.25521403551101685,1.0,0.20982226729393005,0.2742886245250702,0.4223487675189972,1.0,0.21959073841571808,0.21576224267482758,0.6662389636039734,0.23511074483394623,0.2410326898097992,0.22068053483963013
city,0.21073515713214874,0.12727726995944977,0.154191792011261,0.1773093044757843,0.22269156575202942,0.18343614041805267,0.20300441980361938,0.1729704737663269,0.35769423842430115,0.2922684848308563,0.12695519626140594,0.19554263353347778,0.35769423842430115,0.14329007267951965,0.18699099123477936,0.3911624252796173,0.3028823137283325,0.24610762298107147,0.13423943519592285
council,0.19620807468891144,0.08836175501346588,0.1461305320262909,0.14956118166446686,0.14182394742965698,0.16693291068077087,0.23829470574855804,0.33051586151123047,0.2829204201698303,0.22099706530570984,0.11752323806285858,0.10649243742227554,0.2829204201698303,0.07803991436958313,0.13730627298355103,0.2689173221588135,0.09112712740898132,0.1460278034210205,0.1160062924027443
to,0.42656609416007996,0.391582727432251,0.4544740617275238,0.34945759177207947,0.2987143397331238,0.2616317570209503,1.0,0.23214511573314667,0.535392165184021,0.19796393811702728,0.2648659348487854,0.4239959120750427,0.535392165184021,0.17783479392528534,0.16993016004562378,0.45010748505592346,0.17084521055221558,0.21193093061447144,0.29463258385658264
help,0.3826322555541992,0.28016674518585205,0.3824627101421356,0.23650212585926056,0.1937929391860962,0.16431163251399994,0.46191298961639404,0.28181856870651245,0.30064165592193604,0.08810453116893768,0.18929292261600494,0.32894450426101685,0.30064165592193604,0.11418803036212921,0.08748620748519897,0.21321536600589752,0.08646794408559799,0.14341337978839874,0.28403452038764954
