,in,what,year,did,student,decide,to,occupy,the,president,'s,office,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.21259291470050812,0.35331496596336365,0.535392165184021,0.31747862696647644,1.0,0.24330610036849976,-0.01540423184633255,0.27314993739128113,0.22068053483963013
university,0.3201795518398285,0.20256435871124268,0.15213046967983246,0.15114416182041168,0.46536099910736084,0.12647351622581482,0.20192374289035797,0.25297173857688904,0.263973206281662,0.2515452206134796,-0.007441582623869181,0.2374965250492096,0.11887256056070328
experienced,0.25524765253067017,0.37686559557914734,0.1813155859708786,0.2840498685836792,0.25918108224868774,0.2608402967453003,0.28612127900123596,0.19359362125396729,0.26857760548591614,0.09231263399124146,0.01367704663425684,0.10441248118877411,0.23420310020446777
its,0.3793783485889435,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.17580947279930115,0.15593929588794708,0.3691340684890747,0.23045964539051056,0.559237003326416,0.1704227179288864,0.03202139586210251,0.25612401962280273,0.15103481709957123
share,0.21491074562072754,0.2764742076396942,0.1539618968963623,0.25244811177253723,0.11719664186239243,0.20576798915863037,0.27366065979003906,0.20651516318321228,0.249948650598526,0.04156026616692543,0.10465416312217712,0.12664830684661865,0.1754547506570816
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.20310284197330475,0.2682307958602905,0.41548454761505127,0.3452157974243164,0.733189046382904,0.21610750257968903,-0.03817026689648628,0.24605777859687805,0.1826142966747284
student,0.254856139421463,0.20548318326473236,0.24777936935424805,0.17656166851520538,1.0000001192092896,0.26206767559051514,0.21220189332962036,0.15513285994529724,0.21259291470050812,0.3333226144313812,0.018150636926293373,0.23292922973632812,0.13282090425491333
unrest,0.26387542486190796,0.15532222390174866,0.08966249227523804,0.1337405890226364,0.17381075024604797,0.1231878250837326,0.2516883909702301,0.25944623351097107,0.23773464560508728,0.2591158449649811,0.05761979520320892,0.18082845211029053,0.08488935232162476
during,0.4627237319946289,0.24137552082538605,0.3447895348072052,0.30679523944854736,0.18758854269981384,0.2121889889240265,0.2828781306743622,0.22003692388534546,0.4838213622570038,0.19422510266304016,0.011294117197394371,0.17611193656921387,0.1325719803571701
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.21259291470050812,0.35331496596336365,0.535392165184021,0.31747862696647644,1.0,0.24330610036849976,-0.01540423184633255,0.27314993739128113,0.22068053483963013
1960s,0.0007937865448184311,-0.17530474066734314,-0.025484250858426094,-0.22650323808193207,0.055848199874162674,-0.14088012278079987,-0.1955609768629074,-0.10145394504070282,-0.06868536025285721,0.12587544322013855,0.03265397250652313,-0.0109209343791008,-0.08257022500038147
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2261858433485031,0.24334396421909332,0.44245919585227966,0.2732933461666107,0.4933079481124878,0.26552814245224,-0.0016132977325469255,0.25194036960601807,0.31091248989105225
beginning,0.3787442147731781,0.3351518511772156,0.38203126192092896,0.28616875410079956,0.18252664804458618,0.20009295642375946,0.32582011818885803,0.24672366678714752,0.49622642993927,0.22574372589588165,-0.03033691644668579,0.1936991810798645,0.19413669407367706
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.254856139421463,0.24276606738567352,0.45010748505592346,0.3150743544101715,0.6662389636039734,0.18811661005020142,-0.037580832839012146,0.28433957695961,0.20430970191955566
1962,-0.0651141032576561,-0.001027831924147904,-0.018759602680802345,-0.08857343345880508,-0.03725946322083473,-0.04931481182575226,-0.048656053841114044,0.0920465737581253,-0.023296929895877838,0.04372582212090492,0.02088261768221855,0.023047465831041336,-0.008269774727523327
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2261858433485031,0.24334396421909332,0.44245919585227966,0.2732933461666107,0.4933079481124878,0.26552814245224,-0.0016132977325469255,0.25194036960601807,0.31091248989105225
when,0.4431333839893341,0.4700249433517456,0.3014719784259796,0.3228907287120819,0.2584058940410614,0.3481963872909546,0.5423505902290344,0.17663456499576569,0.5091903209686279,0.17933911085128784,-0.03368149697780609,0.22369864583015442,0.22841128706932068
students,0.2676171064376831,0.2380729615688324,0.22642718255519867,0.1996062994003296,0.7746244072914124,0.26407334208488464,0.2905822694301605,0.16833363473415375,0.25268980860710144,0.2517184913158417,0.03619067743420601,0.2083270102739334,0.18017297983169556
occupied,0.30793076753616333,0.2295091450214386,0.13837599754333496,0.21438418328762054,0.10725071281194687,0.09172938019037247,0.18831755220890045,0.646261990070343,0.3288927674293518,0.13614621758460999,-0.009159070439636707,0.13964219391345978,0.11679025739431381
president,0.18811661005020142,0.1870913952589035,0.25048401951789856,0.1801012009382248,0.3333226144313812,0.19533176720142365,0.21247753500938416,0.15378518402576447,0.24330610036849976,1.0000001192092896,-0.08566092699766159,0.40359655022621155,0.14148259162902832
george,0.18167929351329803,0.22000353038311005,0.15252074599266052,0.238631471991539,0.14137698709964752,0.13571472465991974,0.17226167023181915,0.1372639685869217,0.2510760426521301,0.26513686776161194,-0.019076833501458168,0.17837925255298615,0.1479024887084961
beadle,0.31287235021591187,0.21112795174121857,0.12491009384393692,0.17321990430355072,0.23418483138084412,0.18120458722114563,0.17773249745368958,0.03864889591932297,0.2600449025630951,0.15537723898887634,-0.048404935747385025,0.16882112622261047,0.20671437680721283
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.018150636926293373,0.032991811633110046,0.03782717138528824,-0.0007275697425939143,-0.01540423184633255,-0.08566092699766159,0.9999999403953552,-0.06233545020222664,-0.023395681753754616
office,0.28433957695961,0.12159775197505951,0.18919971585273743,0.1974928379058838,0.23292922973632812,0.12608928978443146,0.20860034227371216,0.20048965513706207,0.27314993739128113,0.40359655022621155,-0.06233545020222664,1.0000001192092896,0.16497313976287842
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.254856139421463,0.24276606738567352,0.45010748505592346,0.3150743544101715,0.6662389636039734,0.18811661005020142,-0.037580832839012146,0.28433957695961,0.20430970191955566
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.3207114636898041,0.3188471794128418,0.45503583550453186,0.21937653422355652,0.5829201340675354,0.16959697008132935,0.04866964742541313,0.24789826571941376,0.23916715383529663
protest,0.29343265295028687,0.20248152315616608,0.1415424793958664,0.23183682560920715,0.3371713161468506,0.19423392415046692,0.22359536588191986,0.30267781019210815,0.25126034021377563,0.28411880135536194,-0.0016888814279809594,0.20978176593780518,0.1878921240568161
over,0.3605569899082184,0.28007611632347107,0.2620522379875183,0.2535076439380646,0.17360585927963257,0.2514612674713135,0.38635820150375366,0.29579031467437744,0.39856547117233276,0.22208066284656525,0.016215575858950615,0.23785270750522614,0.25742942094802856
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.21259291470050812,0.35331496596336365,0.535392165184021,0.31747862696647644,1.0,0.24330610036849976,-0.01540423184633255,0.27314993739128113,0.22068053483963013
university,0.3201795518398285,0.20256435871124268,0.15213046967983246,0.15114416182041168,0.46536099910736084,0.12647351622581482,0.20192374289035797,0.25297173857688904,0.263973206281662,0.2515452206134796,-0.007441582623869181,0.2374965250492096,0.11887256056070328
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.018150636926293373,0.032991811633110046,0.03782717138528824,-0.0007275697425939143,-0.01540423184633255,-0.08566092699766159,0.9999999403953552,-0.06233545020222664,-0.023395681753754616
off-campus,0.30061405897140503,0.18111102283000946,0.2128843367099762,0.13770632445812225,0.4244968891143799,0.14322926104068756,0.1832549124956131,0.2152450978755951,0.2558174431324005,0.24108028411865234,0.04859750345349312,0.286453515291214,0.09390006214380264
rental,0.24991044402122498,0.17012232542037964,0.16730087995529175,0.15531359612941742,0.1326281875371933,0.18528202176094055,0.2608352303504944,0.15642309188842773,0.2814933657646179,0.11055275797843933,0.05264870822429657,0.34297260642051697,0.13753974437713623
policies,0.12669669091701508,0.37312451004981995,0.19055397808551788,0.28301122784614563,0.2324443757534027,0.2920050024986267,0.31011244654655457,0.16968722641468048,0.22566401958465576,0.25397640466690063,-0.0030640345066785812,0.22684618830680847,0.2969106435775757
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.20994822680950165,0.26475638151168823,0.4645031690597534,0.2559439539909363,0.5934505462646484,0.26255303621292114,-0.003708066651597619,0.26038533449172974,0.4130953550338745
