,what,constitutional,change,was,considered,?
a,0.3320399522781372,0.2662247121334076,0.3047741651535034,0.4508470594882965,0.36109375953674316,0.23916715383529663
constitutional,0.24835939705371857,1.0,0.2799992859363556,0.2571640908718109,0.2595736086368561,0.2199033498764038
change,0.3690716028213501,0.2799992859363556,0.9999998807907104,0.18487286567687988,0.18784096837043762,0.24115969240665436
was,0.22111038863658905,0.2571640908718109,0.18487286567687988,1.0000001192092896,0.384328156709671,0.18412111699581146
considered,0.2834889590740204,0.2595736086368561,0.18784096837043762,0.384328156709671,1.0,0.19909770786762238
that,0.6297725439071655,0.2671305537223816,0.3988441526889801,0.33670201897621155,0.37593913078308105,0.32716336846351624
would,0.45766422152519226,0.24844315648078918,0.34290385246276855,0.41663143038749695,0.37682145833969116,0.37178951501846313
eliminate,0.2681068480014801,0.2390541285276413,0.2556837499141693,0.06960440427064896,0.12951244413852692,0.15439270436763763
the,0.42745697498321533,0.2926941215991974,0.3641999065876007,0.48711544275283813,0.4028765559196472,0.22068053483963013
position,0.22031237185001373,0.22441954910755157,0.22080738842487335,0.23203803598880768,0.24123515188694,0.15529610216617584
of,0.33290785551071167,0.3563419580459595,0.2569013833999634,0.4069072902202606,0.4190242290496826,0.1826142966747284
prime,0.15586113929748535,0.31981196999549866,0.14069001376628876,0.21048103272914886,0.1126614436507225,0.11276303976774216
minister,0.1705908179283142,0.34683793783187866,0.14680051803588867,0.26634681224823,0.13202843070030212,0.10825661569833755
and,0.31309178471565247,0.2651209533214569,0.2438346892595291,0.3740963041782379,0.3359341621398926,0.20544172823429108
simultaneously,0.2967745363712311,0.25271448493003845,0.20849357545375824,0.15541981160640717,0.16481967270374298,0.13993576169013977
reduce,0.18258237838745117,0.19386251270771027,0.3970285952091217,0.08882597088813782,0.17918674647808075,0.1462220549583435
the,0.42745697498321533,0.2926941215991974,0.3641999065876007,0.48711544275283813,0.4028765559196472,0.22068053483963013
powers,0.24108682572841644,0.3210538327693939,0.18089351058006287,0.1728597730398178,0.17775854468345642,0.17269276082515717
of,0.33290785551071167,0.3563419580459595,0.2569013833999634,0.4069072902202606,0.4190242290496826,0.1826142966747284
the,0.42745697498321533,0.2926941215991974,0.3641999065876007,0.48711544275283813,0.4028765559196472,0.22068053483963013
president,0.1870913952589035,0.42447584867477417,0.14932309091091156,0.2505730390548706,0.15356707572937012,0.14148259162902832
.,0.3567904531955719,0.22597159445285797,0.3244723975658417,0.40146201848983765,0.29356086254119873,0.4130953550338745
