,which,articles,state,that,powers,stay,with,member,states,unless,they,'ve,been,conferred,?
the,0.6521818041801453,0.29016247391700745,0.3097178041934967,0.5473989248275757,0.25233519077301025,0.2869375944137573,0.4223487675189972,0.2806392312049866,0.3463578522205353,0.3451882302761078,0.49925389885902405,0.23887036740779877,0.3563927710056305,0.3050553798675537,0.22068053483963013
eu,0.15620915591716766,0.20927253365516663,0.18008030951023102,0.10275088250637054,0.18309208750724792,0.15635250508785248,0.20157751441001892,0.2245567888021469,0.17918972671031952,0.13011008501052856,0.1231704130768776,0.061009764671325684,0.09499514847993851,0.0863969475030899,0.21586786210536957
as,0.41006597876548767,0.23197151720523834,0.26851922273635864,0.4735107421875,0.28767555952072144,0.2565058171749115,0.40387406945228577,0.2264706939458847,0.26192235946655273,0.37757405638694763,0.3294360637664795,0.30850139260292053,0.3975982367992401,0.23404400050640106,0.27043893933296204
a,0.56894451379776,0.29038286209106445,0.25097307562828064,0.47537946701049805,0.17258815467357635,0.27986037731170654,0.3783375024795532,0.24081070721149445,0.24708621203899384,0.33399075269699097,0.3528250455856323,0.2889971137046814,0.3315402865409851,0.16479714214801788,0.23916715383529663
whole,0.49288448691368103,0.2623705267906189,0.17808401584625244,0.43802928924560547,0.14866626262664795,0.2168845683336258,0.22690556943416595,0.17750394344329834,0.13503429293632507,0.26453426480293274,0.30888599157333374,0.1509930044412613,0.26169511675834656,0.16761024296283722,0.21052291989326477
can,0.41132649779319763,0.29727888107299805,0.13665424287319183,0.4522190988063812,0.1965104341506958,0.3147687613964081,0.3572797477245331,0.09298814088106155,0.18360939621925354,0.4781896770000458,0.47909218072891235,0.2671733796596527,0.3498430848121643,0.07708528637886047,0.3226337134838104
only,0.5654799342155457,0.31468120217323303,0.25976240634918213,0.6004067063331604,0.22015920281410217,0.3401528000831604,0.367427259683609,0.2905923128128052,0.2831421494483948,0.5121626853942871,0.499859482049942,0.23151016235351562,0.41269755363464355,0.26459386944770813,0.2767370045185089
act,0.3216746747493744,0.10220702737569809,0.2565065920352936,0.2679075598716736,0.24709026515483856,0.22531408071517944,0.18591532111167908,0.1078537181019783,0.26648834347724915,0.3181370496749878,0.27907612919807434,0.20573097467422485,0.1555420160293579,0.19096291065216064,0.1482519507408142
within,0.43539655208587646,0.24294820427894592,0.24197080731391907,0.33798906207084656,0.22297978401184082,0.22541159391403198,0.2915107011795044,0.20008353888988495,0.2406880259513855,0.33786100149154663,0.2779225707054138,0.08542279154062271,0.25758516788482666,0.210300013422966,0.1870293766260147
its,0.5154205560684204,0.20065222680568695,0.3171643614768982,0.416561484336853,0.21924933791160583,0.18971765041351318,0.3087116777896881,0.14811363816261292,0.2691997289657593,0.26111218333244324,0.36212384700775146,0.20281118154525757,0.2810076177120209,0.22251851856708527,0.15103481709957123
power,0.2490626573562622,0.1882692575454712,0.1831665188074112,0.2680378556251526,0.6356112957000732,0.09630605578422546,0.20798128843307495,0.12476195394992828,0.19038769602775574,0.19875644147396088,0.1847316473722458,0.15477009117603302,0.17676851153373718,0.16007928550243378,0.15304024517536163
set,0.3371303975582123,0.11927593499422073,0.21011394262313843,0.2916346788406372,0.1477479785680771,0.18949653208255768,0.19515010714530945,0.12145289033651352,0.14476636052131653,0.2033252865076065,0.22562575340270996,0.21381305158138275,0.16857275366783142,0.18944428861141205,0.1698019951581955
out,0.37864550948143005,0.2417142540216446,0.20934459567070007,0.43996092677116394,0.1867228001356125,0.28718239068984985,0.3367781639099121,0.11861088871955872,0.24165959656238556,0.359658807516098,0.39875903725624084,0.2767638862133026,0.2526022791862488,0.07484143227338791,0.22020699083805084
in,0.4840516746044159,0.26378124952316284,0.33316072821617126,0.435920387506485,0.16362762451171875,0.23382514715194702,0.4080928862094879,0.20856694877147675,0.3977442979812622,0.24363665282726288,0.4330179989337921,0.20285309851169586,0.3515113592147827,0.2560907304286957,0.20430970191955566
the,0.6521818041801453,0.29016247391700745,0.3097178041934967,0.5473989248275757,0.25233519077301025,0.2869375944137573,0.4223487675189972,0.2806392312049866,0.3463578522205353,0.3451882302761078,0.49925389885902405,0.23887036740779877,0.3563927710056305,0.3050553798675537,0.22068053483963013
treaties,0.2657000422477722,0.29426202178001404,0.2718226909637451,0.2838388681411743,0.3897460699081421,0.24452580511569977,0.3085373342037201,0.1925402134656906,0.3604946732521057,0.27775633335113525,0.25453782081604004,0.18508531153202057,0.23754075169563293,0.31202787160873413,0.1693580597639084
.,0.45942068099975586,0.27623623609542847,0.31380724906921387,0.4460422694683075,0.21749663352966309,0.3077605068683624,0.4446153938770294,0.19907453656196594,0.33941102027893066,0.3206039071083069,0.4510921239852905,0.2578467130661011,0.33645182847976685,0.20011015236377716,0.4130953550338745
