,jamboree,business,parks,belongs,to,which,business,center,?
orange,0.2792590856552124,0.033929113298654556,0.1287161409854889,0.08776015043258667,0.21824884414672852,0.20850969851016998,0.033929113298654556,0.17493192851543427,0.1066059097647667
county,0.2681178152561188,0.22033794224262238,0.19669827818870544,0.09318342059850693,0.15845301747322083,0.1709478199481964,0.22033794224262238,0.19531235098838806,0.07680056244134903
is,0.2247582972049713,0.19332653284072876,0.21400870382785797,0.42269548773765564,0.42745086550712585,0.4457404911518097,0.19332653284072876,0.24782158434391022,0.22961433231830597
a,0.29436585307121277,0.2670866549015045,0.18967588245868683,0.3144591748714447,0.45503583550453186,0.56894451379776,0.2670866549015045,0.2640431225299835,0.23916715383529663
rapidly,0.24432851374149323,0.2269919514656067,0.14596255123615265,0.050527267158031464,0.29835420846939087,0.3204094171524048,0.2269919514656067,0.24110674858093262,0.11245343834161758
developing,0.20507974922657013,0.2695958912372589,0.13711179792881012,0.1464521884918213,0.285153865814209,0.3343001902103424,0.2695958912372589,0.18873722851276398,0.1301516592502594
business,0.2037360519170761,1.0,0.2483227252960205,0.11540937423706055,0.28079214692115784,0.2152334302663803,1.0,0.1883840411901474,0.1545659303665161
center,0.1486264169216156,0.1883840411901474,0.20139440894126892,0.07328934222459793,0.17764393985271454,0.22164148092269897,0.1883840411901474,0.9999999403953552,0.12538520991802216
that,0.22720354795455933,0.25197073817253113,0.18636873364448547,0.21824266016483307,0.5436353087425232,0.6894589066505432,0.25197073817253113,0.22661058604717255,0.32716336846351624
includes,0.2608450949192047,0.15038809180259705,0.23859240114688873,0.3464411497116089,0.19327151775360107,0.36315640807151794,0.15038809180259705,0.149657741189003,0.14011523127555847
downtown,0.30517956614494324,0.3174465298652649,0.29537686705589294,0.1168709471821785,0.1747063249349594,0.22559411823749542,0.3174465298652649,0.3762131631374359,0.15638743340969086
santa,0.287345826625824,0.12676207721233368,0.22700275480747223,0.15323777496814728,0.17084521055221558,0.21508361399173737,0.12676207721233368,0.18421897292137146,0.17321589589118958
ana,0.20922230184078217,0.13956831395626068,0.1535498946905136,0.12526778876781464,0.20872429013252258,0.14145039021968842,0.13956831395626068,0.19824360311031342,0.17085084319114685
",",0.3132583796977997,0.2952407896518707,0.2596151828765869,0.25071313977241516,0.44245919585227966,0.3658004403114319,0.2952407896518707,0.1905742734670639,0.31091248989105225
the,0.27016714215278625,0.2389037162065506,0.22552673518657684,0.3027134835720062,0.535392165184021,0.6521818041801453,0.2389037162065506,0.29064592719078064,0.22068053483963013
south,0.41287827491760254,0.17408566176891327,0.26291003823280334,0.23379117250442505,0.25657615065574646,0.24635352194309235,0.17408566176891327,0.20582665503025055,0.12336621433496475
coast,0.3452209532260895,0.17780742049217224,0.25609004497528076,0.1565106064081192,0.23308983445167542,0.2259337306022644,0.17780742049217224,0.16605792939662933,0.15869849920272827
metro,0.24374528229236603,0.27676358819007874,0.20026154816150665,0.09849344938993454,0.17760074138641357,0.17972806096076965,0.27676358819007874,0.1556408405303955,0.15922676026821136
and,0.3057612478733063,0.33353009819984436,0.3447440266609192,0.2178621143102646,0.48971283435821533,0.506277859210968,0.33353009819984436,0.28670641779899597,0.20544172823429108
newport,0.3632528483867645,0.1734425574541092,0.2391209453344345,0.0647512823343277,0.21668529510498047,0.18606466054916382,0.1734425574541092,0.2426675409078598,0.10541155934333801
center,0.1486264169216156,0.1883840411901474,0.20139440894126892,0.07328934222459793,0.17764393985271454,0.22164148092269897,0.1883840411901474,0.9999999403953552,0.12538520991802216
districts,0.25294357538223267,0.138702392578125,0.30428093671798706,0.19239787757396698,0.14465396106243134,0.22943581640720367,0.138702392578125,0.1575871855020523,0.10677915066480637
