,what,type,of,valve,is,used,by,recent,safety,valves,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22700907289981842,0.5823672413825989,0.3718377649784088,0.4408751428127289,0.31046223640441895,0.25972458720207214,0.23917143046855927,0.22068053483963013
more,0.3484537899494171,0.2277899980545044,0.30478984117507935,0.155741885304451,0.2946030795574188,0.3030165731906891,0.2627272307872772,0.4081309139728546,0.15345756709575653,0.2206522673368454,0.27894994616508484
recent,0.24256184697151184,0.16975468397140503,0.2896444797515869,0.1815061718225479,0.2643822133541107,0.18701882660388947,0.194663405418396,1.0,0.09859192371368408,0.18248647451400757,0.2544887959957123
type,0.2722663879394531,1.0000001192092896,0.18112817406654358,0.2608834207057953,0.3053323030471802,0.30943769216537476,0.15232881903648376,0.16975468397140503,0.11337223649024963,0.22174891829490662,0.17536182701587677
of,0.33290785551071167,0.18112817406654358,1.0,0.18834803998470306,0.4854315221309662,0.3075267970561981,0.3646814823150635,0.2896444797515869,0.18446403741836548,0.18978291749954224,0.1826142966747284
safety,0.1898718774318695,0.11337223649024963,0.18446403741836548,0.21318268775939941,0.15942081809043884,0.19855159521102905,0.19907283782958984,0.09859192371368408,1.0000001192092896,0.240688756108284,0.1443338692188263
valve,0.20161333680152893,0.2608834207057953,0.18834803998470306,1.0000001192092896,0.19948938488960266,0.19664853811264038,0.2077023684978485,0.1815061718225479,0.21318268775939941,0.8288286328315735,0.19203683733940125
uses,0.1933930367231369,0.3075898587703705,0.2738003432750702,0.21579550206661224,0.41359779238700867,0.645188570022583,0.19318048655986786,0.1435927301645279,0.19476430118083954,0.22361436486244202,0.18407079577445984
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.17777954041957855,0.4654068350791931,0.25728896260261536,0.2719563841819763,0.1707610934972763,0.165121391415596,0.18072228133678436,0.19793890416622162
adjustable,0.22927924990653992,0.23100103437900543,0.17855295538902283,0.33837267756462097,0.17587414383888245,0.31599941849708557,0.16399995982646942,0.23217575252056122,0.25510451197624207,0.34561535716056824,0.17421135306358337
spring-loaded,0.22194227576255798,0.19851821660995483,0.29266929626464844,0.28048112988471985,0.23527199029922485,0.31111541390419006,0.25392964482307434,0.15670600533485413,0.2924906015396118,0.2632499635219574,0.24810130894184113
valve,0.20161333680152893,0.2608834207057953,0.18834803998470306,1.0000001192092896,0.19948938488960266,0.19664853811264038,0.2077023684978485,0.1815061718225479,0.21318268775939941,0.8288286328315735,0.19203683733940125
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.1931651532649994,0.4691906273365021,0.3120402991771698,0.3680937886238098,0.26883119344711304,0.22221899032592773,0.22446955740451813,0.31091248989105225
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.30738863348960876,0.4457404911518097,0.414506196975708,0.40543368458747864,0.2930300831794739,0.25007596611976624,0.3219848871231079,0.25814583897590637
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.19948938488960266,1.0,0.3288823366165161,0.3899846076965332,0.2643822133541107,0.15942081809043884,0.22393418848514557,0.22961433231830597
locked,0.262077271938324,0.10891634225845337,0.1675419807434082,0.11683475971221924,0.1490803360939026,0.1700347363948822,0.21271583437919617,0.1449751853942871,0.24951495230197906,0.1495470255613327,0.22203628718852997
such,0.23989605903625488,0.2636772096157074,0.3209529519081116,0.13181892037391663,0.23545363545417786,0.4262988865375519,0.2736194431781769,0.31087812781333923,0.23917198181152344,0.17730027437210083,0.17851735651493073
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.20036935806274414,0.3995479643344879,0.37621384859085083,0.37496164441108704,0.3408474624156952,0.2526600956916809,0.2452181875705719,0.32716336846351624
operators,0.24600493907928467,0.19546207785606384,0.20075355470180511,0.2570648193359375,0.18070605397224426,0.30111414194107056,0.23059901595115662,0.15269061923027039,0.23770345747470856,0.2533363103866577,0.15860143303871155
may,0.25739946961402893,0.1642589271068573,0.26447007060050964,0.1345014125108719,0.322792649269104,0.29261529445648193,0.1970296949148178,0.2382129281759262,0.2060970515012741,0.19315415620803833,0.2768254578113556
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.24078741669654846,0.3776007890701294,0.358921617269516,0.291808545589447,0.27413102984428406,0.23042894899845123,0.2925219237804413,0.41942933201789856
tamper,0.17607970535755157,0.12669292092323303,0.14664916694164276,0.26174503564834595,0.24083766341209412,0.14164526760578156,0.1020437479019165,0.17660321295261383,0.22923816740512848,0.22148600220680237,0.12035426497459412
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.2250760942697525,0.3250955045223236,0.3047430217266083,0.39731505513191223,0.2035779356956482,0.2208736687898636,0.2232566922903061,0.2433311939239502
its,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.1614166498184204,0.4447362422943115,0.294392853975296,0.24398943781852722,0.2659258544445038,0.1566316783428192,0.15324164927005768,0.15103481709957123
adjustment,0.30181142687797546,0.21837086975574493,0.19496724009513855,0.23489607870578766,0.18267466127872467,0.23452629148960114,0.18902994692325592,0.2578461766242981,0.2689308822154999,0.26246294379234314,0.21492357552051544
unless,0.4516109526157379,0.19910390675067902,0.26434075832366943,0.22425109148025513,0.30670252442359924,0.2808481454849243,0.30921849608421326,0.249909445643425,0.2928514778614044,0.2666226327419281,0.37169966101646423
