,what,does,colonia,agrippina,'s,original,name,translate,into,?
between,0.2462156116962433,0.16966454684734344,0.17421460151672363,0.10317204892635345,0.006096371449530125,0.16926848888397217,0.09606724977493286,0.08917775005102158,0.30393290519714355,0.12887074053287506
about,0.47976887226104736,0.26877498626708984,0.13984987139701843,0.22853665053844452,-0.020936643704771996,0.21706604957580566,0.16679374873638153,0.19664669036865234,0.2791807949542999,0.302409827709198
ad,0.27659884095191956,0.07451970875263214,0.18199339509010315,0.3594401776790619,-0.026603031903505325,0.09319063276052475,0.13376720249652863,0.15248654782772064,0.056275539100170135,0.20824462175369263
14,0.050140514969825745,0.04189109802246094,-0.0017740862676873803,0.13266205787658691,-0.005885524209588766,0.009325380437076092,0.1119326502084732,0.036941830068826675,0.2225295603275299,0.11697390675544739
and,0.31309178471565247,0.3461615741252899,0.19246184825897217,0.2530461251735687,0.06895173341035843,0.29575109481811523,0.21235932409763336,0.28133243322372437,0.36597734689712524,0.20544172823429108
180,0.1435280293226242,0.24247030913829803,0.14974647760391235,0.03026367351412773,-0.01453379262238741,-0.09119946509599686,0.030500976368784904,0.06373870372772217,0.11795097589492798,0.12062747031450272
",",0.3087472915649414,0.28617382049560547,0.22461535036563873,0.24255090951919556,-0.0016132977325469255,0.23508994281291962,0.28145334124565125,0.2661897838115692,0.2826121151447296,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,0.2522081732749939,0.2560017704963684,-0.01540423184633255,0.4037000238895416,0.3171212375164032,0.2516770362854004,0.39493247866630554,0.22068053483963013
assignment,0.33189061284065247,0.26327624917030334,0.037722524255514145,0.19901961088180542,-0.034780651330947876,0.2267080694437027,0.21528902649879456,0.23637261986732483,0.17604920268058777,0.23921610414981842
of,0.33290785551071167,0.3119818866252899,0.25181788206100464,0.2825825810432434,-0.03817026689648628,0.30228546261787415,0.24075818061828613,0.16531337797641754,0.32255905866622925,0.1826142966747284
legions,0.13887666165828705,0.11783812195062637,0.2716384828090668,0.39351075887680054,0.007747814524918795,0.1473655104637146,0.10175438225269318,0.14339353144168854,0.2993849515914917,0.11789947748184204
was,0.22111038863658905,0.19302551448345184,0.2200767546892166,0.305454820394516,0.008974763564765453,0.32203906774520874,0.2646567225456238,0.14218688011169434,0.2322220653295517,0.18412111699581146
