,what,did,the,war,first,start,out,as,being,between,?
this,0.5489566326141357,0.3609912693500519,0.6274310946464539,0.29429852962493896,0.41690850257873535,0.37011343240737915,0.34908437728881836,0.43993282318115234,0.41604986786842346,0.29040461778640747,0.3155723512172699
started,0.21609699726104736,0.3904789686203003,0.3222070634365082,0.24956567585468292,0.379001647233963,0.5619677901268005,0.21048347651958466,0.2500630021095276,0.16155971586704254,0.20458409190177917,0.19447724521160126
out,0.3633197546005249,0.28413498401641846,0.39404502511024475,0.18922953307628632,0.26133912801742554,0.3790144920349121,1.0,0.3124499022960663,0.32819026708602905,0.2655375897884369,0.22020699083805084
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.24018222093582153,0.33842000365257263,0.26252481341362,0.3124499022960663,1.0,0.46524563431739807,0.22009976208209991,0.27043893933296204
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.2368277609348297,0.4287874400615692,0.29672953486442566,0.34264278411865234,0.39550232887268066,0.3727131485939026,0.29385313391685486,0.23916715383529663
competition,0.18313148617744446,0.1774688959121704,0.257230669260025,0.16565437614917755,0.2504468858242035,0.22004427015781403,0.14052945375442505,0.22892597317695618,0.18211284279823303,0.2236829549074173,0.1394461691379547
between,0.2462156116962433,0.16542956233024597,0.39067012071609497,0.2612598240375519,0.2911831736564636,0.22533732652664185,0.2655375897884369,0.22009976208209991,0.21762578189373016,0.9999999403953552,0.12887074053287506
rival,0.13831420242786407,0.1566663384437561,0.2149961143732071,0.1646984964609146,0.2097301036119461,0.09461770206689835,0.12251972407102585,0.14541713893413544,0.21774457395076752,0.24869711697101593,0.08066411316394806
lighting,0.2408788651227951,0.19960185885429382,0.2831954061985016,0.20886996388435364,0.15846022963523865,0.16075605154037476,0.18820539116859436,0.2599799633026123,0.2731112837791443,0.13574914634227753,0.13502714037895203
systems,0.1871482878923416,0.19584694504737854,0.28089964389801025,0.14483696222305298,0.18383030593395233,0.24741503596305847,0.24436672031879425,0.1958734095096588,0.20038670301437378,0.21647706627845764,0.1575973927974701
with,0.2464839518070221,0.25472134351730347,0.4223487675189972,0.20580904185771942,0.2691199779510498,0.26863762736320496,0.3367781639099121,0.40387406945228577,0.36860430240631104,0.3829993009567261,0.2433311939239502
edison,0.15105706453323364,0.1372239738702774,0.25419825315475464,0.1373220980167389,0.2626492977142334,0.13847872614860535,0.16907693445682526,0.18833674490451813,0.16161100566387177,0.1190464049577713,0.10244420915842056
holding,0.2065298706293106,0.1890382617712021,0.31092849373817444,0.17919817566871643,0.1951671987771988,0.1719226837158203,0.25683829188346863,0.3119335472583771,0.30741581320762634,0.10314770042896271,0.17956523597240448
all,0.41981086134910583,0.33943864703178406,0.4860881567001343,0.23063555359840393,0.34243571758270264,0.32740992307662964,0.3568567633628845,0.33195313811302185,0.3770711123943329,0.22774523496627808,0.29575422406196594
the,0.42745697498321533,0.34736719727516174,1.0,0.366199791431427,0.49448907375335693,0.3656389117240906,0.39404502511024475,0.48381632566452026,0.419739305973053,0.39067012071609497,0.22068053483963013
patents,0.16317835450172424,0.19803202152252197,0.20236903429031372,0.1933191567659378,0.26321500539779663,0.16407638788223267,0.2546972632408142,0.12205753475427628,0.0794941782951355,0.09718134999275208,0.1148110032081604
for,0.3017193675041199,0.318512886762619,0.4739971458911896,0.22632956504821777,0.3800288736820221,0.2663039267063141,0.3312093913555145,0.44774648547172546,0.41687241196632385,0.24671313166618347,0.264628142118454
dc,0.1052524521946907,0.04767092317342758,0.2332114279270172,0.2379462867975235,0.24904696643352509,0.1557445079088211,0.11312586069107056,0.1275876760482788,0.14729392528533936,0.15614858269691467,0.17813897132873535
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.29695844650268555,0.3167642652988434,0.2890162169933319,0.3881998062133789,0.49487000703811646,0.4286794066429138,0.40645647048950195,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,1.0,0.366199791431427,0.49448907375335693,0.3656389117240906,0.39404502511024475,0.48381632566452026,0.419739305973053,0.39067012071609497,0.22068053483963013
incandescent,0.24808262288570404,0.20370808243751526,0.2785658538341522,0.20088939368724823,0.24264004826545715,0.1441442370414734,0.24093206226825714,0.2851865589618683,0.2713605761528015,0.1815088838338852,0.17212344706058502
light,0.22953972220420837,0.18105649948120117,0.2649136185646057,0.19986575841903687,0.1733669638633728,0.10752744972705841,0.22921791672706604,0.25754430890083313,0.20564763247966766,0.16172510385513306,0.17429810762405396
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.29695844650268555,0.3167642652988434,0.2890162169933319,0.3881998062133789,0.49487000703811646,0.4286794066429138,0.40645647048950195,0.20544172823429108
westinghouse,0.16126319766044617,0.1608617752790451,0.3101098835468292,0.2965333163738251,0.3124198615550995,0.16847029328346252,0.16800174117088318,0.2717971205711365,0.173484206199646,0.18826159834861755,0.17307911813259125
using,0.27984681725502014,0.25429773330688477,0.28364112973213196,0.16194963455200195,0.30465447902679443,0.2728784382343292,0.30188658833503723,0.31195345520973206,0.37074416875839233,0.19968627393245697,0.2804589569568634
his,0.26976513862609863,0.3546801507472992,0.4394008219242096,0.2932312488555908,0.3241460621356964,0.19225816428661346,0.3022425174713135,0.3146366477012634,0.34421810507774353,0.15603972971439362,0.18075084686279297
own,0.35062843561172485,0.34475913643836975,0.334675133228302,0.11088890582323074,0.3074553906917572,0.2583828270435333,0.25242525339126587,0.26007014513015747,0.30110353231430054,0.13452056050300598,0.1937696635723114
patented,0.1101711094379425,0.17659124732017517,0.13766011595726013,0.155147522687912,0.26443061232566833,0.13369224965572357,0.2177417278289795,0.14818738400936127,0.12695108354091644,0.11601020395755768,0.08803384751081467
ac,0.12080251425504684,0.08334841579198837,0.11894276738166809,0.02549605630338192,0.13452866673469543,0.10416830331087112,0.030176294967532158,0.13376484811306,0.07592203468084335,0.10406319051980972,0.19071458280086517
system,0.23557309806346893,0.1967303454875946,0.3233085572719574,0.1310918927192688,0.19536277651786804,0.26913440227508545,0.26074373722076416,0.1973835676908493,0.22860406339168549,0.1696578860282898,0.15556083619594574
