,which,measure,must,be,adopted,when,there,is,a,choice,between,several,?
when,0.572554349899292,0.21365424990653992,0.3487336039543152,0.4451393485069275,0.2189909815788269,0.9999999403953552,0.34822648763656616,0.3471449911594391,0.44397395849227905,0.2175436168909073,0.38258615136146545,0.306964635848999,0.22841128706932068
there,0.45256471633911133,0.23196227848529816,0.2637070417404175,0.41019052267074585,0.15036551654338837,0.34822648763656616,1.0,0.3904260993003845,0.4214206337928772,0.19768643379211426,0.37209540605545044,0.3924906849861145,0.29405656456947327
is,0.4457404911518097,0.2864217460155487,0.3093329071998596,0.4819129705429077,0.1905336230993271,0.3471449911594391,0.3904260993003845,1.0,0.658733606338501,0.2168283462524414,0.26809602975845337,0.20361857116222382,0.22961433231830597
a,0.56894451379776,0.2953258156776428,0.3016769587993622,0.39883795380592346,0.2151722013950348,0.44397395849227905,0.4214206337928772,0.658733606338501,1.0,0.2913992404937744,0.29385313391685486,0.29992109537124634,0.23916715383529663
choice,0.23719657957553864,0.17753057181835175,0.2695491313934326,0.2790975272655487,0.16736158728599548,0.2175436168909073,0.19768643379211426,0.2168283462524414,0.2913992404937744,1.0000001192092896,0.16532203555107117,0.15883247554302216,0.28709158301353455
between,0.395174115896225,0.23890213668346405,0.21037867665290833,0.2079806923866272,0.1572352945804596,0.38258615136146545,0.37209540605545044,0.26809602975845337,0.29385313391685486,0.16532203555107117,0.9999999403953552,0.30924007296562195,0.12887074053287506
several,0.4863804280757904,0.21956191956996918,0.20527884364128113,0.3049358129501343,0.1613568663597107,0.306964635848999,0.3924906849861145,0.20361857116222382,0.29992109537124634,0.15883247554302216,0.30924007296562195,1.0,0.15595775842666626
appropriate,0.24294187128543854,0.27877509593963623,0.3191620707511902,0.4851205348968506,0.18823936581611633,0.23630426824092865,0.24206745624542236,0.2246846705675125,0.1916482150554657,0.21489039063453674,0.15475575625896454,0.23648592829704285,0.2732597291469574
measures,0.31370460987091064,0.8166682124137878,0.22974039614200592,0.2910612225532532,0.1346176266670227,0.21069994568824768,0.21100202202796936,0.26016920804977417,0.2490130364894867,0.14493583142757416,0.2699134349822998,0.22446322441101074,0.18777857720851898
the,0.6521818041801453,0.2528008222579956,0.2713140547275543,0.4248143136501312,0.23462533950805664,0.5091903209686279,0.47025805711746216,0.5823672413825989,0.5829201340675354,0.2640603482723236,0.39067012071609497,0.40559855103492737,0.22068053483963013
least,0.38271406292915344,0.25912749767303467,0.4034528136253357,0.3761572241783142,0.15070895850658417,0.30486100912094116,0.37729528546333313,0.25724145770072937,0.3442045748233795,0.17767834663391113,0.25696873664855957,0.38464289903640747,0.28866854310035706
onerous,0.31064435839653015,0.08714448660612106,0.23810769617557526,0.3115662634372711,0.1778053641319275,0.2879372239112854,0.23208144307136536,0.20109893381595612,0.27331626415252686,0.25192803144454956,0.126400426030159,0.29289186000823975,0.1910514533519745
must,0.3048936426639557,0.2615792155265808,1.0,0.4737209677696228,0.12186386436223984,0.3487336039543152,0.2637070417404175,0.3093329071998596,0.3016769587993622,0.2695491313934326,0.21037867665290833,0.20527884364128113,0.23707495629787445
be,0.476310670375824,0.3525533676147461,0.4737209677696228,1.0,0.14228631556034088,0.4451393485069275,0.41019052267074585,0.4819129705429077,0.39883795380592346,0.2790975272655487,0.2079806923866272,0.3049358129501343,0.3324260413646698
adopted,0.1776876300573349,0.1726098656654358,0.12186386436223984,0.14228631556034088,1.0,0.2189909815788269,0.15036551654338837,0.1905336230993271,0.2151722013950348,0.16736158728599548,0.1572352945804596,0.1613568663597107,0.14235380291938782
",",0.3658004403114319,0.18738344311714172,0.2231246829032898,0.39254459738731384,0.19488979876041412,0.36674630641937256,0.4587128460407257,0.4691906273365021,0.427140474319458,0.2381335198879242,0.27714940905570984,0.3402247726917267,0.31091248989105225
and,0.506277859210968,0.23739957809448242,0.33253467082977295,0.41766801476478577,0.18808485567569733,0.4716290831565857,0.4242868423461914,0.3859752118587494,0.3739250600337982,0.19819556176662445,0.40645647048950195,0.4663935899734497,0.20544172823429108
any,0.5186169743537903,0.2958662509918213,0.43936002254486084,0.5107080936431885,0.11267125606536865,0.4210505485534668,0.4219859838485718,0.35691767930984497,0.45031747221946716,0.23394419252872467,0.2304823100566864,0.3553728759288788,0.4113408327102661
disadvantage,0.33776742219924927,0.2679399847984314,0.21713370084762573,0.33102741837501526,0.12365584075450897,0.25507935881614685,0.2931114435195923,0.20427453517913818,0.2696119248867035,0.3206230401992798,0.27484771609306335,0.21915513277053833,0.1633838564157486
caused,0.310800164937973,0.17786718904972076,0.1834971308708191,0.22316482663154602,0.13520526885986328,0.3178572356700897,0.32593846321105957,0.16288428008556366,0.22472180426120758,0.14346729218959808,0.29208576679229736,0.1962815672159195,0.20679491758346558
must,0.3048936426639557,0.2615792155265808,1.0,0.4737209677696228,0.12186386436223984,0.3487336039543152,0.2637070417404175,0.3093329071998596,0.3016769587993622,0.2695491313934326,0.21037867665290833,0.20527884364128113,0.23707495629787445
not,0.46766895055770874,0.2949961721897125,0.48002883791923523,0.5788898468017578,0.159501314163208,0.4799930453300476,0.43214359879493713,0.3776007890701294,0.3791346549987793,0.28612956404685974,0.18732105195522308,0.2652394473552704,0.41942933201789856
be,0.476310670375824,0.3525533676147461,0.4737209677696228,1.0,0.14228631556034088,0.4451393485069275,0.41019052267074585,0.4819129705429077,0.39883795380592346,0.2790975272655487,0.2079806923866272,0.3049358129501343,0.3324260413646698
disproportionate,0.31861206889152527,0.40804851055145264,0.30492252111434937,0.3857733905315399,0.18270251154899597,0.349631130695343,0.17693670094013214,0.2998649775981903,0.28886789083480835,0.20819595456123352,0.2243499457836151,0.2016817182302475,0.18086425960063934
to,0.5345056653022766,0.2774736285209656,0.43356871604919434,0.4972836375236511,0.1939777433872223,0.5423505902290344,0.40669289231300354,0.42745086550712585,0.45503583550453186,0.28106144070625305,0.3639189600944519,0.36196985840797424,0.29463258385658264
the,0.6521818041801453,0.2528008222579956,0.2713140547275543,0.4248143136501312,0.23462533950805664,0.5091903209686279,0.47025805711746216,0.5823672413825989,0.5829201340675354,0.2640603482723236,0.39067012071609497,0.40559855103492737,0.22068053483963013
aims,0.33508986234664917,0.22693423926830292,0.3175128996372223,0.260304719209671,0.14047206938266754,0.18988223373889923,0.2783239781856537,0.26993802189826965,0.2732994854450226,0.1419616937637329,0.20899944007396698,0.193843811750412,0.17794713377952576
pursued,0.16798506677150726,0.14814740419387817,0.19642367959022522,0.19876335561275482,0.2621041238307953,0.20111601054668427,0.16454075276851654,0.08551335334777832,0.208907350897789,0.214065819978714,0.16326992213726044,0.23130394518375397,0.09115990251302719
