,2,differences,betwen,x.25,and,arpnet,cita,technologies
before,-0.01688605733215809,0.13821488618850708,0.3025417923927307,0.10121092200279236,0.3518902659416199,0.1084328442811966,0.11953311413526535,0.13507917523384094
the,-0.019434669986367226,0.323578417301178,0.39078691601753235,0.16611021757125854,0.5171257257461548,0.27001574635505676,0.2239224761724472,0.2228800356388092
introduction,0.036225613206624985,0.33066126704216003,0.18207208812236786,0.007512784097343683,0.2748969793319702,0.24775828421115875,0.21808817982673645,0.2334924191236496
of,-0.013777675107121468,0.3115874230861664,0.3775824308395386,0.12254032492637634,0.5116966962814331,0.27141284942626953,0.20854906737804413,0.20219539105892181
x.25,0.11909129470586777,0.10901635885238647,0.048244912177324295,1.0,0.09234233945608139,0.07053044438362122,0.06479246914386749,0.008156554773449898
in,0.01447046548128128,0.23158365488052368,0.4124687612056732,0.09796767681837082,0.4954058527946472,0.2357572615146637,0.2432800680398941,0.22444388270378113
1973,-0.00948827899992466,-0.15612445771694183,-0.12575934827327728,-0.2169247716665268,-0.23950208723545074,-0.0735473707318306,0.022480584681034088,-0.117294080555439
",",-0.08638399094343185,0.29634585976600647,0.34928658604621887,0.11203207075595856,0.6633074283599854,0.29933297634124756,0.29262542724609375,0.2701035439968109
about,-0.07577970623970032,0.23939117789268494,0.3672106862068176,0.1513090431690216,0.3875081241130829,0.224014014005661,0.12327490746974945,0.1934739649295807
twenty,0.02317732945084572,0.14354272186756134,0.4455853998661041,0.11686769127845764,0.3003844916820526,0.11361902207136154,0.08004060387611389,0.16418494284152985
different,-0.035245317965745926,0.6331667900085449,0.33153384923934937,0.138016939163208,0.39536112546920776,0.2985886037349701,0.05324440822005272,0.2728668749332428
network,0.03337790071964264,0.2320883423089981,0.2820339798927307,0.0992768332362175,0.27591994404792786,0.41259628534317017,0.1312188059091568,0.34647801518440247
technologies,-0.028440337628126144,0.3076496720314026,0.19516420364379883,0.008156554773449898,0.23279522359371185,0.3867567777633667,0.15302717685699463,1.0000001192092896
had,-0.0628017783164978,0.2686954438686371,0.30918553471565247,0.06907064467668533,0.3872550129890442,0.19890981912612915,0.13903531432151794,0.16197186708450317
been,-0.027018804103136063,0.26970773935317993,0.22105735540390015,0.09666421264410019,0.3424558639526367,0.2404983788728714,0.13820362091064453,0.2429640144109726
developed,-0.06293540447950363,0.32726147770881653,0.25451570749282837,-0.04655521363019943,0.25542938709259033,0.21145042777061462,0.07773248106241226,0.33361920714378357
.,-0.037111926823854446,0.2511407434940338,0.3566640317440033,0.08462481200695038,0.588965117931366,0.31292131543159485,0.2512829601764679,0.20465774834156036
,2,differences,betwen,x.25,and,arpnet,cita,technologies
two,0.061530034989118576,0.3312501907348633,0.42957642674446106,0.1846618801355362,0.4671151638031006,0.23568429052829742,0.12483398616313934,0.14161306619644165
fundamental,-0.010157176293432713,0.3780819773674011,0.2561436891555786,0.12161450833082199,0.27082425355911255,0.22586826980113983,0.10640527307987213,0.25927817821502686
differences,-0.1130456030368805,1.0000001192092896,0.3829808831214905,0.10901635885238647,0.33465567231178284,0.20488092303276062,0.07687696814537048,0.3076496720314026
