,what,was,the,henry,cole,wing,previously,called,?
he,0.3114890456199646,0.5410010814666748,0.4571082592010498,0.24785955250263214,0.20611827075481415,0.24272365868091583,0.3231055438518524,0.23139433562755585,0.2089974731206894
designed,0.15902110934257507,0.28384989500045776,0.2559613883495331,0.14405173063278198,0.13137182593345642,0.22516851127147675,0.14909537136554718,0.27456653118133545,0.11213942617177963
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2152724415063858,0.26373547315597534,0.18660299479961395,0.2865954041481018,0.2987143397331238,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.33854439854621887,0.489897221326828,0.22068053483963013
north,0.18673177063465118,0.29020047187805176,0.36298373341560364,0.19832389056682587,0.15612922608852386,0.1609790176153183,0.15819863975048065,0.20414142310619354,0.11829731613397598
west,0.1946573108434677,0.25970903038978577,0.32918402552604675,0.2325400561094284,0.21978925168514252,0.20024143159389496,0.19152845442295074,0.1848684400320053,0.12088293582201004
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2390729784965515,0.15229938924312592,0.19099068641662598,0.2850290536880493,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.33854439854621887,0.489897221326828,0.22068053483963013
garden,0.20641201734542847,0.2112511396408081,0.23359008133411407,0.12431085109710693,0.15405847132205963,0.13867495954036713,0.15333355963230133,0.16298319399356842,0.16720405220985413
the,0.42745697498321533,0.48711544275283813,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.33854439854621887,0.489897221326828,0.22068053483963013
five-storey,0.2149473875761032,0.37128567695617676,0.4092530310153961,0.3400786519050598,0.262457937002182,0.21119318902492523,0.2906896770000458,0.24442902207374573,0.21823082864284515
school,0.18774057924747467,0.25740107893943787,0.22953221201896667,0.17573215067386627,0.2701115608215332,0.18849550187587738,0.16577249765396118,0.1869044303894043,0.15091250836849213
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.20179113745689392,0.21645508706569672,0.17360509932041168,0.3148766756057739,0.29870352149009705,0.264628142118454
naval,0.160405233502388,0.2173636257648468,0.25506526231765747,0.1619236171245575,0.14641892910003662,0.1611594259738922,0.09457165002822876,0.15435899794101715,0.12642952799797058
architects,0.1787957400083542,0.25641703605651855,0.20176702737808228,0.19798292219638824,0.1397741138935089,0.17089571058750153,0.14832079410552979,0.16041408479213715,0.1260584592819214
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.18191124498844147,0.19024616479873657,0.19368956983089447,0.21485257148742676,0.2546432614326477,0.40561532974243164
also,0.42747777700424194,0.4032125174999237,0.6021018624305725,0.17937397956848145,0.24547764658927917,0.226831316947937,0.4241567552089691,0.5140911936759949,0.21848613023757935
known,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.16134774684906006,0.17854557931423187,0.09573262184858322,0.2526068091392517,0.4469456970691681,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2156684696674347,0.242954820394516,0.22170141339302063,0.40515562891960144,0.2827680706977844,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.33854439854621887,0.489897221326828,0.22068053483963013
science,0.2612018585205078,0.22005605697631836,0.24037593603134155,0.18826161324977875,0.16890519857406616,0.19321879744529724,0.15625478327274323,0.20768842101097107,0.17974960803985596
schools,0.1820785105228424,0.19736053049564362,0.22905772924423218,0.1845596730709076,0.15404745936393738,0.1613215059041977,0.18119551241397858,0.18615397810935974,0.18349280953407288
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.19819509983062744,0.2025160938501358,0.2023267298936844,0.22510698437690735,0.273923397064209,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.25662001967430115,0.30910587310791016,0.18741334974765778,0.3206103444099426,0.26549121737480164,0.31091248989105225
now,0.4903225302696228,0.35876134037971497,0.38266420364379883,0.15301650762557983,0.18015213310718536,0.17956456542015076,0.3500104546546936,0.3215823769569397,0.29641881585121155
the,0.42745697498321533,0.48711544275283813,1.0,0.2542637586593628,0.1850816011428833,0.28874075412750244,0.33854439854621887,0.489897221326828,0.22068053483963013
henry,0.1911626160144806,0.31945720314979553,0.2542637586593628,1.0,0.2743035852909088,0.10241356492042542,0.1859901249408722,0.13479503989219666,0.16836383938789368
cole,0.14566268026828766,0.22517915070056915,0.1850816011428833,0.2743035852909088,0.9999999403953552,0.10715309530496597,0.11771761626005173,0.1281953603029251,0.1507469266653061
wing,0.14464668929576874,0.1759270429611206,0.28874075412750244,0.10241356492042542,0.10715309530496597,1.0,0.12139637023210526,0.18152327835559845,0.10201311856508255
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.21735817193984985,0.16279925405979156,0.19632737338542938,0.2762584090232849,0.40847352147102356,0.20430970191955566
1867–72,0.2409123033285141,0.030742621049284935,0.22486896812915802,0.014633908867835999,0.018688565120100975,0.15936531126499176,0.20565104484558105,0.05767995864152908,0.14484207332134247
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3065545856952667,0.24902014434337616,0.1937725841999054,0.3060270845890045,0.300344854593277,0.4130953550338745
