,what,is,a,way,you,can,show,police,officers,civil,disobedience,?
for,0.3017193675041199,0.43268078565597534,0.44038116931915283,0.384344220161438,0.31656414270401,0.35690054297447205,0.3141973614692688,0.1948268711566925,0.18508780002593994,0.1685788929462433,0.23370130360126495,0.264628142118454
example,0.3456268310546875,0.36737263202667236,0.40234753489494324,0.4234580993652344,0.3813398778438568,0.5023694038391113,0.22486001253128052,0.16634607315063477,0.15310436487197876,0.2001555860042572,0.24911116063594818,0.30374911427497864
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2861018478870392,0.3199685513973236,0.3139454126358032,0.31928569078445435,0.26190435886383057,0.2213074117898941,0.24795588850975037,0.2878543734550476,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.36217406392097473,0.30037742853164673,0.312528520822525,0.319829523563385,0.2206914722919464,0.2831277847290039,0.2477465271949768,0.30963727831840515,0.22068053483963013
suspect,0.361697256565094,0.22394156455993652,0.2903522551059723,0.2690582871437073,0.33323127031326294,0.19301746785640717,0.2199241667985916,0.45032984018325806,0.31308647990226746,0.20618052780628204,0.3589630424976349,0.2982812821865082
may,0.25739946961402893,0.322792649269104,0.29255667328834534,0.26219889521598816,0.3133614957332611,0.43584567308425903,0.24728520214557648,0.20989307761192322,0.17932090163230896,0.1700199544429779,0.24693389236927032,0.2768254578113556
need,0.39420950412750244,0.25332385301589966,0.30329999327659607,0.4599837064743042,0.5535959005355835,0.6302253007888794,0.2781631350517273,0.1589369773864746,0.22822195291519165,0.12274336069822311,0.18868818879127502,0.40413710474967957
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.4772548973560333,0.4194425344467163,0.4979398250579834,0.29833272099494934,0.27044278383255005,0.3041703402996063,0.2019355595111847,0.30665844678878784,0.29463258385658264
decide,0.4684337377548218,0.2671701908111572,0.3188471794128418,0.34759950637817383,0.4060099124908447,0.3637886345386505,0.29785874485969543,0.20141814649105072,0.2723449468612671,0.18595875799655914,0.30717432498931885,0.35001131892204285
whether,0.5516265630722046,0.30252501368522644,0.38829004764556885,0.37495365738868713,0.4025498926639557,0.424742728471756,0.2674855887889862,0.15924014151096344,0.20274922251701355,0.11485010385513306,0.2514246106147766,0.3150278329849243
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.3864600956439972,0.38538575172424316,0.5614996552467346,0.2248045802116394,0.20602430403232574,0.23583029210567474,0.12588919699192047,0.2553665041923523,0.32389625906944275
not,0.5449194312095642,0.3776007890701294,0.3791346549987793,0.4712067246437073,0.49501559138298035,0.49270012974739075,0.30318546295166016,0.17695468664169312,0.2527908384799957,0.18740713596343994,0.38157403469085693,0.41942933201789856
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.4772548973560333,0.4194425344467163,0.4979398250579834,0.29833272099494934,0.27044278383255005,0.3041703402996063,0.2019355595111847,0.30665844678878784,0.29463258385658264
grant,0.18171831965446472,0.1720685213804245,0.22103925049304962,0.1474086493253708,0.2010112702846527,0.1299915760755539,0.16840951144695282,0.14452089369297028,0.17890600860118866,0.2656216025352478,0.25675421953201294,0.15586599707603455
a,0.3320399522781372,0.658733606338501,1.0,0.3330821096897125,0.334549218416214,0.3915780484676361,0.24886544048786163,0.23870114982128143,0.23043878376483917,0.21693918108940125,0.25352153182029724,0.23916715383529663
consent,0.3003043532371521,0.16072668135166168,0.20050054788589478,0.2561497390270233,0.295260488986969,0.22173961997032166,0.1366492509841919,0.22076457738876343,0.34981343150138855,0.22940601408481598,0.37815549969673157,0.2684990465641022
search,0.20825417339801788,0.17947795987129211,0.18985043466091156,0.24332581460475922,0.2464660406112671,0.24592861533164978,0.25967180728912354,0.22472184896469116,0.10033878684043884,0.06062186509370804,0.15701471269130707,0.23093242943286896
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.266871839761734,0.1774725764989853,0.2603091299533844,0.21383242309093475,0.19770009815692902,0.24383078515529633,0.24698495864868164,0.31932318210601807,0.1826142966747284
his,0.26976513862609863,0.24372583627700806,0.3497250974178314,0.2968534231185913,0.2438826709985733,0.13348791003227234,0.22677335143089294,0.2076575607061386,0.22373558580875397,0.18942002952098846,0.3585605025291443,0.18075084686279297
property,0.24978817999362946,0.1944577693939209,0.237611323595047,0.1894426941871643,0.20645004510879517,0.2353399097919464,0.1140875294804573,0.22256745398044586,0.17441636323928833,0.23503997921943665,0.2735390365123749,0.16865147650241852
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2861018478870392,0.3199685513973236,0.3139454126358032,0.31928569078445435,0.26190435886383057,0.2213074117898941,0.24795588850975037,0.2878543734550476,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.32150545716285706,0.34939926862716675,0.3675691485404968,0.3455478549003601,0.2624119222164154,0.2432994693517685,0.25259146094322205,0.3041999638080597,0.20544172823429108
whether,0.5516265630722046,0.30252501368522644,0.38829004764556885,0.37495365738868713,0.4025498926639557,0.424742728471756,0.2674855887889862,0.15924014151096344,0.20274922251701355,0.11485010385513306,0.2514246106147766,0.3150278329849243
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.3864600956439972,0.38538575172424316,0.5614996552467346,0.2248045802116394,0.20602430403232574,0.23583029210567474,0.12588919699192047,0.2553665041923523,0.32389625906944275
not,0.5449194312095642,0.3776007890701294,0.3791346549987793,0.4712067246437073,0.49501559138298035,0.49270012974739075,0.30318546295166016,0.17695468664169312,0.2527908384799957,0.18740713596343994,0.38157403469085693,0.41942933201789856
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.4772548973560333,0.4194425344467163,0.4979398250579834,0.29833272099494934,0.27044278383255005,0.3041703402996063,0.2019355595111847,0.30665844678878784,0.29463258385658264
talk,0.4448079466819763,0.21383073925971985,0.23299653828144073,0.357675164937973,0.5763506889343262,0.3496759235858917,0.32384613156318665,0.1767745316028595,0.15885090827941895,0.1379225254058838,0.20868781208992004,0.6033820509910583
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.4772548973560333,0.4194425344467163,0.4979398250579834,0.29833272099494934,0.27044278383255005,0.3041703402996063,0.2019355595111847,0.30665844678878784,0.29463258385658264
police,0.1865120679140091,0.1962917000055313,0.23870114982128143,0.13389798998832703,0.22136394679546356,0.17977969348430634,0.15893714129924774,0.9999998807907104,0.6370185017585754,0.22153325378894806,0.3465489149093628,0.1765819936990738
officers,0.20936226844787598,0.1602698415517807,0.23043878376483917,0.1789557933807373,0.21640664339065552,0.17819428443908691,0.13822397589683533,0.6370185017585754,1.0,0.29699206352233887,0.3412054479122162,0.14072641730308533
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.33520638942718506,0.31283900141716003,0.35783761739730835,0.3016606271266937,0.24501752853393555,0.1864379346370697,0.2541380822658539,0.2603943943977356,0.4130953550338745
,what,is,a,way,you,can,show,police,officers,civil,disobedience,?
however,0.4480680823326111,0.33769986033439636,0.38150349259376526,0.43053531646728516,0.37574502825737,0.4312019944190979,0.29957813024520874,0.18911363184452057,0.29765546321868896,0.1960311383008957,0.2825644314289093,0.2152075469493866
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2861018478870392,0.3199685513973236,0.3139454126358032,0.31928569078445435,0.26190435886383057,0.2213074117898941,0.24795588850975037,0.2878543734550476,0.31091248989105225
some,0.4491020441055298,0.3038453459739685,0.34539633989334106,0.40999090671539307,0.39795851707458496,0.5319128632545471,0.2778988778591156,0.2360169142484665,0.27067866921424866,0.1851816177368164,0.28606411814689636,0.2562315762042999
civil,0.15091551840305328,0.16941262781620026,0.21693918108940125,0.19996517896652222,0.1578175276517868,0.12476041913032532,0.09700746834278107,0.22153325378894806,0.29699206352233887,1.0,0.5442691445350647,0.1494513899087906
disobedients,0.3241478204727173,0.22793690860271454,0.26969417929649353,0.34224605560302734,0.29129329323768616,0.2738227844238281,0.2217453569173813,0.3493712842464447,0.3951528072357178,0.5063242316246033,0.8955491185188293,0.18925230205059052
have,0.39808809757232666,0.3613572418689728,0.338716596364975,0.4185628294944763,0.4360072612762451,0.5489245653152466,0.33534201979637146,0.17849470674991608,0.25075381994247437,0.16153892874717712,0.22560594975948334,0.32991164922714233
nonetheless,0.368646502494812,0.17949172854423523,0.2615797817707062,0.3245304524898529,0.28893595933914185,0.2716795802116394,0.21217352151870728,0.19670122861862183,0.21379409730434418,0.21177434921264648,0.31642165780067444,0.22137337923049927
found,0.1796332150697708,0.3526395261287689,0.2869448959827423,0.20652781426906586,0.1594753861427307,0.24230946600437164,0.1897030770778656,0.19088178873062134,0.1696300506591797,0.12838098406791687,0.13526013493537903,0.16790300607681274
it,0.45803478360176086,0.6328473687171936,0.5452592968940735,0.4001650810241699,0.3833105266094208,0.3819273114204407,0.2669452726840973,0.23298951983451843,0.1713036298751831,0.17707513272762299,0.2648297846317291,0.25732165575027466
hard,0.3417404592037201,0.25768035650253296,0.29863545298576355,0.36054155230522156,0.3431558609008789,0.3911363482475281,0.17024044692516327,0.12338651716709137,0.14571800827980042,0.09058589488267899,0.18396614491939545,0.1823338270187378
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.4772548973560333,0.4194425344467163,0.4979398250579834,0.29833272099494934,0.27044278383255005,0.3041703402996063,0.2019355595111847,0.30665844678878784,0.29463258385658264
resist,0.18565380573272705,0.17644363641738892,0.21117062866687775,0.2553884983062744,0.23521967232227325,0.2497246116399765,0.2105931043624878,0.14962993562221527,0.17503225803375244,0.21818691492080688,0.3734809458255768,0.07402366399765015
responding,0.44756078720092773,0.23665091395378113,0.2746402323246002,0.38581475615501404,0.4278999865055084,0.3733220100402832,0.20509696006774902,0.23701211810112,0.2310972362756729,0.19252106547355652,0.3494817018508911,0.3013480305671692
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.4772548973560333,0.4194425344467163,0.4979398250579834,0.29833272099494934,0.27044278383255005,0.3041703402996063,0.2019355595111847,0.30665844678878784,0.29463258385658264
investigators,0.22319857776165009,0.19464759528636932,0.19645705819129944,0.12678277492523193,0.13819457590579987,0.2107379138469696,0.24513190984725952,0.4844658374786377,0.4200715720653534,0.21425187587738037,0.32578709721565247,0.15483270585536957
',0.3245812654495239,0.5508411526679993,0.48837921023368835,0.24036408960819244,0.30019792914390564,0.23672404885292053,0.2595778703689575,0.15941891074180603,0.09722436964511871,0.16727153956890106,0.20764939486980438,0.330942302942276
questions,0.4857400059700012,0.2165350317955017,0.2656060755252838,0.28440919518470764,0.423297643661499,0.3215586841106415,0.3280477225780487,0.21691764891147614,0.2321958839893341,0.22542817890644073,0.2992117404937744,0.42967134714126587
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2861018478870392,0.3199685513973236,0.3139454126358032,0.31928569078445435,0.26190435886383057,0.2213074117898941,0.24795588850975037,0.2878543734550476,0.31091248989105225
sometimes,0.34229418635368347,0.3757973313331604,0.3788676857948303,0.3898511528968811,0.2348872721195221,0.5374409556388855,0.217582568526268,0.18406087160110474,0.22711805999279022,0.1757841408252716,0.22859571874141693,0.1751544177532196
