,where,is,the,apostles,located,?
luther,0.15538732707500458,0.08282390236854553,0.1759674996137619,0.3154807388782501,0.05841267853975296,0.1732746809720993
's,0.0007701900321990252,0.02396530658006668,-0.01540423184633255,0.020898856222629547,-0.031078986823558807,-0.023395681753754616
1524,-0.11882316321134567,-0.07594423741102219,-0.09282234311103821,-0.058564890176057816,-0.11171334981918335,0.10532363504171371
creedal,0.19786633551120758,0.28592783212661743,0.36404967308044434,0.4425032436847687,0.19540216028690338,0.23692907392978668
hymn,0.12573474645614624,0.12444980442523956,0.22713270783424377,0.3385428190231323,0.12179256230592728,0.15131041407585144
``,0.020612511783838272,0.058766357600688934,0.029072100296616554,0.14948369562625885,-0.03266627714037895,0.0685480609536171
wir,0.055837031453847885,0.1584332436323166,0.15802772343158722,0.13910843431949615,0.1268809735774994,0.07741018384695053
glauben,0.167159765958786,0.2876981496810913,0.28045228123664856,0.3302716612815857,0.14390894770622253,0.2820551097393036
all,0.36365973949432373,0.2553904056549072,0.4860881567001343,0.23582124710083008,0.13640019297599792,0.29575422406196594
an,0.24824833869934082,0.4654068350791931,0.4207492768764496,0.1957743763923645,0.19637414813041687,0.19793890416622162
einen,0.07661692798137665,0.10209000110626221,0.12453806400299072,0.11798419058322906,0.11575622856616974,0.1817529946565628
gott,0.12299089133739471,0.17615799605846405,0.1847204715013504,0.212598979473114,0.1518680304288864,0.21327990293502808
'',0.016034942120313644,0.0793738141655922,0.041273195296525955,0.020332181826233864,0.01448875479400158,0.018684765323996544
(,0.1970011591911316,0.35393038392066956,0.33289089798927307,0.12324495613574982,0.21025894582271576,0.40561532974243164
``,0.020612511783838272,0.058766357600688934,0.029072100296616554,0.14948369562625885,-0.03266627714037895,0.0685480609536171
we,0.324400395154953,0.2876903712749481,0.3206169009208679,0.24506588280200958,0.11617151647806168,0.535264790058136
all,0.36365973949432373,0.2553904056549072,0.4860881567001343,0.23582124710083008,0.13640019297599792,0.29575422406196594
believe,0.2513992190361023,0.27537423372268677,0.2972484529018402,0.2812899947166443,0.15521559119224548,0.3329349160194397
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.19718694686889648,0.35149815678596497,0.20430970191955566
one,0.3907615840435028,0.4544198513031006,0.5514441132545471,0.25763651728630066,0.2584690451622009,0.2673267424106598
true,0.20970335602760315,0.20448307693004608,0.19509610533714294,0.22724784910678864,0.07753141969442368,0.22515304386615753
god,0.2398085594177246,0.2211674600839615,0.24689088761806488,0.38785800337791443,0.1119968444108963,0.23396754264831543
'',0.016034942120313644,0.0793738141655922,0.041273195296525955,0.020332181826233864,0.01448875479400158,0.018684765323996544
),0.20711064338684082,0.37732169032096863,0.3456730246543884,0.1282491534948349,0.19755883514881134,0.42300865054130554
is,0.3586711287498474,1.0,0.5823672413825989,0.20879927277565002,0.35717159509658813,0.22961433231830597
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.16420724987983704,0.2605401277542114,0.23916715383529663
three-stanza,0.2027672380208969,0.24708716571331024,0.34444719552993774,0.3415278494358063,0.17775394022464752,0.2231397181749344
confession,0.13127976655960083,0.22739826142787933,0.19474709033966064,0.37545913457870483,0.06194213777780533,0.19668595492839813
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.3253711760044098,0.32520920038223267,0.1826142966747284
faith,0.11670906841754913,0.2154717594385147,0.20665863156318665,0.4055136740207672,0.0908072367310524,0.2833177447319031
prefiguring,0.3269205093383789,0.2921479046344757,0.3110206425189972,0.24632278084754944,0.20264846086502075,0.3179652988910675
luther,0.15538732707500458,0.08282390236854553,0.1759674996137619,0.3154807388782501,0.05841267853975296,0.1732746809720993
's,0.0007701900321990252,0.02396530658006668,-0.01540423184633255,0.020898856222629547,-0.031078986823558807,-0.023395681753754616
1529,0.10678224265575409,0.11897854506969452,0.17264190316200256,0.1822667121887207,0.04469354823231697,0.17319193482398987
three-part,0.31279364228248596,0.33221450448036194,0.4761604368686676,0.26712825894355774,0.2755652666091919,0.20301535725593567
explanation,0.23072020709514618,0.2344522774219513,0.261050283908844,0.2105553299188614,0.1172502338886261,0.33794105052948
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.3253711760044098,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.2913782000541687,0.407527357339859,0.22068053483963013
apostles,0.21307480335235596,0.20879927277565002,0.2913782000541687,1.0,0.14574003219604492,0.1676054745912552
',0.24928376078605652,0.5508411526679993,0.474788099527359,0.15727533400058746,0.25896891951560974,0.330942302942276
creed,0.09294239431619644,0.19883736968040466,0.26800665259361267,0.5092812776565552,0.06494052708148956,0.19858981668949127
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.19718694686889648,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.2913782000541687,0.407527357339859,0.22068053483963013
small,0.33669906854629517,0.32085540890693665,0.39655908942222595,0.09625957906246185,0.26124030351638794,0.13914890587329865
catechism,0.1786997765302658,0.1836092174053192,0.23989783227443695,0.43213412165641785,0.21676407754421234,0.25135189294815063
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.22558192908763885,0.28226932883262634,0.4130953550338745
