,where,is,the,victoria,and,albert,museum,located,?
it,0.36972272396087646,0.6328473687171936,0.6251175999641418,0.21222682297229767,0.40957894921302795,0.17113278806209564,0.18497297167778015,0.34368759393692017,0.25732165575027466
was,0.20731619000434875,0.5810302495956421,0.48711544275283813,0.2550773620605469,0.3740963041782379,0.240865096449852,0.21266788244247437,0.20133289694786072,0.18412111699581146
founded,0.15950660407543182,0.21368175745010376,0.2840350568294525,0.1430700719356537,0.22426098585128784,0.1297692507505417,0.24418509006500244,0.3671640157699585,0.09119737893342972
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.20823122560977936,0.4954058527946472,0.20386730134487152,0.2407650351524353,0.35149815678596497,0.20430970191955566
1852,-0.001448965398594737,0.04912298545241356,0.008079012855887413,-0.06851966679096222,0.04883328825235367,-0.018396228551864624,-0.05839924141764641,0.044979825615882874,0.006410371046513319
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.24507255852222443,1.0,0.23445942997932434,0.21554097533226013,0.24183952808380127,0.20544172823429108
named,0.19565314054489136,0.28335005044937134,0.3521348536014557,0.19399461150169373,0.23097854852676392,0.18688665330410004,0.15080158412456512,0.31618359684944153,0.1297498345375061
after,0.31753596663475037,0.2835143506526947,0.4565047025680542,0.2524089217185974,0.3765919506549835,0.17041558027267456,0.14579711854457855,0.18737998604774475,0.16608688235282898
queen,0.1947513371706009,0.19885572791099548,0.24681736528873444,0.4311044216156006,0.24302659928798676,0.3007971942424774,0.16492700576782227,0.13810421526432037,0.17460165917873383
victoria,0.1839742809534073,0.1633591204881668,0.2204313427209854,1.0,0.24507255852222443,0.3983887732028961,0.16867820918560028,0.14530323445796967,0.12246892601251602
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.24507255852222443,1.0,0.23445942997932434,0.21554097533226013,0.24183952808380127,0.20544172823429108
prince,0.10591025650501251,0.18090571463108063,0.24284426867961884,0.26800060272216797,0.2184920310974121,0.3196234107017517,0.11867308616638184,0.09935173392295837,0.15431542694568634
albert,0.16428913176059723,0.14875668287277222,0.17599669098854065,0.3983887732028961,0.23445942997932434,1.0000001192092896,0.17505663633346558,0.08667100965976715,0.15350762009620667
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.23069117963314056,0.588965117931366,0.22206056118011475,0.19497929513454437,0.28226932883262634,0.4130953550338745
,where,is,the,victoria,and,albert,museum,located,?
the,0.5003893971443176,0.5823672413825989,1.0,0.2204313427209854,0.5171257257461548,0.17599669098854065,0.24861779808998108,0.407527357339859,0.22068053483963013
victoria,0.1839742809534073,0.1633591204881668,0.2204313427209854,1.0,0.24507255852222443,0.3983887732028961,0.16867820918560028,0.14530323445796967,0.12246892601251602
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.24507255852222443,1.0,0.23445942997932434,0.21554097533226013,0.24183952808380127,0.20544172823429108
albert,0.16428913176059723,0.14875668287277222,0.17599669098854065,0.3983887732028961,0.23445942997932434,1.0000001192092896,0.17505663633346558,0.08667100965976715,0.15350762009620667
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.16867820918560028,0.21554097533226013,0.17505663633346558,1.0000001192092896,0.35259270668029785,0.14128351211547852
(,0.1970011591911316,0.35393038392066956,0.33289089798927307,0.14948904514312744,0.4862271547317505,0.2159028947353363,0.15624505281448364,0.21025894582271576,0.40561532974243164
often,0.4629369378089905,0.3856629431247711,0.38004449009895325,0.17344015836715698,0.42465832829475403,0.1809874176979065,0.11324707418680191,0.13184693455696106,0.23748154938220978
abbreviated,0.19984886050224304,0.27301323413848877,0.22909507155418396,0.011438317596912384,0.08168510347604752,0.08697010576725006,0.14204837381839752,0.2715895175933838,0.1293652355670929
as,0.35409465432167053,0.43216490745544434,0.48381632566452026,0.19515912234783173,0.49487000703811646,0.20756424963474274,0.15384963154792786,0.20928777754306793,0.27043893933296204
the,0.5003893971443176,0.5823672413825989,1.0,0.2204313427209854,0.5171257257461548,0.17599669098854065,0.24861779808998108,0.407527357339859,0.22068053483963013
v,0.18955472111701965,0.16126930713653564,0.18580520153045654,0.14771920442581177,0.19040757417678833,0.17494136095046997,0.07561434060335159,0.0894060805439949,0.28677162528038025
&,0.08200476318597794,0.08384179323911667,0.14992168545722961,0.18559011816978455,0.34093084931373596,0.18736180663108826,0.18110838532447815,0.14349687099456787,0.12596383690834045
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.15216270089149475,0.3739250600337982,0.13642995059490204,0.14725451171398163,0.2605401277542114,0.23916715383529663
),0.20711064338684082,0.37732169032096863,0.3456730246543884,0.17964273691177368,0.4961937665939331,0.22898761928081512,0.15237168967723846,0.19755883514881134,0.42300865054130554
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2279360294342041,0.6633074283599854,0.2350587546825409,0.20741747319698334,0.2678719460964203,0.31091248989105225
london,0.23023706674575806,0.15162920951843262,0.27034124732017517,0.3808816969394684,0.2868692874908447,0.21022245287895203,0.20541705191135406,0.1484048217535019,0.11278104782104492
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2279360294342041,0.6633074283599854,0.2350587546825409,0.20741747319698334,0.2678719460964203,0.31091248989105225
is,0.3586711287498474,1.0,0.5823672413825989,0.1633591204881668,0.3859752118587494,0.14875668287277222,0.18299639225006104,0.35717159509658813,0.22961433231830597
the,0.5003893971443176,0.5823672413825989,1.0,0.2204313427209854,0.5171257257461548,0.17599669098854065,0.24861779808998108,0.407527357339859,0.22068053483963013
world,0.29259413480758667,0.24458536505699158,0.33604270219802856,0.17221683263778687,0.3246132433414459,0.1507783830165863,0.19023655354976654,0.1607932448387146,0.17579582333564758
's,0.0007701900321990252,0.02396530658006668,-0.01540423184633255,0.06206126511096954,0.06895173341035843,-0.02173103578388691,-0.011753248050808907,-0.031078986823558807,-0.023395681753754616
largest,0.2018657773733139,0.3413417339324951,0.3757036626338959,0.1591697335243225,0.24602696299552917,0.08245132118463516,0.28500592708587646,0.37509143352508545,0.12401245534420013
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.16867820918560028,0.21554097533226013,0.17505663633346558,1.0000001192092896,0.35259270668029785,0.14128351211547852
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2505437433719635,0.5116966962814331,0.19890549778938293,0.23314370214939117,0.32520920038223267,0.1826142966747284
decorative,0.20102465152740479,0.19949285686016083,0.22162237763404846,0.22064752876758575,0.2330571860074997,0.14404672384262085,0.21359190344810486,0.16257624328136444,0.14864768087863922
arts,0.22172929346561432,0.1983575075864792,0.23374557495117188,0.16410881280899048,0.3013502061367035,0.16834314167499542,0.3367849588394165,0.17429593205451965,0.09471383690834045
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.24507255852222443,1.0,0.23445942997932434,0.21554097533226013,0.24183952808380127,0.20544172823429108
design,0.16279427707195282,0.18976035714149475,0.27913451194763184,0.1057981476187706,0.21815341711044312,0.13955271244049072,0.20728923380374908,0.20650503039360046,0.16351860761642456
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2279360294342041,0.6633074283599854,0.2350587546825409,0.20741747319698334,0.2678719460964203,0.31091248989105225
housing,0.21437516808509827,0.19461371004581451,0.24837790429592133,0.22617356479167938,0.29145196080207825,0.13052217662334442,0.18968068063259125,0.2164786458015442,0.11872038245201111
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.15216270089149475,0.3739250600337982,0.13642995059490204,0.14725451171398163,0.2605401277542114,0.23916715383529663
permanent,0.30856484174728394,0.21140630543231964,0.34165191650390625,0.13741028308868408,0.246588796377182,0.16029395163059235,0.21576763689517975,0.2384764850139618,0.14813289046287537
collection,0.17401628196239471,0.21135231852531433,0.25281965732574463,0.13307718932628632,0.2379438579082489,0.15353451669216156,0.4441815912723541,0.17308607697486877,0.20069393515586853
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2505437433719635,0.5116966962814331,0.19890549778938293,0.23314370214939117,0.32520920038223267,0.1826142966747284
over,0.33514800667762756,0.2159561663866043,0.39856547117233276,0.18112502992153168,0.4021143913269043,0.1920451670885086,0.10119161754846573,0.1666068732738495,0.25742942094802856
4.5,0.04015643894672394,-0.028879784047603607,0.04777093976736069,0.10626251995563507,0.024016065523028374,0.017282256856560707,0.020784856751561165,-0.0007563800318166614,-0.04735087603330612
million,0.16446907818317413,0.19962359964847565,0.277012437582016,0.09473524242639542,0.22906863689422607,0.07795830070972443,0.1728125363588333,0.17427143454551697,0.23092924058437347
objects,0.27781185507774353,0.23756065964698792,0.24716724455356598,0.0980800911784172,0.2794862985610962,0.11634427309036255,0.15663208067417145,0.12011314183473587,0.15479016304016113
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.23069117963314056,0.588965117931366,0.22206056118011475,0.19497929513454437,0.28226932883262634,0.4130953550338745
,where,is,the,victoria,and,albert,museum,located,?
the,0.5003893971443176,0.5823672413825989,1.0,0.2204313427209854,0.5171257257461548,0.17599669098854065,0.24861779808998108,0.407527357339859,0.22068053483963013
v,0.18955472111701965,0.16126930713653564,0.18580520153045654,0.14771920442581177,0.19040757417678833,0.17494136095046997,0.07561434060335159,0.0894060805439949,0.28677162528038025
&,0.08200476318597794,0.08384179323911667,0.14992168545722961,0.18559011816978455,0.34093084931373596,0.18736180663108826,0.18110838532447815,0.14349687099456787,0.12596383690834045
