,what,is,one,criminal,behavior,that,is,hard,to,stop,by,authorities,?
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.26195183396339417,0.13157719373703003,0.435920387506485,0.5394441485404968,0.20126917958259583,0.45010748505592346,0.20196323096752167,0.370934396982193,0.2868952453136444,0.20430970191955566
cases,0.2612028121948242,0.2989884912967682,0.3393751084804535,0.3221145570278168,0.298150897026062,0.3740561306476593,0.2989884912967682,0.25922253727912903,0.2987212836742401,0.1762181967496872,0.20036250352859497,0.24552351236343384,0.25599566102027893
where,0.4457937180995941,0.3586711287498474,0.3907615840435028,0.1899467259645462,0.1898183822631836,0.4876193106174469,0.3586711287498474,0.2809414267539978,0.47735077142715454,0.22008778154850006,0.2641284465789795,0.23017098009586334,0.24793872237205505
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.25219881534576416,0.2124595195055008,0.5473989248275757,0.5823672413825989,0.25233224034309387,0.535392165184021,0.25771772861480713,0.4408751428127289,0.2784515917301178,0.22068053483963013
criminalized,0.23353146016597748,0.2264440655708313,0.2217627465724945,0.7963827252388,0.28892281651496887,0.31011155247688293,0.2264440655708313,0.16619963943958282,0.2521204650402069,0.22987321019172668,0.27702194452285767,0.3885694444179535,0.1769903600215912
behavior,0.3737046718597412,0.194302499294281,0.21148553490638733,0.2959234118461609,0.9999999403953552,0.3315574526786804,0.194302499294281,0.2275376319885254,0.23964552581310272,0.24586673080921173,0.18637770414352417,0.1704804003238678,0.20805177092552185
is,0.28837618231773376,1.0,0.4544198513031006,0.22561295330524445,0.194302499294281,0.3995479643344879,1.0,0.25768035650253296,0.42745086550712585,0.18207861483097076,0.3899846076965332,0.17750932276248932,0.22961433231830597
pure,0.19111844897270203,0.24182042479515076,0.2500781714916229,0.06008317694067955,0.2094530612230301,0.2945389747619629,0.24182042479515076,0.1682579517364502,0.2610398232936859,0.14679422974586487,0.12920449674129486,0.1633085459470749,0.06826777756214142
speech,0.2549518346786499,0.21914222836494446,0.1719036102294922,0.18901559710502625,0.26513606309890747,0.25537827610969543,0.21914222836494446,0.14698708057403564,0.22835496068000793,0.224927619099617,0.17146718502044678,0.2306099683046341,0.1412617564201355
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.25536465644836426,0.1586613655090332,0.4137537479400635,0.4691906273365021,0.2742401659488678,0.44245919585227966,0.24759207665920258,0.3680937886238098,0.24295401573181152,0.31091248989105225
civil,0.15091551840305328,0.16941262781620026,0.15266822278499603,0.30901670455932617,0.2168872058391571,0.16867391765117645,0.16941262781620026,0.09058589488267899,0.2019355595111847,0.2045789510011673,0.15479567646980286,0.3483298122882843,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.20541732013225555,0.45055344700813293,0.36923566460609436,0.3551425039768219,0.21453623473644257,0.18396614491939545,0.30665844678878784,0.32520580291748047,0.2563513219356537,0.48515647649765015,0.19890835881233215
can,0.34502777457237244,0.44256699085235596,0.34032124280929565,0.14625515043735504,0.29131147265434265,0.4522190988063812,0.44256699085235596,0.3911363482475281,0.4979398250579834,0.2746235430240631,0.29642900824546814,0.16756920516490936,0.3226337134838104
consist,0.15849626064300537,0.31961917877197266,0.33097636699676514,0.09501968324184418,0.12623143196105957,0.2632361054420471,0.31961917877197266,0.18428611755371094,0.20848681032657623,0.1499014049768448,0.23055246472358704,0.16315914690494537,0.04707268625497818
simply,0.4566527307033539,0.39395248889923096,0.35944461822509766,0.1421196013689041,0.2616414725780487,0.43726885318756104,0.39395248889923096,0.2959915101528168,0.3868776261806488,0.2566159963607788,0.2540944516658783,0.19362998008728027,0.2984147369861603
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.22688241302967072,0.1818811446428299,0.41498205065727234,0.4854315221309662,0.21288733184337616,0.41548454761505127,0.2052845060825348,0.3646814823150635,0.2408684492111206,0.1826142966747284
engaging,0.2777644097805023,0.16717706620693207,0.2684004604816437,0.30218619108200073,0.3637259602546692,0.3365623652935028,0.16717706620693207,0.22667668759822845,0.27312755584716797,0.2507779002189636,0.12124116718769073,0.25914254784584045,0.2109413743019104
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.26195183396339417,0.13157719373703003,0.435920387506485,0.5394441485404968,0.20126917958259583,0.45010748505592346,0.20196323096752167,0.370934396982193,0.2868952453136444,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.25219881534576416,0.2124595195055008,0.5473989248275757,0.5823672413825989,0.25233224034309387,0.535392165184021,0.25771772861480713,0.4408751428127289,0.2784515917301178,0.22068053483963013
forbidden,0.2433793544769287,0.16460144519805908,0.17346008121967316,0.2607792019844055,0.1181935966014862,0.29405221343040466,0.16460144519805908,0.21572522819042206,0.2843497693538666,0.31011754274368286,0.19895032048225403,0.29062706232070923,0.2192402482032776
speech,0.2549518346786499,0.21914222836494446,0.1719036102294922,0.18901559710502625,0.26513606309890747,0.25537827610969543,0.21914222836494446,0.14698708057403564,0.22835496068000793,0.224927619099617,0.17146718502044678,0.2306099683046341,0.1412617564201355
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.2527567744255066,0.262289822101593,0.4460422694683075,0.4569662809371948,0.28411775827407837,0.4645031690597534,0.27782511711120605,0.3936232924461365,0.17601054906845093,0.4130953550338745
