,on,what,type,of,exponentiation,does,the,diffie–hellman,key,exchange,depend,on,?
the,0.5107308030128479,0.42745697498321533,0.21819381415843964,0.733189046382904,0.29167625308036804,0.35928019881248474,1.0,0.2675749659538269,0.2260027974843979,0.2543705105781555,0.26284557580947876,0.5107308030128479,0.22068053483963013
diffie–hellman,0.2301255762577057,0.24193191528320312,0.1827303171157837,0.20568864047527313,0.4131978452205658,0.30533015727996826,0.2675749659538269,1.0000001192092896,0.49888813495635986,0.4412726163864136,0.3056938350200653,0.2301255762577057,0.2117975354194641
key,0.18956105411052704,0.2270265817642212,0.2325029820203781,0.24036972224712372,0.3716890513896942,0.1933029145002365,0.2260027974843979,0.49888813495635986,1.0000001192092896,0.23549538850784302,0.17557959258556366,0.18956105411052704,0.18782930076122284
exchange,0.18436235189437866,0.11323627829551697,0.047505561262369156,0.23548997938632965,0.3046491742134094,0.19261442124843597,0.2543705105781555,0.4412726163864136,0.23549538850784302,1.0000001192092896,0.18750354647636414,0.18436235189437866,0.048212938010692596
relies,0.2808016538619995,0.29672762751579285,0.25250089168548584,0.24824197590351105,0.3282020390033722,0.361232191324234,0.3104465901851654,0.28177180886268616,0.2125287503004074,0.2141554206609726,0.42829281091690063,0.2808016538619995,0.18079787492752075
on,0.9999999403953552,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.14877422153949738,0.2568802833557129,0.5107308030128479,0.2301255762577057,0.18956105411052704,0.18436235189437866,0.30157047510147095,0.9999999403953552,0.2714994251728058
the,0.5107308030128479,0.42745697498321533,0.21819381415843964,0.733189046382904,0.29167625308036804,0.35928019881248474,1.0,0.2675749659538269,0.2260027974843979,0.2543705105781555,0.26284557580947876,0.5107308030128479,0.22068053483963013
fact,0.29815399646759033,0.4454877972602844,0.1534295231103897,0.3007645010948181,0.34428733587265015,0.36687952280044556,0.32878658175468445,0.24844782054424286,0.20647600293159485,0.16759321093559265,0.2269148826599121,0.29815399646759033,0.2798655927181244
that,0.42569106817245483,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.3171153962612152,0.4764937460422516,0.5473989248275757,0.27987292408943176,0.2223537415266037,0.18288086354732513,0.33055636286735535,0.42569106817245483,0.32716336846351624
there,0.3521401882171631,0.35085538029670715,0.2376682013273239,0.44397735595703125,0.2476191222667694,0.2930194139480591,0.47025805711746216,0.18585313856601715,0.17136837542057037,0.13167615234851837,0.2564027011394501,0.3521401882171631,0.29405656456947327
are,0.268924742937088,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.2836754322052002,0.3126322329044342,0.40399202704429626,0.2309054434299469,0.18694549798965454,0.18657633662223816,0.37832799553871155,0.268924742937088,0.24591213464736938
efficient,0.14957718551158905,0.22662539780139923,0.17498105764389038,0.22586165368556976,0.40660399198532104,0.3028952181339264,0.22032952308654785,0.31501689553260803,0.21191751956939697,0.18069079518318176,0.321045845746994,0.14957718551158905,0.18034493923187256
algorithms,0.15475624799728394,0.25635042786598206,0.1785464584827423,0.22317801415920258,0.4696357250213623,0.18327753245830536,0.167828768491745,0.4570735692977905,0.44287964701652527,0.19715681672096252,0.1849401891231537,0.15475624799728394,0.186949223279953
for,0.36199691891670227,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.2470725029706955,0.35159170627593994,0.4739971458911896,0.3143383264541626,0.23655444383621216,0.22285395860671997,0.33814525604248047,0.36199691891670227,0.264628142118454
modular,0.20762401819229126,0.25482234358787537,0.2867268919944763,0.1549420803785324,0.44864243268966675,0.19182337820529938,0.17859071493148804,0.4290740191936493,0.39447417855262756,0.200238898396492,0.2682252824306488,0.20762401819229126,0.15177904069423676
exponentiation,0.14877422153949738,0.2771933376789093,0.17915764451026917,0.2732270658016205,1.0000001192092896,0.27187982201576233,0.29167625308036804,0.4131978452205658,0.3716890513896942,0.3046491742134094,0.30395638942718506,0.14877422153949738,0.2767188549041748
",",0.49057599902153015,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.28308579325675964,0.28617382049560547,0.4933079481124878,0.27653104066848755,0.20467913150787354,0.2447657436132431,0.20705392956733704,0.49057599902153015,0.31091248989105225
while,0.44084006547927856,0.35511791706085205,0.10300906002521515,0.3366928696632385,0.17779292166233063,0.3243313729763031,0.39804592728614807,0.19739550352096558,0.17350280284881592,0.19099366664886475,0.2502514123916626,0.44084006547927856,0.21076419949531555
