,why,was,the,merit,network,formed,in,michigan
merit,0.21544486284255981,0.2336827963590622,0.24730157852172852,1.0,0.08610972762107849,0.10182484984397888,0.23402519524097443,0.09560336917638779
network,0.15709099173545837,0.1994880586862564,0.27187061309814453,0.08610972762107849,1.0000001192092896,0.1992480754852295,0.19496823847293854,0.1870984584093094
",",0.2827242314815521,0.45456063747406006,0.4933079481124878,0.29089653491973877,0.1932937651872635,0.2636634409427643,0.5201468467712402,0.2384677231311798
inc.,0.2765464782714844,0.2586285173892975,0.26402559876441956,0.1815185546875,0.20256590843200684,0.06736864894628525,0.1839877963066101,0.19991563260555267
",",0.2827242314815521,0.45456063747406006,0.4933079481124878,0.29089653491973877,0.1932937651872635,0.2636634409427643,0.5201468467712402,0.2384677231311798
an,0.22638356685638428,0.3694365322589874,0.4207492768764496,0.19948948919773102,0.22587502002716064,0.20318694412708282,0.2605783939361572,0.18347445130348206
independent,0.21221652626991272,0.2497003674507141,0.2927691638469696,0.2158220112323761,0.1808796226978302,0.2696214020252228,0.2794609069824219,0.09986234456300735
non-profit,0.20428907871246338,0.14646850526332855,0.2112274169921875,0.2570440471172333,0.2980350852012634,0.22130407392978668,0.1804439276456833,0.16869984567165375
501,0.16335055232048035,0.1460188329219818,0.28463613986968994,0.16824404895305634,0.10966253280639648,0.2800063490867615,0.2742808163166046,0.1602548360824585
(,0.23387731611728668,0.2980341613292694,0.33289089798927307,0.19372443854808807,0.20757101476192474,0.18508760631084442,0.3087427020072937,0.1767934113740921
c,0.12291846424341202,0.19621117413043976,0.17891426384449005,0.08155998587608337,0.1288326531648636,0.16821686923503876,0.1977744996547699,0.14015080034732819
),0.25356316566467285,0.3267642855644226,0.3456730246543884,0.1987958401441574,0.23536871373653412,0.22280143201351166,0.3326910734176636,0.19418935477733612
(,0.23387731611728668,0.2980341613292694,0.33289089798927307,0.19372443854808807,0.20757101476192474,0.18508760631084442,0.3087427020072937,0.1767934113740921
3,0.05215832218527794,0.06170157715678215,0.06283142417669296,0.03960326686501503,0.061450157314538956,-0.045309606939554214,0.06326868385076523,0.05060127004981041
),0.25356316566467285,0.3267642855644226,0.3456730246543884,0.1987958401441574,0.23536871373653412,0.22280143201351166,0.3326910734176636,0.19418935477733612
corporation,0.1186881735920906,0.2535845935344696,0.26837587356567383,0.09664268791675568,0.36052292585372925,0.21002501249313354,0.16382643580436707,0.15084949135780334
governed,0.1450299173593521,0.2891733646392822,0.3389590084552765,0.24894945323467255,0.12525607645511627,0.34977608919143677,0.2822141647338867,0.08416350930929184
by,0.19170543551445007,0.4752357602119446,0.4408751428127289,0.09659503400325775,0.214903324842453,0.2924628257751465,0.370934396982193,0.20328211784362793
michigan,0.11650115251541138,0.22892412543296814,0.2254023551940918,0.09560336917638779,0.1870984584093094,0.16542640328407288,0.24847327172756195,0.9999999403953552
's,-0.016663772985339165,0.008974763564765453,-0.01540423184633255,-0.13604502379894257,0.07819218933582306,0.08651898056268692,-0.037580832839012146,0.025146404281258583
public,0.19395671784877777,0.2513592839241028,0.22857438027858734,0.18627841770648956,0.29048487544059753,0.11597525328397751,0.29074716567993164,0.18434704840183258
universities,0.16500495374202728,0.21258553862571716,0.2619408071041107,0.26491615176200867,0.28553155064582825,0.16960787773132324,0.2965206503868103,0.26470285654067993
",",0.2827242314815521,0.45456063747406006,0.4933079481124878,0.29089653491973877,0.1932937651872635,0.2636634409427643,0.5201468467712402,0.2384677231311798
was,0.23341619968414307,1.0000001192092896,0.48711544275283813,0.2336827963590622,0.1994880586862564,0.3009849190711975,0.45514053106307983,0.22892412543296814
formed,0.13491423428058624,0.3009849190711975,0.28813210129737854,0.10182484984397888,0.1992480754852295,1.0000001192092896,0.27325257658958435,0.16542640328407288
in,0.23227278888225555,0.45514053106307983,0.6662389636039734,0.23402519524097443,0.19496823847293854,0.27325257658958435,1.0,0.24847327172756195
1966,0.06676026433706284,-0.12360594421625137,-0.0162473414093256,-0.12292882055044174,-0.0010385171044617891,-0.03593292459845543,-0.09151272475719452,-0.0938965231180191
as,0.3103298544883728,0.3677520453929901,0.48381632566452026,0.21037469804286957,0.2054080367088318,0.21414828300476074,0.3887844979763031,0.17355424165725708
the,0.30742117762565613,0.48711544275283813,1.0,0.24730157852172852,0.27187061309814453,0.28813210129737854,0.6662389636039734,0.2254023551940918
michigan,0.11650115251541138,0.22892412543296814,0.2254023551940918,0.09560336917638779,0.1870984584093094,0.16542640328407288,0.24847327172756195,0.9999999403953552
educational,0.1745714396238327,0.21685883402824402,0.22737358510494232,0.29531240463256836,0.2534276843070984,0.07420023530721664,0.29241177439689636,0.2547323703765869
research,0.24636659026145935,0.21417704224586487,0.24391183257102966,0.2709684371948242,0.1976679265499115,0.160676509141922,0.21249429881572723,0.1575913280248642
information,0.2993861734867096,0.15183912217617035,0.3143121302127838,0.24525272846221924,0.28620991110801697,0.09161470085382462,0.20385970175266266,0.14355555176734924
triad,0.18158996105194092,0.1252032071352005,0.22526805102825165,0.08140783756971359,0.11054468154907227,0.14909657835960388,0.20593133568763733,0.15195859968662262
to,0.4100138247013092,0.3636345863342285,0.535392165184021,0.24054768681526184,0.25940340757369995,0.15433534979820251,0.45010748505592346,0.17062591016292572
explore,0.2507486939430237,0.17384734749794006,0.2802637219429016,0.11438044160604477,0.09247375279664993,0.08791419863700867,0.23221808671951294,0.1151469275355339
computer,0.2123238444328308,0.1967092603445053,0.19781450927257538,0.10510434210300446,0.3898756206035614,0.07657930999994278,0.18321871757507324,0.21189329028129578
networking,0.2620994448661804,0.17378748953342438,0.25055229663848877,0.18232461810112,0.8059126734733582,0.20194435119628906,0.20011378824710846,0.1721404641866684
between,0.22945645451545715,0.24048170447349548,0.39067012071609497,0.10848799347877502,0.2824346423149109,0.3197457194328308,0.41100412607192993,0.15285342931747437
three,0.26082465052604675,0.2748996615409851,0.43452659249305725,0.15096333622932434,0.16434773802757263,0.2651906907558441,0.34828072786331177,0.18750588595867157
of,0.28464117646217346,0.4069072902202606,0.733189046382904,0.278916597366333,0.21800683438777924,0.2871689796447754,0.5696388483047485,0.2059427946805954
michigan,0.11650115251541138,0.22892412543296814,0.2254023551940918,0.09560336917638779,0.1870984584093094,0.16542640328407288,0.24847327172756195,0.9999999403953552
's,-0.016663772985339165,0.008974763564765453,-0.01540423184633255,-0.13604502379894257,0.07819218933582306,0.08651898056268692,-0.037580832839012146,0.025146404281258583
public,0.19395671784877777,0.2513592839241028,0.22857438027858734,0.18627841770648956,0.29048487544059753,0.11597525328397751,0.29074716567993164,0.18434704840183258
universities,0.16500495374202728,0.21258553862571716,0.2619408071041107,0.26491615176200867,0.28553155064582825,0.16960787773132324,0.2965206503868103,0.26470285654067993
as,0.3103298544883728,0.3677520453929901,0.48381632566452026,0.21037469804286957,0.2054080367088318,0.21414828300476074,0.3887844979763031,0.17355424165725708
a,0.2667238116264343,0.4508470594882965,0.5829201340675354,0.19335171580314636,0.17299489676952362,0.21948496997356415,0.539380669593811,0.20332549512386322
means,0.27531948685646057,0.20094269514083862,0.32225894927978516,0.22452858090400696,0.17212024331092834,0.16330647468566895,0.1979396492242813,0.11372528225183487
to,0.4100138247013092,0.3636345863342285,0.535392165184021,0.24054768681526184,0.25940340757369995,0.15433534979820251,0.45010748505592346,0.17062591016292572
help,0.33606424927711487,0.14012886583805084,0.30064165592193604,0.17880657315254211,0.18719077110290527,0.07813305407762527,0.21321536600589752,0.12299098074436188
the,0.30742117762565613,0.48711544275283813,1.0,0.24730157852172852,0.27187061309814453,0.28813210129737854,0.6662389636039734,0.2254023551940918
state,0.14591875672340393,0.22072885930538177,0.3097178041934967,0.182516947388649,0.16665226221084595,0.23107856512069702,0.33316072821617126,0.306294709444046
's,-0.016663772985339165,0.008974763564765453,-0.01540423184633255,-0.13604502379894257,0.07819218933582306,0.08651898056268692,-0.037580832839012146,0.025146404281258583
educational,0.1745714396238327,0.21685883402824402,0.22737358510494232,0.29531240463256836,0.2534276843070984,0.07420023530721664,0.29241177439689636,0.2547323703765869
and,0.27806392312049866,0.3740963041782379,0.5171257257461548,0.20964302122592926,0.27591994404792786,0.27619341015815735,0.4954058527946472,0.2346249222755432
economic,0.19009041786193848,0.1954469084739685,0.282455176115036,0.23496490716934204,0.18979167938232422,0.17780815064907074,0.22027181088924408,0.11933721601963043
development,0.16543743014335632,0.2344081997871399,0.3362044394016266,0.1395462602376938,0.24427877366542816,0.19394055008888245,0.2550492286682129,0.11791128665208817
.,0.32909876108169556,0.40146201848983765,0.5934505462646484,0.1882108598947525,0.23909442126750946,0.2737641930580139,0.5591574311256409,0.2586664855480194
