,what,entity,has,taken,the,view,that,the,goals,of,free,trade,are,underpinned,by,the,aims,to,improve,people,'s,well,being,?
increasingly,0.19974569976329803,0.18247069418430328,0.2991989254951477,0.20577311515808105,0.3152945339679718,0.11284228414297104,0.32732531428337097,0.3152945339679718,0.06787236779928207,0.2953035831451416,0.2130858153104782,0.2690293490886688,0.3079953193664551,0.3181099593639374,0.2621919810771942,0.3152945339679718,0.26121294498443604,0.33546900749206543,0.3591367304325104,0.19709011912345886,0.00944199226796627,0.3778475224971771,0.3699547052383423,0.059327382594347
the,0.42745697498321533,0.2403784692287445,0.4177538752555847,0.3309854567050934,1.0,0.25610461831092834,0.5473989248275757,1.0,0.11426310986280441,0.733189046382904,0.22231732308864594,0.2681608200073242,0.40399202704429626,0.2762923240661621,0.4408751428127289,1.0,0.28318876028060913,0.535392165184021,0.22075426578521729,0.36838498711586,-0.01540423184633255,0.42630070447921753,0.419739305973053,0.22068053483963013
court,0.23440583050251007,0.17786403000354767,0.18286947906017303,0.17184105515480042,0.2812081575393677,0.15087954699993134,0.2474849969148636,0.2812081575393677,0.11169090867042542,0.28835242986679077,0.1267147958278656,0.12536655366420746,0.10927453637123108,0.17799720168113708,0.21938012540340424,0.2812081575393677,0.13304723799228668,0.24824365973472595,0.1397140771150589,0.1785433143377304,-0.0831713154911995,0.16914553940296173,0.2116917073726654,0.17100423574447632
of,0.33290785551071167,0.21258564293384552,0.3909035325050354,0.2889742851257324,0.733189046382904,0.21446028351783752,0.41498205065727234,0.733189046382904,0.10088890790939331,1.0,0.2430545836687088,0.2310105711221695,0.39081433415412903,0.2007942944765091,0.3646814823150635,0.733189046382904,0.26519179344177246,0.41548454761505127,0.2226867526769638,0.3251037895679474,-0.03817026689648628,0.3343164324760437,0.34885138273239136,0.1826142966747284
justice,0.21462921798229218,0.19991467893123627,0.09370297193527222,0.12427391111850739,0.23470892012119293,0.11905751377344131,0.23929592967033386,0.23470892012119293,0.14510290324687958,0.2658293545246124,0.10574319958686829,0.21299152076244354,0.13176707923412323,0.1821451634168625,0.13238877058029175,0.23470892012119293,0.19459959864616394,0.19197677075862885,0.1130327582359314,0.14160655438899994,0.013917717151343822,0.16055764257907867,0.18030878901481628,0.19269752502441406
has,0.20338068902492523,0.2220824807882309,1.0,0.24078872799873352,0.4177538752555847,0.1611981838941574,0.41272613406181335,0.4177538752555847,0.10185893625020981,0.3909035325050354,0.13351182639598846,0.19811120629310608,0.4313911199569702,0.1521269530057907,0.3254803419113159,0.4177538752555847,0.2525944709777832,0.3619994819164276,0.24745136499404907,0.2147672474384308,-0.040683966130018234,0.3327649235725403,0.41100069880485535,0.15994466841220856
taken,0.26014965772628784,0.12689130008220673,0.24078872799873352,1.0,0.3309854567050934,0.15280833840370178,0.35460543632507324,0.3309854567050934,0.09636811167001724,0.2889742851257324,0.18088462948799133,0.19012580811977386,0.20997759699821472,0.2224319726228714,0.2738271653652191,0.3309854567050934,0.14500917494297028,0.2772596478462219,0.17830006778240204,0.2122100442647934,0.00031501424382440746,0.2419467568397522,0.3558032810688019,0.17662954330444336
the,0.42745697498321533,0.2403784692287445,0.4177538752555847,0.3309854567050934,1.0,0.25610461831092834,0.5473989248275757,1.0,0.11426310986280441,0.733189046382904,0.22231732308864594,0.2681608200073242,0.40399202704429626,0.2762923240661621,0.4408751428127289,1.0,0.28318876028060913,0.535392165184021,0.22075426578521729,0.36838498711586,-0.01540423184633255,0.42630070447921753,0.419739305973053,0.22068053483963013
view,0.2818201184272766,0.17309841513633728,0.1611981838941574,0.15280833840370178,0.25610461831092834,1.0,0.23331132531166077,0.25610461831092834,0.12596017122268677,0.21446028351783752,0.07663677632808685,0.05800469219684601,0.1930849850177765,0.21952520310878754,0.1928447186946869,0.25610461831092834,0.20839332044124603,0.229315847158432,0.18392916023731232,0.20539064705371857,0.08296377211809158,0.19457463920116425,0.21516689658164978,0.17672975361347198
that,0.6297725439071655,0.29692912101745605,0.41272613406181335,0.35460543632507324,0.5473989248275757,0.23331132531166077,1.0,0.5473989248275757,0.17399758100509644,0.41498205065727234,0.25286802649497986,0.20906251668930054,0.45265161991119385,0.37407538294792175,0.37496164441108704,0.5473989248275757,0.3371526300907135,0.5436353087425232,0.35122907161712646,0.3621441423892975,0.04397977516055107,0.4277172386646271,0.46201252937316895,0.32716336846351624
