,who,leads,the,islamic,state,?
``,0.02397952415049076,-0.0396161749958992,0.029072100296616554,0.12120585143566132,0.041566602885723114,0.0685480609536171
the,0.3733934462070465,0.3400644361972809,1.0,0.27231070399284363,0.3097178041934967,0.22068053483963013
islamic,0.20530520379543304,0.11773203313350677,0.27231070399284363,0.9999999403953552,0.26186755299568176,0.1692383587360382
state,0.15636613965034485,0.1622096449136734,0.3097178041934967,0.26186755299568176,1.0,0.1160883978009224
'',0.024401003494858742,-0.001687411917373538,0.041273195296525955,0.010483020916581154,-0.007484397850930691,0.018684765323996544
",",0.3365725874900818,0.22268962860107422,0.4933079481124878,0.20175659656524658,0.29481780529022217,0.31091248989105225
formerly,0.1746588498353958,0.06291027367115021,0.2854805290699005,0.12612012028694153,0.20824307203292847,0.0843876302242279
known,0.24757125973701477,0.20633167028427124,0.3624623417854309,0.14582102000713348,0.174459308385849,0.18314571678638458
as,0.3923053741455078,0.1963365375995636,0.48381632566452026,0.20407888293266296,0.26851922273635864,0.27043893933296204
the,0.3733934462070465,0.3400644361972809,1.0,0.27231070399284363,0.3097178041934967,0.22068053483963013
``,0.02397952415049076,-0.0396161749958992,0.029072100296616554,0.12120585143566132,0.041566602885723114,0.0685480609536171
islamic,0.20530520379543304,0.11773203313350677,0.27231070399284363,0.9999999403953552,0.26186755299568176,0.1692383587360382
state,0.15636613965034485,0.1622096449136734,0.3097178041934967,0.26186755299568176,1.0,0.1160883978009224
of,0.2827862501144409,0.3671194314956665,0.733189046382904,0.25656506419181824,0.34253445267677307,0.1826142966747284
iraq,0.15108831226825714,0.10761740058660507,0.2386751025915146,0.5077990293502808,0.2750273644924164,0.13788843154907227
and,0.41279885172843933,0.28972697257995605,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.20544172823429108
the,0.3733934462070465,0.3400644361972809,1.0,0.27231070399284363,0.3097178041934967,0.22068053483963013
levant,0.21820054948329926,0.1505471169948578,0.3292599320411682,0.4682808816432953,0.2625919580459595,0.1883341521024704
'',0.024401003494858742,-0.001687411917373538,0.041273195296525955,0.010483020916581154,-0.007484397850930691,0.018684765323996544
and,0.41279885172843933,0.28972697257995605,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.20544172823429108
before,0.31244513392448425,0.18232476711273193,0.45900648832321167,0.22560718655586243,0.1961105614900589,0.2507109045982361
that,0.45444270968437195,0.23892678320407867,0.5473989248275757,0.22403839230537415,0.24252457916736603,0.32716336846351624
as,0.3923053741455078,0.1963365375995636,0.48381632566452026,0.20407888293266296,0.26851922273635864,0.27043893933296204
the,0.3733934462070465,0.3400644361972809,1.0,0.27231070399284363,0.3097178041934967,0.22068053483963013
``,0.02397952415049076,-0.0396161749958992,0.029072100296616554,0.12120585143566132,0.041566602885723114,0.0685480609536171
islamic,0.20530520379543304,0.11773203313350677,0.27231070399284363,0.9999999403953552,0.26186755299568176,0.1692383587360382
state,0.15636613965034485,0.1622096449136734,0.3097178041934967,0.26186755299568176,1.0,0.1160883978009224
of,0.2827862501144409,0.3671194314956665,0.733189046382904,0.25656506419181824,0.34253445267677307,0.1826142966747284
iraq,0.15108831226825714,0.10761740058660507,0.2386751025915146,0.5077990293502808,0.2750273644924164,0.13788843154907227
'',0.024401003494858742,-0.001687411917373538,0.041273195296525955,0.010483020916581154,-0.007484397850930691,0.018684765323996544
",",0.3365725874900818,0.22268962860107422,0.4933079481124878,0.20175659656524658,0.29481780529022217,0.31091248989105225
(,0.2443375140428543,0.18776999413967133,0.33289089798927307,0.13537868857383728,0.23423868417739868,0.40561532974243164
and,0.41279885172843933,0.28972697257995605,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.20544172823429108
called,0.3151143789291382,0.2525082528591156,0.489897221326828,0.18123629689216614,0.214922696352005,0.18963319063186646
the,0.3733934462070465,0.3400644361972809,1.0,0.27231070399284363,0.3097178041934967,0.22068053483963013
acronym,0.10894512385129929,0.19891324639320374,0.22906145453453064,0.1717941164970398,0.14529120922088623,0.21375642716884613
daesh,0.2935640513896942,0.16598479449748993,0.20701758563518524,0.322635293006897,0.17563727498054504,0.1910589337348938
by,0.39727845788002014,0.23493564128875732,0.4408751428127289,0.1815912425518036,0.2263980358839035,0.17966607213020325
its,0.1326070874929428,0.1749807894229889,0.559237003326416,0.2048245519399643,0.3171643614768982,0.15103481709957123
many,0.4149286150932312,0.1998489648103714,0.4335206151008606,0.1976783722639084,0.23203584551811218,0.2124512493610382
detractors,0.28567373752593994,0.20032982528209686,0.28284409642219543,0.22230349481105804,0.22427551448345184,0.21224859356880188
),0.2457384318113327,0.17387604713439941,0.3456730246543884,0.17926958203315735,0.2340407520532608,0.42300865054130554
",",0.3365725874900818,0.22268962860107422,0.4933079481124878,0.20175659656524658,0.29481780529022217,0.31091248989105225
is,0.24293622374534607,0.29526054859161377,0.5823672413825989,0.17644661664962769,0.2627358138561249,0.22961433231830597
