,what,is,the,force,that,causes,rigid,strength,in,structures,?
:93,-0.21219278872013092,-0.15550017356872559,-0.2826623320579529,-0.20759868621826172,-0.2766261100769043,-0.10692134499549866,-0.051123831421136856,-0.1858736127614975,-0.28278881311416626,-0.0862022116780281,0.011231957003474236
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.5473989248275757,0.2518732249736786,0.21878214180469513,0.22000056505203247,0.6662389636039734,0.2516176700592041,0.22068053483963013
normal,0.32813265919685364,0.2731911838054657,0.25256022810935974,0.2240327000617981,0.3682374656200409,0.2564775049686432,0.3681439161300659,0.23648673295974731,0.25896620750427246,0.21012885868549347,0.19617988169193268
force,0.16915984451770782,0.22036980092525482,0.2800885736942291,1.0000001192092896,0.26810982823371887,0.2366199642419815,0.24407599866390228,0.37256696820259094,0.21744468808174133,0.13478240370750427,0.1650998443365097
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22091743350028992,0.4137537479400635,0.3057606518268585,0.1572289615869522,0.20631180703639984,0.5201468467712402,0.2790010869503021,0.31091248989105225
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.15857845544815063,0.4137635827064514,0.2272706925868988,0.15037065744400024,0.237578883767128,0.4322226941585541,0.18247398734092712,0.264628142118454
example,0.3456268310546875,0.36737263202667236,0.3755223751068115,0.23485584557056427,0.429897665977478,0.28029823303222656,0.18935774266719818,0.25085508823394775,0.30483278632164,0.28700128197669983,0.30374911427497864
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22091743350028992,0.4137537479400635,0.3057606518268585,0.1572289615869522,0.20631180703639984,0.5201468467712402,0.2790010869503021,0.31091248989105225
is,0.28837618231773376,1.0,0.5823672413825989,0.22036980092525482,0.3995479643344879,0.3009743392467499,0.2156284600496292,0.17222268879413605,0.5394441485404968,0.22793793678283691,0.22961433231830597
responsible,0.26869386434555054,0.24123810231685638,0.3305104374885559,0.2702886164188385,0.3398503065109253,0.2321712225675583,0.19316092133522034,0.18966658413410187,0.24309778213500977,0.1968185156583786,0.11367333680391312
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.15857845544815063,0.4137635827064514,0.2272706925868988,0.15037065744400024,0.237578883767128,0.4322226941585541,0.18247398734092712,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.5473989248275757,0.2518732249736786,0.21878214180469513,0.22000056505203247,0.6662389636039734,0.2516176700592041,0.22068053483963013
structural,0.19746112823486328,0.18122926354408264,0.205324187874794,0.1117565706372261,0.26720479130744934,0.29378265142440796,0.4848848283290863,0.2717551589012146,0.2507881224155426,0.7078136205673218,0.1448175609111786
integrity,0.2928520143032074,0.16717810928821564,0.2173859030008316,0.1749192476272583,0.3177564740180969,0.18023106455802917,0.21618293225765228,0.24259035289287567,0.15077632665634155,0.2486342042684555,0.25075602531433105
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27094775438308716,0.41498205065727234,0.2544642984867096,0.20174510776996613,0.2074614018201828,0.5696388483047485,0.2804560363292694,0.1826142966747284
tables,0.1925095021724701,0.12800122797489166,0.23609480261802673,0.051097504794597626,0.2591136693954468,0.11463487893342972,0.13424065709114075,0.0946560725569725,0.18799686431884766,0.22006148099899292,0.2059604525566101
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24372100830078125,0.4731321930885315,0.2964467406272888,0.24586661159992218,0.2987574636936188,0.4954058527946472,0.29943612217903137,0.20544172823429108
floors,0.12974466383457184,0.16058248281478882,0.20986685156822205,0.11097680777311325,0.20585334300994873,0.09825686365365982,0.3058069348335266,0.22302474081516266,0.21350255608558655,0.43593597412109375,0.1380118876695633
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.19216643273830414,0.4735107421875,0.17395921051502228,0.19419047236442566,0.21026776731014252,0.3887844979763031,0.1907469481229782,0.27043893933296204
well,0.4154493808746338,0.33406564593315125,0.42630070447921753,0.10043566673994064,0.4277172386646271,0.13615204393863678,0.24590149521827698,0.20111234486103058,0.36612698435783386,0.27412039041519165,0.24815571308135986
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.19216643273830414,0.4735107421875,0.17395921051502228,0.19419047236442566,0.21026776731014252,0.3887844979763031,0.1907469481229782,0.27043893933296204
being,0.3760843276977539,0.4445112943649292,0.419739305973053,0.16882982850074768,0.46201252937316895,0.1944352090358734,0.2008943259716034,0.21194913983345032,0.33162933588027954,0.1590551882982254,0.26743772625923157
the,0.42745697498321533,0.5823672413825989,1.0,0.2800885736942291,0.5473989248275757,0.2518732249736786,0.21878214180469513,0.22000056505203247,0.6662389636039734,0.2516176700592041,0.22068053483963013
force,0.16915984451770782,0.22036980092525482,0.2800885736942291,1.0000001192092896,0.26810982823371887,0.2366199642419815,0.24407599866390228,0.37256696820259094,0.21744468808174133,0.13478240370750427,0.1650998443365097
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.26810982823371887,1.0,0.2422942817211151,0.3130166530609131,0.28473690152168274,0.435920387506485,0.25528377294540405,0.32716336846351624
responds,0.36812230944633484,0.2866312563419342,0.2647760510444641,0.26703494787216187,0.3731484115123749,0.2662278413772583,0.248738095164299,0.25868332386016846,0.20402151346206665,0.19667495787143707,0.1792721152305603
whenever,0.4568510353565216,0.2636191248893738,0.34352371096611023,0.21508392691612244,0.48081347346305847,0.1142798662185669,0.20837223529815674,0.2514055073261261,0.23968780040740967,0.139449343085289,0.3446413278579712
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.21655116975307465,0.365763783454895,0.270929753780365,0.18947117030620575,0.16684062778949738,0.2605783939361572,0.13072232902050018,0.19793890416622162
external,0.2436257004737854,0.11640631407499313,0.22874414920806885,0.19673554599285126,0.32276126742362976,0.1510799080133438,0.26716625690460205,0.1795850694179535,0.1451910436153412,0.3272187411785126,0.18867096304893494
force,0.16915984451770782,0.22036980092525482,0.2800885736942291,1.0000001192092896,0.26810982823371887,0.2366199642419815,0.24407599866390228,0.37256696820259094,0.21744468808174133,0.13478240370750427,0.1650998443365097
pushes,0.2766447365283966,0.2613773047924042,0.3066183924674988,0.3232375681400299,0.2823885977268219,0.3195967674255371,0.3911128044128418,0.20780329406261444,0.12976062297821045,0.1693352460861206,0.17036858201026917
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.1764998733997345,0.42569106817245483,0.24110297858715057,0.14952795207500458,0.20588000118732452,0.46853652596473694,0.21626624464988708,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2451154738664627,0.47537946701049805,0.27698835730552673,0.28742364048957825,0.22778591513633728,0.539380669593811,0.2470725029706955,0.23916715383529663
solid,0.2455693930387497,0.22751952707767487,0.21678750216960907,0.20173440873622894,0.28530821204185486,0.18359684944152832,0.3845123052597046,0.25520527362823486,0.19513580203056335,0.23452745378017426,0.2297065705060959
object,0.25733083486557007,0.30146875977516174,0.22418850660324097,0.32587239146232605,0.3378750681877136,0.2728895843029022,0.35465750098228455,0.21693626046180725,0.18661287426948547,0.17794476449489594,0.19573666155338287
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2783275842666626,0.4460422694683075,0.26090872287750244,0.19160771369934082,0.22830985486507416,0.5591574311256409,0.2735782265663147,0.4130953550338745
