,what,was,used,by,the,west,to,justify,control,over,eastern,territories,?
the,0.42745697498321533,0.48711544275283813,0.3718377649784088,0.4408751428127289,1.0,0.32918402552604675,0.535392165184021,0.16716225445270538,0.32841500639915466,0.39856547117233276,0.3928247392177582,0.30191943049430847,0.22068053483963013
discourse,0.29856938123703003,0.1312069147825241,0.188248872756958,0.20193302631378174,0.20589256286621094,0.13444934785366058,0.2350088506937027,0.3072506785392761,0.17481103539466858,0.18104460835456848,0.1387941837310791,0.1960451602935791,0.2213059514760971
of,0.33290785551071167,0.4069072902202606,0.3075267970561981,0.3646814823150635,0.733189046382904,0.2891985774040222,0.41548454761505127,0.17726022005081177,0.2817542552947998,0.36136594414711,0.33281487226486206,0.2877243757247925,0.1826142966747284
orientalism,0.17770566046237946,0.20264385640621185,0.14127416908740997,0.12945710122585297,0.19308865070343018,0.28884100914001465,0.15774770081043243,0.21615153551101685,0.10045800358057022,0.1430017203092575,0.37763845920562744,0.19690288603305817,0.11607802659273148
therefore,0.4125064015388489,0.2569314241409302,0.29583558440208435,0.2611038386821747,0.4141571819782257,0.12223941832780838,0.49267399311065674,0.31460240483283997,0.24076062440872192,0.2886197566986084,0.1787070482969284,0.22779935598373413,0.3325358033180237
served,0.1271134465932846,0.35597074031829834,0.3078838586807251,0.11489864438772202,0.25209251046180725,0.17901846766471863,0.13321098685264587,0.09731858968734741,0.11670254915952682,0.1556708961725235,0.25878041982650757,0.15556812286376953,0.117141492664814
as,0.31749409437179565,0.3677520453929901,0.35160550475120544,0.3815547823905945,0.48381632566452026,0.1651858687400818,0.42092081904411316,0.2293623834848404,0.18926969170570374,0.3506779670715332,0.21607916057109833,0.2565692961215973,0.27043893933296204
an,0.2821882665157318,0.3694365322589874,0.25728896260261536,0.2719563841819763,0.4207492768764496,0.14246505498886108,0.3138085603713989,0.17192456126213074,0.15528884530067444,0.22070914506912231,0.13974453508853912,0.08316314220428467,0.19793890416622162
ideological,0.30338922142982483,0.20204338431358337,0.19726552069187164,0.19090230762958527,0.23999729752540588,0.13693833351135254,0.2172296941280365,0.3729674816131592,0.2155541181564331,0.22924984991550446,0.2075122743844986,0.31488293409347534,0.1390949934720993
justification,0.41217631101608276,0.17708542943000793,0.24308162927627563,0.22556953132152557,0.26831284165382385,0.12321967631578445,0.23092837631702423,0.6909223794937134,0.23381221294403076,0.28236815333366394,0.21732810139656067,0.21528327465057373,0.4005378186702728
of,0.33290785551071167,0.4069072902202606,0.3075267970561981,0.3646814823150635,0.733189046382904,0.2891985774040222,0.41548454761505127,0.17726022005081177,0.2817542552947998,0.36136594414711,0.33281487226486206,0.2877243757247925,0.1826142966747284
early,0.2454567849636078,0.4148794412612915,0.24876713752746582,0.25586557388305664,0.34442198276519775,0.16898883879184723,0.24557004868984222,0.18173260986804962,0.11316972225904465,0.2460310310125351,0.22177529335021973,0.13680754601955414,0.15272949635982513
western,0.2454150915145874,0.2864105999469757,0.15275569260120392,0.20149661600589752,0.37920868396759033,0.5031110048294067,0.18838192522525787,0.18067562580108643,0.18137386441230774,0.17701509594917297,0.78607577085495,0.33838769793510437,0.17439141869544983
imperialism,0.24614648520946503,0.2349989414215088,0.19512230157852173,0.21250218152999878,0.2716025412082672,0.20756912231445312,0.21685542166233063,0.29341626167297363,0.16404078900814056,0.17058397829532623,0.2592269778251648,0.2672663927078247,0.14998586475849152
",",0.3087472915649414,0.45456063747406006,0.3120402991771698,0.3680937886238098,0.4933079481124878,0.28857502341270447,0.44245919585227966,0.20132553577423096,0.20811550319194794,0.3301127254962921,0.3081906735897064,0.24120540916919708,0.31091248989105225
as,0.31749409437179565,0.3677520453929901,0.35160550475120544,0.3815547823905945,0.48381632566452026,0.1651858687400818,0.42092081904411316,0.2293623834848404,0.18926969170570374,0.3506779670715332,0.21607916057109833,0.2565692961215973,0.27043893933296204
it,0.45803478360176086,0.4577186405658722,0.3575260639190674,0.40926623344421387,0.6251175999641418,0.2561044991016388,0.513711154460907,0.17877502739429474,0.2016621232032776,0.3669605255126953,0.2745799422264099,0.2650200128555298,0.25732165575027466
formed,0.15451857447624207,0.3009849190711975,0.15459060668945312,0.2924628257751465,0.28813210129737854,0.25713416934013367,0.15433534979820251,0.05523641034960747,0.13080385327339172,0.18711961805820465,0.25314441323280334,0.24849005043506622,0.09686966985464096
a,0.3320399522781372,0.4508470594882965,0.3864384889602661,0.32094135880470276,0.5829201340675354,0.2258862406015396,0.45503583550453186,0.23985245823860168,0.21056023240089417,0.32199642062187195,0.2322530597448349,0.15218117833137512,0.23916715383529663
body,0.2143840193748474,0.19372783601284027,0.20453234016895294,0.23696592450141907,0.31682634353637695,0.1556546837091446,0.307265043258667,0.1396786868572235,0.25471973419189453,0.2204807549715042,0.11157693713903427,0.15089654922485352,0.20136451721191406
of,0.33290785551071167,0.4069072902202606,0.3075267970561981,0.3646814823150635,0.733189046382904,0.2891985774040222,0.41548454761505127,0.17726022005081177,0.2817542552947998,0.36136594414711,0.33281487226486206,0.2877243757247925,0.1826142966747284
knowledge,0.3869657814502716,0.1636774241924286,0.20084451138973236,0.22963100671768188,0.22194717824459076,0.12947329878807068,0.2853367030620575,0.3732787072658539,0.28452375531196594,0.18089504539966583,0.13124912977218628,0.1328076422214508,0.2853184640407562
and,0.31309178471565247,0.3740963041782379,0.3150506615638733,0.4289871156215668,0.5171257257461548,0.273951917886734,0.48971283435821533,0.20522759854793549,0.29790008068084717,0.4021143913269043,0.22891712188720703,0.3149210512638092,0.20544172823429108
ideas,0.42330971360206604,0.2628113329410553,0.23973575234413147,0.2588382065296173,0.22381870448589325,0.17985309660434723,0.31791630387306213,0.2541629374027252,0.2495354264974594,0.23559831082820892,0.1760731041431427,0.1929512619972229,0.2857283353805542
that,0.6297725439071655,0.33670201897621155,0.37621384859085083,0.37496164441108704,0.5473989248275757,0.14288705587387085,0.5436353087425232,0.39177945256233215,0.2951871454715729,0.3882925808429718,0.23358812928199768,0.196890190243721,0.32716336846351624
rationalized,0.3003276586532593,0.22975096106529236,0.3047594726085663,0.32030239701271057,0.21528981626033783,0.03943856805562973,0.28215834498405457,0.31654706597328186,0.26899564266204834,0.224795401096344,0.03739743307232857,0.21788635849952698,0.23487937450408936
social,0.22217629849910736,0.196878582239151,0.1553225815296173,0.17605063319206238,0.21797899901866913,0.12821966409683228,0.19684761762619019,0.24425145983695984,0.20880916714668274,0.1291016936302185,0.1687532216310501,0.2079518586397171,0.1615191102027893
