,what,season,was,it,when,genghis,khan,took,xiliang-fu,from,the,tanguts,?
his,0.26976513862609863,0.20986881852149963,0.4405253231525421,0.2876833975315094,0.37120407819747925,0.3744826912879944,0.26570460200309753,0.40076982975006104,0.2443801909685135,0.3195365369319916,0.4394008219242096,0.23634685575962067,0.18075084686279297
armies,0.18706263601779938,0.13491840660572052,0.2626568377017975,0.18807290494441986,0.24903418123722076,0.425542950630188,0.22472836077213287,0.290414959192276,0.3108416497707367,0.13947497308254242,0.33505764603614807,0.2263410985469818,0.17227305471897125
quickly,0.27000871300697327,0.22065523266792297,0.29671719670295715,0.4110293984413147,0.4994966387748718,0.1880369484424591,0.13471412658691406,0.2383432239294052,0.14353910088539124,0.2232963591814041,0.30366459488868713,0.2078590989112854,0.18131443858146667
took,0.1316593885421753,0.17523400485515594,0.48213186860084534,0.2015649825334549,0.25529301166534424,0.22911474108695984,0.14650984108448029,1.0000001192092896,0.22281484305858612,0.2382442206144333,0.31657639145851135,0.1142905056476593,0.14109265804290771
heisui,0.25871437788009644,0.26429951190948486,0.239315003156662,0.1955721080303192,0.16105765104293823,0.246614009141922,0.1668039858341217,0.1744706779718399,0.3373870253562927,0.16251026093959808,0.31352534890174866,0.3425281047821045,0.21731916069984436
",",0.3087472915649414,0.2232367992401123,0.45456063747406006,0.48329564929008484,0.36674630641937256,0.2891939878463745,0.19700400531291962,0.27655306458473206,0.3480486273765564,0.39760664105415344,0.4933079481124878,0.36696121096611023,0.31091248989105225
ganzhou,0.1493932157754898,0.15782149136066437,0.23879660665988922,0.2265564203262329,0.16857197880744934,0.4956592917442322,0.3757643699645996,0.19867533445358276,0.6426669955253601,0.1925644725561142,0.30022841691970825,0.4332403242588043,0.18311122059822083
",",0.3087472915649414,0.2232367992401123,0.45456063747406006,0.48329564929008484,0.36674630641937256,0.2891939878463745,0.19700400531291962,0.27655306458473206,0.3480486273765564,0.39760664105415344,0.4933079481124878,0.36696121096611023,0.31091248989105225
and,0.31309178471565247,0.2369309365749359,0.3740963041782379,0.40957894921302795,0.4716290831565857,0.26551535725593567,0.22885166108608246,0.25750628113746643,0.29667189717292786,0.3601827025413513,0.5171257257461548,0.39659228920936584,0.20544172823429108
suzhou,0.14915019273757935,0.1507672220468521,0.261783242225647,0.22691209614276886,0.14277319610118866,0.45721495151519775,0.37762975692749023,0.20363503694534302,0.5899378061294556,0.18953192234039307,0.28302961587905884,0.44559457898139954,0.17988628149032593
(,0.2411840260028839,0.1242075115442276,0.2980341613292694,0.2745298147201538,0.2459595799446106,0.2257842868566513,0.1773909628391266,0.16954104602336884,0.27820202708244324,0.25806233286857605,0.33289089798927307,0.24568401277065277,0.40561532974243164
not,0.5449194312095642,0.19720205664634705,0.2888734042644501,0.4651523232460022,0.4799930453300476,0.14725978672504425,0.12768790125846863,0.16008375585079193,0.20615999400615692,0.2567668557167053,0.4310511648654938,0.26324358582496643,0.41942933201789856
the,0.42745697498321533,0.2507155239582062,0.48711544275283813,0.6251175999641418,0.5091903209686279,0.3448939025402069,0.21067845821380615,0.31657639145851135,0.30186155438423157,0.40150508284568787,1.0,0.31210094690322876,0.22068053483963013
suzhou,0.14915019273757935,0.1507672220468521,0.261783242225647,0.22691209614276886,0.14277319610118866,0.45721495151519775,0.37762975692749023,0.20363503694534302,0.5899378061294556,0.18953192234039307,0.28302961587905884,0.44559457898139954,0.17988628149032593
in,0.30808621644973755,0.2184021919965744,0.45514053106307983,0.5130809545516968,0.4431333839893341,0.224680557847023,0.1527150720357895,0.2818296551704407,0.2659001052379608,0.4274188280105591,0.6662389636039734,0.2817113399505615,0.20430970191955566
jiangsu,0.10115622729063034,0.12974116206169128,0.2526220381259918,0.1784065216779709,0.19457286596298218,0.44572246074676514,0.38302797079086304,0.19701895117759705,0.7044669985771179,0.15679281949996948,0.273193359375,0.3796897828578949,0.1473614126443863
province,0.18841709196567535,0.1723017394542694,0.2417035698890686,0.20719458162784576,0.2046453356742859,0.2914329469203949,0.2418007254600525,0.19578737020492554,0.395469069480896,0.24703839421272278,0.24390551447868347,0.2555110454559326,0.11473246663808823
),0.26259949803352356,0.14535100758075714,0.3267642855644226,0.28560304641723633,0.2538422644138336,0.24887141585350037,0.2105041742324829,0.16915756464004517,0.29476863145828247,0.2672361731529236,0.3456730246543884,0.24157880246639252,0.42300865054130554
",",0.3087472915649414,0.2232367992401123,0.45456063747406006,0.48329564929008484,0.36674630641937256,0.2891939878463745,0.19700400531291962,0.27655306458473206,0.3480486273765564,0.39760664105415344,0.4933079481124878,0.36696121096611023,0.31091248989105225
and,0.31309178471565247,0.2369309365749359,0.3740963041782379,0.40957894921302795,0.4716290831565857,0.26551535725593567,0.22885166108608246,0.25750628113746643,0.29667189717292786,0.3601827025413513,0.5171257257461548,0.39659228920936584,0.20544172823429108
in,0.30808621644973755,0.2184021919965744,0.45514053106307983,0.5130809545516968,0.4431333839893341,0.224680557847023,0.1527150720357895,0.2818296551704407,0.2659001052379608,0.4274188280105591,0.6662389636039734,0.2817113399505615,0.20430970191955566
the,0.42745697498321533,0.2507155239582062,0.48711544275283813,0.6251175999641418,0.5091903209686279,0.3448939025402069,0.21067845821380615,0.31657639145851135,0.30186155438423157,0.40150508284568787,1.0,0.31210094690322876,0.22068053483963013
autumn,0.16748814284801483,0.3314986824989319,0.2522130310535431,0.23175226151943207,0.3020752966403961,0.21373039484024048,0.09563431888818741,0.2265777736902237,0.1609804928302765,0.180420383810997,0.28377342224121094,0.2213059812784195,0.11069142818450928
he,0.3114890456199646,0.20349597930908203,0.5410010814666748,0.36018872261047363,0.39115971326828003,0.28288567066192627,0.24136358499526978,0.3519804775714874,0.22017739713191986,0.3314535319805145,0.4571082592010498,0.20177942514419556,0.2089974731206894
took,0.1316593885421753,0.17523400485515594,0.48213186860084534,0.2015649825334549,0.25529301166534424,0.22911474108695984,0.14650984108448029,1.0000001192092896,0.22281484305858612,0.2382442206144333,0.31657639145851135,0.1142905056476593,0.14109265804290771
xiliang-fu,0.0823393389582634,0.1514124870300293,0.25740766525268555,0.17242729663848877,0.1749051809310913,0.40003839135169983,0.33342525362968445,0.22281484305858612,1.0000001192092896,0.19696535170078278,0.30186155438423157,0.43972039222717285,0.11623769998550415
