,what,is,vision,2030,?
in,0.30808621644973755,0.5394441485404968,0.18059347569942474,-0.13334685564041138,0.20430970191955566
2007,-0.15549811720848083,-0.07598017156124115,-0.07281047850847244,0.2032601535320282,-0.1664225310087204
",",0.3087472915649414,0.4691906273365021,0.23308023810386658,-0.183492973446846,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.21418730914592743,-0.11029807478189468,0.22068053483963013
kenyan,0.11042535305023193,0.16358713805675507,0.11220329999923706,-0.03569924458861351,0.1738916039466858
government,0.28074538707733154,0.20343491435050964,0.12620526552200317,-0.09143166244029999,0.18851417303085327
unveiled,0.09683706611394882,0.24368348717689514,0.21160387992858887,-0.035700779408216476,0.14828196167945862
vision,0.29409441351890564,0.21573245525360107,0.9999998807907104,0.046284422278404236,0.15763504803180695
2030,-0.08059077709913254,-0.19048310816287994,0.046284422278404236,1.0,-0.0479145273566246
",",0.3087472915649414,0.4691906273365021,0.23308023810386658,-0.183492973446846,0.31091248989105225
an,0.2821882665157318,0.4654068350791931,0.17735189199447632,-0.10113126784563065,0.19793890416622162
economic,0.18082544207572937,0.21102669835090637,0.19038701057434082,-0.02695970982313156,0.1206481084227562
development,0.19014155864715576,0.2293442040681839,0.2457653284072876,-0.004392300266772509,0.1211358830332756
programme,0.1876801699399948,0.20126456022262573,0.21223123371601105,-0.05360465869307518,0.139840766787529
it,0.45803478360176086,0.6328473687171936,0.21080416440963745,-0.1746697872877121,0.25732165575027466
hopes,0.20497237145900726,0.13978873193264008,0.18170253932476044,-0.03161957487463951,0.1416345238685608
will,0.3510494530200958,0.3723262846469879,0.251770555973053,0.006456972565501928,0.35046905279159546
put,0.3330543637275696,0.22724464535713196,0.08047091215848923,-0.08522748202085495,0.2993032932281494
the,0.42745697498321533,0.5823672413825989,0.21418730914592743,-0.11029807478189468,0.22068053483963013
country,0.22705033421516418,0.24409033358097076,0.12974455952644348,-0.08160091936588287,0.12647280097007751
in,0.30808621644973755,0.5394441485404968,0.18059347569942474,-0.13334685564041138,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.21418730914592743,-0.11029807478189468,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.15265700221061707,-0.1071162074804306,0.22649677097797394
league,0.16616638004779816,0.1591515690088272,0.09540845453739166,0.12903548777103424,0.15941482782363892
as,0.31749409437179565,0.43216490745544434,0.1635979264974594,-0.17583075165748596,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.21418730914592743,-0.11029807478189468,0.22068053483963013
asian,0.06828422844409943,0.17223115265369415,0.11540044099092484,0.036641675978899,0.10526347905397415
economic,0.18082544207572937,0.21102669835090637,0.19038701057434082,-0.02695970982313156,0.1206481084227562
tigers,0.10581890493631363,0.12341569364070892,0.1161128506064415,0.1731688678264618,0.12739185988903046
by,0.2455483376979828,0.3899846076965332,0.21006864309310913,-0.06442029774188995,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,0.21418730914592743,-0.11029807478189468,0.22068053483963013
year,0.15184831619262695,0.2402215600013733,0.11321435123682022,-0.08857830613851547,0.18315006792545319
2030,-0.08059077709913254,-0.19048310816287994,0.046284422278404236,1.0,-0.0479145273566246
.,0.3567904531955719,0.4569662809371948,0.22574608027935028,-0.1478111296892166,0.4130953550338745
