,what,was,henry,iv,known,as,before,taking,the,throne,?
the,0.42745697498321533,0.48711544275283813,0.2542637586593628,0.22478210926055908,0.3624623417854309,0.48381632566452026,0.45900648832321167,0.32714390754699707,1.0,0.2638266980648041,0.22068053483963013
warfare,0.21073800325393677,0.22386129200458527,0.09368284046649933,0.22526532411575317,0.18237410485744476,0.2400927096605301,0.19735769927501678,0.16446475684642792,0.257932186126709,0.1820269078016281,0.1583555042743683
was,0.22111038863658905,1.0000001192092896,0.31945720314979553,0.18679717183113098,0.35203275084495544,0.3677520453929901,0.38607707619667053,0.20663641393184662,0.48711544275283813,0.25343436002731323,0.18412111699581146
definitively,0.3329465687274933,0.22888730466365814,0.10034602135419846,0.1765739470720291,0.2760797142982483,0.35374438762664795,0.2800140082836151,0.19397351145744324,0.319673091173172,0.14517804980278015,0.27648991346359253
quelled,0.2988208532333374,0.267568975687027,0.2423732876777649,0.2041005790233612,0.27701231837272644,0.29361626505851746,0.25198373198509216,0.2527058720588684,0.31034690141677856,0.2084781974554062,0.2877355217933655
in,0.30808621644973755,0.45514053106307983,0.21735817193984985,0.16810548305511475,0.32641831040382385,0.3887844979763031,0.4155850410461426,0.25282081961631775,0.6662389636039734,0.16208268702030182,0.20430970191955566
1598,0.05155991390347481,-0.08546065539121628,-0.07070232927799225,0.0028369573410600424,-0.043783970177173615,-0.10570438951253891,0.02169487066566944,0.02000630460679531,-0.0076618134044110775,-0.004037128295749426,-0.002321802545338869
",",0.3087472915649414,0.45456063747406006,0.25662001967430115,0.234211266040802,0.3604377806186676,0.48816442489624023,0.3156566619873047,0.32216814160346985,0.4933079481124878,0.18564283847808838,0.31091248989105225
when,0.4700249433517456,0.37326499819755554,0.28485748171806335,0.25298017263412476,0.1836930811405182,0.4437963366508484,0.5650408267974854,0.3613632917404175,0.5091903209686279,0.19116877019405365,0.22841128706932068
henry,0.1911626160144806,0.31945720314979553,1.0,0.3279154598712921,0.16134774684906006,0.2156684696674347,0.15777601301670074,0.17513328790664673,0.2542637586593628,0.2891768515110016,0.16836383938789368
of,0.33290785551071167,0.4069072902202606,0.2390729784965515,0.21761731803417206,0.35814476013183594,0.3886612355709076,0.3282964527606964,0.29240402579307556,0.733189046382904,0.211557537317276,0.1826142966747284
navarre,0.12528008222579956,0.2003546804189682,0.3598501682281494,0.3682241439819336,0.1989986002445221,0.13604968786239624,0.17519184947013855,0.13940578699111938,0.22569294273853302,0.33542537689208984,0.18471768498420715
",",0.3087472915649414,0.45456063747406006,0.25662001967430115,0.234211266040802,0.3604377806186676,0.48816442489624023,0.3156566619873047,0.32216814160346985,0.4933079481124878,0.18564283847808838,0.31091248989105225
having,0.34064167737960815,0.2792723774909973,0.1795787215232849,0.1681452840566635,0.1644883006811142,0.36958321928977966,0.31945475935935974,0.40506771206855774,0.3821379244327545,0.22027535736560822,0.22418256103992462
succeeded,0.12981964647769928,0.36064937710762024,0.2484428435564041,0.2133193165063858,0.20653195679187775,0.30863767862319946,0.2843809425830841,0.20662303268909454,0.2137616127729416,0.44098031520843506,0.12414717674255371
to,0.455847829580307,0.3636345863342285,0.2152724415063858,0.18148545920848846,0.14337651431560516,0.42092081904411316,0.4190867841243744,0.3001216948032379,0.535392165184021,0.2186887115240097,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.2542637586593628,0.22478210926055908,0.3624623417854309,0.48381632566452026,0.45900648832321167,0.32714390754699707,1.0,0.2638266980648041,0.22068053483963013
french,0.17393042147159576,0.2523815333843231,0.2602366805076599,0.10066568851470947,0.16354896128177643,0.20159029960632324,0.1289743036031723,0.1690252274274826,0.2555147111415863,0.14121858775615692,0.1386883556842804
throne,0.12073681503534317,0.25343436002731323,0.2891768515110016,0.3299597203731537,0.1490277498960495,0.15506556630134583,0.24216492474079132,0.23425285518169403,0.2638266980648041,1.0000001192092896,0.17206846177577972
as,0.31749409437179565,0.3677520453929901,0.2156684696674347,0.16895930469036102,0.4815765619277954,1.0,0.3552539646625519,0.3148394227027893,0.48381632566452026,0.15506556630134583,0.27043893933296204
henry,0.1911626160144806,0.31945720314979553,1.0,0.3279154598712921,0.16134774684906006,0.2156684696674347,0.15777601301670074,0.17513328790664673,0.2542637586593628,0.2891768515110016,0.16836383938789368
iv,0.1177578791975975,0.18679717183113098,0.3279154598712921,1.0000001192092896,0.1974291056394577,0.16895930469036102,0.1116994246840477,0.2147233933210373,0.22478210926055908,0.3299597203731537,0.16932271420955658
",",0.3087472915649414,0.45456063747406006,0.25662001967430115,0.234211266040802,0.3604377806186676,0.48816442489624023,0.3156566619873047,0.32216814160346985,0.4933079481124878,0.18564283847808838,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2218981832265854,0.22124527394771576,0.3468935489654541,0.49487000703811646,0.3518902659416199,0.3120560646057129,0.5171257257461548,0.18871405720710754,0.20544172823429108
having,0.34064167737960815,0.2792723774909973,0.1795787215232849,0.1681452840566635,0.1644883006811142,0.36958321928977966,0.31945475935935974,0.40506771206855774,0.3821379244327545,0.22027535736560822,0.22418256103992462
recanted,0.2928401827812195,0.3556942641735077,0.2449391931295395,0.21680714190006256,0.25345465540885925,0.299245685338974,0.24841289222240448,0.26244479417800903,0.341305673122406,0.3053099811077118,0.195877343416214
protestantism,0.28224319219589233,0.24404795467853546,0.25708097219467163,0.25222092866897583,0.13802826404571533,0.2112450748682022,0.1514158993959427,0.14552471041679382,0.2780466079711914,0.3440898060798645,0.1824951469898224
in,0.30808621644973755,0.45514053106307983,0.21735817193984985,0.16810548305511475,0.32641831040382385,0.3887844979763031,0.4155850410461426,0.25282081961631775,0.6662389636039734,0.16208268702030182,0.20430970191955566
favour,0.225682333111763,0.22905239462852478,0.20058830082416534,0.1962517648935318,0.152871772646904,0.2493581920862198,0.273518443107605,0.16821980476379395,0.2575749158859253,0.35240158438682556,0.19697274267673492
of,0.33290785551071167,0.4069072902202606,0.2390729784965515,0.21761731803417206,0.35814476013183594,0.3886612355709076,0.3282964527606964,0.29240402579307556,0.733189046382904,0.211557537317276,0.1826142966747284
roman,0.17852471768856049,0.23496849834918976,0.27628612518310547,0.18206916749477386,0.12445608526468277,0.22062699496746063,0.16619370877742767,0.12857604026794434,0.2862859070301056,0.2696555554866791,0.1663191318511963
catholicism,0.23693913221359253,0.22288526594638824,0.2865065634250641,0.22003918886184692,0.12194272130727768,0.24318969249725342,0.20707343518733978,0.137086883187294,0.2436220645904541,0.3597851097583771,0.2233523428440094
",",0.3087472915649414,0.45456063747406006,0.25662001967430115,0.234211266040802,0.3604377806186676,0.48816442489624023,0.3156566619873047,0.32216814160346985,0.4933079481124878,0.18564283847808838,0.31091248989105225
issued,0.18988175690174103,0.273990273475647,0.16086004674434662,0.18244171142578125,0.12694135308265686,0.19067436456680298,0.22609220445156097,0.10488775372505188,0.22837360203266144,0.11337440460920334,0.169851616024971
the,0.42745697498321533,0.48711544275283813,0.2542637586593628,0.22478210926055908,0.3624623417854309,0.48381632566452026,0.45900648832321167,0.32714390754699707,1.0,0.2638266980648041,0.22068053483963013
edict,0.16707053780555725,0.20409467816352844,0.3239153325557709,0.31791219115257263,0.11082252115011215,0.1445269137620926,0.18960794806480408,0.12179738283157349,0.17931364476680756,0.39417901635169983,0.16218337416648865
of,0.33290785551071167,0.4069072902202606,0.2390729784965515,0.21761731803417206,0.35814476013183594,0.3886612355709076,0.3282964527606964,0.29240402579307556,0.733189046382904,0.211557537317276,0.1826142966747284
nantes,0.13674625754356384,0.222469300031662,0.293926477432251,0.26018303632736206,0.11317335814237595,0.12150095403194427,0.14106634259223938,0.1514868140220642,0.20705030858516693,0.18196766078472137,0.15215469896793365
.,0.3567904531955719,0.40146201848983765,0.3065545856952667,0.23869569599628448,0.283290296792984,0.515582263469696,0.36693984270095825,0.3233465552330017,0.5934505462646484,0.1895931512117386,0.4130953550338745
