,how,did,genghis,khan,describe,himself,to,the,people,of,bukhara,?
genghis,0.15753298997879028,0.18339850008487701,1.0,0.5896923542022705,0.11712958663702011,0.2502084970474243,0.2294713407754898,0.3448939025402069,0.15720829367637634,0.2938849925994873,0.6234345436096191,0.18813461065292358
khan,0.11783289164304733,0.155345618724823,0.5896923542022705,1.0,0.08782833069562912,0.2027694135904312,0.18221943080425262,0.21067845821380615,0.08274290710687637,0.17124508321285248,0.5530983209609985,0.12862591445446014
had,0.2549138069152832,0.540525496006012,0.2616504430770874,0.1740240752696991,0.22199489176273346,0.3065136969089508,0.37984350323677063,0.3875846862792969,0.2759630084037781,0.37755560874938965,0.19821423292160034,0.20728366076946259
the,0.33890387415885925,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.26495152711868286,0.24642214179039001,0.535392165184021,1.0,0.36838498711586,0.733189046382904,0.279489129781723,0.22068053483963013
city,0.12024712562561035,0.12266099452972412,0.30777209997177124,0.19724291563034058,0.09587062150239944,0.09423423558473587,0.20300441980361938,0.35769423842430115,0.34653446078300476,0.32503411173820496,0.3077037036418915,0.13423943519592285
's,-0.026164190843701363,0.05069678649306297,0.031423866748809814,0.05307086929678917,0.06470830738544464,-0.025549961254000664,0.03782717138528824,-0.01540423184633255,0.023582622408866882,-0.03817026689648628,0.012814849615097046,-0.023395681753754616
surviving,0.09896514564752579,0.24156388640403748,0.3471529483795166,0.23148047924041748,0.16710084676742554,0.15947310626506805,0.21047115325927734,0.3328552544116974,0.1604057252407074,0.3663707971572876,0.2675808370113373,0.1395692080259323
population,0.1651063710451126,0.0652005523443222,0.21193720400333405,0.1049165427684784,0.14990748465061188,0.03176823630928993,0.19776633381843567,0.32044094800949097,0.3562411963939667,0.3060894012451172,0.23549260199069977,0.14449454843997955
assemble,0.1857232004404068,0.1701834797859192,0.18997102975845337,0.1468537449836731,0.21562421321868896,0.09250374883413315,0.26261577010154724,0.2537953853607178,0.1379273384809494,0.29021409153938293,0.19500650465488434,0.14568409323692322
in,0.2601168751716614,0.2593238651752472,0.224680557847023,0.1527150720357895,0.2910135090351105,0.1521509736776352,0.45010748505592346,0.6662389636039734,0.39605680108070374,0.5696388483047485,0.2166576236486435,0.20430970191955566
the,0.33890387415885925,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.26495152711868286,0.24642214179039001,0.535392165184021,1.0,0.36838498711586,0.733189046382904,0.279489129781723,0.22068053483963013
main,0.1668178290128708,0.15925762057304382,0.1092170923948288,0.10556135326623917,0.1583145558834076,0.12243200093507767,0.26116618514060974,0.38631999492645264,0.1842547506093979,0.3177044689655304,0.16578122973442078,0.1665669083595276
mosque,0.13084818422794342,0.14341548085212708,0.37337571382522583,0.35295864939689636,0.09999251365661621,0.20143908262252808,0.20289093255996704,0.20824144780635834,0.1768321841955185,0.2035342901945114,0.41895973682403564,0.15313510596752167
of,0.2480744868516922,0.2513895630836487,0.2938849925994873,0.17124508321285248,0.2764313519001007,0.17862990498542786,0.41548454761505127,0.733189046382904,0.3251037895679474,1.0,0.22439724206924438,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.26495152711868286,0.24642214179039001,0.535392165184021,1.0,0.36838498711586,0.733189046382904,0.279489129781723,0.22068053483963013
town,0.08823008835315704,0.13636906445026398,0.21022172272205353,0.12669312953948975,0.10287851095199585,0.06929044425487518,0.18535545468330383,0.2974243760108948,0.2925874888896942,0.26585668325424194,0.22495301067829132,0.09902279824018478
",",0.22659391164779663,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.18910212814807892,0.18494756519794464,0.44245919585227966,0.4933079481124878,0.36644625663757324,0.4946078956127167,0.2508552372455597,0.31091248989105225
where,0.41728174686431885,0.24159270524978638,0.1839626133441925,0.1568954735994339,0.24572113156318665,0.1386125236749649,0.47735077142715454,0.5003893971443176,0.3212973177433014,0.38066378235816956,0.21821486949920654,0.24793872237205505
he,0.2594625651836395,0.3292143940925598,0.28288567066192627,0.24136358499526978,0.14869676530361176,0.5015478134155273,0.385390967130661,0.4571082592010498,0.324719101190567,0.38706058263778687,0.21087083220481873,0.2089974731206894
declared,0.04972591996192932,0.23851890861988068,0.19812043011188507,0.14359000325202942,0.12333964556455612,0.27164167165756226,0.19457092881202698,0.260531485080719,0.18430405855178833,0.27392512559890747,0.18339768052101135,0.17688149213790894
that,0.557814359664917,0.47518548369407654,0.21352417767047882,0.14077997207641602,0.3340485394001007,0.29302647709846497,0.5436353087425232,0.5473989248275757,0.3621441423892975,0.41498205065727234,0.2048507034778595,0.32716336846351624
he,0.2594625651836395,0.3292143940925598,0.28288567066192627,0.24136358499526978,0.14869676530361176,0.5015478134155273,0.385390967130661,0.4571082592010498,0.324719101190567,0.38706058263778687,0.21087083220481873,0.2089974731206894
was,0.16678167879581451,0.41399896144866943,0.3037589192390442,0.23483267426490784,0.1964888870716095,0.34733298420906067,0.3636345863342285,0.48711544275283813,0.2518421411514282,0.4069072902202606,0.24019742012023926,0.18412111699581146
the,0.33890387415885925,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.26495152711868286,0.24642214179039001,0.535392165184021,1.0,0.36838498711586,0.733189046382904,0.279489129781723,0.22068053483963013
flail,0.18727220594882965,0.18641075491905212,0.2320413440465927,0.1884457767009735,0.2116468995809555,0.29598087072372437,0.25106164813041687,0.22844471037387848,0.08920907974243164,0.18376848101615906,0.13497990369796753,0.1659839004278183
of,0.2480744868516922,0.2513895630836487,0.2938849925994873,0.17124508321285248,0.2764313519001007,0.17862990498542786,0.41548454761505127,0.733189046382904,0.3251037895679474,1.0,0.22439724206924438,0.1826142966747284
god,0.25761839747428894,0.2420882135629654,0.28803354501724243,0.18291446566581726,0.24674619734287262,0.26389017701148987,0.2408517301082611,0.24689088761806488,0.22474899888038635,0.2159487009048462,0.21271154284477234,0.23396754264831543
",",0.22659391164779663,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.18910212814807892,0.18494756519794464,0.44245919585227966,0.4933079481124878,0.36644625663757324,0.4946078956127167,0.2508552372455597,0.31091248989105225
sent,0.2166701704263687,0.3411059081554413,0.23061181604862213,0.20124854147434235,0.12967617809772491,0.16511712968349457,0.34694167971611023,0.3010627329349518,0.18332412838935852,0.28923630714416504,0.11027009785175323,0.10903520882129669
to,0.44169697165489197,0.4452643394470215,0.2294713407754898,0.18221943080425262,0.3167092204093933,0.2758015990257263,1.0,0.535392165184021,0.37275731563568115,0.41548454761505127,0.1593388020992279,0.29463258385658264
punish,0.29057812690734863,0.299143522977829,0.2665506899356842,0.14272436499595642,0.25048530101776123,0.2548471987247467,0.2891392111778259,0.1862790733575821,0.20026858150959015,0.16148439049720764,0.1477736383676529,0.23481756448745728
them,0.5142028331756592,0.44189682602882385,0.2431573122739792,0.14705434441566467,0.18966932594776154,0.3499099314212799,0.5916602611541748,0.4788833558559418,0.4715516269207001,0.34503093361854553,0.18407732248306274,0.35435691475868225
for,0.3308170735836029,0.318512886762619,0.14123353362083435,0.13388998806476593,0.2845272719860077,0.2183300405740738,0.4451248347759247,0.4739971458911896,0.24900002777576447,0.4185989499092102,0.12373803555965424,0.264628142118454
their,0.3316696584224701,0.38078752160072327,0.2492474466562271,0.16260504722595215,0.2436516135931015,0.23908382654190063,0.44619059562683105,0.516537070274353,0.2901504337787628,0.4329940676689148,0.1275104433298111,0.1898253709077835
sins,0.3002678453922272,0.22541135549545288,0.27918875217437744,0.16151341795921326,0.10861121863126755,0.25559431314468384,0.3211083710193634,0.21434611082077026,0.2583771347999573,0.1906735599040985,0.0920742079615593,0.2956109941005707
.,0.3287222981452942,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.17917026579380035,0.16836950182914734,0.4645031690597534,0.5934505462646484,0.33118996024131775,0.5352458953857422,0.21368806064128876,0.4130953550338745
