,what,army,did,warsaw,successfully,defend,itself,against,?
in,0.30808621644973755,0.25258398056030273,0.2593238651752472,0.22642600536346436,0.2983573377132416,0.25465187430381775,0.28042417764663696,0.27273955941200256,0.20430970191955566
the,0.42745697498321533,0.31011611223220825,0.34736719727516174,0.23137180507183075,0.32525569200515747,0.2784505784511566,0.45971640944480896,0.3090755045413971,0.22068053483963013
course,0.3412042260169983,0.13553568720817566,0.28027108311653137,0.14200705289840698,0.20674237608909607,0.13119933009147644,0.20452943444252014,0.12947212159633636,0.28826573491096497
of,0.33290785551071167,0.2669098675251007,0.2513895630836487,0.19253842532634735,0.19373616576194763,0.18885067105293274,0.3157202899456024,0.2669808566570282,0.1826142966747284
the,0.42745697498321533,0.31011611223220825,0.34736719727516174,0.23137180507183075,0.32525569200515747,0.2784505784511566,0.45971640944480896,0.3090755045413971,0.22068053483963013
polish-bolshevik,0.23464229702949524,0.3471318781375885,0.2828805446624756,0.5508160591125488,0.2112790197134018,0.22852598130702972,0.25928449630737305,0.2590513229370117,0.20389017462730408
war,0.22516006231307983,0.5000815987586975,0.27422013878822327,0.3365558683872223,0.27074262499809265,0.27800312638282776,0.18276648223400116,0.319843053817749,0.15510529279708862
of,0.33290785551071167,0.2669098675251007,0.2513895630836487,0.19253842532634735,0.19373616576194763,0.18885067105293274,0.3157202899456024,0.2669808566570282,0.1826142966747284
1920,0.11798349022865295,0.1166609600186348,0.0939984917640686,0.15885770320892334,0.03755198419094086,0.061055295169353485,0.07757242769002914,0.056206680834293365,0.06687742471694946
",",0.3087472915649414,0.230897456407547,0.3015086054801941,0.25300899147987366,0.21677812933921814,0.24847333133220673,0.2783147692680359,0.31168749928474426,0.31091248989105225
the,0.42745697498321533,0.31011611223220825,0.34736719727516174,0.23137180507183075,0.32525569200515747,0.2784505784511566,0.45971640944480896,0.3090755045413971,0.22068053483963013
huge,0.2735622227191925,0.14926040172576904,0.23032952845096588,0.14849328994750977,0.18800348043441772,0.10797104239463806,0.30911457538604736,0.1649380475282669,0.13631469011306763
battle,0.17112864553928375,0.44362473487854004,0.12105695903301239,0.18683946132659912,0.234051913022995,0.3143402338027954,0.18844681978225708,0.2779107689857483,0.1680624783039093
of,0.33290785551071167,0.2669098675251007,0.2513895630836487,0.19253842532634735,0.19373616576194763,0.18885067105293274,0.3157202899456024,0.2669808566570282,0.1826142966747284
warsaw,0.10373849421739578,0.2348434329032898,0.1939365565776825,1.0,0.1574939489364624,0.17874598503112793,0.1259685456752777,0.1580718755722046,0.09769917279481888
was,0.22111038863658905,0.30177709460258484,0.41399896144866943,0.2614976763725281,0.2890758812427521,0.19696219265460968,0.24240277707576752,0.22972732782363892,0.18412111699581146
fought,0.17720700800418854,0.4943471848964691,0.244978666305542,0.20800742506980896,0.3103397786617279,0.4314127564430237,0.1537274718284607,0.47990286350250244,0.15288178622722626
on,0.34226128458976746,0.17614345252513885,0.2670976221561432,0.19170401990413666,0.22496876120567322,0.25214314460754395,0.2864828109741211,0.3163113296031952,0.2714994251728058
the,0.42745697498321533,0.31011611223220825,0.34736719727516174,0.23137180507183075,0.32525569200515747,0.2784505784511566,0.45971640944480896,0.3090755045413971,0.22068053483963013
eastern,0.2263268083333969,0.24268843233585358,0.13009013235569,0.20966091752052307,0.14617349207401276,0.23225188255310059,0.23415370285511017,0.18489420413970947,0.20060817897319794
outskirts,0.16236090660095215,0.2514002025127411,0.12377357482910156,0.23327012360095978,0.12347721308469772,0.1260708123445511,0.1868724524974823,0.20683284103870392,0.052340004593133926
of,0.33290785551071167,0.2669098675251007,0.2513895630836487,0.19253842532634735,0.19373616576194763,0.18885067105293274,0.3157202899456024,0.2669808566570282,0.1826142966747284
the,0.42745697498321533,0.31011611223220825,0.34736719727516174,0.23137180507183075,0.32525569200515747,0.2784505784511566,0.45971640944480896,0.3090755045413971,0.22068053483963013
city,0.17493832111358643,0.2515457570552826,0.12266099452972412,0.25006377696990967,0.09207655489444733,0.16518235206604004,0.2049100697040558,0.19769135117530823,0.13423943519592285
in,0.30808621644973755,0.25258398056030273,0.2593238651752472,0.22642600536346436,0.2983573377132416,0.25465187430381775,0.28042417764663696,0.27273955941200256,0.20430970191955566
which,0.5261979103088379,0.14114242792129517,0.2750149369239807,0.16906329989433289,0.34495964646339417,0.2791118621826172,0.5675862431526184,0.27554041147232056,0.25814583897590637
the,0.42745697498321533,0.31011611223220825,0.34736719727516174,0.23137180507183075,0.32525569200515747,0.2784505784511566,0.45971640944480896,0.3090755045413971,0.22068053483963013
capital,0.17967931926250458,0.223799467086792,0.08427972346544266,0.15139155089855194,0.1033240407705307,0.1638256162405014,0.2203693687915802,0.1251458078622818,0.0907452180981636
was,0.22111038863658905,0.30177709460258484,0.41399896144866943,0.2614976763725281,0.2890758812427521,0.19696219265460968,0.24240277707576752,0.22972732782363892,0.18412111699581146
successfully,0.20084762573242188,0.23585878312587738,0.27148011326789856,0.1574939489364624,1.0,0.36854296922683716,0.22349019348621368,0.3477318584918976,0.0971045047044754
defended,0.17286153137683868,0.34617316722869873,0.24142922461032867,0.18868884444236755,0.3650457561016083,0.7649914622306824,0.23484982550144196,0.5235220193862915,0.16800206899642944
and,0.31309178471565247,0.25581875443458557,0.34479495882987976,0.2083624005317688,0.27829113602638245,0.267635315656662,0.2663651406764984,0.3292689621448517,0.20544172823429108
the,0.42745697498321533,0.31011611223220825,0.34736719727516174,0.23137180507183075,0.32525569200515747,0.2784505784511566,0.45971640944480896,0.3090755045413971,0.22068053483963013
red,0.16784515976905823,0.1750069409608841,0.11931999027729034,0.1887570470571518,0.13260287046432495,0.12357013672590256,0.17135529220104218,0.11824176460504532,0.1495664119720459
army,0.1698741316795349,1.0000001192092896,0.21148359775543213,0.2348434329032898,0.23585878312587738,0.35983461141586304,0.13013215363025665,0.29090023040771484,0.180583193898201
defeated,0.13652801513671875,0.34543469548225403,0.23103484511375427,0.16111642122268677,0.3492981195449829,0.41073349118232727,0.12610863149166107,0.46087589859962463,0.1413237303495407
.,0.3567904531955719,0.28860729932785034,0.35288307070732117,0.26825499534606934,0.31624817848205566,0.28558477759361267,0.28960058093070984,0.28705209493637085,0.4130953550338745
