,what,day,was,the,game,played,on,?
the,0.42745697498321533,0.3062323033809662,0.48711544275283813,1.0,0.285271555185318,0.2603478729724884,0.5107308030128479,0.22068053483963013
game,0.2246788740158081,0.19963723421096802,0.2568269371986389,0.285271555185318,0.9999998807907104,0.3575804531574249,0.22967135906219482,0.1829071193933487
was,0.22111038863658905,0.24314451217651367,1.0000001192092896,0.48711544275283813,0.2568269371986389,0.3139837682247162,0.3909217119216919,0.18412111699581146
played,0.14831039309501648,0.1683405041694641,0.3139837682247162,0.2603478729724884,0.3575804531574249,1.0,0.19030924141407013,0.14096300303936005
on,0.34226128458976746,0.3332281708717346,0.3909217119216919,0.5107308030128479,0.22967135906219482,0.19030924141407013,0.9999999403953552,0.2714994251728058
february,0.1913013905286789,0.23981158435344696,0.446986585855484,0.26483774185180664,0.1853669434785843,0.20278330147266388,0.35595810413360596,0.29594847559928894
7,-0.1699475795030594,-0.047316718846559525,0.002381215337663889,-0.1142377033829689,-0.2161223143339157,-0.07815372943878174,-0.10819486528635025,-0.15092156827449799
",",0.3087472915649414,0.30821847915649414,0.45456063747406006,0.4933079481124878,0.2653886377811432,0.2987361550331116,0.49057599902153015,0.31091248989105225
2016,0.10915659368038177,0.08458080887794495,-0.009529631584882736,0.11571308970451355,-0.02275921404361725,-0.05704374238848686,-0.03417709469795227,-0.12147852033376694
",",0.3087472915649414,0.30821847915649414,0.45456063747406006,0.4933079481124878,0.2653886377811432,0.2987361550331116,0.49057599902153015,0.31091248989105225
at,0.2838611304759979,0.27667680382728577,0.36707764863967896,0.457212895154953,0.18453927338123322,0.20532193779945374,0.4806317389011383,0.21978627145290375
levi,0.13056978583335876,0.11001073569059372,0.22001278400421143,0.15661084651947021,0.06744404137134552,0.10978957265615463,0.1284046620130539,0.09252339601516724
's,0.02692362666130066,0.03448042273521423,0.008974763564765453,-0.01540423184633255,0.07448072731494904,0.03920676186680794,0.0026888418942689896,-0.023395681753754616
stadium,0.12456028908491135,0.1098509132862091,0.20318599045276642,0.21145665645599365,0.27498841285705566,0.2688959240913391,0.16608425974845886,0.07579939067363739
in,0.30808621644973755,0.2671984136104584,0.45514053106307983,0.6662389636039734,0.23986028134822845,0.27605336904525757,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.3062323033809662,0.48711544275283813,1.0,0.285271555185318,0.2603478729724884,0.5107308030128479,0.22068053483963013
san,0.19375550746917725,0.20456178486347198,0.2675222158432007,0.2858080565929413,0.16546206176280975,0.1546870619058609,0.20166277885437012,0.10952327400445938
francisco,0.17887917160987854,0.18624939024448395,0.24025709927082062,0.25086042284965515,0.15931807458400726,0.17372539639472961,0.18844157457351685,0.1020219698548317
bay,0.20251236855983734,0.22470130026340485,0.18626409769058228,0.2441686987876892,0.13809914886951447,0.19881793856620789,0.22998327016830444,0.10773546993732452
area,0.21965408325195312,0.1958368420600891,0.24981513619422913,0.37834644317626953,0.17227239906787872,0.131261944770813,0.20868615806102753,0.12640461325645447
at,0.2838611304759979,0.27667680382728577,0.36707764863967896,0.457212895154953,0.18453927338123322,0.20532193779945374,0.4806317389011383,0.21978627145290375
santa,0.23841293156147003,0.16564108431339264,0.21287554502487183,0.23511074483394623,0.11399270594120026,0.09517142921686172,0.26520177721977234,0.17321589589118958
clara,0.23403491079807281,0.21648596227169037,0.20408111810684204,0.2410326898097992,0.13370274007320404,0.2586914598941803,0.23241697251796722,0.11961202323436737
",",0.3087472915649414,0.30821847915649414,0.45456063747406006,0.4933079481124878,0.2653886377811432,0.2987361550331116,0.49057599902153015,0.31091248989105225
california,0.1811584085226059,0.15090617537498474,0.262346476316452,0.2750805914402008,0.12867097556591034,0.1482962965965271,0.2485160082578659,0.1409905105829239
.,0.3567904531955719,0.24232520163059235,0.40146201848983765,0.5934505462646484,0.2581658959388733,0.2876244783401489,0.49257001280784607,0.4130953550338745
,what,day,was,the,game,played,on,?
the,0.42745697498321533,0.3062323033809662,0.48711544275283813,1.0,0.285271555185318,0.2603478729724884,0.5107308030128479,0.22068053483963013
game,0.2246788740158081,0.19963723421096802,0.2568269371986389,0.285271555185318,0.9999998807907104,0.3575804531574249,0.22967135906219482,0.1829071193933487
was,0.22111038863658905,0.24314451217651367,1.0000001192092896,0.48711544275283813,0.2568269371986389,0.3139837682247162,0.3909217119216919,0.18412111699581146
played,0.14831039309501648,0.1683405041694641,0.3139837682247162,0.2603478729724884,0.3575804531574249,1.0,0.19030924141407013,0.14096300303936005
on,0.34226128458976746,0.3332281708717346,0.3909217119216919,0.5107308030128479,0.22967135906219482,0.19030924141407013,0.9999999403953552,0.2714994251728058
february,0.1913013905286789,0.23981158435344696,0.446986585855484,0.26483774185180664,0.1853669434785843,0.20278330147266388,0.35595810413360596,0.29594847559928894
7,-0.1699475795030594,-0.047316718846559525,0.002381215337663889,-0.1142377033829689,-0.2161223143339157,-0.07815372943878174,-0.10819486528635025,-0.15092156827449799
",",0.3087472915649414,0.30821847915649414,0.45456063747406006,0.4933079481124878,0.2653886377811432,0.2987361550331116,0.49057599902153015,0.31091248989105225
2016,0.10915659368038177,0.08458080887794495,-0.009529631584882736,0.11571308970451355,-0.02275921404361725,-0.05704374238848686,-0.03417709469795227,-0.12147852033376694
",",0.3087472915649414,0.30821847915649414,0.45456063747406006,0.4933079481124878,0.2653886377811432,0.2987361550331116,0.49057599902153015,0.31091248989105225
at,0.2838611304759979,0.27667680382728577,0.36707764863967896,0.457212895154953,0.18453927338123322,0.20532193779945374,0.4806317389011383,0.21978627145290375
levi,0.13056978583335876,0.11001073569059372,0.22001278400421143,0.15661084651947021,0.06744404137134552,0.10978957265615463,0.1284046620130539,0.09252339601516724
's,0.02692362666130066,0.03448042273521423,0.008974763564765453,-0.01540423184633255,0.07448072731494904,0.03920676186680794,0.0026888418942689896,-0.023395681753754616
stadium,0.12456028908491135,0.1098509132862091,0.20318599045276642,0.21145665645599365,0.27498841285705566,0.2688959240913391,0.16608425974845886,0.07579939067363739
in,0.30808621644973755,0.2671984136104584,0.45514053106307983,0.6662389636039734,0.23986028134822845,0.27605336904525757,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.3062323033809662,0.48711544275283813,1.0,0.285271555185318,0.2603478729724884,0.5107308030128479,0.22068053483963013
san,0.19375550746917725,0.20456178486347198,0.2675222158432007,0.2858080565929413,0.16546206176280975,0.1546870619058609,0.20166277885437012,0.10952327400445938
francisco,0.17887917160987854,0.18624939024448395,0.24025709927082062,0.25086042284965515,0.15931807458400726,0.17372539639472961,0.18844157457351685,0.1020219698548317
bay,0.20251236855983734,0.22470130026340485,0.18626409769058228,0.2441686987876892,0.13809914886951447,0.19881793856620789,0.22998327016830444,0.10773546993732452
area,0.21965408325195312,0.1958368420600891,0.24981513619422913,0.37834644317626953,0.17227239906787872,0.131261944770813,0.20868615806102753,0.12640461325645447
at,0.2838611304759979,0.27667680382728577,0.36707764863967896,0.457212895154953,0.18453927338123322,0.20532193779945374,0.4806317389011383,0.21978627145290375
santa,0.23841293156147003,0.16564108431339264,0.21287554502487183,0.23511074483394623,0.11399270594120026,0.09517142921686172,0.26520177721977234,0.17321589589118958
clara,0.23403491079807281,0.21648596227169037,0.20408111810684204,0.2410326898097992,0.13370274007320404,0.2586914598941803,0.23241697251796722,0.11961202323436737
",",0.3087472915649414,0.30821847915649414,0.45456063747406006,0.4933079481124878,0.2653886377811432,0.2987361550331116,0.49057599902153015,0.31091248989105225
california,0.1811584085226059,0.15090617537498474,0.262346476316452,0.2750805914402008,0.12867097556591034,0.1482962965965271,0.2485160082578659,0.1409905105829239
.,0.3567904531955719,0.24232520163059235,0.40146201848983765,0.5934505462646484,0.2581658959388733,0.2876244783401489,0.49257001280784607,0.4130953550338745
