,what,does,the,current,high,level,of,population,have,a,large,impact,on,?
[,0.010752761736512184,-0.04333333671092987,0.07130392640829086,0.09502001851797104,0.16933363676071167,0.03618333488702774,0.010817250236868858,0.014207701198756695,0.010582555085420609,0.03893941268324852,0.10297323018312454,0.19063736498355865,0.2087296098470688,0.011015460826456547
not,0.5449194312095642,0.6355478763580322,0.4310511648654938,0.1549006849527359,0.2040453404188156,0.2994546890258789,0.3307090103626251,0.19793428480625153,0.5619372129440308,0.3791346549987793,0.2738390564918518,0.23956254124641418,0.3516409695148468,0.41942933201789856
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.1955713927745819,0.2652597725391388,0.279204785823822,0.5696388483047485,0.3268454372882843,0.36843645572662354,0.539380669593811,0.2841601073741913,0.18933768570423126,0.46853652596473694,0.20430970191955566
citation,0.26448965072631836,0.26015082001686096,0.2536581754684448,0.1603849083185196,0.10235189646482468,0.15196460485458374,0.22959956526756287,0.16647644340991974,0.16701039671897888,0.24621744453907013,0.08155082166194916,0.19750040769577026,0.2009706050157547,0.3382055461406708
given,0.21883496642112732,0.25750163197517395,0.37508252263069153,0.22367461025714874,0.13911858201026917,0.165152445435524,0.39388060569763184,0.144585981965065,0.34415629506111145,0.3335871398448944,0.21523381769657135,0.07167809456586838,0.2107619345188141,0.2570464313030243
],-0.03775298595428467,0.018593570217490196,-0.04779602214694023,-0.06510618329048157,-0.039300378412008286,-0.00011884968262165785,-0.035044461488723755,-0.03349998593330383,0.006664168555289507,-0.049516137689352036,-0.008880527690052986,-0.052805207669734955,-0.008521610870957375,-0.0022520492784678936
it,0.45803478360176086,0.34188351035118103,0.6251175999641418,0.21736566722393036,0.22461844980716705,0.2690049707889557,0.38761502504348755,0.30431556701660156,0.40974161028862,0.5452592968940735,0.2843167781829834,0.20925147831439972,0.4529881477355957,0.25732165575027466
should,0.43830034136772156,0.41994616389274597,0.32399165630340576,0.40877389907836914,0.1567317545413971,0.2575285732746124,0.23792634904384613,0.13976140320301056,0.4533415734767914,0.2715131938457489,0.18293404579162598,0.1839727908372879,0.35256603360176086,0.4442402422428131
be,0.3929833769798279,0.28696945309638977,0.4248143136501312,0.322500079870224,0.1991795301437378,0.2645954489707947,0.33904364705085754,0.15517795085906982,0.5760743618011475,0.39883795380592346,0.2907196581363678,0.24134670197963715,0.37900757789611816,0.3324260413646698
noted,0.16981294751167297,0.23014713823795319,0.248806893825531,0.1978338658809662,0.17806416749954224,0.14947877824306488,0.23399871587753296,0.17110715806484222,0.28539150953292847,0.2248256653547287,0.2078883945941925,0.23879554867744446,0.24582087993621826,0.13014346361160278
here,0.5220553874969482,0.360707551240921,0.37885698676109314,0.23152467608451843,0.21570558845996857,0.2584180533885956,0.29118096828460693,0.22548389434814453,0.5184332728385925,0.3427039682865143,0.23797927796840668,0.22493869066238403,0.37982308864593506,0.5686008334159851
however,0.4480680823326111,0.4463717043399811,0.49814513325691223,0.24026061594486237,0.2587375044822693,0.26812800765037537,0.3800618350505829,0.24565093219280243,0.5919817090034485,0.38150349259376526,0.3181019127368927,0.3358549177646637,0.3940407931804657,0.2152075469493866
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.2016455978155136,0.2400680035352707,0.25154611468315125,0.41498205065727234,0.20048558712005615,0.6182622313499451,0.47537946701049805,0.34200385212898254,0.3073127269744873,0.42569106817245483,0.32716336846351624
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.1955713927745819,0.2652597725391388,0.279204785823822,0.5696388483047485,0.3268454372882843,0.36843645572662354,0.539380669593811,0.2841601073741913,0.18933768570423126,0.46853652596473694,0.20430970191955566
certain,0.4561643898487091,0.41002264618873596,0.392071396112442,0.19883982837200165,0.2418595850467682,0.26499295234680176,0.40204232931137085,0.16526465117931366,0.5001439452171326,0.369277685880661,0.3266538381576538,0.2254181206226349,0.22485196590423584,0.2516106069087982
cases,0.2612028121948242,0.3112744688987732,0.33415094017982483,0.17089824378490448,0.2033359706401825,0.22984035313129425,0.31000128388404846,0.25356411933898926,0.4581645727157593,0.3244450092315674,0.24755939841270447,0.2401522547006607,0.18678762018680573,0.25599566102027893
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.29341426491737366,0.27938312292099,0.23317520320415497,0.4946078956127167,0.2967977225780487,0.3541618287563324,0.427140474319458,0.2263888567686081,0.2012101411819458,0.49057599902153015,0.31091248989105225
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.1750524342060089,0.19851811230182648,0.23348768055438995,0.41827285289764404,0.15404780209064484,0.48046383261680603,0.3783375024795532,0.26124298572540283,0.23490789532661438,0.40749499201774597,0.2433311939239502
great,0.2562883198261261,0.1330372840166092,0.2822027802467346,0.08767489343881607,0.21161620318889618,0.15593008697032928,0.3168134391307831,0.13108108937740326,0.24053381383419037,0.21836373209953308,0.31252819299697876,0.21498042345046997,0.15918688476085663,0.13135133683681488
economic,0.18082544207572937,0.14175917208194733,0.282455176115036,0.19523285329341888,0.11984767764806747,0.19942738115787506,0.3030148148536682,0.3015505373477936,0.18631099164485931,0.2234611213207245,0.2449803650379181,0.3066168427467346,0.20757777988910675,0.1206481084227562
inequality,0.30072227120399475,0.24271976947784424,0.23508106172084808,0.1830274760723114,0.22487330436706543,0.24342113733291626,0.27910974621772766,0.3072609305381775,0.2617298364639282,0.1783585250377655,0.18932169675827026,0.27267858386039734,0.16136983036994934,0.23619021475315094
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.29341426491737366,0.27938312292099,0.23317520320415497,0.4946078956127167,0.2967977225780487,0.3541618287563324,0.427140474319458,0.2263888567686081,0.2012101411819458,0.49057599902153015,0.31091248989105225
there,0.35085538029670715,0.2930194139480591,0.47025805711746216,0.22421196103096008,0.21173454821109772,0.24087181687355042,0.44397735595703125,0.30312415957450867,0.5194604992866516,0.4214206337928772,0.34902602434158325,0.1749962419271469,0.3521401882171631,0.29405656456947327
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.2555285692214966,0.2383800595998764,0.24803997576236725,0.4854315221309662,0.2727566361427307,0.3613572418689728,0.658733606338501,0.2971126437187195,0.18670059740543365,0.3635730445384979,0.22961433231830597
nonetheless,0.368646502494812,0.315669983625412,0.3056115508079529,0.16767635941505432,0.16750875115394592,0.1853695958852768,0.2506859302520752,0.21105071902275085,0.4413967430591583,0.2615797817707062,0.2545326352119446,0.24956415593624115,0.2509266436100006,0.22137337923049927
not,0.5449194312095642,0.6355478763580322,0.4310511648654938,0.1549006849527359,0.2040453404188156,0.2994546890258789,0.3307090103626251,0.19793428480625153,0.5619372129440308,0.3791346549987793,0.2738390564918518,0.23956254124641418,0.3516409695148468,0.41942933201789856
more,0.3484537899494171,0.2897747755050659,0.39758381247520447,0.32762542366981506,0.19636082649230957,0.24826094508171082,0.30478984117507935,0.2020302265882492,0.49033403396606445,0.3452818691730499,0.30958428978919983,0.26412034034729004,0.37351730465888977,0.27894994616508484
waste,0.28944942355155945,0.2746318280696869,0.1971915364265442,0.16231998801231384,0.13178928196430206,0.19165633618831635,0.256231427192688,0.11294352263212204,0.27984488010406494,0.1976010948419571,0.26124295592308044,0.23517055809497833,0.1490848958492279,0.299444317817688
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.23919939994812012,0.2911888659000397,0.29463574290275574,0.5116966962814331,0.23080337047576904,0.4711785912513733,0.3739250600337982,0.3404269814491272,0.19650109112262726,0.4077630043029785,0.20544172823429108
pollution,0.23829525709152222,0.2797619104385376,0.2658846378326416,0.2251264899969101,0.23924481868743896,0.2188795953989029,0.28485921025276184,0.2836594581604004,0.290829062461853,0.22524841129779816,0.32113856077194214,0.33807337284088135,0.21910016238689423,0.22070297598838806
created,0.20714101195335388,0.20221839845180511,0.3539263904094696,0.19005510210990906,0.10061445832252502,0.20812946557998657,0.32043445110321045,0.148964524269104,0.23259617388248444,0.30777761340141296,0.194413959980011,0.17319318652153015,0.20446635782718658,0.21177415549755096
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.33648446202278137,0.23253053426742554,0.24387936294078827,0.3886612355709076,0.22002090513706207,0.37788212299346924,0.39550232887268066,0.24282054603099823,0.21005624532699585,0.36047765612602234,0.27043893933296204
the,0.42745697498321533,0.35928019881248474,1.0,0.3314409554004669,0.28034812211990356,0.31442487239837646,0.733189046382904,0.32044094800949097,0.40389683842658997,0.5829201340675354,0.3828733265399933,0.22336715459823608,0.5107308030128479,0.22068053483963013
waste/pollution,0.33558011054992676,0.3360539376735687,0.31866455078125,0.26821833848953247,0.2450622320175171,0.2571652829647064,0.34606119990348816,0.2895287871360779,0.35097935795783997,0.2896338999271393,0.3502228856086731,0.35655131936073303,0.25062230229377747,0.31807005405426025
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.2555285692214966,0.2383800595998764,0.24803997576236725,0.4854315221309662,0.2727566361427307,0.3613572418689728,0.658733606338501,0.2971126437187195,0.18670059740543365,0.3635730445384979,0.22961433231830597
cleaned,0.2318483144044876,0.2574008107185364,0.24352779984474182,0.18262773752212524,0.17625273764133453,0.1750245988368988,0.18211156129837036,0.14877796173095703,0.35102400183677673,0.20455332100391388,0.2736457884311676,0.09223084151744843,0.20950178802013397,0.26958441734313965
up,0.28591108322143555,0.25498253107070923,0.38423117995262146,0.22438593208789825,0.26585808396339417,0.2251402884721756,0.32945773005485535,0.17500633001327515,0.34569859504699707,0.32523053884506226,0.3038237988948822,0.12266139686107635,0.34194523096084595,0.1819818764925003
better,0.3551420271396637,0.2810831367969513,0.2113795131444931,0.22620292007923126,0.15722449123859406,0.19291940331459045,0.18950162827968597,0.10716114938259125,0.3652902841567993,0.2532222270965576,0.1704050749540329,0.17752975225448608,0.24900631606578827,0.32159438729286194
afterwards,0.20637443661689758,0.1829369217157364,0.3922112286090851,0.15081150829792023,0.17794553935527802,0.14974936842918396,0.30721139907836914,0.12844188511371613,0.2776128351688385,0.28931310772895813,0.19589491188526154,0.22222188115119934,0.33800986409187317,0.16511626541614532
(,0.2411840260028839,0.2728188931941986,0.33289089798927307,0.25988274812698364,0.20521607995033264,0.2298942357301712,0.35032153129577637,0.14130665361881256,0.23072676360607147,0.3206180930137634,0.1259251832962036,0.17425116896629333,0.28656116127967834,0.40561532974243164
water,0.17456887662410736,0.29202038049697876,0.297396719455719,0.12553538382053375,0.21074092388153076,0.21333207190036774,0.2741255462169647,0.19995500147342682,0.26208099722862244,0.2979097068309784,0.3049947917461395,0.15151140093803406,0.18117135763168335,0.14731885492801666
treatment,0.27640530467033386,0.22439263761043549,0.2350214421749115,0.11063573509454727,0.16461071372032166,0.09572486579418182,0.2632577419281006,0.17014768719673157,0.28170958161354065,0.23119685053825378,0.07973729819059372,0.1783224493265152,0.21504230797290802,0.20314443111419678
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.29341426491737366,0.27938312292099,0.23317520320415497,0.4946078956127167,0.2967977225780487,0.3541618287563324,0.427140474319458,0.2263888567686081,0.2012101411819458,0.49057599902153015,0.31091248989105225
filtering,0.31715425848960876,0.2870543897151947,0.29154980182647705,0.1885298639535904,0.2323584407567978,0.2058716118335724,0.2883053123950958,0.13798664510250092,0.3112616240978241,0.2423545867204666,0.327148973941803,0.1950489729642868,0.21098047494888306,0.2839963436126709
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.29341426491737366,0.27938312292099,0.23317520320415497,0.4946078956127167,0.2967977225780487,0.3541618287563324,0.427140474319458,0.2263888567686081,0.2012101411819458,0.49057599902153015,0.31091248989105225
...,0.001098619308322668,-0.029691774398088455,0.04743409901857376,-0.0049830651842057705,0.11621137708425522,0.038554687052965164,0.15639884769916534,0.12264003604650497,-0.06000664830207825,0.11324790120124817,0.021695172414183617,0.0006778979441151023,-0.04269740730524063,-0.07163430005311966
