,which,theory,states,that,slow,geological,processes,are,still,occurring,today,",",and,have,occurred,throughout,earth,'s,history,?
this,0.6719430088996887,0.2884212136268616,0.2684851288795471,0.6909449696540833,0.35496091842651367,0.2841396927833557,0.36330434679985046,0.35762670636177063,0.4357816278934479,0.30092328786849976,0.3353723883628845,0.4316047728061676,0.42353692650794983,0.4660032093524933,0.3275951147079468,0.3272508978843689,0.2956106662750244,0.02106832154095173,0.28038904070854187,0.3155723512172699
book,0.24807968735694885,0.23477663099765778,0.17561651766300201,0.31481462717056274,0.11068720370531082,0.16243362426757812,0.12025386840105057,0.18403245508670807,0.17216968536376953,0.17384812235832214,0.16261297464370728,0.23644568026065826,0.28024056553840637,0.18436074256896973,0.12586559355258942,0.1220315545797348,0.25950729846954346,0.03493255004286766,0.2520027160644531,0.20572158694267273
",",0.3658004403114319,0.18095813691616058,0.3315127193927765,0.4137537479400635,0.1939975768327713,0.1997290551662445,0.252090185880661,0.4062570035457611,0.35217106342315674,0.30096736550331116,0.3282252550125122,1.0000001192092896,0.6633074283599854,0.3541618287563324,0.28958946466445923,0.22385434806346893,0.23186853528022766,-0.0016132977325469255,0.2728564441204071,0.31091248989105225
which,1.0,0.3127335011959076,0.27476921677589417,0.6894589066505432,0.35387182235717773,0.2801094949245453,0.4329228699207306,0.42922598123550415,0.4167596399784088,0.34765753149986267,0.3886263072490692,0.3658004403114319,0.506277859210968,0.49652695655822754,0.272514283657074,0.39025890827178955,0.26013901829719543,0.03856118768453598,0.2426081746816635,0.25814583897590637
influenced,0.1737663745880127,0.2700159549713135,0.165185809135437,0.2764137387275696,0.1631796658039093,0.16089020669460297,0.1881977617740631,0.14149753749370575,0.2789901793003082,0.180766761302948,0.22056889533996582,0.2484109252691269,0.2976251244544983,0.18746411800384521,0.19153524935245514,0.33980652689933777,0.19443796575069427,-0.0006173446890898049,0.21883909404277802,0.1310873031616211
the,0.6521818041801453,0.2277156263589859,0.3463578522205353,0.5473989248275757,0.2366129457950592,0.2813860774040222,0.24400095641613007,0.40399202704429626,0.40142056345939636,0.3030725419521332,0.35740926861763,0.4933079481124878,0.5171257257461548,0.40389683842658997,0.3372073173522949,0.4158564507961273,0.2801888585090637,-0.01540423184633255,0.33215048909187317,0.22068053483963013
thought,0.3462379276752472,0.33378612995147705,0.17434072494506836,0.520185112953186,0.2765359580516815,0.17026031017303467,0.24848975241184235,0.28778257966041565,0.37622207403182983,0.19217203557491302,0.3689785599708557,0.2965437173843384,0.34702804684638977,0.45581644773483276,0.28518638014793396,0.21636997163295746,0.268581360578537,0.04379833862185478,0.2328733503818512,0.2600135803222656
of,0.5011631846427917,0.23506702482700348,0.30884552001953125,0.41498205065727234,0.1380475014448166,0.3277883529663086,0.2369685024023056,0.39081433415412903,0.3288819193840027,0.3299761414527893,0.3291318118572235,0.4946078956127167,0.5116966962814331,0.3802283704280853,0.31296631693840027,0.35374847054481506,0.2329314798116684,-0.03817026689648628,0.31014925241470337,0.1826142966747284
charles,0.1476125568151474,0.15816597640514374,0.16933339834213257,0.1334998905658722,0.14250996708869934,0.2021580934524536,0.1556912213563919,0.1303582340478897,0.14404582977294922,0.1418260931968689,0.1158437579870224,0.24990057945251465,0.23640480637550354,0.13644185662269592,0.15517088770866394,0.1426829844713211,0.16727325320243835,-0.08611538261175156,0.16186153888702393,0.17366734147071838
darwin,0.2630492150783539,0.37594074010849,0.17748121917247772,0.27479055523872375,0.176380455493927,0.24217335879802704,0.22538787126541138,0.1670440435409546,0.17770905792713165,0.244225412607193,0.2130519151687622,0.21499907970428467,0.2277670055627823,0.19922703504562378,0.18541094660758972,0.23490698635578156,0.2336776852607727,-0.015944039449095726,0.2232150286436081,0.13912999629974365
