,what,is,included,with,each,packet,label
the,0.42745697498321533,0.5823672413825989,0.3825419843196869,0.4223487675189972,0.470844566822052,0.18130622804164886,0.24893689155578613
packets,0.24571315944194794,0.19614604115486145,0.15156684815883636,0.2967727780342102,0.3416363298892975,0.8348818421363831,0.0713561624288559
are,0.29724663496017456,0.5330929756164551,0.34501078724861145,0.38996943831443787,0.39730963110923767,0.23603710532188416,0.1478271335363388
routed,0.2073691040277481,0.15708470344543457,0.197919562458992,0.23519177734851837,0.18626071512699127,0.3496571481227875,0.05318940058350563
individually,0.3605390191078186,0.24692195653915405,0.3132074177265167,0.3534174859523773,0.5418346524238586,0.320563942193985,0.19419915974140167
",",0.3087472915649414,0.4691906273365021,0.3679811954498291,0.4120737314224243,0.207483172416687,0.12501740455627441,0.1559806615114212
sometimes,0.34229418635368347,0.3757973313331604,0.23536567389965057,0.30637601017951965,0.3607385456562042,0.21438823640346527,0.2133799046278
resulting,0.17960047721862793,0.2671727240085602,0.14678096771240234,0.3180278241634369,0.2816102206707001,0.21814832091331482,0.17285564541816711
in,0.30808621644973755,0.5394441485404968,0.32433560490608215,0.4080928862094879,0.30816060304641724,0.1529032289981842,0.18600617349147797
different,0.39262300729751587,0.24624870717525482,0.26150864362716675,0.3571763038635254,0.5394036769866943,0.2502956986427307,0.1724039763212204
paths,0.23057404160499573,0.18063242733478546,0.13431313633918762,0.23071801662445068,0.30351245403289795,0.24123896658420563,0.09111310541629791
and,0.31309178471565247,0.3859752118587494,0.3643590211868286,0.5477725267410278,0.2984027564525604,0.22431595623493195,0.24693480134010315
out-of-order,0.35116419196128845,0.23115484416484833,0.30292999744415283,0.25636041164398193,0.33643054962158203,0.3078482151031494,0.19769242405891418
delivery,0.1710272878408432,0.20090079307556152,0.12222108989953995,0.18131613731384277,0.20517930388450623,0.3278498947620392,0.15703564882278442
.,0.3567904531955719,0.4569662809371948,0.25865867733955383,0.4446153938770294,0.31204065680503845,0.1900589019060135,0.21371924877166748
,what,is,included,with,each,packet,label
each,0.3353266417980194,0.2954041659832001,0.22901172935962677,0.4100050628185272,1.0,0.2744428515434265,0.1938467174768448
packet,0.2392171323299408,0.21452254056930542,0.1311706006526947,0.25691017508506775,0.2744428515434265,1.0000001192092896,0.08155214786529541
is,0.28837618231773376,1.0,0.23363345861434937,0.3250955045223236,0.2954041659832001,0.21452254056930542,0.18535912036895752
labeled,0.2734558880329132,0.2062641680240631,0.34209978580474854,0.25630268454551697,0.20359332859516144,0.12697066366672516,0.5722250938415527
with,0.2464839518070221,0.3250955045223236,0.329644113779068,0.9999999403953552,0.4100050628185272,0.25691017508506775,0.21879762411117554
a,0.3320399522781372,0.658733606338501,0.23032639920711517,0.3783375024795532,0.434999018907547,0.2726188004016876,0.22153732180595398
destination,0.18326914310455322,0.2743035852909088,0.13882063329219818,0.11326605081558228,0.1893777698278427,0.23998384177684784,0.16346243023872375
address,0.2695501744747162,0.17339114844799042,0.16333629190921783,0.16250135004520416,0.2448296695947647,0.30576229095458984,0.1756013035774231
",",0.3087472915649414,0.4691906273365021,0.3679811954498291,0.4120737314224243,0.207483172416687,0.12501740455627441,0.1559806615114212
source,0.2553733289241791,0.2948454022407532,0.15341217815876007,0.16254369914531708,0.1528538465499878,0.21700488030910492,0.17680193483829498
address,0.2695501744747162,0.17339114844799042,0.16333629190921783,0.16250135004520416,0.2448296695947647,0.30576229095458984,0.1756013035774231
",",0.3087472915649414,0.4691906273365021,0.3679811954498291,0.4120737314224243,0.207483172416687,0.12501740455627441,0.1559806615114212
and,0.31309178471565247,0.3859752118587494,0.3643590211868286,0.5477725267410278,0.2984027564525604,0.22431595623493195,0.24693480134010315
port,0.1327695995569229,0.26270607113838196,0.13586634397506714,0.15417149662971497,0.09605228155851364,0.27996769547462463,0.030339958146214485
numbers,0.24586999416351318,0.19465886056423187,0.2618754208087921,0.21640020608901978,0.3118036687374115,0.2498968541622162,0.1287737935781479
.,0.3567904531955719,0.4569662809371948,0.25865867733955383,0.4446153938770294,0.31204065680503845,0.1900589019060135,0.21371924877166748
