,when,did,wjz-tv,in,nyc,begin,broadcasting,?
the,0.5091903209686279,0.34736719727516174,0.24934500455856323,0.6662389636039734,0.19083283841609955,0.34293439984321594,0.29916465282440186,0.22068053483963013
network,0.19011130928993225,0.08572790026664734,0.5377863049507141,0.19496823847293854,0.18803849816322327,0.12046536803245544,0.5597359538078308,0.17853789031505585
's,-0.03368149697780609,0.05069678649306297,0.12760092318058014,-0.037580832839012146,0.04622393846511841,-0.07216574251651764,0.10137476027011871,-0.023395681753754616
flagship,0.18612726032733917,0.13746052980422974,0.35486677289009094,0.2960335314273834,0.11079343408346176,0.12613075971603394,0.42353355884552,0.0801878422498703
owned-and-operated,0.23927195370197296,0.23825591802597046,0.37155938148498535,0.27814793586730957,0.2611190676689148,0.1588245928287506,0.42092034220695496,0.2376745194196701
station,0.17569848895072937,0.11704530566930771,0.33055397868156433,0.21784305572509766,0.26155710220336914,0.1686740666627884,0.40611958503723145,0.12574981153011322
",",0.36674630641937256,0.3015086054801941,0.3067038655281067,0.5201468467712402,0.22481241822242737,0.27304404973983765,0.2411014288663864,0.31091248989105225
wjz-tv,0.19568052887916565,0.15769077837467194,1.0000001192092896,0.2544225752353668,0.28695136308670044,0.11806666851043701,0.6083589196205139,0.31192705035209656
in,0.4431333839893341,0.2593238651752472,0.2544225752353668,1.0,0.15456315875053406,0.2903634011745453,0.27609771490097046,0.20430970191955566
new,0.257220059633255,0.227974995970726,0.2019413411617279,0.3758552670478821,0.35524749755859375,0.23350173234939575,0.2377755343914032,0.14782847464084625
york,0.21644815802574158,0.16606222093105316,0.23575934767723083,0.2961827218532562,0.4676362872123718,0.16402345895767212,0.23929348587989807,0.15262620151042938
city,0.19592350721359253,0.12266099452972412,0.21209745109081268,0.3911624252796173,0.29379940032958984,0.1905907243490219,0.22319422662258148,0.13423943519592285
(,0.2459595799446106,0.18979617953300476,0.28358185291290283,0.3087427020072937,0.21643538773059845,0.12756820023059845,0.25321096181869507,0.40561532974243164
later,0.4627884030342102,0.38386887311935425,0.17311055958271027,0.40857815742492676,0.1707497388124466,0.26519647240638733,0.2587125301361084,0.1417175978422165
re-called,0.40086615085601807,0.3330644965171814,0.2791956067085266,0.400445818901062,0.19466657936573029,0.28200656175613403,0.207333505153656,0.25443559885025024
wabc-tv,0.27803492546081543,0.21346208453178406,0.6759704351425171,0.3306269347667694,0.38117438554763794,0.16926676034927368,0.5292677879333496,0.2822728157043457
),0.2538422644138336,0.18584993481636047,0.2855379581451416,0.3326910734176636,0.22038409113883972,0.13078060746192932,0.22697988152503967,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.3067038655281067,0.5201468467712402,0.22481241822242737,0.27304404973983765,0.2411014288663864,0.31091248989105225
signed,0.18414242565631866,0.23087851703166962,0.15441258251667023,0.21830837428569794,0.1301392763853073,0.2292793244123459,0.20144321024417877,0.14003296196460724
on,0.37706470489501953,0.2670976221561432,0.3224444091320038,0.46853652596473694,0.17309041321277618,0.2630721628665924,0.25327786803245544,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.24934500455856323,0.6662389636039734,0.19083283841609955,0.34293439984321594,0.29916465282440186,0.22068053483963013
air,0.2593141496181488,0.12297173589468002,0.2514495253562927,0.22172939777374268,0.18052713572978973,0.18913505971431732,0.2971299886703491,0.1491677612066269
on,0.37706470489501953,0.2670976221561432,0.3224444091320038,0.46853652596473694,0.17309041321277618,0.2630721628665924,0.25327786803245544,0.2714994251728058
august,0.2603156566619873,0.26378265023231506,0.22759504616260529,0.24307909607887268,0.169311061501503,0.1337261199951172,0.20964734256267548,0.3006744682788849
10,0.057211097329854965,0.1914099007844925,0.02992064878344536,0.22690178453922272,0.034185122698545456,0.05757668986916542,0.06635469943284988,0.022911956533789635
",",0.36674630641937256,0.3015086054801941,0.3067038655281067,0.5201468467712402,0.22481241822242737,0.27304404973983765,0.2411014288663864,0.31091248989105225
1948,0.06069455295801163,0.06256089359521866,0.008429143577814102,0.07071642577648163,-0.08760659396648407,0.03558151051402092,0.15441901981830597,-0.10648800432682037
",",0.36674630641937256,0.3015086054801941,0.3067038655281067,0.5201468467712402,0.22481241822242737,0.27304404973983765,0.2411014288663864,0.31091248989105225
with,0.5075214505195618,0.25472134351730347,0.26317426562309265,0.4080928862094879,0.1418205350637436,0.25770750641822815,0.21988992393016815,0.2433311939239502
its,0.34032323956489563,0.19922670722007751,0.268200546503067,0.3793783485889435,0.1525452435016632,0.20967066287994385,0.2771732807159424,0.15103481709957123
first,0.4282494783401489,0.33691170811653137,0.1889796406030655,0.4127444326877594,0.1575527936220169,0.2771400213241577,0.2611231207847595,0.18701928853988647
broadcast,0.2190258502960205,0.17054221034049988,0.601833701133728,0.26723843812942505,0.16910962760448456,0.13977687060832977,0.843898594379425,0.15760008990764618
running,0.25263121724128723,0.23744943737983704,0.2533842623233795,0.2874506413936615,0.18040770292282104,0.20008982717990875,0.23922596871852875,0.15679655969142914
for,0.43402108550071716,0.318512886762619,0.3080337941646576,0.4322226941585541,0.11395923793315887,0.29862016439437866,0.29230615496635437,0.264628142118454
two,0.3743424117565155,0.2755576968193054,0.18333910405635834,0.36463531851768494,0.13845260441303253,0.2683347463607788,0.19340714812278748,0.19645625352859497
hours,0.28038275241851807,0.24668937921524048,0.26506033539772034,0.2001713663339615,0.24745506048202515,0.2457738071680069,0.1797359585762024,0.21755769848823547
that,0.5860282182693481,0.47518548369407654,0.31032904982566833,0.435920387506485,0.22268421947956085,0.27644142508506775,0.23971983790397644,0.32716336846351624
evening,0.3180263638496399,0.2555100917816162,0.30954641103744507,0.25771504640579224,0.1848616749048233,0.2235453873872757,0.27645695209503174,0.15503956377506256
.,0.475719153881073,0.35288307070732117,0.311996728181839,0.5591574311256409,0.23401416838169098,0.24827922880649567,0.20697949826717377,0.4130953550338745
