,when,were,the,elections,that,produced,a,higher,vote,by,protestant,nazi,sympathizers,than,by,catholics,?
nevertheless,0.36689719557762146,0.31472048163414,0.29583513736724854,0.27768847346305847,0.4617612063884735,0.15983156859874725,0.25812849402427673,0.2066349983215332,0.2089482843875885,0.2397531419992447,0.21783758699893951,0.1974891871213913,0.2901814579963684,0.2706332504749298,0.2397531419992447,0.25633665919303894,0.12207362055778503
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.2606843113899231,0.4137537479400635,0.22260788083076477,0.427140474319458,0.251458078622818,0.27201512455940247,0.3680937886238098,0.2710806429386139,0.22584949433803558,0.2707119882106781,0.3371901512145996,0.3680937886238098,0.2824510335922241,0.31091248989105225
professor,0.20569248497486115,0.06850619614124298,0.19516055285930634,0.2123986929655075,0.13997994363307953,0.16030903160572052,0.2867487072944641,0.16188648343086243,0.11464343965053558,0.16464444994926453,0.2307068407535553,0.13968868553638458,0.12103795260190964,0.08197792619466782,0.16464444994926453,0.16092288494110107,0.09837866574525833
richard,0.18583287298679352,0.22284255921840668,0.2087954580783844,0.1369815468788147,0.1658092886209488,0.19965443015098572,0.243032768368721,0.07836497575044632,0.10935193300247192,0.24423328042030334,0.18153654038906097,0.17592200636863708,0.221893772482872,0.12143807858228683,0.24423328042030334,0.09426376223564148,0.15003317594528198
(,0.2459595799446106,0.14743882417678833,0.33289089798927307,0.1655852049589157,0.2264307141304016,0.15091001987457275,0.3206180930137634,0.17905442416667938,0.19731609523296356,0.20696312189102173,0.1624862253665924,0.15473006665706635,0.16201210021972656,0.19419437646865845,0.20696312189102173,0.16846688091754913,0.40561532974243164
dick,0.1495591402053833,0.10629864782094955,0.1593727320432663,0.1646794229745865,0.1571781039237976,0.11406931281089783,0.23915420472621918,0.09138812869787216,0.2131764143705368,0.12636475265026093,0.1643432229757309,0.13117274641990662,0.1325344294309616,0.21250510215759277,0.12636475265026093,0.10581258684396744,0.1753130704164505
),0.2538422644138336,0.1566188633441925,0.3456730246543884,0.15428538620471954,0.23478686809539795,0.15463140606880188,0.3640355169773102,0.19929355382919312,0.18994680047035217,0.2151763141155243,0.18455590307712555,0.15081562101840973,0.1718369424343109,0.21982109546661377,0.2151763141155243,0.16548430919647217,0.42300865054130554
geary,0.1779460459947586,0.167388916015625,0.26128286123275757,0.21263286471366882,0.1558142602443695,0.12235073745250702,0.2612118721008301,0.08735485374927521,0.18640871345996857,0.19447606801986694,0.1563490927219391,0.19847315549850464,0.15818016231060028,0.05065873637795448,0.19447606801986694,0.1976168304681778,0.13744425773620605
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.2606843113899231,0.4137537479400635,0.22260788083076477,0.427140474319458,0.251458078622818,0.27201512455940247,0.3680937886238098,0.2710806429386139,0.22584949433803558,0.2707119882106781,0.3371901512145996,0.3680937886238098,0.2824510335922241,0.31091248989105225
former,0.1756535917520523,0.1692831814289093,0.2251449078321457,0.23199835419654846,0.138786181807518,0.13491091132164001,0.2562483549118042,0.14336484670639038,0.18179138004779816,0.18490687012672424,0.18368279933929443,0.13152755796909332,0.19654223322868347,0.10462044179439545,0.18490687012672424,0.110346719622612,0.10570605844259262
professor,0.20569248497486115,0.06850619614124298,0.19516055285930634,0.2123986929655075,0.13997994363307953,0.16030903160572052,0.2867487072944641,0.16188648343086243,0.11464343965053558,0.16464444994926453,0.2307068407535553,0.13968868553638458,0.12103795260190964,0.08197792619466782,0.16464444994926453,0.16092288494110107,0.09837866574525833
of,0.3757161796092987,0.34038281440734863,0.733189046382904,0.25554418563842773,0.41498205065727234,0.18961067497730255,0.5052502155303955,0.3096220791339874,0.19845709204673767,0.3646814823150635,0.31440475583076477,0.22957292199134827,0.27500131726264954,0.33036211133003235,0.3646814823150635,0.3054737448692322,0.1826142966747284
modern,0.19283193349838257,0.2078569084405899,0.3283970355987549,0.08167638629674911,0.24473170936107635,0.1271536946296692,0.24361324310302734,0.19999216496944427,0.023059971630573273,0.14536865055561066,0.13819453120231628,0.17595386505126953,0.12741859257221222,0.27056068181991577,0.14536865055561066,0.13330258429050446,0.12475407868623734
history,0.24001719057559967,0.2241225242614746,0.33215048909187317,0.21429841220378876,0.24826017022132874,0.11935733258724213,0.2123815417289734,0.06768586486577988,0.18779230117797852,0.17996156215667725,0.14696507155895233,0.17533090710639954,0.10083641856908798,0.18527893722057343,0.17996156215667725,0.15840142965316772,0.2501974403858185
at,0.38876327872276306,0.2947486639022827,0.457212895154953,0.1803671419620514,0.3183255195617676,0.166782945394516,0.3095070421695709,0.2542303204536438,0.14803512394428253,0.2368064820766449,0.15162867307662964,0.13901661336421967,0.1571292281150818,0.27679139375686646,0.2368064820766449,0.15288694202899933,0.21978627145290375
the,0.5091903209686279,0.3906462490558624,1.0,0.23646192252635956,0.5473989248275757,0.22045251727104187,0.5829201340675354,0.3292480409145355,0.22779929637908936,0.4408751428127289,0.2679212689399719,0.23007801175117493,0.3232685923576355,0.3227543234825134,0.4408751428127289,0.27357813715934753,0.22068053483963013
university,0.20851898193359375,0.153096005320549,0.263973206281662,0.1869887411594391,0.16441112756729126,0.10985877364873886,0.20256656408309937,0.23826853930950165,0.15351051092147827,0.1929011344909668,0.258449524641037,0.14208213984966278,0.20773272216320038,0.1508307009935379,0.1929011344909668,0.19957335293293,0.11887256056070328
