,what,writing,inspired,the,name,great,yuan,?
``,0.008517155423760414,0.07805828750133514,-0.10640179365873337,0.029072100296616554,0.1001104861497879,0.04700023680925369,0.12237913906574249,0.0685480609536171
dà,0.3177097737789154,0.390451580286026,0.3108341693878174,0.3587157726287842,0.3051213324069977,0.27156391739845276,0.5081632733345032,0.29450011253356934
yuán,0.22776071727275848,0.196318581700325,0.2145891636610031,0.26569807529449463,0.17869900166988373,0.18144220113754272,0.41060131788253784,0.20375649631023407
'',0.08143015950918198,0.06549020111560822,0.08033055812120438,0.041273195296525955,0.003883055876940489,0.021797459572553635,0.044363681226968765,0.018684765323996544
(,0.2411840260028839,0.1166989877820015,0.08490614593029022,0.33289089798927307,0.2706909477710724,0.20725277066230774,0.18021149933338165,0.40561532974243164
大元,-0.16293780505657196,-0.1376856118440628,-0.06275920569896698,0.04971197620034218,0.08906573802232742,0.04841400682926178,-0.07206033915281296,-0.10699106752872467
),0.26259949803352356,0.1557934731245041,0.1227521300315857,0.3456730246543884,0.2638341188430786,0.21160492300987244,0.17912885546684265,0.42300865054130554
is,0.28837618231773376,0.22832350432872772,0.15691684186458588,0.5823672413825989,0.3359788954257965,0.1345067322254181,0.1437031477689743,0.22961433231830597
from,0.2737620174884796,0.1966073215007782,0.2121204286813736,0.40150508284568787,0.2635002136230469,0.18041135370731354,0.09845740348100662,0.19969791173934937
the,0.42745697498321533,0.2579600512981415,0.271378755569458,1.0,0.3171212375164032,0.2822027802467346,0.2548272907733917,0.22068053483963013
sentence,0.3087162673473358,0.2897021472454071,0.10988040268421173,0.2387111783027649,0.19459889829158783,0.12402099370956421,0.1454247534275055,0.2846963107585907
``,0.008517155423760414,0.07805828750133514,-0.10640179365873337,0.029072100296616554,0.1001104861497879,0.04700023680925369,0.12237913906574249,0.0685480609536171
大哉乾元,0.12778416275978088,0.10394587367773056,0.07341712713241577,0.15316514670848846,0.14003907144069672,0.11424253135919571,0.19644348323345184,0.0760711207985878
'',0.08143015950918198,0.06549020111560822,0.08033055812120438,0.041273195296525955,0.003883055876940489,0.021797459572553635,0.044363681226968765,0.018684765323996544
(,0.2411840260028839,0.1166989877820015,0.08490614593029022,0.33289089798927307,0.2706909477710724,0.20725277066230774,0.18021149933338165,0.40561532974243164
dà,0.3177097737789154,0.390451580286026,0.3108341693878174,0.3587157726287842,0.3051213324069977,0.27156391739845276,0.5081632733345032,0.29450011253356934
zai,0.10284768790006638,0.1778969019651413,0.12666954100131989,0.18938618898391724,0.15198947489261627,0.10898201167583466,0.46050354838371277,0.09460745751857758
qián,0.18932372331619263,0.18184974789619446,0.16604474186897278,0.24211354553699493,0.19454561173915863,0.17068755626678467,0.38045617938041687,0.20754946768283844
yuán,0.22776071727275848,0.196318581700325,0.2145891636610031,0.26569807529449463,0.17869900166988373,0.18144220113754272,0.41060131788253784,0.20375649631023407
/,0.14327247440814972,0.08828763663768768,0.038309454917907715,0.15604786574840546,0.12257912755012512,0.08907521516084671,0.08750507980585098,0.2429123967885971
``,0.008517155423760414,0.07805828750133514,-0.10640179365873337,0.029072100296616554,0.1001104861497879,0.04700023680925369,0.12237913906574249,0.0685480609536171
great,0.2562883198261261,0.15653254091739655,0.23965634405612946,0.2822027802467346,0.16152743995189667,1.0,0.1734679937362671,0.13135133683681488
is,0.28837618231773376,0.22832350432872772,0.15691684186458588,0.5823672413825989,0.3359788954257965,0.1345067322254181,0.1437031477689743,0.22961433231830597
qián,0.18932372331619263,0.18184974789619446,0.16604474186897278,0.24211354553699493,0.19454561173915863,0.17068755626678467,0.38045617938041687,0.20754946768283844
",",0.3087472915649414,0.2835220992565155,0.21598021686077118,0.4933079481124878,0.28145334124565125,0.29579275846481323,0.20958951115608215,0.31091248989105225
the,0.42745697498321533,0.2579600512981415,0.271378755569458,1.0,0.3171212375164032,0.2822027802467346,0.2548272907733917,0.22068053483963013
primal,0.2299579679965973,0.2020213007926941,0.13628394901752472,0.26254183053970337,0.10108234733343124,0.14694184064865112,0.04928874224424362,0.15503984689712524
'',0.08143015950918198,0.06549020111560822,0.08033055812120438,0.041273195296525955,0.003883055876940489,0.021797459572553635,0.044363681226968765,0.018684765323996544
),0.26259949803352356,0.1557934731245041,0.1227521300315857,0.3456730246543884,0.2638341188430786,0.21160492300987244,0.17912885546684265,0.42300865054130554
