,what,is,the,longest,time,that,a,teaching,certificate,is,good,for,?
teaching,0.27416905760765076,0.16213442385196686,0.2182690054178238,0.09107327461242676,0.26783257722854614,0.28482577204704285,0.21643459796905518,1.0000001192092896,0.38621360063552856,0.16213442385196686,0.28213557600975037,0.31977686285972595,0.20424684882164001
certification,0.17934301495552063,0.16496902704238892,0.22407793998718262,0.03784322738647461,0.174410879611969,0.19583691656589508,0.24446265399456024,0.32538291811943054,0.8921775817871094,0.16496902704238892,0.22019298374652863,0.29615044593811035,0.2274744212627411
generally,0.40614598989486694,0.4094115197658539,0.41466525197029114,0.21309228241443634,0.3191911280155182,0.4812265634536743,0.37653425335884094,0.24264408648014069,0.20159143209457397,0.4094115197658539,0.3512967824935913,0.35338807106018066,0.23411904275417328
lasts,0.21729539334774017,0.32914164662361145,0.2970173954963684,0.3254553973674774,0.3893337845802307,0.24740774929523468,0.28871050477027893,0.14124548435211182,0.11326573044061661,0.32914164662361145,0.15641766786575317,0.2881447970867157,0.17807826399803162
three,0.24888746440410614,0.23072560131549835,0.43452659249305725,0.28643056750297546,0.3144358992576599,0.3407050371170044,0.3025658130645752,0.19149082899093628,0.15990190207958221,0.23072560131549835,0.21601276099681854,0.3032672107219696,0.20928427577018738
years,0.1981470286846161,0.19551363587379456,0.2912273406982422,0.3037256896495819,0.42289087176322937,0.27599525451660156,0.23773819208145142,0.23421047627925873,0.15170371532440186,0.19551363587379456,0.18649514019489288,0.2878222167491913,0.1914375126361847
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21878951787948608,0.3029961884021759,0.4137537479400635,0.427140474319458,0.2547089457511902,0.20541377365589142,0.4691906273365021,0.3217065632343292,0.4464869201183319,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.17493878304958344,0.4371204376220703,0.7244205474853516,0.44750767946243286,0.224850133061409,0.1765087991952896,0.4106791317462921,0.38284364342689514,0.45162561535835266,0.27921953797340393
teachers,0.2526462972164154,0.15701442956924438,0.22025763988494873,0.04828726500272751,0.23710069060325623,0.24071024358272552,0.2509842813014984,0.6562570333480835,0.35141417384147644,0.15701442956924438,0.2723744511604309,0.274332195520401,0.19522249698638916
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.1422170102596283,0.2720869183540344,0.4522190988063812,0.3915780484676361,0.2164105623960495,0.23258890211582184,0.44256699085235596,0.29485663771629333,0.35690054297447205,0.3226337134838104
receive,0.20392422378063202,0.20318937301635742,0.2726488411426544,0.13143670558929443,0.24037396907806396,0.2748669683933258,0.25780048966407776,0.19024015963077545,0.36168524622917175,0.20318937301635742,0.2741432785987854,0.31519460678100586,0.1652119904756546
certificates,0.16428524255752563,0.17493802309036255,0.19124510884284973,0.04371871054172516,0.15130001306533813,0.21828636527061462,0.2364768385887146,0.35484886169433594,0.9534264206886292,0.17493802309036255,0.2207542359828949,0.2704736590385437,0.2220875322818756
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.21523545682430267,0.388528436422348,1.0,0.47537946701049805,0.28482577204704285,0.20367015898227692,0.3995479643344879,0.44230329990386963,0.4137635827064514,0.32716336846351624
last,0.23175878822803497,0.2445172220468521,0.3698786795139313,0.38406258821487427,0.3435760736465454,0.31652477383613586,0.2864423990249634,0.12095926702022552,0.17163123190402985,0.2445172220468521,0.2556183636188507,0.3043119013309479,0.22371746599674225
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.17531833052635193,0.3239102065563202,0.4735107421875,0.39550232887268066,0.2660074830055237,0.17208342254161835,0.43216490745544434,0.30619359016418457,0.44774648547172546,0.27043893933296204
long,0.28276848793029785,0.28473302721977234,0.3075225353240967,0.482259601354599,0.3612262010574341,0.34424030780792236,0.3795371353626251,0.1464979499578476,0.03904527798295021,0.28473302721977234,0.2846073508262634,0.2547193765640259,0.19699987769126892
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.17531833052635193,0.3239102065563202,0.4735107421875,0.39550232887268066,0.2660074830055237,0.17208342254161835,0.43216490745544434,0.30619359016418457,0.44774648547172546,0.27043893933296204
ten,0.1616830825805664,0.17448657751083374,0.3256247341632843,0.23505382239818573,0.2587283253669739,0.25370344519615173,0.23545676469802856,0.27031755447387695,0.20712336897850037,0.17448657751083374,0.15114599466323853,0.25671905279159546,0.14471080899238586
years,0.1981470286846161,0.19551363587379456,0.2912273406982422,0.3037256896495819,0.42289087176322937,0.27599525451660156,0.23773819208145142,0.23421047627925873,0.15170371532440186,0.19551363587379456,0.18649514019489288,0.2878222167491913,0.1914375126361847
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2187548726797104,0.371569961309433,0.4460422694683075,0.50484299659729,0.26479530334472656,0.16367317736148834,0.4569662809371948,0.29664117097854614,0.4726039469242096,0.4130953550338745
