,what,does,yeke,mongghul,ulus,mean,?
``,0.008517155423760414,0.06539655476808548,0.0628802701830864,0.06290856003761292,0.06553550064563751,0.06393398344516754,0.0685480609536171
great,0.2562883198261261,0.1330372840166092,0.14507433772087097,0.23898477852344513,0.08878032118082047,0.1649935096502304,0.13135133683681488
mongol,0.15870186686515808,0.13189373910427094,0.3032463788986206,0.6599597930908203,0.1798553466796875,0.16217592358589172,0.12849251925945282
state,0.24273863434791565,0.15987756848335266,0.16030378639698029,0.24140223860740662,0.162094846367836,0.147826686501503,0.1160883978009224
'',0.08143015950918198,-0.004023602232336998,-0.031330764293670654,0.08145876973867416,0.027484962716698647,0.08347149938344955,0.018684765323996544
),0.26259949803352356,0.2575884759426117,0.2856496572494507,0.2812713086605072,0.0821891725063324,0.2426333725452423,0.42300865054130554
",",0.3087472915649414,0.28617382049560547,0.3094882369041443,0.3531089425086975,0.05159852281212807,0.27540135383605957,0.31091248989105225
resulting,0.17960047721862793,0.23127596080303192,0.06449706852436066,0.20045652985572815,0.045698679983615875,0.15858611464500427,0.10813049972057343
in,0.30808621644973755,0.214483380317688,0.23725390434265137,0.2803709805011749,0.09906274080276489,0.2099098116159439,0.20430970191955566
dai,0.0910559594631195,0.16086378693580627,0.15696415305137634,0.45481452345848083,0.0780002623796463,0.07055207341909409,0.12014257162809372
ön,0.3027259111404419,0.28200429677963257,0.09939122945070267,0.24219399690628052,0.22463802993297577,0.21960914134979248,0.14698120951652527
yeke,0.2404320389032364,0.08737831562757492,1.0000001192092896,0.43095067143440247,0.25998738408088684,0.15266425907611847,0.2724064290523529
mongghul,0.22555860877037048,0.21027761697769165,0.43095067143440247,1.0000001192092896,0.2618403434753418,0.19535304605960846,0.19112251698970795
ulus,0.08866755664348602,0.013823187910020351,0.25998738408088684,0.2618403434753418,1.0000001192092896,0.09763608127832413,0.04654638096690178
(,0.2411840260028839,0.2728188931941986,0.2529836595058441,0.26137232780456543,0.10751660913228989,0.24319502711296082,0.40561532974243164
mongolian,0.15557456016540527,0.18044167757034302,0.23872077465057373,0.5817999243736267,0.19266767799854279,0.22094041109085083,0.13122369349002838
script,0.23662243783473969,0.13997673988342285,0.15480798482894897,0.30952244997024536,0.14375361800193787,0.18106667697429657,0.24144527316093445
:,-0.12022944539785385,-0.11934193223714828,0.18620526790618896,-0.08563993126153946,0.015501861460506916,-0.04926652833819389,-0.07156077772378922
),0.26259949803352356,0.2575884759426117,0.2856496572494507,0.2812713086605072,0.0821891725063324,0.2426333725452423,0.42300865054130554
",",0.3087472915649414,0.28617382049560547,0.3094882369041443,0.3531089425086975,0.05159852281212807,0.27540135383605957,0.31091248989105225
meaning,0.24135559797286987,0.2968333065509796,0.13065536320209503,0.260676771402359,0.12084853649139404,0.5340426564216614,0.20420892536640167
``,0.008517155423760414,0.06539655476808548,0.0628802701830864,0.06290856003761292,0.06553550064563751,0.06393398344516754,0.0685480609536171
great,0.2562883198261261,0.1330372840166092,0.14507433772087097,0.23898477852344513,0.08878032118082047,0.1649935096502304,0.13135133683681488
yuan,0.13503028452396393,0.10071799904108047,0.3182884454727173,0.5310313105583191,0.21019956469535828,0.16608040034770966,0.12871281802654266
great,0.2562883198261261,0.1330372840166092,0.14507433772087097,0.23898477852344513,0.08878032118082047,0.1649935096502304,0.13135133683681488
mongol,0.15870186686515808,0.13189373910427094,0.3032463788986206,0.6599597930908203,0.1798553466796875,0.16217592358589172,0.12849251925945282
state,0.24273863434791565,0.15987756848335266,0.16030378639698029,0.24140223860740662,0.162094846367836,0.147826686501503,0.1160883978009224
'',0.08143015950918198,-0.004023602232336998,-0.031330764293670654,0.08145876973867416,0.027484962716698647,0.08347149938344955,0.018684765323996544
.,0.3567904531955719,0.3022993505001068,0.2640579044818878,0.2895137369632721,0.03688336908817291,0.21881133317947388,0.4130953550338745
