,what,entity,did,abc,sell,kxyz,to,in,1983,?
in,0.30808621644973755,0.22507517039775848,0.2593238651752472,0.1697147786617279,0.23190630972385406,0.2437821626663208,0.45010748505592346,1.0,-0.00395767018198967,0.20430970191955566
1983,0.025786560028791428,0.06634622812271118,0.04747678339481354,0.12831369042396545,-0.043497052043676376,0.06675862520933151,-0.05231504887342453,-0.00395767018198967,1.0,0.09926492720842361
",",0.3087472915649414,0.19129666686058044,0.3015086054801941,0.2097204476594925,0.26397812366485596,0.348932683467865,0.44245919585227966,0.5201468467712402,0.07142885774374008,0.31091248989105225
abc,0.1317344456911087,0.1619563102722168,0.13353709876537323,1.0000001192092896,0.10742729157209396,0.4243023693561554,0.1762417107820511,0.1697147786617279,0.12831369042396545,0.19065172970294952
sold,0.16570822894573212,0.16499923169612885,0.22639408707618713,0.15177004039287567,0.6424343585968018,0.16734758019447327,0.17380841076374054,0.2828634977340698,0.0001089221186703071,0.14943712949752808
kxyz,0.30940234661102295,0.34453698992729187,0.16346873342990875,0.4243023693561554,0.17559124529361725,1.0000001192092896,0.25600600242614746,0.2437821626663208,0.06675862520933151,0.3517550230026245
to,0.455847829580307,0.19512765109539032,0.4452643394470215,0.1762417107820511,0.35664159059524536,0.25600600242614746,1.0,0.45010748505592346,-0.05231504887342453,0.29463258385658264
the,0.42745697498321533,0.2403784692287445,0.34736719727516174,0.2068762183189392,0.19874759018421173,0.31123653054237366,0.535392165184021,0.6662389636039734,-0.019107989966869354,0.22068053483963013
infinity,0.21340768039226532,0.2328643798828125,0.12469886988401413,0.17065958678722382,0.1612689197063446,0.31547483801841736,0.1636924296617508,0.1655196100473404,-0.08272019773721695,0.20170320570468903
broadcasting,0.18499015271663666,0.23536793887615204,0.12097854167222977,0.45669859647750854,0.20349331200122833,0.3566932678222656,0.23729375004768372,0.27609771490097046,0.027408869937062263,0.10870421677827835
corporation,0.1715448498725891,0.2619836926460266,0.10538096725940704,0.21041184663772583,0.33031752705574036,0.28760260343551636,0.19761964678764343,0.16382643580436707,0.01284787803888321,0.13731837272644043
.,0.3567904531955719,0.24862751364707947,0.35288307070732117,0.2567209303379059,0.2524729371070862,0.3186006247997284,0.4645031690597534,0.5591574311256409,0.02804282307624817,0.4130953550338745
