,what,did,the,development,of,this,fertile,soil,provide,in,hostile,environment,?
the,0.42745697498321533,0.34736719727516174,1.0,0.3362044394016266,0.733189046382904,0.6274310946464539,0.27471983432769775,0.28965309262275696,0.26373472809791565,0.6662389636039734,0.26774856448173523,0.25819888710975647,0.22068053483963013
development,0.19014155864715576,0.16852836310863495,0.3362044394016266,0.9999998807907104,0.28700894117355347,0.29246020317077637,0.2843281626701355,0.20412983000278473,0.2796153128147125,0.2550492286682129,0.15561935305595398,0.40299519896507263,0.1211358830332756
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.28700894117355347,1.0,0.45148900151252747,0.2633076310157776,0.24573488533496857,0.27198103070259094,0.5696388483047485,0.2005755454301834,0.2659151554107666,0.1826142966747284
this,0.5489566326141357,0.3609912693500519,0.6274310946464539,0.29246020317077637,0.45148900151252747,0.9999999403953552,0.2331443876028061,0.2600821852684021,0.31749656796455383,0.45205554366111755,0.259148508310318,0.25212639570236206,0.3155723512172699
fertile,0.19595134258270264,0.09131889045238495,0.27471983432769775,0.2843281626701355,0.2633076310157776,0.2331443876028061,0.9999999403953552,0.4397816061973572,0.20424357056617737,0.24829789996147156,0.24638870358467102,0.26559698581695557,0.13105744123458862
soil,0.19217993319034576,0.13086344301700592,0.28965309262275696,0.20412983000278473,0.24573488533496857,0.2600821852684021,0.4397816061973572,1.0,0.20815876126289368,0.23409782350063324,0.19821369647979736,0.3683697581291199,0.13098852336406708
allowed,0.2693612575531006,0.5197521448135376,0.2985120713710785,0.1515207141637802,0.2699741721153259,0.3355235159397125,0.11884516477584839,0.1670570820569992,0.278107613325119,0.23683252930641174,0.24789878726005554,0.14893105626106262,0.2309964895248413
agriculture,0.18790777027606964,0.10786198824644089,0.29133129119873047,0.3918885886669159,0.3250654935836792,0.20296742022037506,0.49420157074928284,0.41041794419288635,0.24234887957572937,0.28221622109413147,0.1255219280719757,0.4190833270549774,0.11401621997356415
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.42353692650794983,0.28312990069389343,0.3056381344795227,0.32960009574890137,0.4954058527946472,0.2921520173549652,0.2753470242023468,0.20544172823429108
silviculture,0.23728780448436737,0.13588164746761322,0.37653976678848267,0.3947744369506836,0.39484143257141113,0.28193941712379456,0.4011804461479187,0.36468157172203064,0.2039540410041809,0.36314138770103455,0.2618469297885895,0.4197145104408264,0.1324930340051651
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.2550492286682129,0.5696388483047485,0.45205554366111755,0.24829789996147156,0.23409782350063324,0.1910654902458191,1.0,0.20523297786712646,0.2854640781879425,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.3362044394016266,0.733189046382904,0.6274310946464539,0.27471983432769775,0.28965309262275696,0.26373472809791565,0.6662389636039734,0.26774856448173523,0.25819888710975647,0.22068053483963013
previously,0.24305304884910583,0.2304767668247223,0.33854439854621887,0.23213766515254974,0.2850290536880493,0.264632910490036,0.1295783817768097,0.15706919133663177,0.2140432894229889,0.2762584090232849,0.19764401018619537,0.1788264364004135,0.15811841189861298
hostile,0.24132125079631805,0.17339487373828888,0.26774856448173523,0.15561935305595398,0.2005755454301834,0.259148508310318,0.24638870358467102,0.19821369647979736,0.21993067860603333,0.20523297786712646,0.9999999403953552,0.2726745307445526,0.13611407577991486
environment,0.213022843003273,0.10747723281383514,0.25819888710975647,0.40299519896507263,0.2659151554107666,0.25212639570236206,0.26559698581695557,0.3683697581291199,0.2823680341243744,0.2854640781879425,0.2726745307445526,0.9999998807907104,0.19478057324886322
;,0.10986888408660889,0.10727239400148392,0.09152708947658539,0.07425069063901901,0.054534342139959335,0.062140218913555145,0.04219275340437889,-0.03371680527925491,0.015684617683291435,0.092739537358284,0.07862492650747299,0.0012796836672350764,0.10349778085947037
meaning,0.24135559797286987,0.17128142714500427,0.31918859481811523,0.16741053760051727,0.2447882443666458,0.302217036485672,0.1779191493988037,0.20788536965847015,0.19248902797698975,0.2137773334980011,0.20520779490470886,0.2236468642950058,0.20420892536640167
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.2717459201812744,0.41498205065727234,0.6909449696540833,0.2415829747915268,0.25199997425079346,0.367409884929657,0.435920387506485,0.2791816294193268,0.28900691866874695,0.32716336846351624
large,0.2017821967601776,0.2084006518125534,0.3828733265399933,0.19719024002552032,0.3569655418395996,0.3440819978713989,0.25777485966682434,0.25525033473968506,0.23463839292526245,0.2841601073741913,0.2565341591835022,0.2172214239835739,0.1355665624141693
portions,0.2714673578739166,0.20459619164466858,0.3820982575416565,0.22200235724449158,0.29924145340919495,0.2840685248374939,0.22140072286128998,0.16481968760490417,0.25214678049087524,0.28234022855758667,0.2015266865491867,0.1982506364583969,0.13524997234344482
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.28700894117355347,1.0,0.45148900151252747,0.2633076310157776,0.24573488533496857,0.27198103070259094,0.5696388483047485,0.2005755454301834,0.2659151554107666,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.3362044394016266,0.733189046382904,0.6274310946464539,0.27471983432769775,0.28965309262275696,0.26373472809791565,0.6662389636039734,0.26774856448173523,0.25819888710975647,0.22068053483963013
amazon,0.16355936229228973,0.15553738176822662,0.260541707277298,0.16569922864437103,0.20143137872219086,0.15259569883346558,0.23839986324310303,0.20438170433044434,0.22816124558448792,0.12227833271026611,0.23235157132148743,0.17335161566734314,0.18144656717777252
rainforest,0.22127854824066162,0.0939265564084053,0.2571161389350891,0.16175465285778046,0.22522282600402832,0.23467609286308289,0.35989290475845337,0.4110114276409149,0.22224161028862,0.2207682877779007,0.23379553854465485,0.30433931946754456,0.1917492002248764
are,0.29724663496017456,0.2159031480550766,0.40399202704429626,0.22856876254081726,0.39081433415412903,0.35762670636177063,0.2428940236568451,0.2053813934326172,0.3588597774505615,0.3841303884983063,0.19263571500778198,0.3009084165096283,0.24591213464736938
probably,0.476871132850647,0.29997241497039795,0.3722526729106903,0.10424990952014923,0.29024845361709595,0.4885066747665405,0.27724406123161316,0.1592596173286438,0.28439319133758545,0.29636839032173157,0.21175099909305573,0.1943962126970291,0.3524723947048187
the,0.42745697498321533,0.34736719727516174,1.0,0.3362044394016266,0.733189046382904,0.6274310946464539,0.27471983432769775,0.28965309262275696,0.26373472809791565,0.6662389636039734,0.26774856448173523,0.25819888710975647,0.22068053483963013
result,0.19945499300956726,0.2026577889919281,0.27778977155685425,0.1463930755853653,0.231380432844162,0.33617642521858215,0.15869265794754028,0.18316540122032166,0.23180024325847626,0.25670310854911804,0.1786191165447235,0.23556222021579742,0.17218433320522308
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.28700894117355347,1.0,0.45148900151252747,0.2633076310157776,0.24573488533496857,0.27198103070259094,0.5696388483047485,0.2005755454301834,0.2659151554107666,0.1826142966747284
centuries,0.18983326852321625,0.22437435388565063,0.32166481018066406,0.2186630219221115,0.2695758044719696,0.2795242965221405,0.3165384531021118,0.1493300199508667,0.15508082509040833,0.2558690905570984,0.23824456334114075,0.10646579414606094,0.13179439306259155
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.28700894117355347,1.0,0.45148900151252747,0.2633076310157776,0.24573488533496857,0.27198103070259094,0.5696388483047485,0.2005755454301834,0.2659151554107666,0.1826142966747284
human,0.24243313074111938,0.15822581946849823,0.3103327453136444,0.3354254364967346,0.3083189129829407,0.2703263759613037,0.24459218978881836,0.2185838371515274,0.22108420729637146,0.23986108601093292,0.19956040382385254,0.3592745363712311,0.19748784601688385
management,0.180610790848732,0.116518035531044,0.26673808693885803,0.4204791486263275,0.31602242588996887,0.21765963733196259,0.13676030933856964,0.21292312443256378,0.31435152888298035,0.2783967852592468,0.22208517789840698,0.3865847885608673,0.15866325795650482
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.4316047728061676,0.2180381566286087,0.25815996527671814,0.20966707170009613,0.5201468467712402,0.20719313621520996,0.2742449939250946,0.31091248989105225
rather,0.3923804461956024,0.3137456178665161,0.31983619928359985,0.17494219541549683,0.3045461177825928,0.4823509454727173,0.18124882876873016,0.20510035753250122,0.3533850610256195,0.26646825671195984,0.233531191945076,0.3440725803375244,0.3053998053073883
than,0.29388150572776794,0.24820660054683685,0.3227543234825134,0.16820624470710754,0.33036211133003235,0.42539164423942566,0.21137379109859467,0.2017757147550583,0.3289473354816437,0.3270052373409271,0.20223695039749146,0.2566942274570465,0.24917294085025787
naturally,0.2692003846168518,0.17680342495441437,0.24729134142398834,0.1922665685415268,0.19106143712997437,0.30420657992362976,0.31874555349349976,0.3221369981765747,0.2533594071865082,0.2641628384590149,0.23211342096328735,0.3977363407611847,0.23365260660648346
occurring,0.2270880937576294,0.09868507832288742,0.3030725419521332,0.22747625410556793,0.3299761414527893,0.30092328786849976,0.2977135181427002,0.30907121300697327,0.2617396414279938,0.3471614122390747,0.21205507218837738,0.3269619643688202,0.1781778186559677
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.22143439948558807,0.3886612355709076,0.43993282318115234,0.13652624189853668,0.1457870453596115,0.29995355010032654,0.3887844979763031,0.1785716712474823,0.24648141860961914,0.27043893933296204
has,0.20338068902492523,0.2124989777803421,0.4177538752555847,0.26726067066192627,0.3909035325050354,0.4198763072490692,0.22094757854938507,0.14156760275363922,0.24426785111427307,0.4173259735107422,0.20006811618804932,0.22012650966644287,0.15994466841220856
previously,0.24305304884910583,0.2304767668247223,0.33854439854621887,0.23213766515254974,0.2850290536880493,0.264632910490036,0.1295783817768097,0.15706919133663177,0.2140432894229889,0.2762584090232849,0.19764401018619537,0.1788264364004135,0.15811841189861298
been,0.2567804455757141,0.2835664749145508,0.3563927710056305,0.2632805109024048,0.31685134768486023,0.3736515939235687,0.18725287914276123,0.22177988290786743,0.26631850004196167,0.3515113592147827,0.25628820061683655,0.24717523157596588,0.24354910850524902
supposed,0.48471322655677795,0.43956106901168823,0.33562925457954407,0.14262211322784424,0.2428056299686432,0.405438631772995,0.1385132372379303,0.15852409601211548,0.23049861192703247,0.26477015018463135,0.24432134628295898,0.12376058846712112,0.36114630103111267
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.500583827495575,0.235748752951622,0.2334715574979782,0.23842981457710266,0.5591574311256409,0.19854100048542023,0.31864476203918457,0.4130953550338745
