,when,did,abc,premier,the,flintstones,?
on,0.37706470489501953,0.2670976221561432,0.2862928807735443,0.17320027947425842,0.5107308030128479,0.2602778375148773,0.2714994251728058
september,0.2483685463666916,0.2693498432636261,0.23585575819015503,0.20525690913200378,0.2516939043998718,0.18722397089004517,0.2665146589279175
30,0.07008512318134308,-0.015366257168352604,0.08241145312786102,0.08831196278333664,0.0730796679854393,0.06965005397796631,-0.08261742442846298
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.22379356622695923,0.4933079481124878,0.24699905514717102,0.31091248989105225
1960,-0.11895739287137985,-0.14243990182876587,0.1366088092327118,0.10723249614238739,0.038049813359975815,0.10777444392442703,-0.02243652194738388
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.22379356622695923,0.4933079481124878,0.24699905514717102,0.31091248989105225
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.187356099486351,0.2068762183189392,0.27111661434173584,0.19065172970294952
premiered,0.15234041213989258,0.16398946940898895,0.40666091442108154,0.48501935601234436,0.2763466238975525,0.3999561369419098,0.21595802903175354
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.22658593952655792,1.0,0.1954326629638672,0.22068053483963013
flintstones,0.1565927416086197,0.14093731343746185,0.27111661434173584,0.1109953299164772,0.1954326629638672,1.0,0.21507510542869568
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.22379356622695923,0.4933079481124878,0.24699905514717102,0.31091248989105225
another,0.48569372296333313,0.29175329208374023,0.16896098852157593,0.1487034261226654,0.5019711852073669,0.20038099586963654,0.295511931180954
example,0.40509727597236633,0.2528466582298279,0.21688121557235718,0.10219022631645203,0.3755223751068115,0.1920238882303238,0.30374911427497864
of,0.3757161796092987,0.2513895630836487,0.14607268571853638,0.17136150598526,0.733189046382904,0.14013685286045074,0.1826142966747284
counterprogramming,0.2696588933467865,0.2471494972705841,0.2841138541698456,0.11614134162664413,0.2565805912017822,0.2605682611465454,0.26708662509918213
;,0.022927695885300636,0.10727239400148392,-0.0012340332614257932,0.0262948889285326,0.09152708947658539,0.08050426840782166,0.10349778085947037
although,0.3650384247303009,0.29252153635025024,0.12329328805208206,0.13369017839431763,0.3265823423862457,0.15595273673534393,0.15541206300258636
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.22658593952655792,1.0,0.1954326629638672,0.22068053483963013
animated,0.21063244342803955,0.17997093498706818,0.3651624023914337,0.17062725126743317,0.2584627568721771,0.469122052192688,0.19142872095108032
series,0.2194245308637619,0.15581852197647095,0.38518208265304565,0.1603700965642929,0.31376904249191284,0.3875825107097626,0.1709602326154709
from,0.405669629573822,0.20248863101005554,0.12159302085638046,0.16949327290058136,0.40150508284568787,0.19570164382457733,0.19969791173934937
william,0.22232958674430847,0.24349860846996307,0.1718696653842926,0.20272627472877502,0.21537061035633087,0.20131805539131165,0.14462219178676605
hanna,0.0779249370098114,0.18078432977199554,0.32104021310806274,0.12559784948825836,0.1849406361579895,0.42375627160072327,0.1685352772474289
and,0.4716290831565857,0.34479495882987976,0.16453155875205994,0.21677951514720917,0.5171257257461548,0.26255521178245544,0.20544172823429108
joseph,0.18643911182880402,0.19009922444820404,0.10818171501159668,0.23794744908809662,0.2251148819923401,0.15425796806812286,0.08421234786510468
barbera,0.147871732711792,0.20859713852405548,0.3472665548324585,0.14878927171230316,0.2656538784503937,0.47648197412490845,0.18378910422325134
was,0.37326499819755554,0.41399896144866943,0.21565799415111542,0.205341175198555,0.48711544275283813,0.2534482479095459,0.18412111699581146
filmed,0.13465821743011475,0.23154063522815704,0.2941085994243622,0.12394854426383972,0.2799699008464813,0.3952639102935791,0.12269312888383865
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.1662118285894394,0.6662389636039734,0.23422248661518097,0.20430970191955566
color,0.21349301934242249,0.19901683926582336,0.1639925241470337,0.126813605427742,0.21895472705364227,0.24665632843971252,0.21299609541893005
from,0.405669629573822,0.20248863101005554,0.12159302085638046,0.16949327290058136,0.40150508284568787,0.19570164382457733,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.22658593952655792,1.0,0.1954326629638672,0.22068053483963013
beginning,0.41447868943214417,0.28616875410079956,0.24296143651008606,0.18662403523921967,0.49622642993927,0.21456196904182434,0.19413669407367706
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.22379356622695923,0.4933079481124878,0.24699905514717102,0.31091248989105225
it,0.4775012135505676,0.2993364930152893,0.17324577271938324,0.16498376429080963,0.6251175999641418,0.18518789112567902,0.25732165575027466
was,0.37326499819755554,0.41399896144866943,0.21565799415111542,0.205341175198555,0.48711544275283813,0.2534482479095459,0.18412111699581146
initially,0.36285609006881714,0.2628418803215027,0.17420388758182526,0.05031025782227516,0.2997018098831177,0.18800242245197296,0.0699334517121315
broadcast,0.2190258502960205,0.17054221034049988,0.4876510202884674,0.11549346148967743,0.2713715434074402,0.26799288392066956,0.15760008990764618
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.1662118285894394,0.6662389636039734,0.23422248661518097,0.20430970191955566
black-and-white,0.28638583421707153,0.253682017326355,0.2835651934146881,0.2619313597679138,0.3203617334365845,0.4100746810436249,0.22171147167682648
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.22379356622695923,0.4933079481124878,0.24699905514717102,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.2286096066236496,0.18566180765628815,0.48381632566452026,0.2655009329319,0.27043893933296204
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.187356099486351,0.2068762183189392,0.27111661434173584,0.19065172970294952
had,0.37526828050613403,0.540525496006012,0.18355661630630493,0.15695028007030487,0.3875846862792969,0.22914578020572662,0.20728366076946259
not,0.4799930453300476,0.6481515765190125,0.15984800457954407,0.14508071541786194,0.4310511648654938,0.15092012286186218,0.41942933201789856
made,0.2936893105506897,0.3068731725215912,0.16169872879981995,0.11198370158672333,0.3885267674922943,0.21974842250347137,0.17218779027462006
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.22658593952655792,1.0,0.1954326629638672,0.22068053483963013
necessary,0.3026391863822937,0.34152600169181824,0.12570548057556152,0.11548053473234177,0.28364068269729614,0.12822562456130981,0.3430270850658417
technical,0.17869530618190765,0.19641751050949097,0.029799440875649452,0.12014240026473999,0.21600495278835297,0.10697828978300095,0.1962660700082779
upgrades,0.20860762894153595,0.18782564997673035,0.1385471224784851,0.09337856620550156,0.23512938618659973,0.2133818417787552,0.1715753972530365
to,0.5423505902290344,0.4452643394470215,0.1762417107820511,0.170038640499115,0.535392165184021,0.1365019679069519,0.29463258385658264
broadcast,0.2190258502960205,0.17054221034049988,0.4876510202884674,0.11549346148967743,0.2713715434074402,0.26799288392066956,0.15760008990764618
its,0.34032323956489563,0.19922670722007751,0.19045390188694,0.15019483864307404,0.559237003326416,0.16222627460956573,0.15103481709957123
programming,0.16662397980690002,0.13710743188858032,0.3165910840034485,0.08894196152687073,0.17869283258914948,0.25955283641815186,0.22249025106430054
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.1662118285894394,0.6662389636039734,0.23422248661518097,0.20430970191955566
color,0.21349301934242249,0.19901683926582336,0.1639925241470337,0.126813605427742,0.21895472705364227,0.24665632843971252,0.21299609541893005
at,0.38876327872276306,0.28390252590179443,0.12953892350196838,0.1120803952217102,0.457212895154953,0.16141775250434875,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.22658593952655792,1.0,0.1954326629638672,0.22068053483963013
time,0.4363728165626526,0.3567926585674286,0.17553414404392242,0.15057648718357086,0.43061500787734985,0.1382995992898941,0.27391523122787476
.,0.475719153881073,0.35288307070732117,0.2567209303379059,0.24304081499576569,0.5934505462646484,0.22793804109096527,0.4130953550338745
