,in,what,year,did,tesla,demonstrate,his,alternating,current,system,?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.17097744345664978,0.24932757019996643,0.3598145842552185,0.24697254598140717,0.1955713927745819,0.21978288888931274,0.20430970191955566
1888,0.13696274161338806,0.15734994411468506,0.2260490506887436,0.08121363818645477,0.12613868713378906,0.009466502815485,0.12162206321954727,0.16242994368076324,0.13739219307899475,0.1605404019355774,0.07625395059585571
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.2733919620513916,0.3378419280052185,0.2542676031589508,0.29341426491737366,0.18439900875091553,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1324402391910553,0.2374596893787384,0.4394008219242096,0.34576064348220825,0.3314409554004669,0.3233085572719574,0.22068053483963013
editor,0.16225247085094452,0.24203328788280487,0.21017396450042725,0.16913944482803345,0.14602340757846832,0.2254066914319992,0.21010223031044006,0.10880672186613083,0.19343023002147675,0.20029135048389435,0.29182010889053345
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.18837453424930573,0.2098890244960785,0.38364991545677185,0.28741198778152466,0.31470298767089844,0.25597915053367615,0.1826142966747284
electrical,0.2146623730659485,0.19961315393447876,0.1168355718255043,0.12294142693281174,0.45727142691612244,0.2583812177181244,0.17698267102241516,0.40451180934906006,0.3573765456676483,0.27420902252197266,0.10923371464014053
world,0.3038199245929718,0.21669597923755646,0.25931429862976074,0.1944720596075058,0.15619845688343048,0.09116946160793304,0.22569474577903748,0.1011299267411232,0.1596897542476654,0.1705089509487152,0.17579582333564758
magazine,0.17267684638500214,0.16423653066158295,0.2280501276254654,0.14056919515132904,0.2325788289308548,0.09350323677062988,0.1464061290025711,0.08978495001792908,0.1426651030778885,0.07078167796134949,0.15570664405822754
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.2733919620513916,0.3378419280052185,0.2542676031589508,0.29341426491737366,0.18439900875091553,0.31091248989105225
thomas,0.21133768558502197,0.1806955188512802,0.1567562371492386,0.20728807151317596,0.21892967820167542,0.12261909991502762,0.20028819143772125,0.13405020534992218,0.06341943889856339,0.06121407076716423,0.16133050620555878
commerford,0.2916942238807678,0.16102948784828186,0.20329996943473816,0.21256496012210846,0.2827424705028534,0.1912805140018463,0.2449435293674469,0.1612659990787506,0.1455605924129486,0.08285815268754959,0.13851870596408844
martin,0.22752496600151062,0.14814218878746033,0.13085660338401794,0.15959656238555908,0.22885408997535706,0.058248311281204224,0.23498685657978058,0.17515979707241058,0.1251160055398941,0.045749254524707794,0.060103293508291245
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.2156914919614792,0.10973811149597168,0.16098198294639587,0.2084048092365265,0.25988274812698364,0.15626809000968933,0.40561532974243164
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.2211925983428955,0.2521003186702728,0.3497250974178314,0.29976433515548706,0.1987239569425583,0.2589043080806732,0.23916715383529663
friend,0.12977886199951172,0.21574655175209045,0.2138899266719818,0.1877204179763794,0.14410300552845,0.18075942993164062,0.4291400909423828,0.07174502313137054,0.07371137291193008,0.04912000522017479,0.12953594326972961
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.19560420513153076,0.22373680770397186,0.4234102666378021,0.2776072323322296,0.23919939994812012,0.231138214468956,0.20544172823429108
publicist,0.16236144304275513,0.19299936294555664,0.1987960934638977,0.21081353724002838,0.23677003383636475,0.19043530523777008,0.29965904355049133,-0.0006310571334324777,0.06790581345558167,0.048822272568941116,0.23023360967636108
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.22692398726940155,0.1154056265950203,0.18606403470039368,0.224770650267601,0.2365816831588745,0.15207810699939728,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.2733919620513916,0.3378419280052185,0.2542676031589508,0.29341426491737366,0.18439900875091553,0.31091248989105225
arranged,0.20203842222690582,0.1523403525352478,0.16820673644542694,0.28978756070137024,0.1214086264371872,0.18705302476882935,0.20409953594207764,0.2695919871330261,0.11728978902101517,0.08530395478010178,0.08499907702207565
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.13983871042728424,0.31873947381973267,0.39312878251075745,0.28052112460136414,0.27481377124786377,0.2630598843097687,0.264628142118454
tesla,0.17097744345664978,0.23221199214458466,0.1455472707748413,0.09757418930530548,0.9999999403953552,0.30971378087997437,0.1580733060836792,0.20965251326560974,0.19374153017997742,0.18243813514709473,0.10250775516033173
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.17548894882202148,0.3286087214946747,0.3715193271636963,0.23102223873138428,0.30630946159362793,0.26662686467170715,0.29463258385658264
demonstrate,0.24932757019996643,0.2640211582183838,0.09769465774297714,0.222980335354805,0.30971378087997437,1.0,0.2149023562669754,0.18313832581043243,0.1404573768377304,0.22941339015960693,0.20898205041885376
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.3546801507472992,0.1580733060836792,0.2149023562669754,0.9999998807907104,0.140254408121109,0.1555706262588501,0.15711051225662231,0.18075084686279297
alternating,0.24697254598140717,0.10095972567796707,0.18891800940036774,0.023347359150648117,0.20965251326560974,0.18313832581043243,0.140254408121109,1.0000001192092896,0.3370499312877655,0.25607529282569885,0.13878576457500458
current,0.1955713927745819,0.18294453620910645,0.1603107899427414,0.07635620981454849,0.19374153017997742,0.1404573768377304,0.1555706262588501,0.3370499312877655,1.0,0.17151163518428802,0.12074550241231918
system,0.21978288888931274,0.23557309806346893,0.15319517254829407,0.1967303454875946,0.18243813514709473,0.22941339015960693,0.15711051225662231,0.25607529282569885,0.17151163518428802,1.0000001192092896,0.15556083619594574
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.2733919620513916,0.3378419280052185,0.2542676031589508,0.29341426491737366,0.18439900875091553,0.31091248989105225
including,0.35857823491096497,0.18328791856765747,0.1839407980442047,0.26678287982940674,0.07415688037872314,0.1458601951599121,0.25115638971328735,0.19432386755943298,0.16780447959899902,0.14377175271511078,0.1633303165435791
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.3546801507472992,0.1580733060836792,0.2149023562669754,0.9999998807907104,0.140254408121109,0.1555706262588501,0.15711051225662231,0.18075084686279297
induction,0.18288569152355194,0.21248550713062286,0.12400799244642258,0.09851984679698944,0.3487966060638428,0.2197391390800476,0.22258560359477997,0.4095393419265747,0.2691754996776581,0.22342351078987122,0.1510571390390396
motor,0.21732762455940247,0.18952611088752747,0.1394796520471573,0.13840025663375854,0.3617369830608368,0.17219801247119904,0.18394465744495392,0.21298687160015106,0.2648129463195801,0.24123358726501465,0.0637441948056221
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.2733919620513916,0.3378419280052185,0.2542676031589508,0.29341426491737366,0.18439900875091553,0.31091248989105225
at,0.4374977946281433,0.2838611304759979,0.3146436810493469,0.28390252590179443,0.16552478075027466,0.2285737246274948,0.27659502625465393,0.1700114756822586,0.17432795464992523,0.1684759259223938,0.21978627145290375
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1324402391910553,0.2374596893787384,0.4394008219242096,0.34576064348220825,0.3314409554004669,0.3233085572719574,0.22068053483963013
american,0.22871561348438263,0.1909721940755844,0.18412037193775177,0.21486236155033112,0.12191694229841232,0.06593098491430283,0.21155373752117157,0.10371091961860657,0.09754389524459839,0.07066620141267776,0.18877598643302917
institute,0.2517135441303253,0.17608846724033356,0.08624700456857681,0.13879841566085815,0.15442416071891785,0.2090516984462738,0.18142391741275787,0.0969737321138382,0.14122168719768524,0.18625259399414062,0.115291528403759
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.18837453424930573,0.2098890244960785,0.38364991545677185,0.28741198778152466,0.31470298767089844,0.25597915053367615,0.1826142966747284
electrical,0.2146623730659485,0.19961315393447876,0.1168355718255043,0.12294142693281174,0.45727142691612244,0.2583812177181244,0.17698267102241516,0.40451180934906006,0.3573765456676483,0.27420902252197266,0.10923371464014053
engineers,0.20390598475933075,0.259060800075531,0.11615759134292603,0.24937547743320465,0.3254041373729706,0.26731812953948975,0.14565543830394745,0.1680014431476593,0.1498803198337555,0.17663031816482544,0.18139411509037018
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.2156914919614792,0.10973811149597168,0.16098198294639587,0.2084048092365265,0.25988274812698364,0.15626809000968933,0.40561532974243164
now,0.3619694113731384,0.4903225302696228,0.1497349739074707,0.2646316885948181,0.26316559314727783,0.23349861800670624,0.26646822690963745,0.1864033341407776,0.2849317789077759,0.14182664453983307,0.29641881585121155
ieee,0.1104082316160202,0.14314574003219604,0.11942938715219498,0.056864287704229355,0.3623356223106384,0.20952335000038147,0.11539559066295624,0.24261857569217682,0.22133088111877441,0.22901274263858795,0.16785793006420135
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.22692398726940155,0.1154056265950203,0.18606403470039368,0.224770650267601,0.2365816831588745,0.15207810699939728,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.17949827015399933,0.18065162003040314,0.3119256794452667,0.2900952398777008,0.29179835319519043,0.2277725487947464,0.4130953550338745
